slug	status	previous_status	previous_confidence	confidence	previous_posterior	posterior	previous_satisfiable_count	distinct_solutions	assignment_changed
Dentatorubral-Pallidoluysian_Atrophy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Dentici-Novelli_neurodevelopmental_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Denys-Drash_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177785582386	0.654630742234	576	256	False
Dermatosparaxis_Ehlers-Danlos_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Developmental_And_Epileptic_Encephalopathy_116	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Developmental_And_Epileptic_Encephalopathy_14	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.101497461483	0.645957508189	896	256	False
Developmental_And_Epileptic_Encephalopathy_19	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.210978112487	0.810204201309	72	32	False
Developmental_And_Epileptic_Encephalopathy_38	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Developmental_And_Epileptic_Encephalopathy_46	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Developmental_And_Epileptic_Encephalopathy_50	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Developmental_And_Epileptic_Encephalopathy_80	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Developmental_And_Epileptic_Encephalopathy_81	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Developmental_And_Epileptic_Encephalopathy_89	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Developmental_Delay_Hypotonia_Musculoskeletal_Defects_And_Behavioral_Abnormalities	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Developmental_and_Epileptic_Encephalopathy_55	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Diabetes_Deafness_Developmental_Delay_and_Short_Stature_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Diamond-Blackfan_Anemia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Diaphyseal_Medullary_Stenosis_With_Malignant_Fibrous_Histiocytoma	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma	RETRACTED	RETRACTED	0.5	0.5	0.097374513456	0.373940400604	216	96	False
Dilated_Cardiomyopathy_1EE	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Dilated_Cardiomyopathy_1GG	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Dilated_Cardiomyopathy_1JJ	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Dilated_Cardiomyopathy_1O	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Dilated_Cardiomyopathy_1R	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Dilated_Cardiomyopathy_1U	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Dilated_Cardiomyopathy_1X	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Dilated_Cardiomyopathy_1Y	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Dimethylglycine_Dehydrogenase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Distal_Hereditary_Motor_Neuronopathy_Type_2A	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Distal_Hereditary_Motor_Neuronopathy_Type_5B	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Distal_Myopathy_6_Adult-Onset_Autosomal_Dominant	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Dominant_Deafness-Onychodystrophy_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Donnai-Barrow_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Dorfman_Chanarin_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Du_Pan_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Duane_Radial_Ray_Syndrome	RETRACTED	RETRACTED	0.5	0.5	0.086134300347	0.317158231907	432	192	False
Duane_Retraction_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Duane_Retraction_Syndrome_3_With_Or_Without_Deafness	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Dysostosis_Multiplex_Ain-Naz_Type	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.233770761759	0.897733187046	18	8	False
ECHS1_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
EFL1-related_Shwachman-Diamond_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
EML1_Ribbon_Heterotopia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
EVEN-PLUS_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
EYS_Related_Retinitis_Pigmentosa	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.207360352688	0.763529076814	72	32	False
Ectodermal_Dysplasia_and_Immunodeficiency_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196992335054	0.725352622974	144	64	False
Elsahy-Waters_Syndrome	RETRACTED	RETRACTED	0.5	0.5	0.090919539256	0.33477813368	432	192	False
Enhanced_S-Cone_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Epidermolysis_Bullosa	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.200429206863	0.769693991243	144	64	False
Erythropoietic_Protoporphyria	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196992335054	0.725352622974	144	64	False
Ethylmalonic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
FADD-related_Immunodeficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
FAS-related_Autoimmune_Lymphoproliferative_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.241854909098	0.890542734293	9	4	False
FASTKD5-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
FGF12-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
FGFR1_Hypogonadotropic_Hypogonadism	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
FGFR2-Related_Bent_Bone_Dysplasia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
FG_Syndrome_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
FG_Syndrome_4	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
FILS_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
FOLR1-Related_Cerebral_Folate_Transport_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
FOXE3_Anterior_Segment_Dysgenesis	RETRACTED	RETRACTED	0.5	0.5	0.106338642404	0.391553372725	108	48	False
FOXP1_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Familial_Chylomicronemia_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196446649915	0.723343335929	72	32	False
Familial_Congenital_Mirror_Movements	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Familial_Defective_Apolipoprotein_B-100	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Familial_Episodic_Pain_Syndrome_With_Predominantly_Lower_Limb_Involvement	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Familial_Exudative_Vitreoretinopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Familial_Focal_Epilepsy_With_Variable_Foci	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Familial_Hyperaldosteronism_Type_I	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Familial_Hypocalciuric_Hypercalcemia_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Familial_Isolated_Vitamin_E_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Familial_Mediterranean_Fever	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Familial_Progressive_Hyperpigmentation_With_Or_Without_Hypopigmentation	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Familial_Visceral_Neuropathy_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Fanconi-Bickel_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Fanconi_Renotubular_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196992335054	0.725352622974	144	64	False
Farber_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Ferguson-Bonni_Neurodevelopmental_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Fibrochondrogenesis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Filippi_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Finnish_Type_Amyloidosis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Fountain_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Fragile_X-Associated_Primary_Ovarian_Insufficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Fragile_X-Associated_Tremor_Ataxia_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Frasier_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177785582386	0.654630742234	576	256	False
Frias_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Frontotemporal_Dementia_And_Or_Amyotrophic_Lateral_Sclerosis_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Fuhrmann_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
G6PC3_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
GABRB3-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
GATA2_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
GFI1B-related_Platelet-type_Bleeding_Disorder	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196992335054	0.725352622974	144	64	False
GJB2-GJB6_Digenic_Nonsyndromic_Hearing_Loss	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.196992335054	0.725352622974	144	64	False
GLUT1_Deficiency_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
GM1_Gangliosidosis_Type_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
GM1_Gangliosidosis_Type_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
GM1_Gangliosidosis_Type_3	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
GM3_Synthase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
GNE_Myopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
GNPTG-Mucolipidosis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
GRIN1-Related_Neurodevelopmental_Disorder	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.246074486062	0.944982302154	9	4	False
GRIN2A-Related_Epileptic_Encephalopathy_and_Intellectual_Disability	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
GRIN2B-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Gaucher_Disease_Due_To_Saposin_C_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Generalized_Epilepsy_with_Febrile_Seizures_Plus	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Generalized_Resistance_to_Thyroid_Hormone	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.246074486062	0.944982302154	9	4	False
Genitopatellar_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Giant_Axonal_Neuropathy_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Gilberts_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177785582386	0.654630742234	576	256	False
Gitelman_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Global_Developmental_Delay_Progressive_Ataxia_and_Elevated_Glutamine	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Glucose-Galactose_Malabsorption	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Glutaryl-CoA_Dehydrogenase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Glycogen_Storage_Disease_Due_To_Aldolase_A_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Glycogen_Storage_Disease_Due_To_Lactate_Dehydrogenase_M-subunit_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Glycogen_Storage_Disease_Due_to_Muscle_Beta-Enolase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Glycogen_Storage_Disease_Type_0b	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.189880301238	0.729183781178	144	64	False
Glycogen_Storage_Disease_Type_I	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Glycogen_Storage_Disease_Type_VI	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Glycogen_Storage_Disease_Type_VII	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Glycogen_Storage_Disease_XV	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Glycoprotein_Storage_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Gnathodiaphyseal_Dysplasia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Gorlin_Syndrome	RETRACTED	RETRACTED	0.5	0.5	0.087880498394	0.337481211545	864	384	False
Greenberg_Dysplasia	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.171366971868	0.658088362513	576	256	False
Growth_Restriction_Hypoplastic_Kidneys_Alopecia_And_Distinctive_Facies	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.233770761759	0.897733187046	18	8	False
Guanidinoacetate_Methyltransferase_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Guillouet-Gordon_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
HCN1-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
HFM1-related_gametogenic_failure	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
HHAT-Related_Chondrodysplasia_with_46XY_Disorder_of_Sex_Development	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
HNRNPU-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
HROB-related_gametogenic_failure	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
HSD10_Mitochondrial_Disease	RETRACTED	RETRACTED	0.5	0.5	0.090919539256	0.33477813368	432	192	False
Hallermann-Streiff_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hand-Foot-Genital_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Hao-Fountain_syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.206785947279	0.76141403782	36	16	False
Harderoporphyria	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Hartnup_Disease	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hartsfield_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Hearing_Loss_Autosomal_Dominant_75	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hearing_Loss_Autosomal_Dominant_76	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Hearing_Loss_Autosomal_Dominant_78	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hearing_Loss_Autosomal_Dominant_82	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.95	0.222082223671	0.852846527694	36	16	False
Hearing_Loss_Autosomal_Dominant_83	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hearing_Loss_Autosomal_Recessive_106	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Hearing_Loss_Autosomal_Recessive_120	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.218274055461	0.803714817699	36	16	False
Heart_Defect_Tongue_Hamartoma_Polysyndactyly_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.180386286176	0.692724592119	288	128	False
Heme_Oxygenase_1_Deficiency	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
Hemophagocytic_Lymphohistiocytosis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.206785947279	0.76141403782	36	16	False
Hennekam_Lymphangiectasia-Lymphedema_Syndrome_1	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Hennekam_Lymphangiectasia-Lymphedema_Syndrome_2	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Hepatic_Veno-occlusive_Disease-Immunodeficiency_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hereditary_Arterial_and_Articular_Multiple_Calcification_Syndrome	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.177293101549	0.652817360676	288	128	False
Hereditary_Congenital_Facial_Paresis_3	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.229762163644	0.846015597578	18	8	False
Hereditary_Diffuse_Leukoencephalopathy_with_Spheroids	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.168428446471	0.620176492642	576	256	False
Hereditary_Gingival_Fibromatosis	ALL_MAPPINGS_CONSISTENT	ALL_MAPPINGS_CONSISTENT	0.5	0.9	0.186624317419	0.687176169133	144	64	False
