slug	status	subject	subject_label	relation	object	object_label	prior	accepted	posterior
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	ALL_MAPPINGS_CONSISTENT	MONDO:0009668	lethal multiple pterygium syndrome	EquivalentTo	NCIT:C101038	Lethal Multiple Pterygium Syndrome	0.95	True	0.95
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	ALL_MAPPINGS_CONSISTENT	MONDO:0009668	lethal multiple pterygium syndrome	EquivalentTo	OMIM:253290	multiple pterygium syndrome, lethal  iia	0.95	True	0.95
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	ALL_MAPPINGS_CONSISTENT	MONDO:0009668	lethal multiple pterygium syndrome	EquivalentTo	ORDO:33108	Lethal multiple pterygium syndrome	0.95	True	0.95
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	ALL_MAPPINGS_CONSISTENT	ORDO:33108	Lethal multiple pterygium syndrome	ProperSubClassOf	ICD10:Q79.8	Other congenital malformations of musculoskeletal system	0.9	True	0.9
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	dismech:CHST3-Related_Skeletal_Dysplasia	CHST3-Related Skeletal Dysplasia (dismech entry)	EquivalentTo	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	0.9	True	0.890542734293
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	dismech:CHST3-Related_Skeletal_Dysplasia	CHST3-Related Skeletal Dysplasia (dismech entry)	ProperSubClassOf	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	0.07	False	0.007447788698
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	ProperSubClassOf	dismech:CHST3-Related_Skeletal_Dysplasia	CHST3-Related Skeletal Dysplasia (dismech entry)	0.03	False	0.00306028431
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	EquivalentTo	DOID:0050813	spondyloepiphyseal dysplasia with congenital joint dislocations	0.95	True	0.95
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	EquivalentTo	MESH:C537283	Gollop Coates syndrome	0.95	True	0.95
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	EquivalentTo	OMIM:143095	spondyloepiphyseal dysplasia with congenital joint dislocations	0.95	True	0.95
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	EquivalentTo	ORDO:263463	CHST3-related skeletal dysplasia	0.95	True	0.95
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	ORDO:263463	CHST3-related skeletal dysplasia	ProperSubClassOf	ICD10:Q74.8	Other specified congenital malformations of limb(s)	0.9	True	0.9
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:CINCA_Syndrome	CINCA Syndrome (dismech entry)	EquivalentTo	MONDO:0011776	CINCA syndrome	0.95	True	0.944982302154
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:CINCA_Syndrome	CINCA Syndrome (dismech entry)	ProperSubClassOf	MONDO:0011776	CINCA syndrome	0.07	False	0.003743563166
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0011776	CINCA syndrome	ProperSubClassOf	dismech:CINCA_Syndrome	CINCA Syndrome (dismech entry)	0.03	False	0.00153822404
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0011776	CINCA syndrome	EquivalentTo	DOID:0090029	CINCA Syndrome	0.95	True	0.95
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0011776	CINCA syndrome	EquivalentTo	NCIT:C116380	Chronic Infantile Neurological Cutaneous and Articular Syndrome	0.95	True	0.95
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0011776	CINCA syndrome	EquivalentTo	OMIM:607115	cinca syndrome	0.95	True	0.95
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0011776	CINCA syndrome	EquivalentTo	ORDO:1451	CINCA syndrome	0.95	True	0.95
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	ORDO:1451	CINCA syndrome	ProperSubClassOf	ICD10:E85.0	Non-neuropathic heredofamilial amyloidosis	0.9	True	0.9
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	dismech:CLCN2-Related_Leukoencephalopathy	CLCN2-Related Leukoencephalopathy (dismech entry)	EquivalentTo	MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	0.9	True	0.890542734293
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	dismech:CLCN2-Related_Leukoencephalopathy	CLCN2-Related Leukoencephalopathy (dismech entry)	ProperSubClassOf	MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	0.07	False	0.007447788698
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	ProperSubClassOf	dismech:CLCN2-Related_Leukoencephalopathy	CLCN2-Related Leukoencephalopathy (dismech entry)	0.03	False	0.00306028431
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	EquivalentTo	NCIT:C171603	Leukoencephalopathy with Ataxia	0.95	True	0.95
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	EquivalentTo	OMIM:615651	leukoencephalopathy with ataxia	0.95	True	0.95
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014292	leukoencephalopathy with mild cerebellar ataxia and white matter edema	EquivalentTo	ORDO:363540	Leukoencephalopathy with mild cerebellar ataxia and white matter edema	0.95	True	0.95
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	ORDO:363540	Leukoencephalopathy with mild cerebellar ataxia and white matter edema	ProperSubClassOf	ICD10:E75.2	Other sphingolipidosis	0.9	True	0.9
CN_Related_DEE	ALL_MAPPINGS_CONSISTENT	dismech:CN_Related_DEE	CN-Related Developmental and Epileptic Encephalopathy (dismech entry)	EquivalentTo	MONDO:0020630	developmental and epileptic encephalopathy 91	0.9	True	0.890542734293
CN_Related_DEE	ALL_MAPPINGS_CONSISTENT	dismech:CN_Related_DEE	CN-Related Developmental and Epileptic Encephalopathy (dismech entry)	ProperSubClassOf	MONDO:0020630	developmental and epileptic encephalopathy 91	0.07	False	0.007447788698
CN_Related_DEE	ALL_MAPPINGS_CONSISTENT	MONDO:0020630	developmental and epileptic encephalopathy 91	ProperSubClassOf	dismech:CN_Related_DEE	CN-Related Developmental and Epileptic Encephalopathy (dismech entry)	0.03	False	0.00306028431
CN_Related_DEE	ALL_MAPPINGS_CONSISTENT	MONDO:0020630	developmental and epileptic encephalopathy 91	EquivalentTo	DOID:0080472	developmental and epileptic encephalopathy 91	0.95	True	0.95
CN_Related_DEE	ALL_MAPPINGS_CONSISTENT	MONDO:0020630	developmental and epileptic encephalopathy 91	EquivalentTo	OMIM:617711	developmental and epileptic encephalopathy 91	0.95	True	0.95
COA3-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COA3-Related_COX_Deficiency	COA3-Related COX Deficiency (dismech entry)	EquivalentTo	MONDO:0033649	mitochondrial complex IV deficiency, nuclear type 14	0.9	True	0.890542734293
COA3-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COA3-Related_COX_Deficiency	COA3-Related COX Deficiency (dismech entry)	ProperSubClassOf	MONDO:0033649	mitochondrial complex IV deficiency, nuclear type 14	0.07	False	0.007447788698
COA3-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033649	mitochondrial complex IV deficiency, nuclear type 14	ProperSubClassOf	dismech:COA3-Related_COX_Deficiency	COA3-Related COX Deficiency (dismech entry)	0.03	False	0.00306028431
COA3-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033649	mitochondrial complex IV deficiency, nuclear type 14	EquivalentTo	DOID:0070499	mitochondrial complex IV deficiency nuclear type 14	0.95	True	0.95
COA3-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033649	mitochondrial complex IV deficiency, nuclear type 14	EquivalentTo	OMIM:619058	mitochondrial complex 4 deficiency, nuclear  iia 14	0.95	True	0.95
COA8-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COA8-Related_COX_Deficiency	COA8-Related COX Deficiency (dismech entry)	EquivalentTo	MONDO:0033652	mitochondrial complex IV deficiency, nuclear type 17	0.9	True	0.890542734293
COA8-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COA8-Related_COX_Deficiency	COA8-Related COX Deficiency (dismech entry)	ProperSubClassOf	MONDO:0033652	mitochondrial complex IV deficiency, nuclear type 17	0.07	False	0.007447788698
COA8-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033652	mitochondrial complex IV deficiency, nuclear type 17	ProperSubClassOf	dismech:COA8-Related_COX_Deficiency	COA8-Related COX Deficiency (dismech entry)	0.03	False	0.00306028431
COA8-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033652	mitochondrial complex IV deficiency, nuclear type 17	EquivalentTo	DOID:0070502	mitochondrial complex IV deficiency nuclear type 17	0.95	True	0.95
COA8-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033652	mitochondrial complex IV deficiency, nuclear type 17	EquivalentTo	OMIM:619061	mitochondrial complex 4 deficiency, nuclear  iia 17	0.95	True	0.95
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	dismech:COG1-congenital_disorder_of_glycosylation	COG1-congenital disorder of glycosylation (dismech entry)	EquivalentTo	MONDO:0012637	COG1-congenital disorder of glycosylation	0.9	True	0.890542734293
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	dismech:COG1-congenital_disorder_of_glycosylation	COG1-congenital disorder of glycosylation (dismech entry)	ProperSubClassOf	MONDO:0012637	COG1-congenital disorder of glycosylation	0.07	False	0.007447788698
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012637	COG1-congenital disorder of glycosylation	ProperSubClassOf	dismech:COG1-congenital_disorder_of_glycosylation	COG1-congenital disorder of glycosylation (dismech entry)	0.03	False	0.00306028431
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012637	COG1-congenital disorder of glycosylation	EquivalentTo	DOID:0070259	congenital disorder of glycosylation type IIg	0.95	True	0.95
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012637	COG1-congenital disorder of glycosylation	EquivalentTo	MESH:C535756	Congenital disorder of glycosylation, type 2G	0.95	True	0.95
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012637	COG1-congenital disorder of glycosylation	EquivalentTo	OMIM:611209	congenital disorder of glycosylation,  iia iig	0.95	True	0.95
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012637	COG1-congenital disorder of glycosylation	EquivalentTo	ORDO:263508	COG1-CDG	0.95	True	0.95
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	ORDO:263508	COG1-CDG	ProperSubClassOf	ICD10:E77.8	Other disorders of glycoprotein metabolism	0.9	True	0.9
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	dismech:COG4-Congenital_Disorder_of_Glycosylation	COG4-Congenital Disorder of Glycosylation (dismech entry)	EquivalentTo	MONDO:0013281	COG4-congenital disorder of glycosylation	0.9	True	0.890542734293
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	dismech:COG4-Congenital_Disorder_of_Glycosylation	COG4-Congenital Disorder of Glycosylation (dismech entry)	ProperSubClassOf	MONDO:0013281	COG4-congenital disorder of glycosylation	0.07	False	0.007447788698
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0013281	COG4-congenital disorder of glycosylation	ProperSubClassOf	dismech:COG4-Congenital_Disorder_of_Glycosylation	COG4-Congenital Disorder of Glycosylation (dismech entry)	0.03	False	0.00306028431
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0013281	COG4-congenital disorder of glycosylation	EquivalentTo	DOID:0070262	congenital disorder of glycosylation type IIj	0.95	True	0.95
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0013281	COG4-congenital disorder of glycosylation	EquivalentTo	OMIM:613489	congenital disorder of glycosylation,  iia iij	0.95	True	0.95
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0013281	COG4-congenital disorder of glycosylation	EquivalentTo	ORDO:263501	COG4-CDG	0.95	True	0.95
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	ORDO:263501	COG4-CDG	ProperSubClassOf	ICD10:E77.8	Other disorders of glycoprotein metabolism	0.9	True	0.9
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	dismech:COG7-Congenital_Disorder_of_Glycosylation	COG7-congenital disorder of glycosylation (dismech entry)	EquivalentTo	MONDO:0012118	COG7-congenital disorder of glycosylation	0.9	True	0.890542734293
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	dismech:COG7-Congenital_Disorder_of_Glycosylation	COG7-congenital disorder of glycosylation (dismech entry)	ProperSubClassOf	MONDO:0012118	COG7-congenital disorder of glycosylation	0.07	False	0.007447788698
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012118	COG7-congenital disorder of glycosylation	ProperSubClassOf	dismech:COG7-Congenital_Disorder_of_Glycosylation	COG7-congenital disorder of glycosylation (dismech entry)	0.03	False	0.00306028431
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012118	COG7-congenital disorder of glycosylation	EquivalentTo	DOID:0070257	congenital disorder of glycosylation type IIe	0.95	True	0.95
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012118	COG7-congenital disorder of glycosylation	EquivalentTo	MESH:C535754	Congenital disorder of glycosylation type 2E	0.95	True	0.95
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012118	COG7-congenital disorder of glycosylation	EquivalentTo	OMIM:608779	congenital disorder of glycosylation,  iia iie	0.95	True	0.95
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	MONDO:0012118	COG7-congenital disorder of glycosylation	EquivalentTo	ORDO:79333	COG7-CDG	0.95	True	0.95
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	ORDO:79333	COG7-CDG	ProperSubClassOf	ICD10:E77.8	Other disorders of glycoprotein metabolism	0.9	True	0.9
COL11A2_Skeletal_Spectrum	RETRACTED	dismech:COL11A2_Skeletal_Spectrum	COL11A2-Related Skeletal Spectrum (dismech entry)	EquivalentTo	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	0.9	True	0.890542734293
COL11A2_Skeletal_Spectrum	RETRACTED	dismech:COL11A2_Skeletal_Spectrum	COL11A2-Related Skeletal Spectrum (dismech entry)	ProperSubClassOf	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	0.07	False	0.007447788698
COL11A2_Skeletal_Spectrum	RETRACTED	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	ProperSubClassOf	dismech:COL11A2_Skeletal_Spectrum	COL11A2-Related Skeletal Spectrum (dismech entry)	0.03	False	0.00306028431
COL11A2_Skeletal_Spectrum	RETRACTED	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	EquivalentTo	DOID:0080677	otospondylomegaepiphyseal dysplasia, autosomal dominant	0.95	False	0.487179487179
COL11A2_Skeletal_Spectrum	RETRACTED	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	EquivalentTo	DOID:4258	Weissenbacher-Zweymuller syndrome	0.95	True	0.487179487179
COL11A2_Skeletal_Spectrum	RETRACTED	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	EquivalentTo	MESH:C535776	Pierre Robin syndrome with fetal chondrodysplasia	0.95	False	0.487179487179
COL11A2_Skeletal_Spectrum	RETRACTED	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	EquivalentTo	MESH:C537494	Stickler syndrome, type 3	0.95	True	0.487179487179
COL11A2_Skeletal_Spectrum	RETRACTED	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	EquivalentTo	OMIM:184840	otospondylomegaepiphyseal dysplasia, autosomal dominant	0.95	True	0.95
COL11A2_Skeletal_Spectrum	RETRACTED	MONDO:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	EquivalentTo	ORDO:166100	Autosomal dominant otospondylomegaepiphyseal dysplasia	0.95	True	0.95
COL11A2_Skeletal_Spectrum	RETRACTED	ORDO:166100	Autosomal dominant otospondylomegaepiphyseal dysplasia	ProperSubClassOf	ICD10:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	0.9	True	0.9
COPA_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:COPA_Syndrome	COPA Syndrome (dismech entry)	EquivalentTo	MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome	0.9	True	0.890542734293
COPA_Syndrome	ALL_MAPPINGS_CONSISTENT	dismech:COPA_Syndrome	COPA Syndrome (dismech entry)	ProperSubClassOf	MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome	0.07	False	0.007447788698
COPA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome	ProperSubClassOf	dismech:COPA_Syndrome	COPA Syndrome (dismech entry)	0.03	False	0.00306028431
COPA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome	EquivalentTo	DOID:0081242	autoimmune interstitial lung, joint, and kidney disease	0.95	True	0.95
COPA_Syndrome	ALL_MAPPINGS_CONSISTENT	MONDO:0014629	autoimmune interstitial lung disease-arthritis syndrome	EquivalentTo	ORDO:444092	Autoimmune interstitial lung disease-arthritis syndrome	0.95	True	0.95
COPA_Syndrome	ALL_MAPPINGS_CONSISTENT	ORDO:444092	Autoimmune interstitial lung disease-arthritis syndrome	ProperSubClassOf	ICD10:M35.8	Other specified systemic involvement of connective tissue	0.9	True	0.9
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	dismech:COQ4-Related_Neonatal_Encephalomyopathy	COQ4-Related Neonatal Encephalomyopathy (dismech entry)	EquivalentTo	MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	0.9	True	0.890542734293
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	dismech:COQ4-Related_Neonatal_Encephalomyopathy	COQ4-Related Neonatal Encephalomyopathy (dismech entry)	ProperSubClassOf	MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	0.07	False	0.007447788698
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	ProperSubClassOf	dismech:COQ4-Related_Neonatal_Encephalomyopathy	COQ4-Related Neonatal Encephalomyopathy (dismech entry)	0.03	False	0.00306028431
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	EquivalentTo	DOID:0070244	primary coenzyme Q10 deficiency 7	0.95	True	0.95
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	EquivalentTo	OMIM:616276	coenzyme Q10 deficiency, primary, 7	0.95	True	0.95
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	MONDO:0014562	neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	EquivalentTo	ORDO:457185	Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	0.95	True	0.95
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	ORDO:457185	Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	ProperSubClassOf	ICD10:E88.8	Other specified metabolic disorders	0.9	True	0.9
COX10-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX10-Related_COX_Deficiency	COX10-Related COX Deficiency (dismech entry)	EquivalentTo	MONDO:0033635	mitochondrial complex IV deficiency, nuclear type 3	0.9	True	0.890542734293
COX10-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX10-Related_COX_Deficiency	COX10-Related COX Deficiency (dismech entry)	ProperSubClassOf	MONDO:0033635	mitochondrial complex IV deficiency, nuclear type 3	0.07	False	0.007447788698
COX10-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033635	mitochondrial complex IV deficiency, nuclear type 3	ProperSubClassOf	dismech:COX10-Related_COX_Deficiency	COX10-Related COX Deficiency (dismech entry)	0.03	False	0.00306028431
COX10-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033635	mitochondrial complex IV deficiency, nuclear type 3	EquivalentTo	DOID:0070492	mitochondrial complex IV deficiency nuclear type 3	0.95	True	0.95
COX10-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033635	mitochondrial complex IV deficiency, nuclear type 3	EquivalentTo	OMIM:619046	mitochondrial complex 4 deficiency, nuclear  iia 3	0.95	True	0.95
COX11-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX11-Related_COX_Deficiency	COX11-Related COX Deficiency (dismech entry)	EquivalentTo	MONDO:0859520	mitochondrial complex IV deficiency, nuclear type 23	0.9	True	0.890542734293
COX11-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX11-Related_COX_Deficiency	COX11-Related COX Deficiency (dismech entry)	ProperSubClassOf	MONDO:0859520	mitochondrial complex IV deficiency, nuclear type 23	0.07	False	0.007447788698
COX11-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0859520	mitochondrial complex IV deficiency, nuclear type 23	ProperSubClassOf	dismech:COX11-Related_COX_Deficiency	COX11-Related COX Deficiency (dismech entry)	0.03	False	0.00306028431
COX11-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0859520	mitochondrial complex IV deficiency, nuclear type 23	EquivalentTo	DOID:0070485	mitochondrial complex IV deficiency nuclear type 23	0.95	True	0.95
COX11-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0859520	mitochondrial complex IV deficiency, nuclear type 23	EquivalentTo	OMIM:620275	mitochondrial complex 4 deficiency, nuclear  iia 23	0.95	True	0.95
COX14-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX14-Related_COX_Deficiency	COX14-Related COX Deficiency (dismech entry)	EquivalentTo	MONDO:0033639	mitochondrial complex IV deficiency, nuclear type 10	0.9	True	0.890542734293
COX14-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX14-Related_COX_Deficiency	COX14-Related COX Deficiency (dismech entry)	ProperSubClassOf	MONDO:0033639	mitochondrial complex IV deficiency, nuclear type 10	0.07	False	0.007447788698
COX14-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033639	mitochondrial complex IV deficiency, nuclear type 10	ProperSubClassOf	dismech:COX14-Related_COX_Deficiency	COX14-Related COX Deficiency (dismech entry)	0.03	False	0.00306028431
COX14-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033639	mitochondrial complex IV deficiency, nuclear type 10	EquivalentTo	DOID:0070496	mitochondrial complex IV deficiency nuclear type 10	0.95	True	0.95
COX14-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0033639	mitochondrial complex IV deficiency, nuclear type 10	EquivalentTo	OMIM:619053	mitochondrial complex 4 deficiency, nuclear  iia 10	0.95	True	0.95
COX15-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX15-Related_COX_Deficiency	COX15-Related COX Deficiency (dismech entry)	EquivalentTo	MONDO:0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2	0.9	True	0.890542734293
COX15-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX15-Related_COX_Deficiency	COX15-Related COX Deficiency (dismech entry)	ProperSubClassOf	MONDO:0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2	0.07	False	0.007447788698
COX15-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2	ProperSubClassOf	dismech:COX15-Related_COX_Deficiency	COX15-Related COX Deficiency (dismech entry)	0.03	False	0.00306028431
COX15-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2	EquivalentTo	DOID:0080358	mitochondrial complex IV deficiency nuclear type 6	0.95	True	0.95
COX15-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0014051	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2	EquivalentTo	OMIM:615119	mitochondrial complex 4 deficiency, nuclear  iia 6	0.95	True	0.95
COX16-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX16-Related_COX_Deficiency	COX16-Related COX Deficiency (dismech entry)	EquivalentTo	MONDO:0859160	mitochondrial complex IV deficiency, nuclear type 22	0.9	True	0.890542734293
COX16-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	dismech:COX16-Related_COX_Deficiency	COX16-Related COX Deficiency (dismech entry)	ProperSubClassOf	MONDO:0859160	mitochondrial complex IV deficiency, nuclear type 22	0.07	False	0.007447788698
COX16-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0859160	mitochondrial complex IV deficiency, nuclear type 22	ProperSubClassOf	dismech:COX16-Related_COX_Deficiency	COX16-Related COX Deficiency (dismech entry)	0.03	False	0.00306028431
COX16-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	MONDO:0859160	mitochondrial complex IV deficiency, nuclear type 22	EquivalentTo	DOID:0070507	mitochondrial complex IV deficiency nuclear type 22	0.95	True	0.95
