slug	status	input_sha256	n_pfacts	n_retracted	candidate_retractions	elapsed_seconds	solution_written	error
BLOC1S1-related_Complex_Neurodevelopmental_Disorder_with_Leukodystrophy	ALL_MAPPINGS_CONSISTENT	96b034d0acb3e324458bd71b682ca2ddcea6897013ba59ed1fb71c84960c53d8	5	0	0	0.319	True	NA
BMP2-Related_Short_Stature-Facial_Dysmorphism-Skeletal_Anomalies_Syndrome	ALL_MAPPINGS_CONSISTENT	d9fa3682a3ad2a3e6abebc880a62313cc1b19bd88ce6ff167fd05622c77c67b6	5	0	0	0.302	True	NA
BPTF-Related_Neurodevelopmental_Disorder	ALL_MAPPINGS_CONSISTENT	eb0a8cb4c311e4494170b5343f70a36a95fcee38767b56f8f45798fa5b566b59	6	0	0	0.361	True	NA
BRPF1-Related_Intellectual_Disability	ALL_MAPPINGS_CONSISTENT	931a66c44c038816f734723afad08df557ce0710f4e9dd55b0a212741a5ec533	5	0	0	0.381	True	NA
Bachmann-Bupp_Syndrome	ALL_MAPPINGS_CONSISTENT	022b56327a43d710abfca6e2b5c359b220681a50d5a5a85c756b15fe97f9a54b	6	0	0	0.332	True	NA
Bailey-Bloch_Congenital_Myopathy	ALL_MAPPINGS_CONSISTENT	8cbc2c668b52fc3caac71e3fb04d02aa12907076d0d443f09b8aa6e57ec2efbf	8	0	0	1.042	True	NA
Bainbridge-Ropers_Syndrome	ALL_MAPPINGS_CONSISTENT	c376b8b47f7a3e9ea3b547aba36e80c5a09ac8afd4a28b750df28dacc10db6b9	7	0	0	0.423	True	NA
Bannayan-Riley-Ruvalcaba_Syndrome	ALL_MAPPINGS_CONSISTENT	dee137391f42a788411932732c2ad1c0480df9bcbe378adbcae7a8ee9f681a7d	9	0	0	4.993	True	NA
Bardet-Biedl_Syndrome	ALL_MAPPINGS_CONSISTENT	136d4db907214d85ae4e98f1609dfb0e189e7d4284235622a74d548d2495ec1f	9	0	0	5.128	True	NA
Basel-Vanagaite-Smirin-Yosef_Syndrome	ALL_MAPPINGS_CONSISTENT	4ceabbabbd23dff7e6295305b2d2641357d6b0bfb141e28f9ce7f7bc69e66335	6	0	0	0.355	True	NA
Bazex_Dupre_Christol_Syndrome	RETRACTED	a2ec924d622c8bc1e2de19d7e5def756df35f608188e303312d8456e308bdfba	8	1	1	0.956	True	NA
Behr_Syndrome	ALL_MAPPINGS_CONSISTENT	82c374c226861a6c34c371a994ecdef26892430be1218b0b95409b9145f48087	9	0	0	5.078	True	NA
Berardinelli_Seip_Congenital_Lipodystrophy	RETRACTED	35cc95d67fae5621e44f79ba35d13be96355f5a3759e82f66ef92ad0908a7d07	8	1	1	1.065	True	NA
Beta-Ketothiolase_Deficiency	ALL_MAPPINGS_CONSISTENT	ef4ad499571e675b747a3236a5082de50bd6b4bd1b827b0af1edf5b01ab21f6c	9	0	0	5.034	True	NA
Beta_Thalassemia	TIMED_OUT	1ecbd63922fcb9aefddf55f832edebdc1524f3af4b9dfff138c60760bb647bd2	10	NA	0	60.424	True	NA
Bietti_Crystalline_Dystrophy	ALL_MAPPINGS_CONSISTENT	6b181caec9e5ba124c63148ae1ce6ec5d8ecbc2eab4701e1859a81687e278152	9	0	0	5.007	True	NA
Bilateral_Microtia-Deafness-Cleft_Palate_Syndrome	ALL_MAPPINGS_CONSISTENT	0b99ccf4e80da910f94120de960b82b538681a97e43060a060697132250e66bf	7	0	0	0.433	True	NA
Bilateral_Striopallidodentate_Calcinosis	ALL_MAPPINGS_CONSISTENT	6374aed18c135c3c7116d1fadba5714fb88e3e816d14839f97ee82e9b009b050	8	0	0	1.034	True	NA
Birt-Hogg-Dube_Syndrome	ALL_MAPPINGS_CONSISTENT	f6a5570ccdd8165c1a60ec35cea7c1f38efae74f8be1b54f6cad706a0e2aed09	3	0	0	0.419	True	NA
Bjornstad_Syndrome	ALL_MAPPINGS_CONSISTENT	e6b908c56060914941e4f84b6072c2fd8569d93a7cc3bcb33b208335d57a0a0a	8	0	0	1.069	True	NA
Bleeding_Disorder_Platelet-type_21	ALL_MAPPINGS_CONSISTENT	6d68712fac907215b6e80679606b8772a3ea03f65077a8647620af905b64a52b	4	0	0	0.302	True	NA
Blepharophimosis-Impaired_Intellectual_Development_Syndrome	ALL_MAPPINGS_CONSISTENT	7f5b82a4f503e9d001d17178c6fdc6d67a4c15afc5dfe8b0014191207269c2d4	7	0	0	0.421	True	NA
Blepharophimosis_Intellectual_Disability_Syndrome_MKB_Type	ALL_MAPPINGS_CONSISTENT	1a6ea67e3db54158f2005810c2a0d2e888e7c074038f50c138152da462f7c265	6	0	0	0.369	True	NA
Blepharophimosis_Ptosis_and_Epicanthus_Inversus_Syndrome	ALL_MAPPINGS_CONSISTENT	be87b7cd5065a51c032b940540f437463b9350cbb4e1bfee97172d0cd02ccc06	8	0	0	1.075	True	NA
Bloom_Syndrome	TIMED_OUT	aeec2fc54894716d7c9fea6ed5526e8378904efbbce689b4d8e5ba6e869c2e79	10	NA	0	60.404	True	NA
Blue_Cone_Monochromacy	ALL_MAPPINGS_CONSISTENT	11a777be571a553fc266e945366cfce6d23edb93c3b7e5ae337f687f84b4a689	8	0	0	1.105	True	NA
Bohring-Opitz_syndrome	ALL_MAPPINGS_CONSISTENT	e9961cb135feaab1d0512d54d1f7f8a12304ff43913bec85a5c2512a1cfd0b7d	8	0	0	1.076	True	NA
Bone_Marrow_Failure_Syndrome_6	ALL_MAPPINGS_CONSISTENT	aa7635145e3fd96cb4ee61e75c7fcf4e83e69a3eee007b4872e83a60ae9fbf14	4	0	0	0.299	True	NA
Borjeson-Forssman-Lehmann_syndrome	ALL_MAPPINGS_CONSISTENT	0e8400f3f1df59202ce73715d62e541c2e99b22e2bc688712172102858865902	8	0	0	0.953	True	NA
Bosch-Boonstra-Schaaf_Optic_Atrophy_Syndrome	ALL_MAPPINGS_CONSISTENT	9af71ba346f3ca14c86dcda9ed53225dca7a6b49c5d6a0cbba78027e739a0e6b	7	0	0	0.473	True	NA
Bosma_Arhinia_Microphthalmia_Syndrome	ALL_MAPPINGS_CONSISTENT	ab20363f9bf77a056ebb3d1e3197a4512e379eba96989c9b4778d9e7ecda7762	7	0	0	0.455	True	NA
Boucher-Neuhauser_Syndrome	ALL_MAPPINGS_CONSISTENT	1d9bf2ecfaf375e2d1efce2fd4c8fc653a351447485f99f59f2941b6d7dc0d98	8	0	0	1.007	True	NA
Brachydactyly_Type_A1	ALL_MAPPINGS_CONSISTENT	4dd4705590e797c22e836f5adaa2618f82668254c033a5eb2a5aa8a77c8ed063	9	0	0	4.972	True	NA
Brachydactyly_Type_A2	ALL_MAPPINGS_CONSISTENT	0874f30e4d6845bf4b8037fa34c37410c12b18b1dfcacfb0e8f7468cbc758e6c	9	0	0	5.219	True	NA
Brachydactyly_Type_B1	ALL_MAPPINGS_CONSISTENT	aef3426e8d54854b4fe603477b546496a80aac66fe704ab7c6c5c33f30f6a5c0	8	0	0	0.992	True	NA
Brachydactyly_Type_B2	ALL_MAPPINGS_CONSISTENT	3d7e2e4eba17ecb87471872b3e690b99a692e69c6e4df30f60dae438e60499ed	8	0	0	0.935	True	NA
Brachydactyly_Type_C	ALL_MAPPINGS_CONSISTENT	565d4d3032596ac1f14ca8b5416190c6eb42e55c3879dcc022fec0a5258b0580	9	0	0	5.364	True	NA
Brachydactyly_Type_D	ALL_MAPPINGS_CONSISTENT	533cc72f20fe3c5024396be822b6ccf5de3b37254ae4bf78def8218dd989c76b	7	0	0	0.443	True	NA
Brachydactyly_Type_E1	ALL_MAPPINGS_CONSISTENT	35e36257754f691bf082bcc4301b94ce26ab2c8e2db592e3240dd51dedd13f7b	6	0	0	0.356	True	NA
Brachyolmia-Amelogenesis_Imperfecta_Syndrome	ALL_MAPPINGS_CONSISTENT	4feb2a5a925894cff6780b00390200e646a8596eedc96b89b809d6a3b6781a4c	7	0	0	0.514	True	NA
Brachyphalangy_Polydactyly_Tibial_Aplasia_Syndrome	ALL_MAPPINGS_CONSISTENT	b3386213f7849b1d0d18641346e83554c028407cbc08164c0243f061223bfecc	3	0	0	0.415	True	NA
Brain_Abnormalities_Neurodegeneration_and_Dysosteosclerosis	ALL_MAPPINGS_CONSISTENT	95a58b55d0c7386841cc99fd26e46e24718ca48ebb641837325243f275a1db85	4	0	0	0.31	True	NA
Brain_Small_Vessel_Disease_1_With_Or_Without_Ocular_Anomalies	RETRACTED	6668f4335e980bf2afbec078e4cbb48f83b3c8fa4c898b39eb3526e655b96ef2	9	1	1	4.175	True	NA
Brody_Myopathy	ALL_MAPPINGS_CONSISTENT	0fee602ec253d6f0560c8c27b99f4c8ce6c58ca3ae66f043a95e1dd21200c784	8	0	0	1.086	True	NA
Bronchiectasis_And_Nasal_Polyposis	ALL_MAPPINGS_CONSISTENT	eee7a40a1fe29d87fa5b1ea75b38cbb3ce7af3df3a9c7ea1f5124aad632602a2	4	0	0	0.308	True	NA
Bryant-Li-Bhoj_Neurodevelopmental_Syndrome_1	ALL_MAPPINGS_CONSISTENT	cab822193a72de8eeef405bff59b3b95b9665bed335267c823ecb8666e739a96	5	0	0	0.353	True	NA
Bryant-Li-Bhoj_Neurodevelopmental_Syndrome_2	ALL_MAPPINGS_CONSISTENT	7be65927ee7aa1c11e574a7ce6c621afae0c2afe8c4e5c895594bed4429a13a4	5	0	0	0.33	True	NA
Burn-McKeown_Syndrome	ALL_MAPPINGS_CONSISTENT	21447d936059faeb2d3fba9bc3ad8e74f4192efc32f116f3e15f2f2d05631131	8	0	0	1.166	True	NA
CACNA1A_Related_Disorder	ALL_MAPPINGS_CONSISTENT	620958f99bc0f07938521f691f39f918cf2854d482fcc3f2ce80320833472e9e	3	0	0	0.414	True	NA
CACNA1E-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	a5a291081af0b4ea61a2c404153ac794d60a474b7658b4740a13ae25dfdd8560	5	0	0	0.336	True	NA
CAGSSS_Syndrome	ALL_MAPPINGS_CONSISTENT	04364bbae93f9b106f1e5ca13fe536a5a6f9187aaa316b3b9c70c71f50a96440	6	0	0	0.385	True	NA
CALFAN_Syndrome	ALL_MAPPINGS_CONSISTENT	2146c19705f1ee3923cfe4295373e77dd8cf35e4d9772be66baa2635d4de4117	7	0	0	0.494	True	NA
CANVAS	RETRACTED	188a8aa23a60167cabda3e0f961c6c8ead33282fd06d87f9bf85525c9118a725	10	1	1	55.702	True	NA
CAPN5-Related_Vitreoretinopathy	ALL_MAPPINGS_CONSISTENT	2439ee4e5ace7a8ca92de085477933dbbd70fe185a6568f2f237a10303786e25	7	0	0	0.447	True	NA
CAPOS_Syndrome	ALL_MAPPINGS_CONSISTENT	50f1ca1ec9d47b3fb9271f4e398166e59bed768e3b2587901b9a2a4d129629f1	7	0	0	0.452	True	NA
CAPRIN1_Related_Neurodevelopmental_Disorder	ALL_MAPPINGS_CONSISTENT	c88e409d246b156e3b51ed8760de3e125308b995a87b77512108de9fbfb83bf9	4	0	0	0.325	True	NA
CATSHL_Syndrome	ALL_MAPPINGS_CONSISTENT	f77a7ff36e265b24ce1270fe68aa76bb60701450b509b899251fb55cb40dad71	8	0	0	1.148	True	NA
CBL-related_Disorder	ALL_MAPPINGS_CONSISTENT	c9253a63a8c412099781e4e3955f1b1ed56e839d9b6123ceb3b857de68b0d1bd	6	0	0	0.362	True	NA
CCDC115-CDG	ALL_MAPPINGS_CONSISTENT	29425608511d5a3c87a47dec2f07db18406570892a765fc18ffa23b2ac3704d7	7	0	0	0.455	True	NA
CD16_Deficiency	ALL_MAPPINGS_CONSISTENT	5495ef44ad64dc5e99c4ece911b6cdd7fde2a11d07e80dcca7e8393a5fd23ad2	7	0	0	0.453	True	NA
CD27-related_lymphoproliferative_and_immune_disorder	ALL_MAPPINGS_CONSISTENT	cade3546fb2f026b9b592558855a06a51dfbabf99356647cf36486dbfa6239d8	7	0	0	0.434	True	NA
CDH1-Related_Hereditary_Diffuse_Gastric_Cancer	ALL_MAPPINGS_CONSISTENT	e6b29c91c7bee0878780744c43959b932779a2cb322f063f5772fe001ea9bda9	4	0	0	0.332	True	NA
CDH2-Related_ACOG_Syndrome	ALL_MAPPINGS_CONSISTENT	6a95184a52d6b59184e959b401cc9831874a32c834f40fd70fe0c47207a4ab44	5	0	0	0.32	True	NA
CDK19-Related_Disorder	ALL_MAPPINGS_CONSISTENT	4bad5abfacb86567fe7a5a6cb820af793a2762321db033c6427cd8d375215585	5	0	0	0.392	True	NA
CDK8-Related_Disorder	ALL_MAPPINGS_CONSISTENT	e33616bccda04ffd19ddac76fee522562e58374217eb2cca515db33115adda27	4	0	0	0.308	True	NA
CDKL5_Deficiency_Disorder	ALL_MAPPINGS_CONSISTENT	7bb1f3dfaf91efc6cb33586eb76acfff66898ce8837a1ed96a35575383fde635	3	0	0	0.411	True	NA
CERKL-Related_Retinopathy	ALL_MAPPINGS_CONSISTENT	96917d77292f7af43b32d24a7ab0a0a247fc34beff4f76c9764c5ed3672019cc	3	0	0	0.41	True	NA
CFAP418-related_Retinal_Ciliopathy	ALL_MAPPINGS_CONSISTENT	68c4eb2f8da0689bd373e99d65dc78c5d3ead8b4c26a38141a29188b42e4dce8	3	0	0	0.331	True	NA
CHARGE_Syndrome	ALL_MAPPINGS_CONSISTENT	ea084a67f5093d84c43bf9f6725b0002b75ddf9be02f821074caccc95652e4fc	9	0	0	5.098	True	NA
CHD2-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	1921a52ea95de61c8cebe2b2d26fc6c5f5e1dd2dad41bcee71348844820511d5	5	0	0	0.346	True	NA
CHD8-Related_Neurodevelopmental_Disorder_with_Overgrowth	ALL_MAPPINGS_CONSISTENT	1fa933443a5b07122652f765706022b08175efcb696e7ace13cc947fb77a53fd	6	0	0	0.353	True	NA
CHEK2-related_Cancer_Predisposition	ALL_MAPPINGS_CONSISTENT	025c2bcec2fbc3acdac232a5bcc140bec399a60ca63981cbe7e10cbc52c2e46c	3	0	0	0.319	True	NA
CHILD_Syndrome	ALL_MAPPINGS_CONSISTENT	d93a9c65b6155404940e72da9e4c0d4bbd3baa7b14b61f9742f6d373da3a81c0	8	0	0	1.086	True	NA
CHOPS_Syndrome	ALL_MAPPINGS_CONSISTENT	9aa8fb050b0cfbd65a190a0cdc0863ebd95cec56e8a11410b06baff87c9bf5d5	6	0	0	0.365	True	NA
CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset	ALL_MAPPINGS_CONSISTENT	0fbc265903c13b909c52c191d7c9a33b322bc05a4ef23c4de9613438f5b6b766	7	0	0	0.454	True	NA
CHST3-Related_Skeletal_Dysplasia	ALL_MAPPINGS_CONSISTENT	6717836b99c5862d579245455fa71ba40aaf5bdb45d90a31f6e36c31ef332aef	8	0	0	1.158	True	NA
CINCA_Syndrome	ALL_MAPPINGS_CONSISTENT	b5dc3e2fb58bd70fbd755d0bfad854deb1f848ccaadcd98847fed3d360b4f9d8	8	0	0	1.149	True	NA
CLCN2-Related_Leukoencephalopathy	ALL_MAPPINGS_CONSISTENT	ce6b639bc46a56cbcca5fffedbd19df8d2fe70692824ffec9bccce224dc9563b	7	0	0	0.456	True	NA
CN_Related_DEE	ALL_MAPPINGS_CONSISTENT	4aa9569c1ccb684c102a6b2148d6ec8c8a22e2078f677a7bb5e3b8cc77093126	5	0	0	0.334	True	NA
COA3-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	01834fcf9b479f79c64517dfa9799f8bc431facadf993930f0d83b77d743a093	5	0	0	0.342	True	NA
COA8-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	aba4c6a4ec26699ea6a8f7d93cd16cd13836e39b838ea7cbd241dfd2c2b4bf97	5	0	0	0.362	True	NA
COG1-congenital_disorder_of_glycosylation	ALL_MAPPINGS_CONSISTENT	36cef665fe75a493a1c96754cb944a67b2acfdf6543b6bb8529efc3ab0725ec6	8	0	0	1.117	True	NA
COG4-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	d9dd9e5ed605888e60361524c7de3fd0ac01bf33b2366c199a4755ce85f415b8	7	0	0	0.461	True	NA
COG7-Congenital_Disorder_of_Glycosylation	ALL_MAPPINGS_CONSISTENT	43795dd61ad0d2082395b225f875502d07cb2f08234e26a59b6eb12a23067530	8	0	0	1.172	True	NA
COL11A2_Skeletal_Spectrum	RETRACTED	01a393136eb2b4df2b5800a5a5cdd669a74d75367b75bc5e23df981fab89fbfa	10	2	2	42.665	True	NA
COPA_Syndrome	ALL_MAPPINGS_CONSISTENT	c1b8b68600548f64f6e8a52585c620cc8e3ff22f84f6d3bd9129f1928c215808	6	0	0	0.369	True	NA
COQ4-Related_Neonatal_Encephalomyopathy	ALL_MAPPINGS_CONSISTENT	e9b9a18279299da15170af488d34aab0a8fffb0e36692f05ecfc17b5976c9a09	7	0	0	0.435	True	NA
COX10-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	f65b789ec24e9d9997b4e4c9386aa2e00ca0a2740562ccc1900698cf6354af6c	5	0	0	0.486	True	NA
COX11-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	f49162a89fdfb824b65f5f6bd63a349208f0f614390aff9829a05af4b7e43f6a	5	0	0	0.33	True	NA
COX14-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	c4a73f671f7adbb5f881b7152c43420e609797fa0ee7be31308d9edf087652b8	5	0	0	0.413	True	NA
COX15-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	ff15d6a2d77fcc8e2618514f8659c14711a204c57a675013bfb340cdcfa541c0	5	0	0	0.553	True	NA
COX16-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	8334cfa47bb282e8a2c319ebc2c8e366728ffdb35f26e92ccd41385b83ef5da7	5	0	0	0.528	True	NA
COX18-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	7bacbf2f63fe8035754c4c796c12ffa7c0c7b71b939fff0e9162407e163e942b	4	0	0	0.34	True	NA
COX20-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	c0cb5a8c858aff9e9c2c8947ad354c2e2ae15d503d414eae317a8139f1defb91	5	0	0	0.538	True	NA
COX4I1-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	a0afcee4e9dfc101c8686d474d26c5e2434c279ae4a7808b7c28f07f3492489f	5	0	0	0.495	True	NA
COX4I2-Related_Pancreatic_Insufficiency-Anemia-Hyperostosis_Syndrome	ALL_MAPPINGS_CONSISTENT	1c06b662eb35e00e9819cd61c23d2f251e7dfd68c0097173fab157a98e19a129	7	0	0	0.459	True	NA
COX5A-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	70ee7c2fbfbc3ce2b6b6d5028744f425178bdcd90346cdaec496dd2832cc1340	5	0	0	0.493	True	NA
COX6A2-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	5c4dc875fe44b6df49c37df72f02a14f9823d3ab0f02cde44b4d1e80ce8bbfbc	5	0	0	0.442	True	NA
COX6B1-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	2422397a7bc52e13f1c60ffe1b77d869737ebb409388739575092bca4118e878	5	0	0	0.471	True	NA
COX8A-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	b3af5e48bf1288a2a1870b08a2a619e587f64dbdae0949840463ee5882fc176b	5	0	0	0.464	True	NA
COXFA4-Related_COX_Deficiency	ALL_MAPPINGS_CONSISTENT	1bbedd4b1edfd4d18e269ef80f6074ddbd99e2b1f22d007c829a11fe696940f2	5	0	0	0.449	True	NA
CPLX1-Related_DEE	ALL_MAPPINGS_CONSISTENT	4010b812653631e81e0139ac9702fc2dbab04644c02d20006062c17affe0bbd0	5	0	0	0.467	True	NA
CPT1C-Related_Hereditary_Spastic_Paraplegia	ALL_MAPPINGS_CONSISTENT	b5380c41db488c4fec4c103da931c38b2adde6a6d752920beb6687ead10e6a2a	7	0	0	0.438	True	NA
CRADD-Related_Thin_Lissencephaly	ALL_MAPPINGS_CONSISTENT	5e009076e901145b9e46a9a48b5bf94ef39906df829852edc1deadfd0e188e74	6	0	0	0.337	True	NA
CRX_Related_Retinopathy	ALL_MAPPINGS_CONSISTENT	4fc280e5c489b8ff7a738c2fb2e9e37e771ad00fcba6c19cd01b64fb94bacb3a	3	0	0	0.306	True	NA
CTCF-related_Neurodevelopmental_Disorder	ALL_MAPPINGS_CONSISTENT	ee594b3cf7dd2ae1487442d4f6ae2b550d64e190ff169c8867ef2dd6e2a597db	7	0	0	0.449	True	NA
CTLA4_Haploinsufficiency	ALL_MAPPINGS_CONSISTENT	9cd24773adc16e5d3323627a90a302553ccb6a180b665fcc5b27b8acc6af6359	7	0	0	0.471	True	NA
CTNNB1_Neurodevelopmental_Disorder	ALL_MAPPINGS_CONSISTENT	f7b09c598cdef07241c8a817821e7096e34bd0e20e09c1373913ec6d2a360eeb	8	0	0	0.917	True	NA
CYCS-Related_Thrombocytopenia	ALL_MAPPINGS_CONSISTENT	b31a7bddfbed4b9093618c0f261acf7c8ecaa80202f55c75619f931129d99c1f	5	0	0	0.511	True	NA
CYFIP2-Related_Developmental_and_Epileptic_Encephalopathy	ALL_MAPPINGS_CONSISTENT	49f311ad944afa021217a92781564994dc76358c3ba37a78eb8d1ee2f907e764	5	0	0	0.504	True	NA
Calvarial_Doughnut_Lesions-bone_Fragility_Syndrome	ALL_MAPPINGS_CONSISTENT	4f1d92bf7698dd94ee46c4e6c23d7a9af6a0fc20487e4133ddb107989c68088e	8	0	0	0.909	True	NA
Camurati-Engelmann_Disease	ALL_MAPPINGS_CONSISTENT	dc309d25190f746f0e11caa8fa2a40f3e6734a537e423f2da85a299c8cabd3b7	8	0	0	0.879	True	NA
Canavan_Disease	TIMED_OUT	94040efa4bb1dfb7618505adeaf648b7fce071869e1acf98973bf8c634f30b9d	10	NA	0	60.413	True	NA
Carbonic_Anhydrase_VA_Deficiency	ALL_MAPPINGS_CONSISTENT	bc534e3d0f81a0743b144f5a7cf200aa4df3f0487f646b5d3fa0ad6c75470d76	6	0	0	0.332	True	NA
Cardiac_Facial_And_Digital_Anomalies_With_Developmental_Delay	ALL_MAPPINGS_CONSISTENT	2fa722c6107668a0a9f20f2c564deac7c6f8e9ce7da49e56337f3d5d2a035693	7	0	0	0.43	True	NA
Cardiac_Valvular_Ehlers-Danlos_Syndrome	ALL_MAPPINGS_CONSISTENT	6dd615d440e241cfb04f02f799e7e8868ef1bc989ab3b36e3a29fb9fe039ad0b	9	0	0	5.291	True	NA
Cardiofaciocutaneous_Syndrome	ALL_MAPPINGS_CONSISTENT	142d767790ace137facc4f6123392e82fbcf5c480ab9726fc810e3fab8d04aa1	8	0	0	0.918	True	NA
Cardiofacioneurodevelopmental_Syndrome	ALL_MAPPINGS_CONSISTENT	b287f7a804f0d5cfc99cdc64e938990dc9f9b2c74628ca3398676964d2860b35	4	0	0	0.34	True	NA
Cardiomyopathy-Hypotonia-Lactic_Acidosis_Syndrome	ALL_MAPPINGS_CONSISTENT	a56bd1ac8363f6458d7b70642b09751dfaa779a42ecfc5093ecd80b373bed359	7	0	0	0.49	True	NA
Cardiomyopathy_Dilated_2H	ALL_MAPPINGS_CONSISTENT	54bd63c760ca95350f4c2bd16597a4dd30cd655696084f4351e76a2922d5b56f	4	0	0	0.329	True	NA
Cardiospondylocarpofacial_Syndrome	ALL_MAPPINGS_CONSISTENT	1b513119ff881554aefd8cc6276aca15c48755d47c03105d33d898864e0b37e9	8	0	0	0.864	True	NA
Carney_Complex	ALL_MAPPINGS_CONSISTENT	f89b3af3508b01bf41b5461cef05e6f486453b7f05a63db57164ff3c54e098c5	9	0	0	5.11	True	NA
Carnitine_Palmitoyltransferase_1A_Deficiency	ALL_MAPPINGS_CONSISTENT	39e363536f5d19be18e808d22357840cd162dc813f2459ec19264a51b6ed7a8c	9	0	0	5.268	True	NA
Central_Congenital_Hypothyroidism	ALL_MAPPINGS_CONSISTENT	f982a2f3e3c169484be082fc1bd9920a01ecdd3b34d40187f6ff21bdfdb0c307	6	0	0	0.347	True	NA
Cerebellar_Ataxia-Hypogonadism_Syndrome	ALL_MAPPINGS_CONSISTENT	913cdd2cc190ae6a33f0a13266aa8d4a4f73cd4739885a36188f355f2cc30c09	8	0	0	0.946	True	NA
Cerebrocostomandibular_Syndrome	ALL_MAPPINGS_CONSISTENT	b06c4cc27cde9ea9ae23e4097a04b1e80c328343d84577ecb8a229fc2e8339ea	9	0	0	5.095	True	NA
Cerebrotendinous_Xanthomatosis	TIMED_OUT	4a16dc453a6790f9b4aa19a08173789210f09d23c0434b307d94e58f6909c9f6	10	NA	0	60.44	True	NA
Cernunnos-XLF_deficiency	ALL_MAPPINGS_CONSISTENT	a5bf20812697c09a007aa929f504e67228a91bea85e348b4149e5dedc196af00	8	0	0	0.871	True	NA
Charcot-Marie-Tooth_Disease	ALL_MAPPINGS_CONSISTENT	04e7d6d51a0392c6885507e679620741bee64df310bb1b9f9abcd04e131923a6	7	0	0	0.434	True	NA
Charcot-Marie-Tooth_Disease_Axonal_Type_2C	ALL_MAPPINGS_CONSISTENT	183491a1085c8ef62e4a9f82c1a1d363dad6cded2a496ff89fc6a58df0060a7f	7	0	0	0.462	True	NA
Charcot-Marie-Tooth_Disease_Axonal_Type_2JJ	ALL_MAPPINGS_CONSISTENT	c5309e3a9e8f5d21079a2f312368befbaa511574d11253676444586ab8d30642	5	0	0	0.442	True	NA
Charcot-Marie-Tooth_Disease_Axonal_Type_2P	ALL_MAPPINGS_CONSISTENT	72421b022cdc9f21efe552debf71d211a9dcfd1cf2d7ab4723b0e2f84dfd9b30	7	0	0	0.424	True	NA
Charcot-Marie-Tooth_Disease_Axonal_Type_2T	ALL_MAPPINGS_CONSISTENT	3d07b9cecbb5f0e9ef7ba74622021130a50eda68d02e41b0e913fb512dcfcd25	5	0	0	0.458	True	NA
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_B	ALL_MAPPINGS_CONSISTENT	a67a9bca39be17c804ed68c83b998357a248c41c34d43c713b98afd04aa65a39	7	0	0	0.438	True	NA
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_E	ALL_MAPPINGS_CONSISTENT	17d8daf0c5889b824c903afe3b281655c75fcf6db9ecb900e6875674003ee486	7	0	0	0.463	True	NA
Charcot-Marie-Tooth_Disease_Dominant_Intermediate_G	ALL_MAPPINGS_CONSISTENT	fe97bd19b359d4cf04e5daf5c5b0db62aa689aec77a958d2ae74f69042d4a693	5	0	0	0.502	True	NA
Charcot-Marie-Tooth_Disease_Recessive_Intermediate_D	ALL_MAPPINGS_CONSISTENT	3d41bb7e2c8949a9a355e0eed9a335fb968bfb4da0d07f357404dc06ad5d5144	7	0	0	0.452	True	NA
Charcot-Marie-Tooth_Disease_Type_1	ALL_MAPPINGS_CONSISTENT	f977e44f88fa655fdba7c2e99699107daa1ba402f1af670a7e9b38267fd0a896	5	0	0	0.487	True	NA
Charcot-Marie-Tooth_Disease_Type_4	ALL_MAPPINGS_CONSISTENT	9227b279cbea413743b6a45a3ea7517d19c5d9cfeeb48133f8585a0cf6de3734	5	0	0	0.377	True	NA
Charcot-Marie-Tooth_Disease_Type_4B3	ALL_MAPPINGS_CONSISTENT	2b47b73dad77f184e490108360d9337385e6aea0762874ac9298d3b3c7f792ac	7	0	0	0.45	True	NA
Charcot-Marie-Tooth_Disease_Type_4D	ALL_MAPPINGS_CONSISTENT	1ce7513c49aeba08e3e32424baa8837aa19ba43ad877bef460e27e68bd7e903b	9	0	0	5.143	True	NA
Charcot-Marie-Tooth_Disease_Type_4K	ALL_MAPPINGS_CONSISTENT	f3b9a8fade3a5950f344dc049475fbd3dfc38621d7002f4c2eabbf1ec8b91095	7	0	0	0.43	True	NA
