mondo_id	disease_name	n_dismech	direct_hpoa_ids	direct_n_hpoa	direct_n_exact	direct_n_more_specific	direct_n_more_general	direct_n_novel	direct_n_hpoa_only	direct_novel_terms	subtree_hpoa_ids	subtree_n_hpoa	subtree_n_exact	subtree_n_more_specific	subtree_n_more_general	subtree_n_novel	subtree_n_hpoa_only	subtree_novel_terms
MONDO:0000390	vitelliform macular dystrophy	13									OMIM:153700;OMIM:153840;OMIM:608161;OMIM:616151;OMIM:616152;ORPHA:1243;ORPHA:99000	28	3	10	0	0	25	
MONDO:0000764	epithelial-stromal TGFBI dystrophy	6									OMIM:121820;OMIM:121900;OMIM:122200;OMIM:602082;OMIM:607541;OMIM:608470;OMIM:608471;ORPHA:98960;ORPHA:98962;ORPHA:98963;ORPHA:98964	43	6	0	0	0	37	
MONDO:0000820	cerebral cavernous malformation	4									OMIM:116860;OMIM:603284;OMIM:603285;OMIM:619538;OMIM:621032;ORPHA:221061	40	4	0	0	0	36	
MONDO:0001236	appendiceal neoplasm	4									ORPHA:100079;ORPHA:26790	40	3	0	1	0	37	
MONDO:0001475	neutropenia	2									OMIM:162800;OMIM:193670;OMIM:202700;OMIM:214500;OMIM:216550;OMIM:232220;OMIM:232240;OMIM:257100;OMIM:300299;OMIM:302060;OMIM:604173;OMIM:607624;OMIM:608233;OMIM:610738;OMIM:610798;OMIM:612541;OMIM:613107;OMIM:615285;OMIM:616022;OMIM:617014;OMIM:618752;OMIM:619813;OMIM:620534;OMIM:620674;OMIM:621439;ORPHA:111;ORPHA:167;ORPHA:193;ORPHA:2686;ORPHA:2690;ORPHA:464370;ORPHA:486;ORPHA:51636;ORPHA:79259;ORPHA:79477;ORPHA:86788;ORPHA:90023	513	2	0	0	0	511	
MONDO:0001516	spinal muscular atrophy	36									OMIM:158580;OMIM:158590;OMIM:158600;OMIM:159950;OMIM:181405;OMIM:182960;OMIM:182970;OMIM:182980;OMIM:183020;OMIM:253300;OMIM:253400;OMIM:253550;OMIM:270685;OMIM:271150;OMIM:271200;OMIM:271220;OMIM:277470;OMIM:300489;OMIM:301830;OMIM:600175;OMIM:600794;OMIM:604320;OMIM:605726;OMIM:607088;OMIM:607596;OMIM:607641;OMIM:608634;OMIM:611067;OMIM:612389;OMIM:612390;OMIM:613376;OMIM:613811;OMIM:614678;OMIM:614751;OMIM:614881;OMIM:615048;OMIM:615290;OMIM:615575;OMIM:616081;OMIM:617026;OMIM:617721;OMIM:618291;OMIM:619112;OMIM:620080;OMIM:620528;OMIM:621078;OMIM:621094;ORPHA:100998;ORPHA:1145;ORPHA:1216;ORPHA:139536;ORPHA:209335;ORPHA:2254;ORPHA:2524;ORPHA:2590;ORPHA:276435;ORPHA:363454;ORPHA:70	461	30	5	1	0	431	
MONDO:0002305	thrombophilia	10									OMIM:134400;OMIM:176860;OMIM:188050;OMIM:188055;OMIM:274150;OMIM:300807;OMIM:301071;OMIM:612304;OMIM:612336;OMIM:612348;OMIM:612356;OMIM:613116;OMIM:613118;OMIM:614486;OMIM:614514;ORPHA:49566;ORPHA:54057;ORPHA:743;ORPHA:745;ORPHA:82;ORPHA:93585	142	9	1	0	0	133	
MONDO:0002320	congenital nervous system disorder	23									OMIM:116860;OMIM:117000;OMIM:121050;OMIM:125520;OMIM:135700;OMIM:136480;OMIM:139210;OMIM:142945;OMIM:142946;OMIM:147250;OMIM:147800;OMIM:148050;OMIM:157170;OMIM:157600;OMIM:157640;OMIM:157900;OMIM:158810;OMIM:160500;OMIM:161800;OMIM:163500;OMIM:164100;OMIM:173100;OMIM:176270;OMIM:180849;OMIM:182230;OMIM:182290;OMIM:188400;OMIM:192430;OMIM:193003;OMIM:193700;OMIM:201400;OMIM:204000;OMIM:204100;OMIM:206500;OMIM:207950;OMIM:209880;OMIM:213000;OMIM:214500;OMIM:216550;OMIM:217150;OMIM:217990;OMIM:220111;OMIM:220210;OMIM:221750;OMIM:221900;OMIM:225280;OMIM:235730;OMIM:236100;OMIM:236600;OMIM:236670;OMIM:243000;OMIM:243310;OMIM:247200;OMIM:253280;OMIM:253800;OMIM:254000;OMIM:254090;OMIM:254100;OMIM:254190;OMIM:254210;OMIM:254300;OMIM:255200;OMIM:255310;OMIM:255320;OMIM:255995;OMIM:256030;OMIM:256520;OMIM:257270;OMIM:257320;OMIM:257400;OMIM:258450;OMIM:259770;OMIM:262400;OMIM:262600;OMIM:262650;OMIM:262700;OMIM:269150;OMIM:269160;OMIM:277720;OMIM:277990;OMIM:300049;OMIM:300067;OMIM:300071;OMIM:300200;OMIM:300215;OMIM:300216;OMIM:300218;OMIM:300238;OMIM:300260;OMIM:300262;OMIM:300263;OMIM:300354;OMIM:300388;OMIM:300471;OMIM:300534;OMIM:300589;OMIM:300814;OMIM:300845;OMIM:300868;OMIM:300884;OMIM:300895;OMIM:300957;OMIM:300963;OMIM:300966;OMIM:300967;OMIM:301043;OMIM:301830;OMIM:304340;OMIM:306990;OMIM:307000;OMIM:307200;OMIM:308300;OMIM:309520;OMIM:310500;OMIM:310600;OMIM:310700;OMIM:310800;OMIM:312000;OMIM:314580;OMIM:530000;OMIM:545000;OMIM:600118;OMIM:600334;OMIM:600348;OMIM:601358;OMIM:601419;OMIM:601462;OMIM:601471;OMIM:601634;OMIM:602078;OMIM:602342;OMIM:602541;OMIM:602771;OMIM:603041;OMIM:603284;OMIM:603285;OMIM:603689;OMIM:604145;OMIM:604168;OMIM:604232;OMIM:604393;OMIM:604537;OMIM:604801;OMIM:605039;OMIM:605253;OMIM:605809;OMIM:605822;OMIM:606519;OMIM:606612;OMIM:606854;OMIM:607091;OMIM:607155;OMIM:607371;OMIM:607432;OMIM:607459;OMIM:607855;OMIM:608097;OMIM:608345;OMIM:608358;OMIM:608553;OMIM:608688;OMIM:608807;OMIM:608840;OMIM:608930;OMIM:608931;OMIM:609200;OMIM:609273;OMIM:609283;OMIM:609284;OMIM:609285;OMIM:609286;OMIM:609308;OMIM:609384;OMIM:609452;OMIM:609524;OMIM:609637;OMIM:610031;OMIM:610131;OMIM:610427;OMIM:610444;OMIM:610445;OMIM:610542;OMIM:610543;OMIM:610612;OMIM:610687;OMIM:610828;OMIM:610829;OMIM:611090;OMIM:611588;OMIM:611603;OMIM:611705;OMIM:611726;OMIM:611755;OMIM:611867;OMIM:612001;OMIM:612075;OMIM:612199;OMIM:612530;OMIM:612691;OMIM:612712;OMIM:612781;OMIM:612937;OMIM:613038;OMIM:613077;OMIM:613150;OMIM:613151;OMIM:613152;OMIM:613153;OMIM:613154;OMIM:613155;OMIM:613156;OMIM:613157;OMIM:613158;OMIM:613204;OMIM:613205;OMIM:613341;OMIM:613454;OMIM:613662;OMIM:613684;OMIM:613765;OMIM:613818;OMIM:613826;OMIM:613829;OMIM:613830;OMIM:613835;OMIM:613837;OMIM:613843;OMIM:613986;OMIM:614019;OMIM:614104;OMIM:614186;OMIM:614198;OMIM:614222;OMIM:614225;OMIM:614226;OMIM:614325;OMIM:614508;OMIM:614583;OMIM:614643;OMIM:614750;OMIM:614826;OMIM:614830;OMIM:615006;OMIM:615009;OMIM:615041;OMIM:615042;OMIM:615074;OMIM:615075;OMIM:615120;OMIM:615156;OMIM:615181;OMIM:615191;OMIM:615219;OMIM:615249;OMIM:615287;OMIM:615348;OMIM:615350;OMIM:615351;OMIM:615352;OMIM:615360;OMIM:615419;OMIM:615476;OMIM:615502;OMIM:615544;OMIM:615547;OMIM:615663;OMIM:615731;OMIM:615752;OMIM:615834;OMIM:615859;OMIM:615873;OMIM:615959;OMIM:615988;OMIM:616038;OMIM:616052;OMIM:616059;OMIM:616094;OMIM:616165;OMIM:616202;OMIM:616212;OMIM:616219;OMIM:616224;OMIM:616227;OMIM:616228;OMIM:616258;OMIM:616268;OMIM:616304;OMIM:616313;OMIM:616314;OMIM:616321;OMIM:616322;OMIM:616323;OMIM:616324;OMIM:616325;OMIM:616326;OMIM:616330;OMIM:616342;OMIM:616354;OMIM:616355;OMIM:616364;OMIM:616389;OMIM:616420;OMIM:616457;OMIM:616470;OMIM:616471;OMIM:616479;OMIM:616488;OMIM:616531;OMIM:616538;OMIM:616580;OMIM:616638;OMIM:616720;OMIM:616721;OMIM:616756;OMIM:616789;OMIM:616801;OMIM:616819;OMIM:616852;OMIM:616866;OMIM:616867;OMIM:616900;OMIM:616917;OMIM:616954;OMIM:617061;OMIM:617066;OMIM:617069;OMIM:617070;OMIM:617072;OMIM:617114;OMIM:617157;OMIM:617193;OMIM:617201;OMIM:617232;OMIM:617255;OMIM:617341;OMIM:617404;OMIM:617450;OMIM:617452;OMIM:617520;OMIM:617527;OMIM:617635;OMIM:617672;OMIM:617751;OMIM:617879;OMIM:617967;OMIM:617991;OMIM:618098;OMIM:618135;OMIM:618157;OMIM:618160;OMIM:618174;OMIM:618184;OMIM:618185;OMIM:618186;OMIM:618197;OMIM:618198;OMIM:618264;OMIM:618323;OMIM:618325;OMIM:618379;OMIM:618500;OMIM:618513;OMIM:618548;OMIM:618555;OMIM:618873;OMIM:618918;OMIM:618992;OMIM:619135;OMIM:619179;OMIM:619180;OMIM:619260;OMIM:619326;OMIM:619435;OMIM:619452;OMIM:619461;OMIM:619538;OMIM:619542;OMIM:619780;OMIM:619895;OMIM:620265;OMIM:620303;OMIM:620368;OMIM:620647;OMIM:620725;OMIM:620726;OMIM:620727;OMIM:620728;OMIM:620793;OMIM:621032;OMIM:621078;OMIM:621433;ORPHA:101070;ORPHA:101071;ORPHA:1048;ORPHA:1083;ORPHA:1084;ORPHA:1145;ORPHA:115;ORPHA:1166;ORPHA:1236;ORPHA:1398;ORPHA:1528;ORPHA:1568;ORPHA:157973;ORPHA:167;ORPHA:1671;ORPHA:168572;ORPHA:169186;ORPHA:171430;ORPHA:171433;ORPHA:171436;ORPHA:171439;ORPHA:171442;ORPHA:171445;ORPHA:171680;ORPHA:171829;ORPHA:171881;ORPHA:1762;ORPHA:177901;ORPHA:177904;ORPHA:177907;ORPHA:177910;ORPHA:178145;ORPHA:178148;ORPHA:178464;ORPHA:1875;ORPHA:1897;ORPHA:190;ORPHA:193;ORPHA:1931;ORPHA:1970;ORPHA:199296;ORPHA:199318;ORPHA:200;ORPHA:2053;ORPHA:206559;ORPHA:208441;ORPHA:208444;ORPHA:208447;ORPHA:2148;ORPHA:2152;ORPHA:2162;ORPHA:2177;ORPHA:2182;ORPHA:2185;ORPHA:220386;ORPHA:221061;ORPHA:2215;ORPHA:231720;ORPHA:2332;ORPHA:238722;ORPHA:2429;ORPHA:250977;ORPHA:250999;ORPHA:2510;ORPHA:2514;ORPHA:254881;ORPHA:254886;ORPHA:254892;ORPHA:2560;ORPHA:2570;ORPHA:258;ORPHA:2588;ORPHA:261330;ORPHA:261537;ORPHA:261552;ORPHA:263494;ORPHA:263516;ORPHA:2671;ORPHA:268261;ORPHA:268810;ORPHA:268940;ORPHA:268943;ORPHA:268947;ORPHA:272;ORPHA:2788;ORPHA:280200;ORPHA:280333;ORPHA:280679;ORPHA:2898;ORPHA:293707;ORPHA:293939;ORPHA:298;ORPHA:2995;ORPHA:300573;ORPHA:3051;ORPHA:3055;ORPHA:3079;ORPHA:3080;ORPHA:314034;ORPHA:3157;ORPHA:319332;ORPHA:324422;ORPHA:324604;ORPHA:3270;ORPHA:329178;ORPHA:329224;ORPHA:329314;ORPHA:3378;ORPHA:34515;ORPHA:3454;ORPHA:352470;ORPHA:352479;ORPHA:352490;ORPHA:352665;ORPHA:352682;ORPHA:353277;ORPHA:353281;ORPHA:353284;ORPHA:363611;ORPHA:363623;ORPHA:363686;ORPHA:369891;ORPHA:370968;ORPHA:370980;ORPHA:370997;ORPHA:371364;ORPHA:397709;ORPHA:398069;ORPHA:398079;ORPHA:401923;ORPHA:404448;ORPHA:404473;ORPHA:411986;ORPHA:424107;ORPHA:42775;ORPHA:444072;ORPHA:452;ORPHA:453499;ORPHA:453504;ORPHA:453510;ORPHA:457193;ORPHA:457240;ORPHA:457279;ORPHA:457485;ORPHA:459070;ORPHA:464;ORPHA:464282;ORPHA:464288;ORPHA:464306;ORPHA:464311;ORPHA:466688;ORPHA:466791;ORPHA:468678;ORPHA:468699;ORPHA:476126;ORPHA:480;ORPHA:480898;ORPHA:480907;ORPHA:481152;ORPHA:48431;ORPHA:486815;ORPHA:487825;ORPHA:488632;ORPHA:488635;ORPHA:488642;ORPHA:495818;ORPHA:495875;ORPHA:496641;ORPHA:500159;ORPHA:500166;ORPHA:500180;ORPHA:502434;ORPHA:505237;ORPHA:521426;ORPHA:531;ORPHA:536516;ORPHA:544503;ORPHA:551;ORPHA:561854;ORPHA:563609;ORPHA:563612;ORPHA:567;ORPHA:570;ORPHA:572013;ORPHA:588;ORPHA:589905;ORPHA:59135;ORPHA:597;ORPHA:598;ORPHA:609;ORPHA:610;ORPHA:631;ORPHA:63260;ORPHA:649;ORPHA:65;ORPHA:661;ORPHA:7;ORPHA:70472;ORPHA:70595;ORPHA:71213;ORPHA:739;ORPHA:75840;ORPHA:776;ORPHA:783;ORPHA:79107;ORPHA:79332;ORPHA:798;ORPHA:799;ORPHA:819;ORPHA:85194;ORPHA:85273;ORPHA:85274;ORPHA:85279;ORPHA:85280;ORPHA:85286;ORPHA:85287;ORPHA:85293;ORPHA:85317;ORPHA:85319;ORPHA:85322;ORPHA:85325;ORPHA:85326;ORPHA:85329;ORPHA:858;ORPHA:86812;ORPHA:86822;ORPHA:89844;ORPHA:899;ORPHA:90695;ORPHA:91495;ORPHA:916;ORPHA:93924;ORPHA:93925;ORPHA:95232;ORPHA:95494;ORPHA:95702;ORPHA:97240;ORPHA:97244;ORPHA:97297;ORPHA:98754;ORPHA:98793;ORPHA:98889;ORPHA:98892;ORPHA:98905;ORPHA:98909;ORPHA:98911;ORPHA:98912;ORPHA:98913	2920	23	0	0	0	2897	
MONDO:0002429	idiopathic interstitial pneumonia	10									OMIM:247610;OMIM:263000;ORPHA:1302;ORPHA:2032;ORPHA:79126;ORPHA:79127;ORPHA:79128	96	9	1	0	0	87	
MONDO:0004737	homocystinuria	40									OMIM:236200;OMIM:236250;OMIM:236270;OMIM:250940;OMIM:277380;OMIM:277400;OMIM:277410;OMIM:309541;OMIM:614857;OMIM:620940;OMIM:620952;ORPHA:2169;ORPHA:26;ORPHA:394;ORPHA:395;ORPHA:622;ORPHA:79282;ORPHA:79283;ORPHA:79284	309	40	0	0	0	269	
MONDO:0004739	urea cycle disorder	14									OMIM:207800;OMIM:207900;OMIM:210200;OMIM:215700;OMIM:237300;OMIM:237310;OMIM:238970;OMIM:311250;OMIM:603471;OMIM:605814;OMIM:606762;OMIM:615751;ORPHA:147;ORPHA:23;ORPHA:247525;ORPHA:247585;ORPHA:247598;ORPHA:35878;ORPHA:415;ORPHA:664;ORPHA:90;ORPHA:927	293	13	1	0	0	280	
MONDO:0004952	Hodgkins lymphoma	4									OMIM:236000;ORPHA:391;ORPHA:86893	40	4	0	0	0	36	
MONDO:0004959	plasma cell neoplasm	8									OMIM:254500;ORPHA:100024;ORPHA:100025;ORPHA:100026;ORPHA:29073	64	6	0	2	0	58	
MONDO:0004975	Alzheimer disease	7									OMIM:104300;OMIM:104310;OMIM:602096;OMIM:605055;OMIM:606889;OMIM:607822;OMIM:609636;OMIM:615080;ORPHA:1020	59	5	2	0	0	54	
MONDO:0004981	atrial fibrillation	7									OMIM:607554;OMIM:608583;OMIM:608988;OMIM:611493;OMIM:611494;OMIM:612201;OMIM:612240;OMIM:613055;OMIM:613980;OMIM:614022;OMIM:614049;OMIM:614050;OMIM:615377;OMIM:615378;OMIM:615770;OMIM:617280;ORPHA:334	48	7	0	0	0	41	
MONDO:0005003	chronic pancreatitis	5									OMIM:167800;OMIM:608189;ORPHA:103918;ORPHA:676	30	4	0	1	0	26	
MONDO:0005021	dilated cardiomyopathy	8									OMIM:115200;OMIM:181350;OMIM:212080;OMIM:253700;OMIM:300695;OMIM:300696;OMIM:301163;OMIM:302045;OMIM:302060;OMIM:310300;OMIM:500001;OMIM:530000;OMIM:535000;OMIM:600884;OMIM:601154;OMIM:601287;OMIM:601419;OMIM:601493;OMIM:601494;OMIM:604145;OMIM:604286;OMIM:604288;OMIM:604765;OMIM:605362;OMIM:605582;OMIM:606685;OMIM:607482;OMIM:607487;OMIM:608099;OMIM:608358;OMIM:608569;OMIM:609909;OMIM:609915;OMIM:610768;OMIM:611407;OMIM:611588;OMIM:611615;OMIM:611705;OMIM:611878;OMIM:611879;OMIM:611880;OMIM:612158;OMIM:612877;OMIM:612998;OMIM:612999;OMIM:613122;OMIM:613172;OMIM:613252;OMIM:613286;OMIM:613424;OMIM:613426;OMIM:613642;OMIM:613694;OMIM:613697;OMIM:613881;OMIM:614302;OMIM:614672;OMIM:614921;OMIM:615184;OMIM:615235;OMIM:615248;OMIM:615373;OMIM:615396;OMIM:615916;OMIM:616516;OMIM:616827;OMIM:618189;OMIM:619371;OMIM:619492;OMIM:619747;OMIM:619897;OMIM:620203;OMIM:620247;OMIM:620462;OMIM:620635;OMIM:620894;OMIM:621237;OMIM:621251;OMIM:621261;ORPHA:104;ORPHA:111;ORPHA:119;ORPHA:137675;ORPHA:154;ORPHA:206546;ORPHA:217622;ORPHA:219;ORPHA:261;ORPHA:300751;ORPHA:353;ORPHA:480;ORPHA:563;ORPHA:62;ORPHA:91131;ORPHA:98853;ORPHA:98855;ORPHA:98863;ORPHA:98909	541	8	0	0	0	533	
MONDO:0005027	epilepsy	27									OMIM:117100;OMIM:121200;OMIM:121201;OMIM:132090;OMIM:132100;OMIM:132300;OMIM:159600;OMIM:235730;OMIM:245570;OMIM:254770;OMIM:254780;OMIM:254800;OMIM:254900;OMIM:266100;OMIM:300088;OMIM:300423;OMIM:300491;OMIM:300607;OMIM:300643;OMIM:300672;OMIM:300673;OMIM:300868;OMIM:300884;OMIM:301044;OMIM:301058;OMIM:301091;OMIM:308350;OMIM:545000;OMIM:600512;OMIM:600513;OMIM:600669;OMIM:601068;OMIM:601764;OMIM:602066;OMIM:603204;OMIM:604218;OMIM:604233;OMIM:604364;OMIM:604403;OMIM:605021;OMIM:605375;OMIM:605751;OMIM:606777;OMIM:607208;OMIM:607681;OMIM:607745;OMIM:607876;OMIM:608096;OMIM:608105;OMIM:608217;OMIM:609304;OMIM:609446;OMIM:609800;OMIM:610003;OMIM:610090;OMIM:610353;OMIM:611087;OMIM:611630;OMIM:611631;OMIM:611726;OMIM:612126;OMIM:612164;OMIM:612437;OMIM:612621;OMIM:612949;OMIM:613339;OMIM:613402;OMIM:613477;OMIM:613608;OMIM:613720;OMIM:613721;OMIM:613722;OMIM:613863;OMIM:614018;OMIM:614322;OMIM:614417;OMIM:614498;OMIM:614558;OMIM:614959;OMIM:615005;OMIM:615006;OMIM:615127;OMIM:615338;OMIM:615369;OMIM:615400;OMIM:615473;OMIM:615476;OMIM:615697;OMIM:615705;OMIM:615744;OMIM:615833;OMIM:615859;OMIM:615871;OMIM:615905;OMIM:616056;OMIM:616139;OMIM:616172;OMIM:616187;OMIM:616211;OMIM:616230;OMIM:616339;OMIM:616341;OMIM:616346;OMIM:616366;OMIM:616409;OMIM:616421;OMIM:616436;OMIM:616457;OMIM:616461;OMIM:616540;OMIM:616640;OMIM:616645;OMIM:616647;OMIM:616756;OMIM:616949;OMIM:616981;OMIM:617020;OMIM:617065;OMIM:617080;OMIM:617105;OMIM:617106;OMIM:617113;OMIM:617116;OMIM:617118;OMIM:617132;OMIM:617153;OMIM:617162;OMIM:617166;OMIM:617276;OMIM:617281;OMIM:617290;OMIM:617339;OMIM:617350;OMIM:617389;OMIM:617391;OMIM:617393;OMIM:617452;OMIM:617599;OMIM:617665;OMIM:617711;OMIM:617771;OMIM:617829;OMIM:617830;OMIM:617904;OMIM:617929;OMIM:617933;OMIM:617935;OMIM:617938;OMIM:617976;OMIM:618004;OMIM:618008;OMIM:618012;OMIM:618067;OMIM:618074;OMIM:618075;OMIM:618141;OMIM:618201;OMIM:618285;OMIM:618298;OMIM:618328;OMIM:618374;OMIM:618379;OMIM:618396;OMIM:618437;OMIM:618468;OMIM:618482;OMIM:618548;OMIM:618557;OMIM:618559;OMIM:618580;OMIM:618663;OMIM:618721;OMIM:618744;OMIM:618792;OMIM:618876;OMIM:618910;OMIM:618916;OMIM:618959;OMIM:619124;OMIM:619191;OMIM:619317;OMIM:619340;OMIM:619561;OMIM:619605;OMIM:619606;OMIM:619777;OMIM:619814;OMIM:619881;OMIM:619913;OMIM:619970;OMIM:619983;OMIM:620028;OMIM:620033;OMIM:620115;OMIM:620145;OMIM:620149;OMIM:620352;OMIM:620504;OMIM:620537;OMIM:620681;OMIM:620719;OMIM:620755;OMIM:620772;OMIM:620774;OMIM:620783;OMIM:620806;OMIM:621250;OMIM:621304;OMIM:621468;OMIM:621475;OMIM:621500;ORPHA:101046;ORPHA:139426;ORPHA:139431;ORPHA:140927;ORPHA:163703;ORPHA:163721;ORPHA:163727;ORPHA:163985;ORPHA:1929;ORPHA:1934;ORPHA:1941;ORPHA:1942;ORPHA:1945;ORPHA:1947;ORPHA:1949;ORPHA:209370;ORPHA:2152;ORPHA:2382;ORPHA:261537;ORPHA:261552;ORPHA:263516;ORPHA:284282;ORPHA:289266;ORPHA:293181;ORPHA:3006;ORPHA:306;ORPHA:307;ORPHA:308;ORPHA:3173;ORPHA:324290;ORPHA:324422;ORPHA:352596;ORPHA:363549;ORPHA:363558;ORPHA:36387;ORPHA:404493;ORPHA:404499;ORPHA:411986;ORPHA:439218;ORPHA:442835;ORPHA:464282;ORPHA:500533;ORPHA:500545;ORPHA:501;ORPHA:505237;ORPHA:505652;ORPHA:544254;ORPHA:544503;ORPHA:551;ORPHA:599373;ORPHA:64280;ORPHA:697160;ORPHA:71277;ORPHA:725;ORPHA:79096;ORPHA:79097;ORPHA:79137;ORPHA:85294;ORPHA:86814;ORPHA:86909;ORPHA:93952;ORPHA:98784;ORPHA:98811;ORPHA:98818;ORPHA:98820	1247	24	3	0	0	1223	
MONDO:0005041	glaucoma	5									OMIM:137750;OMIM:137760;OMIM:177700;OMIM:231300;OMIM:600975;OMIM:601631;OMIM:601682;OMIM:610535;OMIM:613086;OMIM:613100;OMIM:617272;OMIM:617315;OMIM:618880;ORPHA:94058;ORPHA:98976;ORPHA:98977	71	3	1	1	0	68	
MONDO:0005045	hypertrophic cardiomyopathy	10									OMIM:115150;OMIM:115195;OMIM:115196;OMIM:115197;OMIM:130650;OMIM:151100;OMIM:154230;OMIM:160900;OMIM:163950;OMIM:192600;OMIM:201475;OMIM:218040;OMIM:231680;OMIM:233420;OMIM:273250;OMIM:300018;OMIM:400044;OMIM:600858;OMIM:601493;OMIM:605275;OMIM:607080;OMIM:607487;OMIM:607721;OMIM:608751;OMIM:608758;OMIM:609016;OMIM:609942;OMIM:610733;OMIM:610773;OMIM:611431;OMIM:611553;OMIM:611554;OMIM:612098;OMIM:612124;OMIM:612965;OMIM:613080;OMIM:613224;OMIM:613243;OMIM:613251;OMIM:613255;OMIM:613690;OMIM:613706;OMIM:613707;OMIM:613762;OMIM:613765;OMIM:613838;OMIM:613873;OMIM:613874;OMIM:613876;OMIM:614279;OMIM:614676;OMIM:615248;OMIM:615278;OMIM:615279;OMIM:615280;OMIM:615355;OMIM:616067;OMIM:616425;OMIM:616559;OMIM:616564;OMIM:617047;OMIM:617506;OMIM:618052;OMIM:618499;OMIM:618624;OMIM:619087;OMIM:619402;OMIM:619745;OMIM:620236;OMIM:620734;OMIM:621270;ORPHA:116;ORPHA:1340;ORPHA:137605;ORPHA:168563;ORPHA:242;ORPHA:26791;ORPHA:26793;ORPHA:2701;ORPHA:273;ORPHA:3071;ORPHA:5;ORPHA:500;ORPHA:589821;ORPHA:648;ORPHA:85443;ORPHA:91130;ORPHA:983	957	10	0	0	0	947	
MONDO:0005062	lymphoma	4									OMIM:113970;OMIM:137245;OMIM:151400;OMIM:153600;OMIM:236000;OMIM:247640;OMIM:254400;OMIM:254500;OMIM:605027;OMIM:618398;ORPHA:100024;ORPHA:100025;ORPHA:100026;ORPHA:2584;ORPHA:29073;ORPHA:3162;ORPHA:33111;ORPHA:33226;ORPHA:391;ORPHA:48686;ORPHA:52416;ORPHA:52417;ORPHA:543;ORPHA:545;ORPHA:86884;ORPHA:86893;ORPHA:97285	215	4	0	0	0	211	
MONDO:0005138	lung carcinoma	4									OMIM:182280;OMIM:601200;ORPHA:64741	13	4	0	0	0	9	
MONDO:0005149	pulmonary hypertension	10									OMIM:178600;OMIM:265400;OMIM:613845;OMIM:615342;OMIM:615343;OMIM:615344;OMIM:620777;OMIM:621248;ORPHA:275766;ORPHA:422;ORPHA:52047;ORPHA:70591;ORPHA:97214	197	10	0	0	0	187	
MONDO:0005180	Parkinson disease	11									OMIM:168600;OMIM:168601;OMIM:260300;OMIM:600116;OMIM:605543;OMIM:605909;OMIM:606324;OMIM:606693;OMIM:607060;OMIM:612953;OMIM:614203;OMIM:615528;OMIM:615530;OMIM:616361;OMIM:616710;OMIM:616840;OMIM:620482;ORPHA:171695;ORPHA:199351;ORPHA:2828;ORPHA:306674;ORPHA:314632;ORPHA:411602	182	10	1	0	0	172	
MONDO:0005201	restrictive cardiomyopathy	9									OMIM:108770;OMIM:115210;OMIM:230800;OMIM:232300;OMIM:607685;OMIM:612422;OMIM:615248;OMIM:615745;OMIM:619433;OMIM:621314;ORPHA:1344;ORPHA:308552;ORPHA:3260;ORPHA:330001;ORPHA:365;ORPHA:724;ORPHA:75565;ORPHA:75566;ORPHA:77259;ORPHA:85443;ORPHA:85445;ORPHA:85451	397	9	0	0	0	388	
MONDO:0005340	alopecia areata	5									OMIM:104000	7	5	0	0	0	2	
MONDO:0005380	osteonecrosis	5									OMIM:150600;OMIM:165700;OMIM:165800;OMIM:181440;OMIM:182260;OMIM:230800;OMIM:274270;OMIM:608805;OMIM:612462;OMIM:613116;OMIM:613118;OMIM:617383;ORPHA:1675;ORPHA:2380;ORPHA:2764;ORPHA:3314;ORPHA:399180;ORPHA:563991;ORPHA:564003;ORPHA:57196;ORPHA:77259;ORPHA:79444;ORPHA:82;ORPHA:86820;ORPHA:97332;ORPHA:97335;ORPHA:97336;ORPHA:97337	308	5	0	0	0	303	
MONDO:0005382	bone Paget disease	7									OMIM:167250;OMIM:239000;OMIM:602080;OMIM:606263;OMIM:616833;ORPHA:2801	75	7	0	0	0	68	
MONDO:0005453	congenital heart disease	19									OMIM:106700;OMIM:108800;OMIM:108900;OMIM:109730;OMIM:169100;OMIM:187500;OMIM:241550;OMIM:265380;OMIM:601493;OMIM:601494;OMIM:604169;OMIM:607411;OMIM:607941;OMIM:609470;OMIM:611363;OMIM:611878;OMIM:612794;OMIM:613087;OMIM:613424;OMIM:613426;OMIM:613854;OMIM:614089;OMIM:614429;OMIM:614430;OMIM:614431;OMIM:614432;OMIM:614433;OMIM:614435;OMIM:614474;OMIM:614475;OMIM:614954;OMIM:614980;OMIM:615092;OMIM:615373;OMIM:615396;OMIM:615779;OMIM:616028;OMIM:617035;OMIM:617039;OMIM:617912;OMIM:619657;OMIM:620294;ORPHA:1209;ORPHA:1329;ORPHA:1330;ORPHA:1354;ORPHA:1478;ORPHA:1479;ORPHA:1666;ORPHA:185;ORPHA:2041;ORPHA:210122;ORPHA:2248;ORPHA:3303;ORPHA:3384;ORPHA:3426;ORPHA:46627;ORPHA:860;ORPHA:99103;ORPHA:99104;ORPHA:99105;ORPHA:99106;ORPHA:99125	420	16	2	1	0	404	
