mondo_id	disease_name	n_dismech	direct_hpoa_ids	direct_n_hpoa	direct_n_exact	direct_n_more_specific	direct_n_more_general	direct_n_novel	direct_n_hpoa_only	direct_novel_terms	subtree_hpoa_ids	subtree_n_hpoa	subtree_n_exact	subtree_n_more_specific	subtree_n_more_general	subtree_n_novel	subtree_n_hpoa_only	subtree_novel_terms
MONDO:0008978	chordoma	6	OMIM:215400	7	0	0	0	6	7	HP:0000020;HP:0000651;HP:0002196;HP:0002315;HP:0002607;HP:0003418	OMIM:215400	7	0	0	0	6	7	HP:0000020;HP:0000651;HP:0002196;HP:0002315;HP:0002607;HP:0003418
MONDO:0008980	ataxia-hypogonadism-choroidal dystrophy syndrome	22	OMIM:215470;ORPHA:1180	36	15	0	1	6	21	HP:0000639;HP:0000830;HP:0003477;HP:0008240;HP:0008245;HP:0100543	OMIM:215470;ORPHA:1180	36	15	0	1	6	21	HP:0000639;HP:0000830;HP:0003477;HP:0008240;HP:0008245;HP:0100543
MONDO:0009032	cranioectodermal dysplasia	18	ORPHA:1515	30	8	2	2	6	22	HP:0000090;HP:0000506;HP:0000556;HP:0000973;HP:0001395;HP:0100259	OMIM:218330;OMIM:613610;OMIM:614099;OMIM:614378;OMIM:617102;OMIM:621180;OMIM:621337;ORPHA:1515	268	18	0	0	0	250	
MONDO:0009061	cystic fibrosis	25	OMIM:219700;ORPHA:586	56	16	1	2	6	40	HP:0000819;HP:0000823;HP:0002902;HP:0004322;HP:0008222;HP:0031245	OMIM:219700;ORPHA:2575;ORPHA:586	72	16	1	2	6	56	HP:0000819;HP:0000823;HP:0002902;HP:0004322;HP:0008222;HP:0031245
MONDO:0009194	immunodeficiency 32B	12	OMIM:226990	24	3	2	1	6	21	HP:0002847;HP:0006517;HP:0012177;HP:0020087;HP:0020178;HP:0032183	OMIM:226990	24	3	2	1	6	21	HP:0002847;HP:0006517;HP:0012177;HP:0020087;HP:0020178;HP:0032183
MONDO:0009296	glycoprotein storage disease	7	OMIM:232900	3	0	1	0	6	3	HP:0000280;HP:0000943;HP:0001249;HP:0001250;HP:0002180;HP:0010471	OMIM:232900	3	0	1	0	6	3	HP:0000280;HP:0000943;HP:0001249;HP:0001250;HP:0002180;HP:0010471
MONDO:0009452	Vici syndrome	27	OMIM:242840;ORPHA:1493	90	16	4	1	6	74	HP:0000280;HP:0000821;HP:0001284;HP:0001903;HP:0002240;HP:0012448	OMIM:242840;ORPHA:1493	90	16	4	1	6	74	HP:0000280;HP:0000821;HP:0001284;HP:0001903;HP:0002240;HP:0012448
MONDO:0009532	Miller-Dieker lissencephaly syndrome	16	OMIM:247200;ORPHA:531	61	6	1	3	6	55	HP:0000365;HP:0000505;HP:0001999;HP:0002019;HP:0002119;HP:0011968	OMIM:247200;ORPHA:531	61	6	1	3	6	55	HP:0000365;HP:0000505;HP:0001999;HP:0002019;HP:0002119;HP:0011968
MONDO:0009785	opsismodysplasia	28	OMIM:258480;ORPHA:2746	67	22	0	0	6	45	HP:0000238;HP:0002983;HP:0004349;HP:0004912;HP:0006487;HP:0011800	OMIM:258480;ORPHA:2746	67	22	0	0	6	45	HP:0000238;HP:0002983;HP:0004349;HP:0004912;HP:0006487;HP:0011800
MONDO:0009804	osteogenesis imperfecta type 3	17	OMIM:259420	27	10	0	1	6	17	HP:0000768;HP:0002091;HP:0002505;HP:0002653;HP:0002980;HP:0003510	OMIM:259420	27	10	0	1	6	17	HP:0000768;HP:0002091;HP:0002505;HP:0002653;HP:0002980;HP:0003510
MONDO:0010083	succinic semialdehyde dehydrogenase deficiency	21	OMIM:271980;ORPHA:22	40	12	3	0	6	28	HP:0001332;HP:0002072;HP:0002360;HP:0007183;HP:0033258;HP:0100660	OMIM:271980;ORPHA:22	40	12	3	0	6	28	HP:0001332;HP:0002072;HP:0002360;HP:0007183;HP:0033258;HP:0100660
MONDO:0010161	tyrosinemia type I	16	OMIM:276700;ORPHA:882	41	7	0	3	6	34	HP:0000969;HP:0001298;HP:0001395;HP:0002027;HP:0002878;HP:0100543	OMIM:276700;ORPHA:882	41	7	0	3	6	34	HP:0000969;HP:0001298;HP:0001395;HP:0002027;HP:0002878;HP:0100543
MONDO:0010286	syndromic X-linked intellectual disability Siderius type	15	OMIM:300263;ORPHA:85287	26	9	0	0	6	17	HP:0000316;HP:0000324;HP:0000508;HP:0000729;HP:0001263;HP:0007018	OMIM:300263;ORPHA:85287	26	9	0	0	6	17	HP:0000316;HP:0000324;HP:0000508;HP:0000729;HP:0001263;HP:0007018
MONDO:0010355	syndromic X-linked intellectual disability Claes-Jensen type	20	OMIM:300534;ORPHA:85279	68	13	0	1	6	55	HP:0000365;HP:0000998;HP:0001513;HP:0001999;HP:0002360;HP:0011024	OMIM:300534;ORPHA:85279	68	13	0	1	6	55	HP:0000365;HP:0000998;HP:0001513;HP:0001999;HP:0002360;HP:0011024
MONDO:0010471	Cornelia de Lange syndrome 5	20	OMIM:300882	53	10	2	2	6	43	HP:0000445;HP:0001332;HP:0001476;HP:0001511;HP:0001627;HP:0030820	OMIM:300882	53	10	2	2	6	43	HP:0000445;HP:0001332;HP:0001476;HP:0001511;HP:0001627;HP:0030820
MONDO:0010496	X-linked intellectual disability-short stature-overweight syndrome	27	OMIM:300957;ORPHA:457240	57	13	2	6	6	44	HP:0001601;HP:0001627;HP:0002020;HP:0002205;HP:0002307;HP:0002804	OMIM:300957;ORPHA:457240	57	13	2	6	6	44	HP:0001601;HP:0001627;HP:0002020;HP:0002205;HP:0002307;HP:0002804
MONDO:0011074	autosomal dominant nonsyndromic hearing loss 7	6	OMIM:601412	2	0	0	0	6	2	HP:0000407;HP:0000408;HP:0001751;HP:0001757;HP:0008527;HP:0008596	OMIM:601412	2	0	0	0	6	2	HP:0000407;HP:0000408;HP:0001751;HP:0001757;HP:0008527;HP:0008596
MONDO:0011327	neuronal intranuclear inclusion disease	14	OMIM:603472;ORPHA:2289	39	8	0	0	6	31	HP:0000011;HP:0001298;HP:0001300;HP:0002315;HP:0009830;HP:0012332	OMIM:603472;ORPHA:2289	39	8	0	0	6	31	HP:0000011;HP:0001298;HP:0001300;HP:0002315;HP:0009830;HP:0012332
MONDO:0011449	Salla disease	15	OMIM:604369	18	9	0	0	6	9	HP:0000709;HP:0000718;HP:0001272;HP:0002079;HP:0002360;HP:0006808	OMIM:604369	18	9	0	0	6	9	HP:0000709;HP:0000718;HP:0001272;HP:0002079;HP:0002360;HP:0006808
MONDO:0011624	transaldolase deficiency	29	OMIM:606003;ORPHA:101028	45	20	3	0	6	25	HP:0000093;HP:0000815;HP:0000938;HP:0001402;HP:0001928;HP:0002150	OMIM:606003;ORPHA:101028	45	20	3	0	6	25	HP:0000093;HP:0000815;HP:0000938;HP:0001402;HP:0001928;HP:0002150
MONDO:0011908	juvenile myelomonocytic leukemia	6	OMIM:607785	3	0	0	0	6	3	HP:0001744;HP:0001873;HP:0001903;HP:0001974;HP:0002240;HP:0012311	OMIM:607785	3	0	0	0	6	3	HP:0001744;HP:0001873;HP:0001903;HP:0001974;HP:0002240;HP:0012311
MONDO:0012112	hypertrophic cardiomyopathy 10	10	OMIM:608758	17	3	1	0	6	14	HP:0001635;HP:0004303;HP:0005110;HP:0025168;HP:0031318;HP:0032092	OMIM:608758	17	3	1	0	6	14	HP:0001635;HP:0004303;HP:0005110;HP:0025168;HP:0031318;HP:0032092
MONDO:0012746	dilated cardiomyopathy 2A	8	OMIM:611880	7	2	0	0	6	5	HP:0001645;HP:0001653;HP:0002789;HP:0012664;HP:0025169;HP:4000141	OMIM:611880	7	2	0	0	6	5	HP:0001645;HP:0001653;HP:0002789;HP:0012664;HP:0025169;HP:4000141
MONDO:0012817	Ewing sarcoma	7	OMIM:612219	2	0	0	1	6	2	HP:0001824;HP:0001903;HP:0001945;HP:0002653;HP:0002756;HP:0031459	OMIM:612219	2	0	0	1	6	2	HP:0001824;HP:0001903;HP:0001945;HP:0002653;HP:0002756;HP:0031459
MONDO:0012871	Jervell and Lange-Nielsen syndrome 2	11	OMIM:612347	8	4	0	1	6	4	HP:0001662;HP:0001891;HP:0002194;HP:0004756;HP:0012266;HP:0500167	OMIM:612347	8	4	0	1	6	4	HP:0001662;HP:0001891;HP:0002194;HP:0004756;HP:0012266;HP:0500167
MONDO:0013014	spondyloepimetaphyseal dysplasia, aggrecan type	18	OMIM:612813;ORPHA:171866	25	10	0	2	6	15	HP:0002758;HP:0002857;HP:0003182;HP:0003301;HP:0003510;HP:0005619	OMIM:612813;ORPHA:171866	25	10	0	2	6	15	HP:0002758;HP:0002857;HP:0003182;HP:0003301;HP:0003510;HP:0005619
MONDO:0013034	keratosis palmoplantaris striata 2	10	OMIM:612908	7	2	0	2	6	5	HP:0001644;HP:0007501;HP:0011675;HP:0025114;HP:0031057;HP:0034702	OMIM:612908	7	2	0	2	6	5	HP:0001644;HP:0007501;HP:0011675;HP:0025114;HP:0031057;HP:0034702
MONDO:0013369	hypertrophic cardiomyopathy 7	10	OMIM:613690	7	2	1	1	6	5	HP:0001635;HP:0001645;HP:0001685;HP:0025168;HP:0031333;HP:0032092	OMIM:613690	7	2	1	1	6	5	HP:0001635;HP:0001645;HP:0001685;HP:0025168;HP:0031333;HP:0032092
MONDO:0013930	peroxisome biogenesis disorder 4A (Zellweger)	12	OMIM:614862	17	4	1	1	6	13	HP:0000348;HP:0000407;HP:0000518;HP:0001263;HP:0002269;HP:0002904	OMIM:614862	17	4	1	1	6	13	HP:0000348;HP:0000407;HP:0000518;HP:0001263;HP:0002269;HP:0002904
MONDO:0013934	combined immunodeficiency due to STK4 deficiency	18	OMIM:614868	29	8	1	3	6	21	HP:0001433;HP:0003212;HP:0005353;HP:0005403;HP:0010702;HP:0010976	OMIM:614868	29	8	1	3	6	21	HP:0001433;HP:0003212;HP:0005353;HP:0005403;HP:0010702;HP:0010976
MONDO:0013998	MEGF8-related Carpenter syndrome	18	OMIM:614976	75	9	0	3	6	66	HP:0000347;HP:0000476;HP:0001561;HP:0001790;HP:0010880;HP:0030853	OMIM:614976	75	9	0	3	6	66	HP:0000347;HP:0000476;HP:0001561;HP:0001790;HP:0010880;HP:0030853
MONDO:0014395	frontotemporal dementia and/or amyotrophic lateral sclerosis 2	15	OMIM:615911	21	9	0	0	6	12	HP:0003200;HP:0003202;HP:0003546;HP:0003688;HP:0003689;HP:0003737	OMIM:615911	21	9	0	0	6	12	HP:0003200;HP:0003202;HP:0003546;HP:0003688;HP:0003689;HP:0003737
MONDO:0014542	congenital myasthenic syndrome 15	8	OMIM:616227	10	2	0	0	6	8	HP:0001250;HP:0001252;HP:0002059;HP:0002188;HP:0002804;HP:0003325	OMIM:616227	10	2	0	0	6	8	HP:0001250;HP:0001252;HP:0002059;HP:0002188;HP:0002804;HP:0003325
MONDO:0014722	Roifman syndrome	10	OMIM:616651;ORPHA:353298	54	1	0	3	6	53	HP:0000486;HP:0001873;HP:0001999;HP:0002960;HP:0012211;HP:0100651	OMIM:616651;ORPHA:353298	54	1	0	3	6	53	HP:0000486;HP:0001873;HP:0001999;HP:0002960;HP:0012211;HP:0100651
MONDO:0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	25	OMIM:616789;ORPHA:369891	78	14	2	3	6	64	HP:0000505;HP:0001250;HP:0002650;HP:0011024;HP:0011098;HP:0012443	OMIM:616789;ORPHA:369891	78	14	2	3	6	64	HP:0000505;HP:0001250;HP:0002650;HP:0011024;HP:0011098;HP:0012443
MONDO:0014831	progeroid and marfanoid aspect-lipodystrophy syndrome	26	OMIM:616914	50	16	1	3	6	34	HP:0000621;HP:0001653;HP:0004325;HP:0004396;HP:0009059;HP:0040216	OMIM:616914	50	16	1	3	6	34	HP:0000621;HP:0001653;HP:0004325;HP:0004396;HP:0009059;HP:0040216
MONDO:0014963	Shashi-Pena syndrome	17	OMIM:617190	46	8	1	2	6	38	HP:0000405;HP:0000486;HP:0000718;HP:0004313;HP:0005978;HP:0006292	OMIM:617190	46	8	1	2	6	38	HP:0000405;HP:0000486;HP:0000718;HP:0004313;HP:0005978;HP:0006292
MONDO:0015019	Yao syndrome	18	OMIM:617321	21	12	0	0	6	9	HP:0002579;HP:0010741;HP:0011227;HP:0012332;HP:0012378;HP:0100540	OMIM:617321	21	12	0	0	6	9	HP:0002579;HP:0010741;HP:0011227;HP:0012332;HP:0012378;HP:0100540
MONDO:0016660	autosomal recessive primary microcephaly	10	ORPHA:2512	17	2	1	1	6	15	HP:0000708;HP:0000750;HP:0001250;HP:0001251;HP:0001257;HP:0009879	OMIM:251200;OMIM:604317;OMIM:604321;OMIM:604804;OMIM:608393;OMIM:608716;OMIM:612703;OMIM:613676;OMIM:614673;OMIM:614852;OMIM:615095;OMIM:615414;OMIM:616051;OMIM:616080;OMIM:616402;OMIM:616486;OMIM:616681;OMIM:617090;OMIM:617800;OMIM:617914;OMIM:617983;OMIM:617984;OMIM:617985;OMIM:618179;OMIM:618351;OMIM:619453;OMIM:620047;OMIM:620183;OMIM:621507;ORPHA:2512;ORPHA:329228	216	9	0	1	0	207	
MONDO:0016698	ependymoma	12	ORPHA:251636	15	3	1	2	6	12	HP:0000020;HP:0000238;HP:0000256;HP:0001085;HP:0001251;HP:0031910	ORPHA:251636;ORPHA:251639	15	3	1	2	6	12	HP:0000020;HP:0000238;HP:0000256;HP:0001085;HP:0001251;HP:0031910
MONDO:0018105	Wolfram syndrome	29	ORPHA:3463	39	10	3	5	11	29	HP:0000029;HP:0000518;HP:0000716;HP:0000739;HP:0001265;HP:0001336;HP:0001337;HP:0002015;HP:0002495;HP:0002579;HP:0004408	OMIM:222300;OMIM:598500;OMIM:604928;ORPHA:3463	72	20	1	2	6	52	HP:0000739;HP:0001265;HP:0001336;HP:0002495;HP:0002579;HP:0004408
MONDO:0019018	Tako-tsubo cardiomyopathy	19	ORPHA:66529	33	8	3	2	6	25	HP:0000739;HP:0001297;HP:0012667;HP:0032092;HP:0040412;HP:0410173	ORPHA:66529	33	8	3	2	6	25	HP:0000739;HP:0001297;HP:0012667;HP:0032092;HP:0040412;HP:0410173
MONDO:0019125	relapsing polychondritis	15	ORPHA:728	53	7	0	2	6	46	HP:0000939;HP:0001659;HP:0002647;HP:0005280;HP:0033434;HP:6001461	ORPHA:728	53	7	0	2	6	46	HP:0000939;HP:0001659;HP:0002647;HP:0005280;HP:0033434;HP:6001461
MONDO:0019173	rabies	12	ORPHA:770	19	3	1	2	6	16	HP:0000713;HP:0001336;HP:0002015;HP:0012332;HP:0032505;HP:0033993	ORPHA:770	19	3	1	2	6	16	HP:0000713;HP:0001336;HP:0002015;HP:0012332;HP:0032505;HP:0033993
MONDO:0019439	AA amyloidosis	14	ORPHA:85445	32	6	1	1	6	26	HP:0000969;HP:0001824;HP:0002239;HP:0003073;HP:0003155;HP:0011227	ORPHA:85445	32	6	1	1	6	26	HP:0000969;HP:0001824;HP:0002239;HP:0003073;HP:0003155;HP:0011227
MONDO:0020737	optic atrophy 10 with or without ataxia, intellectual disability, and seizures	10	OMIM:616732	13	2	0	2	6	11	HP:0000365;HP:0000510;HP:0000648;HP:0001263;HP:0001510;HP:0100660	OMIM:616732	13	2	0	2	6	11	HP:0000365;HP:0000510;HP:0000648;HP:0001263;HP:0001510;HP:0100660
MONDO:0030009	alopecia-intellectual disability syndrome 4	15	OMIM:618840	17	5	2	2	6	12	HP:0000653;HP:0001263;HP:0001290;HP:0002120;HP:0006956;HP:0045075	OMIM:618840	17	5	2	2	6	12	HP:0000653;HP:0001263;HP:0001290;HP:0002120;HP:0006956;HP:0045075
MONDO:0030065	agenesis of corpus callosum, cardiac, ocular, and genital syndrome	27	OMIM:618929	50	19	1	1	6	31	HP:0001629;HP:0001999;HP:0004383;HP:0004890;HP:0007068;HP:0012210	OMIM:618929	50	19	1	1	6	31	HP:0001629;HP:0001999;HP:0004383;HP:0004890;HP:0007068;HP:0012210
MONDO:0030302	immunodeficiency 81	16	OMIM:619374	16	4	2	4	6	12	HP:0001508;HP:0002583;HP:0002720;HP:0012191;HP:0031381;HP:0033222	OMIM:619374	16	4	2	4	6	12	HP:0001508;HP:0002583;HP:0002720;HP:0012191;HP:0031381;HP:0033222
MONDO:0030346	ciliary dyskinesia, primary, 47, and lissencephaly	12	OMIM:619466	12	4	1	1	6	8	HP:0001249;HP:0001263;HP:0002119;HP:0002643;HP:0008936;HP:0012265	OMIM:619466	12	4	1	1	6	8	HP:0001249;HP:0001263;HP:0002119;HP:0002643;HP:0008936;HP:0012265
MONDO:0030908	intellectual disability, X-linked, syndromic, 35	26	OMIM:300998	67	16	2	2	6	51	HP:0000076;HP:0000546;HP:0000577;HP:0000717;HP:0001634;HP:0001999	OMIM:300998	67	16	2	2	6	51	HP:0000076;HP:0000546;HP:0000577;HP:0000717;HP:0001634;HP:0001999
MONDO:0031006	neurodegeneration with ataxia and late-onset optic atrophy	14	OMIM:619259	31	7	0	1	6	24	HP:0000708;HP:0001249;HP:0001263;HP:0001271;HP:0003198;HP:0008314	OMIM:619259	31	7	0	1	6	24	HP:0000708;HP:0001249;HP:0001263;HP:0001271;HP:0003198;HP:0008314
MONDO:0032627	mitochondrial complex I deficiency, nuclear type 23	9	OMIM:618244	15	2	1	0	6	13	HP:0000648;HP:0001250;HP:0001257;HP:0001260;HP:0012751;HP:0033044	OMIM:618244	15	2	1	0	6	13	HP:0000648;HP:0001250;HP:0001257;HP:0001260;HP:0012751;HP:0033044
MONDO:0032858	developmental and epileptic encephalopathy, 81	12	OMIM:618663	19	2	1	3	6	17	HP:0001999;HP:0002059;HP:0002352;HP:0006808;HP:0033725;HP:0200134	OMIM:618663	19	2	1	3	6	17	HP:0001999;HP:0002059;HP:0002352;HP:0006808;HP:0033725;HP:0200134
MONDO:0032923	spinocerebellar ataxia, autosomal recessive 28	10	OMIM:618800	15	2	0	2	6	13	HP:0000252;HP:0000347;HP:0001263;HP:0001272;HP:0012736;HP:0200134	OMIM:618800	15	2	0	2	6	13	HP:0000252;HP:0000347;HP:0001263;HP:0001272;HP:0012736;HP:0200134
MONDO:0033363	developmental and epileptic encephalopathy, 54	13	OMIM:617391	19	6	0	1	6	13	HP:0000486;HP:0000729;HP:0001999;HP:0002104;HP:0011968;HP:0033725	OMIM:617391	19	6	0	1	6	13	HP:0000486;HP:0000729;HP:0001999;HP:0002104;HP:0011968;HP:0033725
MONDO:0033364	developmental and epileptic encephalopathy, 55	11	OMIM:617599	25	1	3	1	6	24	HP:0001290;HP:0002059;HP:0002119;HP:0002510;HP:0010851;HP:0100660	OMIM:617599	25	1	3	1	6	24	HP:0001290;HP:0002059;HP:0002119;HP:0002510;HP:0010851;HP:0100660
MONDO:0033652	mitochondrial complex IV deficiency, nuclear type 17	11	OMIM:619061	13	4	0	1	6	9	HP:0000365;HP:0000508;HP:0000510;HP:0000869;HP:0003200;HP:0003546	OMIM:619061	13	4	0	1	6	9	HP:0000365;HP:0000508;HP:0000510;HP:0000869;HP:0003200;HP:0003546
MONDO:0060611	combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	12	OMIM:617780	25	5	0	1	6	20	HP:0000488;HP:0001263;HP:0001395;HP:0001508;HP:0001942;HP:0005575	OMIM:617780	25	5	0	1	6	20	HP:0000488;HP:0001263;HP:0001395;HP:0001508;HP:0001942;HP:0005575
MONDO:0859146	growth restriction, hypoplastic kidneys, alopecia, and distinctive facies	13	OMIM:619321	33	5	0	2	6	28	HP:0000083;HP:0001409;HP:0001999;HP:0002040;HP:0008527;HP:0011014	OMIM:619321	33	5	0	2	6	28	HP:0000083;HP:0001409;HP:0001999;HP:0002040;HP:0008527;HP:0011014
MONDO:0859220	Ferguson-Bonni neurodevelopmental syndrome	15	OMIM:619699	17	9	0	0	6	8	HP:0000175;HP:0000201;HP:0000252;HP:0001249;HP:0001999;HP:0004322	OMIM:619699	17	9	0	0	6	8	HP:0000175;HP:0000201;HP:0000252;HP:0001249;HP:0001999;HP:0004322
MONDO:0859241	neurodegeneration, childhood-onset, with progressive microcephaly	18	OMIM:619847	44	10	2	0	6	34	HP:0001272;HP:0001508;HP:0002529;HP:0002910;HP:0004840;HP:0012697	OMIM:619847	44	10	2	0	6	34	HP:0001272;HP:0001508;HP:0002529;HP:0002910;HP:0004840;HP:0012697
MONDO:0859282	neurodevelopmental disorder with microcephaly, movement abnormalities, and seizures	21	OMIM:620023	28	13	0	2	6	15	HP:0001249;HP:0001250;HP:0001252;HP:0002071;HP:0002376;HP:0007703	OMIM:620023	28	13	0	2	6	15	HP:0001249;HP:0001250;HP:0001252;HP:0002071;HP:0002376;HP:0007703
MONDO:0859340	spinocerebellar ataxia 27B, late-onset	13	OMIM:620174	11	6	0	1	6	5	HP:0001347;HP:0001756;HP:0002131;HP:0010871;HP:0012332;HP:0034773	OMIM:620174	11	6	0	1	6	5	HP:0001347;HP:0001756;HP:0002131;HP:0010871;HP:0012332;HP:0034773
MONDO:0971007	neuroocular syndrome 1	27	OMIM:619539	75	14	1	6	6	61	HP:0000077;HP:0000528;HP:0000587;HP:0001290;HP:0001999;HP:0002650	OMIM:619539	75	14	1	6	6	61	HP:0000077;HP:0000528;HP:0000587;HP:0001290;HP:0001999;HP:0002650
MONDO:0971043	neurodevelopmental disorder with hypotonia, feeding difficulties, facial dysmorphism, and brain abnormalities	28	OMIM:620852	67	15	3	4	6	52	HP:0000268;HP:0000648;HP:0001511;HP:0001999;HP:0002015;HP:0002719	OMIM:620852	67	15	3	4	6	52	HP:0000268;HP:0000648;HP:0001511;HP:0001999;HP:0002015;HP:0002719
MONDO:0002070	ventricular septal defect	11									OMIM:614429;OMIM:614431;OMIM:614432;ORPHA:3426	35	5	0	0	6	30	HP:0001635;HP:0001640;HP:0001901;HP:0002092;HP:0002205;HP:0002240
MONDO:0003000	central nervous system germ cell tumor	6									OMIM:273120	9	0	0	0	6	9	HP:0000238;HP:0000505;HP:0000826;HP:0000863;HP:0006254;HP:6000485
MONDO:0004656	rubella	15									ORPHA:290	31	5	3	1	6	26	HP:0000979;HP:0001945;HP:0001978;HP:0002716;HP:0002829;HP:0033993
MONDO:0004910	mitral valve prolapse	8									OMIM:157700;OMIM:607829;OMIM:610840	10	2	0	0	6	8	HP:0001279;HP:0001635;HP:0001645;HP:0001685;HP:0004308;HP:0006682
MONDO:0005083	psoriasis	16									OMIM:602723;OMIM:614204;ORPHA:247353	46	10	0	0	6	36	HP:0000716;HP:0000989;HP:0031090;HP:0100686;HP:6000724;HP:6000933
MONDO:0005350	abdominal aortic aneurysm	7									OMIM:100070	4	1	0	0	6	3	HP:0001279;HP:0002027;HP:0002615;HP:0003418;HP:0031649;HP:6001311
MONDO:0005376	membranous glomerulonephritis	6									ORPHA:97560	1	0	0	0	6	1	HP:0000083;HP:0000093;HP:0000100;HP:0000969;HP:0003073;HP:0003077
MONDO:0005989	toxoplasmosis	12									ORPHA:858	26	6	0	0	6	20	HP:0001249;HP:0001269;HP:0001945;HP:0002315;HP:0002383;HP:0012424
MONDO:0013209	metabolic dysfunction-associated steatotic liver disease	7									OMIM:613282	2	1	0	0	6	1	HP:0000855;HP:0001394;HP:0001395;HP:0001402;HP:0001513;HP:0031964
MONDO:0017329	familial vesicoureteral reflux	16									OMIM:193000;OMIM:314550;OMIM:610878;OMIM:613674;OMIM:615963	17	4	4	2	6	13	HP:0000110;HP:0000112;HP:0000822;HP:0002048;HP:0003774;HP:0012622
MONDO:0018905	diffuse large B-cell lymphoma	7									ORPHA:48686	8	1	0	0	6	7	HP:0001744;HP:0001824;HP:0001903;HP:0002716;HP:0012378;HP:0030166
MONDO:0100162	IKBKG-related immunodeficiency with or without ectodermal dysplasia	16									OMIM:300291;OMIM:300636	64	6	1	3	6	58	HP:0001250;HP:0001508;HP:0002583;HP:0007400;HP:0008046;HP:0008404
MONDO:0800484	PRKAG2-related cardiomyopathy	15									OMIM:194200;OMIM:261740;OMIM:600858	56	8	0	1	6	48	HP:0000718;HP:0000739;HP:0001249;HP:0001712;HP:0002167;HP:0004755
MONDO:0000200	Zimmermann-Laband syndrome	48	ORPHA:3473	43	43	0	0	5	0	HP:0000280;HP:0000684;HP:0001263;HP:0009881;HP:0009882	OMIM:135500;OMIM:616455;OMIM:618658;ORPHA:3473	109	48	0	0	0	61	
MONDO:0001999	idiopathic pulmonary arterial hypertension	10	ORPHA:275766	16	4	1	0	5	12	HP:0001708;HP:0003546;HP:0012378;HP:0012398;HP:0045051	ORPHA:275766	16	4	1	0	5	12	HP:0001708;HP:0003546;HP:0012378;HP:0012398;HP:0045051
MONDO:0005028	esophageal adenocarcinoma	6	ORPHA:99976	10	1	0	0	5	9	HP:0001824;HP:0001903;HP:0002015;HP:0002239;HP:0032043	ORPHA:99976	10	1	0	0	5	9	HP:0001824;HP:0001903;HP:0002015;HP:0002239;HP:0032043
MONDO:0007147	obstructive sleep apnea syndrome	8	OMIM:107650	6	2	0	1	5	4	HP:0000017;HP:0000822;HP:0001097;HP:0002315;HP:0100543	OMIM:107650	6	2	0	1	5	4	HP:0000017;HP:0000822;HP:0001097;HP:0002315;HP:0100543
MONDO:0007160	Stickler syndrome type 1	28	OMIM:108300;ORPHA:90653	50	19	2	2	5	31	HP:0000162;HP:0000389;HP:0000768;HP:0001252;HP:0007992	OMIM:108300;OMIM:609508;ORPHA:90653	53	20	2	1	5	33	HP:0000162;HP:0000389;HP:0000768;HP:0001252;HP:0007992
MONDO:0007167	atelosteogenesis type I	20	OMIM:108720;ORPHA:1190	70	14	0	1	5	56	HP:0000494;HP:0000767;HP:0002779;HP:0011220;HP:0011304	OMIM:108720;ORPHA:1190	70	14	0	1	5	56	HP:0000494;HP:0000767;HP:0002779;HP:0011220;HP:0011304
MONDO:0007269	dilated cardiomyopathy 1A	15	OMIM:115200;ORPHA:300751	24	6	4	0	5	18	HP:0001907;HP:0003701;HP:0004756;HP:0034392;HP:0040412	OMIM:115200;ORPHA:300751	24	6	4	0	5	18	HP:0001907;HP:0003701;HP:0004756;HP:0034392;HP:0040412
MONDO:0007318	Alagille syndrome	31	ORPHA:52	43	20	1	2	8	23	HP:0000627;HP:0000989;HP:0000991;HP:0001409;HP:0001636;HP:0001744;HP:0001920;HP:0007661	OMIM:118450;OMIM:610205;ORPHA:52	96	23	1	2	5	73	HP:0000989;HP:0000991;HP:0001409;HP:0001744;HP:0007661
MONDO:0007404	Cri-du-chat syndrome	34	OMIM:123450;ORPHA:281	82	24	2	3	5	58	HP:0001272;HP:0001273;HP:0001320;HP:0001508;HP:0012110	OMIM:123450;ORPHA:281	82	24	2	3	5	58	HP:0001272;HP:0001273;HP:0001320;HP:0001508;HP:0012110
MONDO:0007416	Balkan nephropathy	5	OMIM:124100	1	0	0	0	5	1	HP:0001903;HP:0003126;HP:0003774;HP:0012622;HP:0030409	OMIM:124100	1	0	0	0	5	1	HP:0001903;HP:0003126;HP:0003774;HP:0012622;HP:0030409
MONDO:0007470	calvarial doughnut lesions-bone fragility syndrome	11	OMIM:126550	13	4	0	2	5	9	HP:0000501;HP:0002657;HP:0002953;HP:0004493;HP:0010628	OMIM:126550	13	4	0	2	5	9	HP:0000501;HP:0002657;HP:0002953;HP:0004493;HP:0010628
MONDO:0007688	Myhre syndrome	26	OMIM:139210;ORPHA:2588	118	18	2	1	5	100	HP:0001723;HP:0002092;HP:0002202;HP:0002650;HP:0004313	OMIM:139210;ORPHA:2588	118	18	2	1	5	100	HP:0001723;HP:0002092;HP:0002202;HP:0002650;HP:0004313
MONDO:0007739	Huntington disease	43	OMIM:143100;ORPHA:399	59	34	0	4	5	25	HP:0001257;HP:0001300;HP:0002019;HP:0002376;HP:0002795	OMIM:143100;ORPHA:248111;ORPHA:399	69	36	0	2	5	33	HP:0001257;HP:0001300;HP:0002019;HP:0002376;HP:0002795
