curie,label,retrieved_at
OPL:0000070,cercaria stage,2026-01-25T20:01:31.009980
OPL:0000237,adult parasitic worm stage,2026-01-25T20:01:31.009983
OPL:0000180,egg stage,2026-01-25T20:01:31.009986
OPL:0000151,promastigote stage,2026-01-25T20:01:31.009988
OPL:0000114,amastigote stage,2026-01-25T20:01:31.009990
OPL:0000223,Trypanosoma cruzi epimastigote stage,2026-01-25T20:01:31.009993
OPL:0000131,Trypanosoma cruzi metacyclic trypomastigote stage,2026-01-25T20:01:31.009995
OPL:0000169,Trypanosoma cruzi trypomastigote stage,2026-01-25T20:01:31.009998
OPL:0000064,Trypanosoma cruzi amastigote stage,2026-01-25T20:01:31.010000
OPL:0000081,Trypanosoma brucei procyclic trypomastigote stage,2026-01-25T20:01:31.010003
OPL:0000056,Trypanosoma brucei metacyclic trypomastigote stage,2026-01-25T20:01:31.010005
OPL:0000175,Trypanosoma brucei trypomastigote stage,2026-01-25T20:01:31.010008
