pmid,nbk,retired,pubdate,title
20301671,NBK1498,1,1993,"Myostatin-Related Muscle Hypertrophy – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301672,NBK1499,1,1993,"Myofibrillar Myopathy – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301673,NBK1500,0,1993,CADASIL.
20301674,NBK1501,1,1993,"Episodic Ataxia Type 2 – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301675,NBK1502,0,1993,McKusick-Kaufman Syndrome.
20301676,NBK1503,0,1993,Collagen VI-Related Dystrophies.
20301677,NBK1504,0,1993,Phenylalanine Hydroxylase Deficiency.
20301678,NBK1505,0,1993,MAPT-Related Frontotemporal Dementia.
20301679,NBK1506,0,1993,Fumarate Hydratase Deficiency.
20301680,NBK1507,0,1993,HRAS-Related Costello Syndrome.
20301681,NBK1508,0,1993,GTP Cyclohydrolase 1-Deficient Dopa-Responsive Dystonia.
20301682,NBK1509,0,1993,Uncomplicated (Pure) Hereditary Spastic Paraplegia Overview.
20301683,NBK1510,0,1993,Oculocutaneous Albinism Type 4.
20301684,NBK1511,0,1993,MFN2 Hereditary Motor and Sensory Neuropathy.
20301685,NBK1512,0,1993,Wilson Disease.
20301686,NBK1513,0,1993,Cleidocranial Dysplasia Spectrum Disorder.
20301687,NBK1514,0,1993,Werner Syndrome.
20301688,NBK1515,0,1993,Tyrosinemia Type I.
20301689,NBK1516,0,1993,Achondrogenesis Type 1B.
20301690,NBK1517,0,1993,Brugada Syndrome.
20301691,NBK1518,0,1993,Classic Galactosemia and Clinical Variant Galactosemia.
20301692,NBK1519,0,1993,Alpha-1 Antitrypsin Deficiency.
20301693,NBK1520,0,1993,MERRF.
20301694,NBK1521,1,1993,"Lenz Microphthalmia Syndrome – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301695,NBK1522,0,1993,Birt-Hogg-Dubé Syndrome.
20301696,NBK1523,0,1993,22q11.2 Deletion Syndrome.
20301697,NBK1524,0,1993,Homocystinuria due to Cystathionine Beta-Synthase Deficiency.
20301698,NBK1525,0,1993,Hyaline Fibromatosis Syndrome.
20301699,NBK1526,0,1993,Rubinstein-Taybi Syndrome.
20301700,NBK1527,0,1993,Carnitine Palmitoyltransferase 1A Deficiency.
20301701,NBK1529,0,1993,Huntington Disease-Like 2.
20301702,NBK1530,0,1993,Holoprosencephaly Overview.
20301703,NBK1531,0,1993,Waardenburg Syndrome Type I.
20301704,NBK1532,0,1993,Treacher Collins Syndrome.
20301705,NBK1533,0,1993,ELANE-Related Neutropenia.
20301706,NBK1534,0,1993,6q24-Related Transient Neonatal Diabetes Mellitus.
20301707,NBK1535,0,1993,Megalencephalic Leukoencephalopathy with Subcortical Cysts.
20301708,NBK1536,1,1993,"Nonsyndromic Hearing Loss and Deafness, DFNA3 – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301709,NBK1537,0,1993,Autosomal Dominant Epilepsy with Auditory Features.
20301710,NBK1538,0,1993,Multiple Endocrine Neoplasia Type 1.
20301711,NBK1539,1,1993,"GDAP1-Related Hereditary Motor and Sensory Neuropathy – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301712,NBK1543,0,1993,PORCN-Related Developmental Disorders.
20301713,NBK1544,0,1993,"Chondrodysplasia Punctata 1, X-Linked."
20301714,NBK1547,0,1993,Nonsyndromic Disorders of Testicular Development Overview.
20301715,NBK1548,0,1993,Hereditary Paraganglioma-Pheochromocytoma Syndromes.
20301716,NBK1673,0,1993,Hereditary Folate Malabsorption.
20301717,NBK1674,0,1993,LMNA-Related Dilated Cardiomyopathy.
20301718,NBK1675,0,1993,PLA2G6-Associated Neurodegeneration.
20301719,NBK1676,0,1993,MED12-Related Disorders.
20301720,NBK1727,0,1993,Celiac Disease.
20301721,NBK1728,0,1993,FREM1 Autosomal Recessive Disorders.
20301722,NBK1756,0,1993,Shwachman-Diamond Syndrome.
20301723,NBK1757,0,1993,Spinocerebellar Ataxia Type 11.
20301724,NBK1760,0,1993,Campomelic Dysplasia.
20301725,NBK1768,0,1993,Nonsyndromic Hypertrophic Cardiomyopathy Overview.
20301726,NBK1769,0,1993,NTRK1 Congenital Insensitivity to Pain with Anhidrosis.
20301727,NBK1827,0,1993,Spastic Paraplegia 8.
20301728,NBK1828,0,1993,GNPTAB-Related Disorders.
20301729,NBK1874,0,1993,VLDLR Cerebellar Hypoplasia.
20301730,NBK1875,1,1993,"Mucolipidosis III Alpha/Beta – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301731,NBK1876,1,1993,"Charcot-Marie-Tooth Neuropathy X Type 5 – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301732,NBK1878,0,1993,Donnai-Barrow Syndrome.
20301733,NBK1967,0,1993,TEK-Related Venous Malformations.
20301734,NBK1973,0,1993,Phosphoribosylpyrophosphate Synthetase Superactivity.
20301735,NBK1974,1,1993,"Majeed Syndrome – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301736,NBK2534,0,1993,FLNB-Related Disorders.
20301737,NBK2587,0,1993,Hypomyelination and Congenital Cataract.
20301738,NBK2591,0,1993,Phosphoribosylpyrophosphate Synthetase Deficiency.
20301739,NBK2594,0,1993,"Spinal Muscular Atrophy, X-Linked Infantile."
20301740,NBK2689,0,1993,MYH9-Related Disease.
20301741,NBK2690,0,1993,Congenital Stromal Corneal Dystrophy.
20301742,NBK2692,0,1993,Primary Hyperoxaluria Type 2.
20301743,NBK2701,1,1993,"Congenital Hepatic Fibrosis Overview ─ RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301744,NBK3789,0,1993,CDC73-Related Disorders.
20301745,NBK3794,0,1993,Creatine Deficiency Disorders.
20301746,NBK3795,1,1993,"Infantile-Onset Spinocerebellar Ataxia – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301747,NBK3821,0,1993,VCAN-Related Vitreoretinopathy.
20301748,NBK3822,0,1993,FRMD7-Related Infantile Nystagmus.
20301749,NBK3823,1,1993,"22q11.2 Duplication – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301750,NBK4144,0,1993,WFS1 Spectrum Disorder.
20301751,NBK5188,0,1993,Chediak-Higashi Syndrome.
20301752,NBK5189,0,1993,PAFAH1B1-Related Lissencephaly / Subcortical Band Heterotopia.
20301753,NBK5192,1,1993,"Esophageal Atresia / Tracheoesophageal Fistula Overview – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301754,NBK5199,1,1993,"Craniofacial Microsomia Overview – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301755,NBK5200,0,1993,ATP6V0A2-Related Cutis Laxa.
20301756,NBK5201,0,1993,FBLN5-Related Cutis Laxa.
20301757,NBK5299,1,1993,"Myopathy with Deficiency of ISCU – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301758,NBK5300,0,1993,GBE1 Adult Polyglucosan Body Disease.
20301759,NBK5313,0,1993,Congenital Dyserythropoietic Anemia Type I.
20301760,NBK5941,0,1993,Glycogen Storage Disease Type VI.
20301761,NBK5942,0,1993,TARDBP-Related Amyotrophic Lateral Sclerosis-Frontotemporal Dementia.
20301762,NBK6803,0,1993,"SUCLA2-Related Mitochondrial DNA Depletion Syndrome, Encephalomyopathic Form with Methylmalonic Aciduria."
20301763,NBK6816,0,1993,Very Long-Chain Acyl-Coenzyme A Dehydrogenase Deficiency.
20301764,NBK6852,0,1993,Pyruvate Carboxylase Deficiency.
20301765,NBK7014,0,1993,Von Willebrand Disease.
20301766,NBK7040,0,1993,Deoxyguanosine Kinase Deficiency.
20301767,NBK7041,0,1993,Microphthalmia with Linear Skin Defects Syndrome.
20301768,NBK7046,0,1993,COL4A1-Related Disorders.
20301769,NBK7047,0,1993,DBA Syndrome.
20301770,NBK7050,0,1993,Feingold Syndrome 1.
20301771,NBK8828,0,1993,"Spondylocostal Dysostosis, Autosomal Recessive."
20301772,NBK9587,1,1993,"Primary Autosomal Recessive Microcephalies and Seckel Syndrome Spectrum Disorders – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301773,NBK9673,0,1993,TSEN54 Pontocerebellar Hypoplasia.
20301774,NBK9674,0,1993,PRICKLE1-Related Disorders.
20301775,NBK11167,0,1993,16p11.2 Recurrent Deletion.
20301776,NBK11168,0,1993,Geleophysic Dysplasia.
20301777,NBK20221,0,1993,ZAP70 Deficiency.
20301779,NBK22301,0,1993,Dyskeratosis Congenita and Related Telomere Biology Disorders.
20301780,NBK22925,1,1993,"CATSPER-Related Male Infertility – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20301781,NBK23758,0,1993,Thrombocytopenia Absent Radius Syndrome.
20301782,NBK24599,0,1993,ALK-Related Neuroblastic Tumor Susceptibility.
20301783,NBK24676,0,1993,Koolen-de Vries Syndrome.
20301784,NBK24701,0,1993,Mucolipidosis III Gamma.
20301785,NBK25442,0,1993,Episodic Ataxia Type 1.
20301786,NBK25507,0,1993,STAT3 Hyper IgE Syndrome.
20301787,NBK25565,0,1993,"CTDP1-Related Congenital Cataracts, Facial Dysmorphism, and Neuropathy."
20301788,NBK26372,0,1993,Glycogen Storage Disease Type III.
20301789,NBK26373,0,1993,Allan-Herndon-Dudley Syndrome.
20301790,NBK26468,0,1993,Ataxia-Telangiectasia.
20301791,NBK26471,0,1993,POLG-Related Disorders.
20301792,NBK26472,0,1993,PINK1 Type of Young-Onset Parkinson Disease.
20437615,NBK32533,0,1993,HTRA1 Disorder.
20437616,NBK32534,0,1993,KCNQ2-Related Disorders.
20506600,NBK43417,0,1993,Leukoencephalopathy with Brain Stem and Spinal Cord Involvement and Lactate Elevation.
20556892,NBK43797,0,1993,TP63-Related Disorders.
20614582,NBK45014,1,1993,"DNM2-Related Intermediate Charcot-Marie-Tooth Neuropathy – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20614583,NBK45015,1,1993,"Familial Monosomy 7 Syndrome ─ RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
20862796,NBK45978,0,1993,Spastic Paraplegia 3A.
20945553,NBK47027,0,1993,DCTN1-Related Neurodegeneration.
20945554,NBK47079,0,1993,Kleefstra Syndrome.
20945555,NBK47312,0,1993,Legius Syndrome.
20963938,NBK47457,0,1993,CEBPA-Associated Familial Acute Myeloid Leukemia.
21089229,NBK49247,0,1993,Hereditary Sensory and Autonomic Neuropathy Type II.
21290785,NBK51784,0,1993,Argininosuccinate Lyase Deficiency.
21290786,NBK51671,0,1993,Epimerase Deficiency Galactosemia.
21290787,NBK50780,0,1993,15q13.3 Recurrent Deletion.
21290788,NBK51754,0,1993,NSDHL-Related Disorders.
21348049,NBK52787,0,1993,1q21.1 Recurrent Deletion.
21348050,NBK52764,0,1993,Capillary Malformation-Arteriovenous Malformation Syndrome.
21370513,NBK52917,0,1993,Cold-Induced Sweating Syndrome Including Crisponi Syndrome.
21473025,NBK53700,0,1993,Autosomal Dominant Tubulointerstitial Kidney Disease – REN.
21563328,NBK54467,0,1993,EFEMP2-Related Cutis Laxa.
21595125,NBK54582,0,1993,AFG3L2-Related Neurologic Disorders.
21634085,NBK55061,0,1993,Phosphorylase Kinase Deficiency.
21634086,NBK55062,0,1993,EBP-Related X-Linked Chondrodysplasia Punctata.
21634087,NBK55063,0,1993,Branchiooculofacial Syndrome.
21735565,NBK56080,0,1993,Fatty Acid Hydroxylase-Associated Neurodegeneration.
21834172,NBK57098,1,1993,"DFNX1 Nonsyndromic Hearing Loss and Deafness – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
21850767,NBK61984,1,1993,"9q22.3 Microdeletion – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
21882399,NBK62111,0,1993,Kabuki Syndrome.
21882400,NBK62112,0,1993,"Chondrodysplasia with Congenital Joint Dislocations, CHST3-Related."
21938826,NBK63582,0,1993,Short-Chain Acyl-CoA Dehydrogenase Deficiency.
22073419,NBK65707,0,1993,Pseudohypoaldosteronism Type II.
22238790,NBK83297,0,1993,Salih Myopathy.
22319799,NBK83985,0,1993,X-Linked Hypophosphatemia.
22338190,NBK84111,0,1993,ADAMTSL4-Related Eye Disorders.
22338191,NBK84112,0,1993,DNMT1-Related Disorder.
22359776,NBK84258,1,1993,"15q24 Microdeletion Syndrome – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
22379635,NBK84399,0,1993,PRSS1-Related Hereditary Pancreatitis.
22420014,NBK84550,0,1993,Cartilage-Hair Hypoplasia – Anauxetic Dysplasia Spectrum Disorders.
22420015,NBK84551,0,1993,Primary Carnitine Deficiency.
22497028,NBK91457,0,1993,Bietti Crystalline Dystrophy.
22593918,NBK92946,0,1993,Propionic Acidemia.
22593919,NBK92947,0,1993,MPV17-Related Mitochondrial DNA Maintenance Defect.
22649802,NBK97260,0,1993,Hyperornithinemia-Hyperammonemia-Homocitrullinuria Syndrome.
22675738,NBK97333,0,1993,LAMA2 Muscular Dystrophy.
22720333,NBK97965,0,1993,AIP Familial Isolated Pituitary Adenomas.
22855961,NBK99167,0,1993,POLR3-Related Leukodystrophy.
22855962,NBK99168,0,1993,Caffey Disease.
22876373,NBK99495,0,1993,Proteus Syndrome.
22876374,NBK99496,0,1993,Chronic Granulomatous Disease.
22876375,NBK99494,0,1993,Dent Disease.
22934314,NBK100238,0,1993,Adenine Phosphoribosyltransferase Deficiency.
22934315,NBK100239,0,1993,CSF1R-Related Disorder.
22934316,NBK100240,0,1993,Pitt-Hopkins Syndrome.
22934317,NBK100241,0,1993,Hypermanganesemia with Dystonia 1.
22993869,NBK100664,0,1993,"Congenital Deafness with Labyrinthine Aplasia, Microtia, and Microdontia."
23016163,NBK100826,0,1993,"Erythropoietic Protoporphyria, Autosomal Recessive."
23035301,NBK107219,0,1993,MUTYH Polyposis.
23193612,NBK114458,0,1993,SRCAP-Related Floating-Harbor Syndrome.
23193613,NBK114459,0,1993,ANO5-Related Muscle Disease.
23230576,NBK114628,0,1993,"TK2-Related Mitochondrial DNA Maintenance Defect, Myopathic Form."
23236639,NBK114805,0,1993,Rotor Syndrome.
23236640,NBK114806,0,1993,KAT6B Disorders.
23236641,NBK114807,0,1993,Hereditary Coproporphyria.
23285490,NBK115333,0,1993,Glycogen Storage Disease Type IV.
23409300,NBK121283,0,1993,Variegate Porphyria.
23409301,NBK121284,0,1993,X-Linked Protoporphyria.
23447832,NBK121988,0,1993,Neurodegeneration with Brain Iron Accumulation Disorders Overview.
23556150,NBK131810,0,1993,Sitosterolemia.
23556151,NBK131811,0,1993,Coffin-Siris Syndrome.
23741761,NBK143129,0,1993,Familial Porphyria Cutanea Tarda.
23805436,NBK144284,0,1993,Snyder-Robinson Syndrome.
23844448,NBK148668,0,1993,Mucopolysaccharidosis Type IVA.
23865096,NBK148820,0,1993,EZH2-Related Overgrowth.
23926620,NBK153601,1,1993,"Charcot-Marie-Tooth Neuropathy Type 4H – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
23946963,NBK153722,0,1993,PIK3CA-Related Overgrowth Spectrum.
23946964,NBK153723,0,1993,Autosomal Dominant Tubulointerstitial Kidney Disease – MUC1.
23967498,NBK154138,0,1993,Urofacial Syndrome.
24006547,NBK154378,0,1993,Ornithine Transcarbamylase Deficiency.
24027798,NBK154652,0,1993,Congenital Erythropoietic Porphyria.
24027799,NBK154653,0,1993,Cranioectodermal Dysplasia.
24156116,NBK164500,0,1993,GLB1-Related Disorders.
24175354,NBK169003,0,1993,Hepatoerythropoietic Porphyria.
24228289,NBK169431,1,1993,"Charcot-Marie-Tooth Neuropathy Type 4J – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
24260777,NBK169615,0,1993,Biotin-Thiamine-Responsive Basal Ganglia Disease.
24278995,NBK169825,0,1993,CASK Disorders.
24354022,NBK174451,1,1993,"Proopiomelanocortin Deficiency – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
24354023,NBK174452,0,1993,Microcephaly-Capillary Malformation Syndrome.
24404629,NBK174884,0,1993,Familial Hypercholesterolemia.
24501781,NBK184570,1,1993,"Leukodystrophy Overview – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
24555207,NBK185066,0,1993,NKX2-1-Related Disorders.
24575447,NBK185329,0,1993,Mitochondrial Membrane Protein-Associated Neurodegeneration.
24575448,NBK185330,0,1993,Hereditary Myopathy with Early Respiratory Failure.
24624459,NBK190101,0,1993,Pancreatitis Overview.
24624460,NBK190102,0,1993,EPB42-Related Hereditary Spherocytosis.
24624461,NBK190103,0,1993,IMAGe Syndrome.
24741715,NBK195853,0,1993,SERAC1 Deficiency.
24741716,NBK195854,0,1993,RRM2B Mitochondrial DNA Maintenance Defects.
24761742,NBK196157,0,1993,DICER1-Related Tumor Predisposition.
24830046,NBK201365,0,1993,PIK3R1-Related SHORT Syndrome.
24830047,NBK201366,0,1993,Autosomal Dominant TRPV4-Related Disorders.
24851285,NBK201978,0,1993,KCNQ3-Related Disorders.
24921113,NBK208534,1,1993,"APOE p.Leu167del-Related Lipid Disorders – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
24999515,NBK214367,0,1993,Mandibulofacial Dysostosis with Microcephaly.
25032271,NBK220444,0,1993,Dihydrolipoamide Dehydrogenase Deficiency.
25101480,NBK231880,1,1993,"Spinocerebellar Ataxia Type 36 – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
25144110,NBK236968,0,1993,EXOSC3 Pontocerebellar Hypoplasia.
25254289,NBK242617,0,1993,Perrault Syndrome Overview.
25275207,NBK246980,0,1993,Cantú Syndrome.
25299038,NBK247161,0,1993,PNPLA6 Disorders.
25299040,NBK247162,0,1993,Barth Syndrome.
25392903,NBK253403,0,1993,Generalized Arterial Calcification of Infancy.
25392904,NBK253404,0,1993,Arterial Tortuosity Syndrome.
25473725,NBK258640,0,1993,Duarte Galactosemia.
25473726,NBK258641,1,1993,"Susceptibility to Infection-Induced Acute Encephalopathy 3 – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
25521004,NBK263441,0,1993,ADCY5-Related Movement Disorder.
25577942,NBK268647,0,1993,C9orf72 Frontotemporal Dementia and/or Amyotrophic Lateral Sclerosis.
25577943,NBK268648,0,1993,Autosomal Dominant Robinow Syndrome.
25590127,NBK269029,1,1993,"Deafness and Myopia Syndrome – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
25719192,NBK274564,0,1993,Fibrous Dysplasia / McCune-Albright Syndrome.
25719193,NBK274565,0,1993,16p12.2 Recurrent Deletion.
25719194,NBK274566,0,1993,TBC1D24-Related Disorders.
25763452,NBK279760,0,1993,Congenital Mirror Movements.
25834911,NBK284774,0,1993,Carbonic Anhydrase VA Deficiency.
25879134,NBK285321,0,1993,G6PC3 Deficiency.
26072522,NBK299311,0,1993,ACTG2 Visceral Myopathy.
26072523,NBK299312,0,1993,Riboflavin Transporter Deficiency.
26110198,NBK299584,0,1993,Prolidase Deficiency.
26131547,NBK304122,0,1993,Sepiapterin Reductase Deficiency.
26131548,NBK304142,0,1993,CHCHD10-Related Disorders.
26225414,NBK305870,0,1993,Lysosomal Acid Lipase Deficiency.
26401545,NBK316514,0,1993,Primary Hyperoxaluria Type 3.
26425749,NBK320989,0,1993,Nuclear Gene-Encoded Leigh Syndrome Spectrum Overview.
26468571,NBK321516,0,1993,SMARCA2-Related Nicolaides-Baraitser Syndrome.
26539602,NBK326661,0,1993,CLCN2-Related Leukoencephalopathy.
26583190,NBK327153,0,1993,Baraitser-Winter Cerebrofrontofacial Syndrome.
26610319,NBK327267,0,1993,Progressive Pseudorheumatoid Dysplasia.
26610320,NBK327268,0,1993,7q11.23 Duplication Syndrome.
26677509,NBK333201,0,1993,CHD2-Related Neurodevelopmental Disorders.
26677510,NBK333437,0,1993,SCARB2-Related Action Myoclonus – Renal Failure Syndrome.
26677511,NBK333438,0,1993,DYRK1A Syndrome.
26677512,NBK333439,0,1993,Hereditary Fructose Intolerance.
26749591,NBK338165,0,1993,LMNB1-Related Autosomal Dominant Leukodystrophy.
26803878,NBK338540,0,1993,Lipoid Proteinosis.
26866239,NBK343782,0,1993,LTBP4-Related Cutis Laxa.
26925472,NBK344340,0,1993,17q12 Recurrent Duplication.
26937547,NBK349072,0,1993,Kindler Syndrome.
26937548,NBK349073,0,1993,FGFR1-Related Hartsfield Syndrome.
26962617,NBK349624,0,1993,"Xq28 Duplication Syndrome, Int22h1/Int22h2 Mediated."
27010057,NBK350554,0,1993,Tubulinopathies Overview.
27054228,NBK355518,0,1993,ADNP-Related Helsmoortel-Van der Aa Syndrome.
27077170,NBK355754,1,1993,"Adams-Oliver Syndrome – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
27308687,NBK367946,0,1993,Maternal 15q Duplication Syndrome.
27336128,NBK368474,0,1993,FOXP2-Related Speech and Language Disorder.
27336129,NBK368475,0,1993,Nephronophthisis-Related Ciliopathies.
27336130,NBK368476,0,1993,NOTCH3-Related Lateral Meningocele Syndrome.
27413799,NBK373577,0,1993,TXNL4A-Related Craniofacial Disorders.
27413800,NBK373578,0,1993,Multicentric Osteolysis Nodulosis and Arthropathy.
27489925,NBK378974,0,1993,Woodhouse-Sakati Syndrome.
27559564,NBK379665,0,1993,SCN8A-Related Epilepsy and/or Neurodevelopmental Disorders.
27656750,NBK385289,0,1993,3q29 Recurrent Deletion.
27683934,NBK385626,0,1993,DEPDC5-Related Epilepsy.
27683935,NBK385627,0,1993,GRIN2A-Related Disorders.
27748098,NBK390610,0,1993,"Hereditary Fibrosing Poikiloderma with Tendon Contractures, Myopathy, and Pulmonary Fibrosis."
27748099,NBK390611,0,1993,BAP1 Tumor Predisposition Syndrome.
27763745,NBK390670,0,1993,Kaufman Oculocerebrofacial Syndrome.
27786435,NBK390803,0,1993,MBD5 Haploinsufficiency.
27809427,NBK395611,0,1993,TUBB4A-Related Neurologic Disorders.
27831681,NBK395975,0,1993,Primary Familial and Congenital Erythrocytosis.
27854409,NBK396098,0,1993,MPPH Syndrome.
27891836,NBK396257,0,1993,CLPB Deficiency.
27905812,NBK396561,0,1993,STXBP1 Encephalopathy with Epilepsy.
27929632,NBK401562,0,1993,17q12 Recurrent Deletion Syndrome.
28125198,NBK410087,0,1993,Primary Coenzyme Q(10) Deficiency Overview.
28211668,NBK424403,0,1993,Beta-Propeller Protein-Associated Neurodegeneration.
28333430,NBK425128,0,1993,KCNK9 Imprinting Syndrome.
28358460,NBK425223,0,1993,"SUCLG1-Related Mitochondrial DNA Depletion Syndrome, Encephalomyopathic Form with Methylmalonic Aciduria."
28383868,NBK425540,0,1993,FBXL4-Related Encephalomyopathic Mitochondrial DNA Depletion Syndrome.
28406602,NBK425723,0,1993,Myhre Syndrome.
28426188,NBK425926,0,1993,Trichorhinophalangeal Syndrome.
28448108,NBK426063,0,1993,PURA-Related Neurodevelopmental Disorders.
28541650,NBK431123,0,1993,SLC39A14 Deficiency.
28570036,NBK435692,0,1993,SAMD9L-Related Syndrome.
28749637,NBK442323,0,1993,SLC6A3-Related Dopamine Transporter Deficiency Syndrome.
28771291,NBK447152,0,1993,Complete Plasminogen Activator Inhibitor 1 Deficiency.
28796471,NBK447257,0,1993,TRIO-Related Neurodevelopmental Disorder.
28796472,NBK447258,0,1993,VPS35-Related Parkinson Disease.
28837307,NBK447920,0,1993,Potocki-Lupski Syndrome.
28933809,NBK453433,0,1993,Isolated Sulfite Oxidase Deficiency.
28933810,NBK453434,0,1993,UNC80 Deficiency.
28933811,NBK453432,0,1993,Ethylmalonic Encephalopathy.
29023086,NBK458647,0,1993,SATB2-Associated Syndrome.
29072891,NBK459118,0,1993,Poikiloderma with Neutropenia.
29072892,NBK459117,0,1993,Disorders of GNAS Inactivation.
29190062,NBK465012,0,1993,WAC-Related Intellectual Disability.
29190063,NBK465013,1,1993,"GLYT1 Encephalopathy – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY."
29215836,NBK469816,0,1993,Rhabdoid Tumor Predisposition Syndrome.
29276893,NBK470716,0,1993,Pelizaeus-Merzbacher-Like Disease 1.
29300443,NBK475670,0,1993,RAB18 Deficiency.
29334451,NBK475801,0,1993,Christianson Syndrome.
29334452,NBK475802,0,1993,Trichohepatoenteric Syndrome.
29334453,NBK475803,0,1993,PRRT2-Related Disorder.
29369572,NBK476443,0,1993,TANGO2 Deficiency.
29369573,NBK476444,0,1993,INSR-Related Severe Insulin Resistance Syndrome.
29389097,NBK476671,0,1993,X-Linked Acrogigantism.
29389098,NBK476672,0,1993,Hyperphosphatemic Familial Tumoral Calcinosis.
29419974,NBK481553,0,1993,Congenital Insensitivity to Pain Overview.
29419975,NBK481554,0,1993,NGLY1-Related Congenital Disorder of Deglycosylation.
29446906,NBK481833,0,1993,ASXL1-Related Bohring-Opitz Syndrome.
29470032,NBK481904,0,1993,ISCA2-Related Mitochondrial Disorder.
29517884,NBK487393,0,1993,Mitochondrial DNA Maintenance Defects Overview.
29517885,NBK487394,0,1993,LZTR1- and SMARCB1-Related Schwannomatosis.
29565525,NBK487886,0,1993,ANKRD11-Related KBG Syndrome.
29595935,NBK488189,0,1993,ASAH1-Related Disorders.
29697234,NBK493766,0,1993,KMT2B-Related Disorders.
29792621,NBK500456,0,1993,Maturity-Onset Diabetes of the Young Overview.
29851452,NBK501979,0,1993,GRIN2B-Related Neurodevelopmental Disorder.
29927566,NBK507664,0,1993,ANKRD26-Related Thrombocytopenia.
30234940,NBK525916,0,1993,Asparagine Synthetase Deficiency.
30234941,NBK525917,0,1993,KCNT1-Related Epilepsy.
30285346,NBK531509,0,1993,NKX6-2-Related Disorder.
30285347,NBK531510,0,1993,Nonsyndromic Leber Congenital Amaurosis / Early-Onset Severe Retinal Dystrophy Overview.
30358967,NBK532447,0,1993,Abetalipoproteinemia.
30543385,NBK535153,0,1993,AP-4-Associated Hereditary Spastic Paraplegia.
30605297,NBK535640,0,1993,DYT-GNAL.
30676711,NBK536360,0,1993,PPP2R5D-Related Neurodevelopmental Disorder.
30702837,NBK536784,0,1993,CDK13-Related Disorder.
30763027,NBK537476,0,1993,SLC12A5-Related Epilepsy of Infancy with Migrating Focal Seizures.
30789691,NBK537720,0,1993,VPS13D Movement Disorder.
30789692,NBK537721,0,1993,SYNGAP1-Related Intellectual Disability.
30869852,NBK538658,0,1993,FARS2 Deficiency.
30896912,NBK538937,0,1993,Multiple Sulfatase Deficiency.
30896913,NBK538938,0,1993,RERE-Related Disorders.
30973693,NBK540017,0,1993,EED-Related Overgrowth.
30998304,NBK540283,0,1993,Au-Kline Syndrome.
31021589,NBK540447,0,1993,Type II Collagen Disorders Overview.
31021590,NBK540448,0,1993,WDR26-Related Intellectual Disability.
31070877,NBK540959,0,1993,MECR-Related Neurologic Disorder.
31070878,NBK540960,0,1993,Megacystis-Microcolon-Intestinal Hypoperistalsis Syndrome Overview.
31132234,NBK541502,0,1993,ARID1B-Related Disorder.
31132235,NBK541503,0,1993,FKBP14 Kyphoscoliotic Ehlers-Danlos Syndrome.
31145570,NBK541728,0,1993,Apert Syndrome.
31145571,NBK541729,0,1993,Spinocerebellar Ataxia Type 37.
31145572,NBK541730,0,1993,Gabriele-de Vries Syndrome.
31169992,NBK541972,0,1993,DDX11-Related Cohesinopathy.
31194315,NBK542334,0,1993,Huppke-Brendel Syndrome.
31194316,NBK542336,0,1993,NFIA-Related Disorder.
31219693,NBK542806,0,1993,Mitochondrial Short-Chain Enoyl-CoA Hydratase Deficiency.
31219694,NBK542807,0,1993,GRIN1-Related Neurodevelopmental Disorder.
31219695,NBK542808,0,1993,STAC3 Disorder.
