species/code,symbol
human,CNTF
human,CNTFR
human,IL31RA
human,CTF1
human,CLCF1
human,IL27
human,IL4R
human,IL6
human,IL6R
human,IL6ST
human,IL11
human,IL11RA
human,IL13
human,IL13RA1
human,IL13RA2
human,JAK1
human,JAK2
human,IL31
human,LIF
human,LIFR
human,OSM
human,STAT1
human,STAT3
human,STAT6
human,TYK2
human,OSMR
human,IL27RA
