species/code,symbol
human,STIP1
human,EGR1
human,ELK1
human,FYN
human,HSPA1A
human,HSPA5
human,IL1A
human,IL1B
human,IL6
human,LAMC1
human,NCAM1
human,NCAM2
human,NOTCH1
human,PRKACA
human,PRKACB
human,PRKACG
human,MAPK1
human,MAPK3
human,MAP2K1
human,MAP2K2
human,PRKX
human,PRNP
human,BAX
human,CCL5
human,SOD1
human,C1QA
human,C1QB
human,C1QC
human,C5
human,C6
human,C7
human,C8A
human,C8B
human,C8G
human,C9
