dataset	platform	probe_id	gene_symbol	case_n	control_n	case_mean_log2	control_mean_log2	log2_mean_diff	fold_change	case_sd_log2	control_sd_log2	cohen_d_pooled	p_value_welch	q_value_bh
GSE197406	GPL570	1552279_a_at	SLC46A1	7	8	8.099651428571429	8.2762425	-0.17659107142857167	0.8847911918078986	0.2486790888828794	0.22939648949549601	-0.7404549561150662	0.17960481643466708	0.5069124414942997
GSE197406	GPL570	1552280_at	TIMD4	7	8	6.676638571428572	6.467386250000001	0.2092523214285711	1.1560888840648844	0.9212570394562088	0.18823282414055356	0.32648166238276294	0.5751308727016161	0.8303443862758506
GSE197406	GPL570	1552281_at	SLC39A5	7	8	8.580244285714285	9.82021375	-1.239969464285716	0.42338161727346574	0.5120658786672256	0.32068178539469405	-2.952355602650937	0.0002674729490729164	0.015048934539261118
GSE197406	GPL570	1552283_s_at	ZDHHC11B;ZDHHC11	7	8	7.211069999999999	7.3459075	-0.1348375000000006	0.910772413955993	0.18222186723881403	0.2897966448464952	-0.5479821857665197	0.2963371983217392	0.6364412668860868
GSE197406	GPL570	1552286_at	ATP6V1E2	7	8	6.502197142857144	6.4363712500000005	0.06582589285714313	1.0466839585694085	0.1320057716811762	0.18232493728329408	0.4086886438776635	0.43432042802399135	0.7440069368114712
GSE197406	GPL570	1552287_s_at	AFG3L1P	7	8	6.588592857142857	6.535483749999999	0.053109107142858214	1.0374983968099785	0.2638076189014945	0.14838868073287434	0.2532538980227579	0.6483792392086852	0.8681949182928798
GSE197406	GPL570	1552288_at	CILP2	7	8	6.383202857142856	6.255850000000001	0.1273528571428555	1.0922876669075559	0.26622207970754325	0.26153273987891346	0.4829324133068254	0.36879634694988717	0.6978107789827339
GSE197406	GPL570	1552289_a_at	CILP2	7	8	6.258734285714285	6.2112625	0.047471785714284565	1.0334522888341595	0.19650826927953471	0.1664560675416447	0.26235103672429866	0.625552301783847	0.8565293155701544
GSE197406	GPL570	1552291_at	PIGX	7	8	6.13787	6.053792499999999	0.08407750000000114	1.0600097244311326	0.10277547502525429	0.11022780226810794	0.7868529807834597	0.15060347001935023	0.46865365528218406
GSE197406	GPL570	1552293_at	TMEM196	7	8	6.386454285714286	6.41574625	-0.029291964285714123	0.9799010885545221	0.18230934460024645	0.214304835352255	-0.14633238202527465	0.7793777099831799	0.925573454969273
GSE197406	GPL570	1552295_a_at	SLC39A13	7	8	6.8854371428571435	6.6563324999999995	0.22910464285714394	1.1721072969343402	0.1323747703446905	0.1727353882801255	1.4741442946722736	0.01251920812608089	0.13651529802422668
GSE197406	GPL570	1552296_at	BEST4	7	8	6.006087142857142	6.054308750000001	-0.0482216071428585	0.967127761222584	0.1300262137307046	0.19001976434326887	-0.2921413820895842	0.5727788819402194	0.8290949633359374
GSE197406	GPL570	1552299_at	AK9	7	8	6.372187142857143	6.3762550000000005	-0.004067857142857179	0.9971843476959397	0.07843922035867136	0.1238919205252246	-0.038602269982647014	0.9399687374381129	0.982487321206996
GSE197406	GPL570	1552301_a_at	CORO6	7	8	6.688057142857143	6.717186249999999	-0.029129107142856547	0.9800117099225952	0.10927964048169968	0.23103371757247293	-0.1573903902266801	0.756689113542219	0.9166653411445851
GSE197406	GPL570	1552302_at	TMEM106A	7	8	6.082974285714285	5.98894	0.09403428571428485	1.0673507033773213	0.1864623732246572	0.1650351499356597	0.5365707706364632	0.3240944954912782	0.6617451824849727
GSE197406	GPL570	1552303_a_at	TMEM106A	7	8	6.1410285714285715	6.029279999999999	0.11174857142857242	1.0805370728638264	0.17606554560054918	0.12759327389348196	0.7356746221763688	0.19246010087821191	0.5225842280252402
GSE197406	GPL570	1552304_at	ALG10	7	8	5.8696085714285715	5.8927274999999995	-0.023118928571427944	0.9841028941639675	0.07375053003845046	0.0905692733689049	-0.27777101000974685	0.59530820144665	0.841695599817202
GSE197406	GPL570	1552306_at	ALG10	7	8	5.862339999999999	5.923889999999999	-0.06155000000000044	0.958234060370183	0.05367688049803207	0.05594125234820641	-1.1209708277772998	0.049125984869903376	0.2717211150998449
GSE197406	GPL570	1552307_a_at	TTC39C	7	8	9.129888571428571	10.138399999999999	-1.0085114285714276	0.4970588480892707	0.9388177684270177	0.6573928723373869	-1.26113728057493	0.03749041119728034	0.23926558097482228
GSE197406	GPL570	1552309_a_at	NEXN	7	8	6.847675714285714	6.323450000000001	0.5242257142857127	1.4381615202483038	0.39729160498963256	0.31568028319804825	1.4738624280792716	0.016618164488231304	0.15867837603388937
GSE197406	GPL570	1552310_at	C15orf40	7	8	6.27876	6.30491875	-0.026158749999999564	0.9820315294016231	0.15049737960066506	0.2318224169757964	-0.13180026387617805	0.7975801061068998	0.9329401398404799
GSE197406	GPL570	1552311_a_at	RAX2	7	8	8.078945714285714	8.090392499999998	-0.011446785714284147	0.9920970862878816	0.3226300686471086	0.3337845746136273	-0.03482617710558137	0.9472582915427273	0.9844247640151009
GSE197406	GPL570	1552312_a_at	MFAP3	7	8	5.755784285714285	5.838167499999999	-0.08238321428571371	0.9444961269279261	0.06492562690164368	0.0758231377709242	-1.160299875013161	0.04111298134211276	0.24915232264243128
GSE197406	GPL570	1552314_a_at	EYA3	7	8	5.864001428571428	5.86224	0.0017614285714282474	1.0012216748855836	0.04829338513315311	0.03509321831107218	0.04223239150557164	0.9378439879439086	0.981558576585628
GSE197406	GPL570	1552315_at	GIMAP1	7	8	6.349378571428572	6.44019875	-0.09082017857142866	0.9389887781335863	0.23701958185127306	0.16941394996006492	-0.44644920391579407	0.4177546353439317	0.7330493615756551
GSE197406	GPL570	1552316_a_at	GIMAP1	7	8	6.666924285714286	6.3935587499999995	0.27336553571428635	1.2086240337301306	0.5530208626220517	0.13944799557413093	0.702036534780026	0.24563079504482388	0.5853292958463843
GSE197406	GPL570	1552318_at	GIMAP1	7	8	6.314690000000001	6.141126249999999	0.17356375000000135	1.1278410431582895	0.32240345960716155	0.10935873613773561	0.7440541352051295	0.21556234090432994	0.5503685665693522
GSE197406	GPL570	1552319_a_at	KLK8	7	8	7.02511	7.096354999999999	-0.07124499999999934	0.9518162563271003	0.2133056756550716	0.4908739151175759	-0.18349814732957445	0.717579848422019	0.9005316103883577
GSE197406	GPL570	1552320_a_at	CCDC65	7	8	5.783085714285714	5.774235	0.008850714285713934	1.0061537043722588	0.0604422580807894	0.14982348394980396	0.07541606794094118	0.8812835575512254	0.9626439147543303
GSE197406	GPL570	1552321_a_at	CCDC65	7	8	5.725868571428571	5.693555	0.032313571428571386	1.0226507807807883	0.08067512182173875	0.15352384523956822	0.25792964981090377	0.6141562730237821	0.850510225870046
GSE197406	GPL570	1552322_at	FAM122C	7	8	5.607111428571429	5.5857675	0.021343928571428528	1.0149044639852773	0.0808755338835693	0.04972780100564631	0.3236012431514512	0.558872382075146	0.8216434006744039
GSE197406	GPL570	1552323_s_at	FAM122C	7	8	6.05943	6.09066	-0.03122999999999987	0.9785856280710484	0.09722971767931854	0.13627824456917964	-0.2605814864714911	0.6152457687827351	0.851122532588669
GSE197406	GPL570	1552325_at	CFAP53	7	8	5.725590000000001	5.7374575	-0.011867499999998365	0.9918078161703614	0.07042086456915085	0.17129795910301185	-0.08823752612026263	0.8613782602313171	0.9561524214617353
GSE197406	GPL570	1552326_a_at	CFAP53	7	8	5.9725914285714286	6.00286875	-0.030277321428571646	0.9792320470387447	0.10316971461764217	0.07703592491030205	-0.3362460012476206	0.5374006371385547	0.8098866207231502
GSE197406	GPL570	1552327_at	ARMCX4	7	8	5.873067142857143	5.83377125	0.03929589285714297	1.0276121782501122	0.044813869026707254	0.07525958362086324	0.6231363602971627	0.23740276611393551	0.5770348825203535
GSE197406	GPL570	1552329_at	RBBP6	7	8	6.005011428571429	6.1116275	-0.10661607142857132	0.9287639811706679	0.20100955503230605	0.2980228535699906	-0.4135225360419743	0.4274186162781952	0.7401334831988089
GSE197406	GPL570	1552330_at	CENPBD1	7	8	6.083365714285714	6.1041025	-0.020736785714285944	0.9857291631140611	0.09300093527435495	0.09596492659151203	-0.21918529827565633	0.6782570404520514	0.8823103414040909
GSE197406	GPL570	1552332_at	TRIOBP	7	8	7.239778571428571	7.24333875	-0.0035601785714289846	0.9975353145979534	0.14854812244169352	0.30525806611256917	-0.014490990976417355	0.977207154123248	0.9933131892348545
GSE197406	GPL570	1552334_at	TRIOBP	7	8	6.016047142857142	5.923837499999999	0.09220964285714217	1.0660016290871919	0.04596619399598145	0.12656576853275023	0.9410745233953517	0.08681606500949691	0.3609601811800321
GSE197406	GPL570	1552335_at	CATSPER1	7	8	6.483508571428571	6.493261250000001	-0.009752678571429918	0.9932627560268741	0.12379673197471368	0.18011245086155797	-0.062255093641779995	0.9037564491601656	0.9703026298318017
GSE197406	GPL570	1552337_s_at	HOXD4	7	8	6.24349	6.22448125	0.01900875000000024	1.0132630456191527	0.04763180380096203	0.19296145317783034	0.13087318103578063	0.7944647790381145	0.9317523283191169
GSE197406	GPL570	1552338_at	GSC	7	8	6.000751428571428	6.111912500000001	-0.11116107142857246	0.9258426499370936	0.09087605816505843	0.18765653821733524	-0.7366102761815889	0.16650220975459068	0.49014743543489175
GSE197406	GPL570	1552340_at	SP7	7	8	6.0554057142857145	6.13978625	-0.08438053571428572	0.9431894355914467	0.07206108863483865	0.060064973614887565	-1.2809449785758091	0.03131476631363327	0.2194200753809944
GSE197406	GPL570	1552343_s_at	PDE7A	7	8	6.027427142857143	5.94805875	0.07936839285714292	1.05655538282291	0.14850133823350836	0.12325299039403256	0.5857792853078543	0.2863310806071685	0.6268020582660637
GSE197406	GPL570	1552344_s_at	CNOT7	7	8	5.8243542857142865	5.87253875	-0.04818446428571388	0.9671526606986857	0.04723370789917681	0.11232210193870373	-0.5447765475971275	0.29524770196488326	0.6355792919242801
GSE197406	GPL570	1552347_at	CRYZL1	7	8	7.1764342857142855	6.929325	0.24710928571428514	1.1868266976612147	0.271187222158244	0.11682226879201717	1.216073107217819	0.05605849200767744	0.29032373108532966
GSE197406	GPL570	1552348_at	PRSS33	7	8	7.865022857142856	7.7384675	0.12655535714285637	1.0916840336595426	0.40952692303495297	0.4929185620291217	0.2773343661559062	0.596365655898186	0.8421917026330611
GSE197406	GPL570	1552349_a_at	PRSS33	7	8	6.281034285714286	6.3635125	-0.08247821428571367	0.9444339348669847	0.09373297709578057	0.216973463469614	-0.4809864633954472	0.3525265546994208	0.6845810751359213
GSE197406	GPL570	1552354_at	CBARP	7	8	6.513614285714286	6.423161250000001	0.09045303571428498	1.0647044689172993	0.11724356298707729	0.22625306731543537	0.4912124483914321	0.3442960164354425	0.6783317609674541
GSE197406	GPL570	1552355_s_at	CBARP	7	8	6.5412157142857135	6.607923749999999	-0.06670803571428596	0.9548142243739752	0.07461044517070944	0.27318425403993774	-0.32261720380005654	0.5255895688960774	0.8027699060860808
GSE197406	GPL570	1552359_at	MCMDC2	7	8	5.684301428571429	5.668946249999999	0.015355178571429207	1.0107002411887274	0.03487706143421074	0.14714330031226594	0.1389069693009818	0.7821559036332613	0.9268341123163932
GSE197406	GPL570	1552360_a_at	TIRAP	7	8	5.86684857142857	5.885875	-0.01902642857143011	0.9868984668360172	0.08474864628782593	0.1423119481983154	-0.1595526969874988	0.7554046449910097	0.9160383843009723
GSE197406	GPL570	1552362_a_at	LEAP2	7	8	13.177800000000001	13.2879875	-0.11018749999999855	0.9264676456087532	0.6593040168743604	0.6126093568556908	-0.17363632694750594	0.7441485810673804	0.9118235129644197
GSE197406	GPL570	1552364_s_at	MSI2	7	8	5.965130000000001	5.89053625	0.0745937500000009	1.0530644606814417	0.055940778805208966	0.04676763744834676	1.456738465594791	0.016910595228352376	0.15990778175547668
GSE197406	GPL570	1552365_at	SCIN	7	8	5.705875714285713	5.745019999999999	-0.0391442857142863	0.9732320351520206	0.08479599575002404	0.13931662653312935	-0.3335847801309098	0.5182246400739451	0.7985438305631856
GSE197406	GPL570	1552367_a_at	SCIN	7	8	5.772149999999999	5.7965975	-0.024447500000000844	0.9831970553534177	0.07943084749222656	0.09771440451642727	-0.2724261411832684	0.6022911215811394	0.8448336432879106
GSE197406	GPL570	1552368_at	CTCFL	7	8	5.95644142857143	5.993690000000001	-0.037248571428571076	0.9745117113861865	0.0685118489578193	0.08613197995767063	-0.4745484761253898	0.3685263195612168	0.6975536260963149
GSE197406	GPL570	1552370_at	C4orf33	7	8	6.552717142857143	6.394165	0.15855214285714325	1.1161664156333426	0.19646476034429897	0.06576702495497694	1.1171280886975736	0.08000996966132194	0.3474065003500118
GSE197406	GPL570	1552372_at	C4orf33	7	8	5.4865514285714285	5.560790000000001	-0.07423857142857226	0.9498432989426078	0.05883094351007551	0.08564247444213326	-0.9967971932058215	0.07084237421307893	0.3273862572986299
GSE197406	GPL570	1552373_s_at	C4orf33	7	8	5.873937142857143	5.9329600000000005	-0.05902285714285771	0.9599140526505651	0.03217980873896225	0.07055316273157836	-1.0502573985556596	0.05917496533319233	0.2978084710596733
GSE197406	GPL570	1552375_at	ZNF333	7	8	6.0036828571428575	5.91049125	0.09319160714285779	1.0667274455772398	0.04134397848711296	0.10829160084004685	1.1057087414316003	0.050009629885908236	0.2742228978048373
GSE197406	GPL570	1552377_s_at	TVP23C	7	8	7.354108571428571	7.494188749999999	-0.14008017857142807	0.907468720841784	0.1993804994166158	0.155441935271893	-0.7910504413475214	0.16046964778034595	0.4819642931438373
GSE197406	GPL570	1552378_s_at	RDH10	7	8	6.2954300000000005	6.211701249999999	0.08372875000000146	1.0597535138652117	0.23438332833202963	0.19668818073557798	0.3896007744389189	0.4717243357035321	0.7695517844126695
GSE197406	GPL570	1552379_at	RDH10	7	8	5.550254285714287	5.53513375	0.015120535714286731	1.0105358722118747	0.06594999743673051	0.06777662532961805	0.22588272880116295	0.669164484884695	0.8778396590062736
GSE197406	GPL570	1552381_at	SRSF12	7	8	5.718337142857143	5.74666	-0.028322857142857316	0.9805595424465455	0.043237837100655825	0.07879987436538212	-0.4366993573544944	0.3991112620661223	0.7206948601033882
GSE197406	GPL570	1552383_at	FAM71A	7	8	8.352022857142858	8.315915	0.03610785714285747	1.025343890629146	0.24340368942111287	0.46420361936177446	0.09535992834776073	0.8513574941503872	0.9525271454282066
GSE197406	GPL570	1552384_a_at	FAM71A	7	8	6.5529914285714295	6.554251249999999	-0.0012598214285697296	0.9991271394933284	0.07660371431999279	0.23669916557505763	-0.006948104397220219	0.9889724427592428	0.9965449435966924
GSE197406	GPL570	1552386_at	GAPT	7	8	6.020271428571428	5.92916625	0.09110517857142852	1.0651858571177175	0.15995036328275622	0.05367080636022859	0.7882320464434981	0.19260075289785944	0.5226236299745517
GSE197406	GPL570	1552388_at	FLJ30901;SCUBE1	7	8	6.761671428571427	6.943004999999999	-0.18133357142857243	0.8818874368167284	0.1327479411552301	0.18430696762272905	-1.11551835380992	0.0467088745788758	0.26466613998243194
GSE197406	GPL570	1552389_at	ERICH5	7	8	6.617731428571429	6.15676	0.4609714285714288	1.3764683414593368	0.20978609744440285	0.20958474256082119	2.198476182378864	0.0009952220227280022	0.03164236552736946
GSE197406	GPL570	1552390_a_at	ERICH5	7	8	7.3895228571428575	6.123264999999999	1.2662578571428584	2.405368377968117	0.4533977166063032	0.2772972110003478	3.430062464094444	8.90495553197655e-05	0.007899896725226228
GSE197406	GPL570	1552391_at	CCDC185	7	8	6.645681428571428	6.67585375	-0.03017232142857207	0.9793033185852151	0.16752285470233316	0.1614237918326875	-0.18367866027997248	0.7292289906609976	0.9054815790966679
GSE197406	GPL570	1552393_at	ENTHD1	7	8	5.567091428571429	5.648926250000001	-0.08183482142857201	0.9448552141702914	0.03216614754083956	0.12105584259665332	-0.8945737582279255	0.10263942257203996	0.39209860837048993
GSE197406	GPL570	1552394_a_at	ENTHD1	7	8	5.67142	5.76103	-0.08960999999999952	0.9397767622882411	0.0753025114676352	0.1216933462202668	-0.8707241220554983	0.10832514633525922	0.40182063893466735
GSE197406	GPL570	1552395_at	TSSK3	7	8	8.500715714285715	8.565077500000001	-0.06436178571428641	0.9563682988247955	0.2781148927366256	0.3348863737683488	-0.20763282885461637	0.6909958982902711	0.8885542705233695
GSE197406	GPL570	1552396_at	WFDC6	7	8	6.138662857142856	6.25408875	-0.11542589285714389	0.9231097625619762	0.08427347006705536	0.19799518936706534	-0.7391404154477457	0.1651867995963648	0.48866942256959445
GSE197406	GPL570	1552398_a_at	CLEC12A	7	8	6.102040000000001	6.129261249999999	-0.02722124999999842	0.9813085599965952	0.20528752730418537	0.15401331634797033	-0.15164403262529522	0.7792890703462839	0.9255127234496064
GSE197406	GPL570	1552399_a_at	BRF1	7	8	6.237042857142858	6.285522499999999	-0.048479642857141236	0.966954799383965	0.08498240243608988	0.21176484800362888	-0.2924485840213467	0.5657882749582703	0.8248686750186421
GSE197406	GPL570	1552400_a_at	TMEM266	7	8	6.44222	6.5092349999999985	-0.06701499999999871	0.9546110887983489	0.1632757800981722	0.23754656229283314	-0.3243514209728052	0.5319407871398628	0.806608241054392
GSE197406	GPL570	1552401_a_at	GRIK1-AS2;BACH1	7	8	5.957279999999999	5.911482499999999	0.045797499999999935	1.0322536358155532	0.09016832555467219	0.13743398953159816	0.3881286961469264	0.4550711412506428	0.7584265847397366
GSE197406	GPL570	1552402_at	CALML6	7	8	6.582425714285714	6.44614125	0.13628446428571372	1.0990709061980508	0.05675344331907469	0.14676082879856894	1.1914335363913924	0.037380242112980376	0.2388033394333777
GSE197406	GPL570	1552405_at	NLRP5	7	8	6.52098142857143	6.28929625	0.23168517857143023	1.1742057109191928	0.18482928523627498	0.282937560953321	0.9548623809583477	0.08162692127684633	0.3505853826246326
GSE197406	GPL570	1552408_at	ODF4	7	8	6.435578571428571	6.558002499999999	-0.12242392857142814	0.9186429052879672	0.25897981507114753	0.1298570748113919	-0.6118471451460179	0.28816772945883706	0.6282125441850844
GSE197406	GPL570	1552409_a_at	ODF4	7	8	7.105568571428572	7.1006	0.004968571428571877	1.0034498884911938	0.26335646200720475	0.3250007901528858	0.01666536347634405	0.9744261221213034	0.9924139078120533
GSE197406	GPL570	1552410_at	CLEC4F	7	8	6.45450142857143	6.416208749999999	0.03829267857143126	1.0268978506653919	0.16684693358770203	0.1984774047908226	0.20748812656661003	0.691438841126533	0.8888673823468338
GSE197406	GPL570	1552411_at	DEFB106B;DEFB106A	7	8	8.120704285714284	8.53317125	-0.4124669642857164	0.7513375105191751	0.31636231685927974	0.8036450389575434	-0.6571511996508713	0.21249778843481998	0.5470532339520568
GSE197406	GPL570	1552412_a_at	DEFB106B;DEFB106A	7	8	5.873314285714287	5.89910125	-0.025786964285713587	0.9822846337178677	0.06559044667661688	0.14958542379690606	-0.21767473019286956	0.6683816369765445	0.8775290718909833
GSE197406	GPL570	1552414_at	WFDC9	7	8	6.863341428571429	7.0125275	-0.14918607142857088	0.9017590666088594	0.31769943213822793	0.5334425411218825	-0.3337491387372116	0.5176628086339111	0.7985424237150963
GSE197406	GPL570	1552415_a_at	WFDC9	7	8	6.5155199999999995	6.5844974999999994	-0.06897749999999991	0.95331341286857	0.07422298700537458	0.17933951032688156	-0.48944844444743923	0.34427373584292525	0.6783317609674541
GSE197406	GPL570	1552417_a_at	NEDD1	7	8	5.738435714285714	5.6922999999999995	0.04613571428571461	1.0324956577552267	0.09879117282718855	0.13171870297830043	0.3920706731550766	0.4536674514319804	0.7573591007005445
GSE197406	GPL570	1552418_at	TTLL10	7	8	6.119615714285715	6.18924625	-0.06963053571428546	0.9528819933300952	0.042539627351894926	0.16015313341009416	-0.5753563512041683	0.2703297707158745	0.6111442891331631
GSE197406	GPL570	1552419_s_at	TTLL10	7	8	7.542124285714286	7.43269625	0.10942803571428605	1.078800455411344	0.13101648380479253	0.20206561571766019	0.632752801488752	0.2318460320680834	0.5705622632813818
GSE197406	GPL570	1552421_a_at	CALR3	7	8	5.941621428571429	5.8753375	0.06628392857142895	1.0470163190014135	0.09843161762167207	0.14859426289155894	0.5182052426387295	0.3231525827813452	0.6610558433130785
GSE197406	GPL570	1552422_at	C10orf25	7	8	6.847047142857143	6.71392	0.133127142857143	1.0966682322891415	0.22793816674076964	0.5465248811745511	0.3096713867707087	0.5438378693800107	0.8133027240378367
GSE197406	GPL570	1552423_at	ETV3	7	8	7.402168571428571	7.3017375	0.100431071428571	1.0720937519494216	0.16078318915323755	0.27224499994096724	0.44109564437300625	0.39561668873932726	0.7185921549723504
GSE197406	GPL570	1552424_at	KLHL10	7	8	6.07672	6.0267	0.05001999999999995	1.035279275760119	0.17082523925540571	0.2048489248202198	0.2633953241910126	0.614849739419269	0.8508790391443999
GSE197406	GPL570	1552425_a_at	KLHL10	7	8	6.378805714285716	6.34954125	0.029264464285716052	1.0204917111678122	0.1233275404302359	0.1527860545653395	0.2090880476407353	0.6884024328387601	0.8873820832664187
GSE197406	GPL570	1552426_a_at	TM2D3	7	8	9.481144285714285	9.01630875	0.4648355357142844	1.380160009008424	0.26687052477791195	0.3567070456846508	1.4598677361999752	0.013161646020240688	0.14013885027393566
GSE197406	GPL570	1552427_at	ZNF485	7	8	5.788021428571428	5.783251250000001	0.0047701785714266975	1.0033119081160875	0.0611496741415605	0.1580927844596782	0.03871193188604305	0.9388130748467756	0.9819272691144714
GSE197406	GPL570	1552430_at	WDR17	7	8	5.520522857142858	5.59995625	-0.07943339285714224	0.9464292764062412	0.06188050223731925	0.05682208145669633	-1.341543241554542	0.02379431127619104	0.19126050706053294
GSE197406	GPL570	1552432_at	MFSD6L	7	8	7.089525714285714	7.2348575	-0.14533178571428618	0.9041714156228101	0.19646921784825422	0.20032066092357306	-0.7319569966331324	0.18057392189044183	0.5080808260453389
