dataset	gene_symbol	best_probe_id	n_probes	all_probes	case_n	control_n	case_mean_log2	control_mean_log2	log2_mean_diff	fold_change	cohen_d_pooled	p_value_welch	q_value_bh
GSE197406	TMED7-TICAM2	209404_s_at	4	209404_s_at,214658_at,228234_at,239431_at	7	8	10.230947142857143	10.442924999999999	-0.21197785714285544	0.8633528094352497	-0.9373269925450446	0.11650325786368104	0.41580046963113787
GSE197406	TMED7	209404_s_at	2	209404_s_at,214658_at	7	8	10.230947142857143	10.442924999999999	-0.21197785714285544	0.8633528094352497	-0.9373269925450446	0.11650325786368104	0.41580046963113787
GSE197406	FAM3A	38043_at	2	209405_s_at,38043_at	7	8	7.6000314285714285	7.676734999999999	-0.07670357142857043	0.9482217749419412	-0.37030149025658093	0.4865051804131319	0.7787016815213557
GSE197406	BAG2	230879_at	3	209406_at,230750_at,230879_at	7	8	6.437675714285715	6.46079625	-0.023120535714284962	0.9841017978871999	-0.25590423226316633	0.6342351341893496	0.8608725195949131
GSE197406	DEAF1	230059_at	2	209407_s_at,230059_at	7	8	6.648511428571427	6.67441375	-0.02590232142857296	0.9822060938910272	-0.10404841687379429	0.84913544334336	0.9520488477706145
GSE197406	KIF2C	209408_at	2	209408_at,211519_s_at	7	8	7.732424285714287	7.577546249999999	0.1548780357142876	1.1133274944335918	0.7161345203278683	0.23084669229916852	0.5693586657098989
GSE197406	GRB10	210999_s_at	4	209409_at,209410_s_at,210999_s_at,215248_at	7	8	8.230435714285715	8.487168749999999	-0.25673303571428363	0.8369811079771148	-0.7213054412043036	0.1902452823278677	0.5200832749506548
GSE197406	GGA3	211815_s_at	2	209411_s_at,211815_s_at	7	8	6.841317142857142	6.86948875	-0.028171607142858157	0.9806623482378892	-0.15574700542394665	0.765046081040343	0.9199284134045376
GSE197406	B4GALT2	209413_at	1	209413_at	7	8	7.00728	7.287273749999999	-0.27999374999999915	0.8235945852114993	-0.9246276147969982	0.0923544862869178	0.37209798343440104
GSE197406	FZR1	209415_at	4	209414_at,209415_at,209416_s_at,211865_s_at	7	8	8.05334	8.2400325	-0.18669249999999948	0.8786177192859865	-0.7605902874621102	0.1562232668894788	0.47643390881204
GSE197406	IFI35	209417_s_at	1	209417_s_at	7	8	7.054125714285715	6.973949999999999	0.08017571428571557	1.057146788824836	0.24768347494485407	0.6486694812331756	0.868342617949439
GSE197406	THOC5	209418_s_at	2	209418_s_at,209419_at	7	8	7.011852857142857	7.0247875	-0.012934642857143075	0.9910744600205361	-0.055954312857451054	0.9151613493749453	0.9733959765207987
GSE197406	SMPD1	209420_s_at	4	209420_s_at,216230_x_at,216571_at,217171_at	7	8	8.009668571428572	8.09735875	-0.08769017857142813	0.9410281733568446	-0.23667299812268924	0.6432416752461523	0.8658315338840215
GSE197406	MSH2	209421_at	1	209421_at	7	8	6.169585714285716	6.1823500000000005	-0.012764285714284895	0.9911914955528603	-0.09312799750981053	0.86118912080504	0.956062638869406
GSE197406	C1QTNF3-AMACR	209424_s_at	3	209424_s_at,209425_at,209426_s_at	7	8	7.859325714285714	9.52702875	-1.6677030357142852	0.3147540756741118	-2.6416048192361794	0.0002912546961531739	0.015647273487452852
GSE197406	AMACR	209424_s_at	6	209424_s_at,209425_at,209426_s_at,217111_at,217113_at,236365_at	7	8	7.859325714285714	9.52702875	-1.6677030357142852	0.3147540756741118	-2.6416048192361794	0.0002912546961531739	0.015647273487452852
GSE197406	ZFPL1	209428_s_at	3	209428_s_at,214310_s_at,214311_at	7	8	8.077018571428571	8.121836250000001	-0.044817678571430264	0.9694123192423962	-0.23928532649774448	0.6520003977575468	0.8696878827459229
GSE197406	EIF2B4	209429_x_at	2	209429_x_at,215482_s_at	7	8	8.603844285714286	8.61092625	-0.007081964285713838	0.9951031851048099	-0.04691799865154754	0.9312271153601144	0.9793793391104842
GSE197406	BTAF1	209430_at	1	209430_at	7	8	7.873348571428572	7.93338875	-0.06004017857142774	0.9592374045143306	-0.09825022581766082	0.8485192092498628	0.9519895392799486
GSE197406	PATZ1	209431_s_at	6	209431_s_at,209494_s_at,210581_x_at,211391_s_at,211392_s_at,211393_at	7	8	7.166762857142857	7.27411875	-0.10735589285714298	0.9282878283270012	-0.5877263551857996	0.26519277681088377	0.6059601751978883
GSE197406	CREB3	209432_s_at	1	209432_s_at	7	8	7.903464285714286	7.58235625	0.3211080357142855	1.2492896747716258	1.170871995189159	0.04746322850002623	0.26676839481163056
GSE197406	PPAT	209433_s_at	3	209433_s_at,209434_s_at,235833_at	7	8	6.986714285714286	6.858123749999999	0.12859053571428714	1.0932251353677644	0.29273302103200244	0.5997189413780647	0.8435500275229783
GSE197406	SPON1	209436_at	5	209436_at,209437_s_at,213993_at,213994_s_at,224488_s_at	7	8	8.258692857142858	7.4812825	0.7774103571428581	1.7140513813756946	1.8990198430097243	0.008992917583768833	0.11403198996532894
GSE197406	SERPINA5	209443_at	1	209443_at	7	8	9.99322142857143	11.947774999999998	-1.9545535714285691	0.25800061836777133	-4.588140126704626	6.07394512281443e-06	0.0015542239720469054
GSE197406	RAP1GDS1	229905_at	4	209444_at,217457_s_at,229905_at,237856_at	7	8	8.314357142857142	8.563355000000001	-0.24899785714285905	0.8414807321487304	-0.6671891058496907	0.21203595815511575	0.54649669097155
GSE197406	SYNE1	209447_at	5	209447_at,215350_at,232027_at,244070_at,244144_at	7	8	6.929850000000001	7.2169375	-0.2870874999999993	0.8195548998154231	-1.1821506434201896	0.04395673541609825	0.2568213837225018
GSE197406	LSM2	209449_at	1	209449_at	7	8	6.496677142857143	6.6210925	-0.12441535714285656	0.917375728483172	-0.41691065098380686	0.4484421827544729	0.7536293213899552
GSE197406	OSGEP	209450_at	2	209450_at,242930_at	7	8	6.607697142857143	6.691191249999999	-0.08349410714285632	0.9437691332713152	-0.5762500476964072	0.2703454188747084	0.6111442891331631
GSE197406	VTI1B	209452_s_at	3	209452_s_at,225926_at,225928_at	7	8	9.789775714285712	9.968975	-0.17919928571428834	0.8831930437747004	-0.8912184074011528	0.10812924246031702	0.4014893967640791
GSE197406	TEAD3	209454_s_at	1	209454_s_at	7	8	6.648117142857143	6.55142125	0.0966958928571433	1.0693216607356237	0.6988045076516703	0.1964225983292051	0.5272167679749283
GSE197406	FBXW11	209455_at	2	209455_at,209456_s_at	7	8	8.695865714285715	8.15729	0.5385757142857148	1.4525378063526857	1.3021100676236834	0.023513614287916738	0.1899818030429803
GSE197406	DUSP5	209457_at	1	209457_at	7	8	8.200787142857143	7.1611375	1.0396496428571433	2.0557283609763286	1.8151154600616963	0.010413637942359767	0.12337419613601881
GSE197406	WDR18	209461_x_at	1	209461_x_at	7	8	6.558184285714285	6.859685	-0.3015007142857149	0.811407917814392	-1.2518091479854925	0.03218835235120932	0.22232164790328066
GSE197406	APLP1	209462_at	1	209462_at	7	8	6.741715714285715	6.72347625	0.0182394642857151	1.012722889191117	0.1640001472146076	0.754728559893452	0.9157741680464822
GSE197406	TAF12	209463_s_at	1	209463_s_at	7	8	6.50611	6.563656249999999	-0.05754624999999969	0.9608970334752955	-0.3829523119345336	0.49130242007022434	0.7819897610461399
GSE197406	AURKB	239219_at	2	209464_at,239219_at	7	8	6.490212857142858	6.5231924999999995	-0.03297964285714183	0.9773995579062273	-0.29419051719346584	0.5614886501691364	0.8227311986921138
GSE197406	LRP5	209468_at	2	209468_at,229591_at	7	8	7.13043	7.630396250000001	-0.4999662500000017	0.707123323236207	-1.2266031290619814	0.03692159800135893	0.2374016978417133
GSE197406	GPM6A	209469_at	3	209469_at,209470_s_at,236024_at	7	8	7.075024285714285	6.702811250000001	0.3722130357142843	1.2943367687465455	0.3465524714904468	0.5500070541552056	0.8168997017273232
GSE197406	KYAT3	209472_at	1	209472_at	7	8	9.142704285714284	8.5231675	0.6195367857142848	1.5363818072594781	2.0700427176986596	0.00310096825076194	0.061810222059937685
GSE197406	MIR6125	210681_s_at	4	209475_at,210681_s_at,231990_at,244028_at	7	8	8.37750142857143	8.5808475	-0.2033460714285713	0.8685338176272794	-0.49497418543359395	0.341070135293707	0.6754567388866788
GSE197406	USP15	210681_s_at	4	209475_at,210681_s_at,231990_at,244028_at	7	8	8.37750142857143	8.5808475	-0.2033460714285713	0.8685338176272794	-0.49497418543359395	0.341070135293707	0.6754567388866788
GSE197406	EMD	209477_at	1	209477_at	7	8	7.700511428571429	7.909845	-0.20933357142857112	0.8649366819111282	-0.6093982639608314	0.2448498022650181	0.5844476130986402
GSE197406	STRA13	209478_at	1	209478_at	7	8	8.259382857142857	8.72330625	-0.46392339285714357	0.7250119135681126	-1.1570214072717184	0.04352834987282301	0.2558517541882519
GSE197406	CCDC28A	209479_at	1	209479_at	7	8	9.38182857142857	9.88282375	-0.5009951785714293	0.7066191834301966	-1.628583849083624	0.007039604311289324	0.09919854786591334
GSE197406	POP7	209482_at	1	209482_at	7	8	7.7174685714285705	8.125288750000001	-0.4078201785714306	0.7537613997925378	-0.8927165543225349	0.10045226075118785	0.3877460588872433
GSE197406	NSL1	209484_s_at	4	209483_s_at,209484_s_at,230592_at,235799_at	7	8	8.053437142857142	8.1474525	-0.09401535714285814	0.9369114736213099	-0.17780605977080272	0.7337221867577907	0.9073408400466425
GSE197406	UTP3	209486_at	1	209486_at	7	8	8.759158571428571	8.7727175	-0.013558928571429263	0.9906456931893647	-0.022546359220107955	0.965053571697934	0.9891533272927058
GSE197406	CAND1.11	209491_s_at	2	209491_s_at,237915_at	7	8	6.345242857142857	6.44846375	-0.1032208928571432	0.930952269641427	-0.7078753681479368	0.1827091571454051	0.5103968615708088
GSE197406	PDZD2	233026_s_at	3	209493_at,233025_at,233026_s_at	7	8	6.141722857142858	6.11396625	0.02775660714285788	1.0194256841668814	0.35575440966216976	0.5215642752950174	0.8003610803752121
GSE197406	CEP250	236424_at	3	209495_at,210894_s_at,236424_at	7	8	6.858530000000001	6.87156625	-0.013036249999998972	0.9910046623880666	-0.19062106642050683	0.7139101313295753	0.8986179808087951
GSE197406	RARRES2	209496_at	1	209496_at	7	8	11.122228571428574	12.998987499999998	-1.8767589285714248	0.27229474993572683	-3.898140339489215	4.0545424282848e-05	0.005046197209241495
GSE197406	RBM4B	209497_s_at	1	209497_s_at	7	8	6.519620000000001	6.52487875	-0.005258749999999424	0.9963615475320388	-0.036537657130889065	0.9464725919912759	0.9841277402796152
GSE197406	TNFSF13	209500_x_at	5	209499_x_at,209500_x_at,210314_x_at,211495_x_at,229326_at	7	8	7.0267742857142865	6.984845	0.04192928571428656	1.0294896213437146	0.12350941275552922	0.8143796874536071	0.9398609378702019
GSE197406	LOC101060399	209501_at	1	209501_at	7	8	9.305075714285715	8.464274999999999	0.8408007142857166	1.7910439184399414	1.5913134859343705	0.008244534682871221	0.10877652842325869
GSE197406	CDR2	209501_at	1	209501_at	7	8	9.305075714285715	8.464274999999999	0.8408007142857166	1.7910439184399414	1.5913134859343705	0.008244534682871221	0.10877652842325869
GSE197406	PSMC5	209503_s_at	1	209503_s_at	7	8	10.135091428571428	10.1207425	0.014348928571427777	1.0099955444253026	0.028524832469593833	0.9573134070880741	0.9874209088003366
GSE197406	PLEKHB1	229047_at	3	209504_s_at,229046_s_at,229047_at	7	8	6.881417142857143	7.049686249999999	-0.16826910714285592	0.8899097221464544	-1.313370158517118	0.0225651562120022	0.18647810373350168
GSE197406	NR2F1	209505_at	2	209505_at,209506_s_at	7	8	8.462317142857144	7.54651	0.9158071428571439	1.886624284046009	1.6862601421229906	0.013939677063456713	0.1440975405695842
GSE197406	RPA3	209507_at	1	209507_at	7	8	9.25631857142857	10.2943	-1.0379814285714293	0.48700840336058726	-5.682530659503032	3.0997484487152665e-06	0.0011077042250556026
GSE197406	DPAGT1	209509_s_at	1	209509_s_at	7	8	7.656252857142857	7.44601875	0.21023410714285706	1.1568758957431895	0.4528950714549658	0.3887000502723323	0.7130502862206752
GSE197406	RNF139	209510_at	1	209510_at	7	8	7.846962857142857	8.0352375	-0.18827464285714246	0.8776547044030416	-0.31002925567633965	0.550378313879666	0.8170256965640461
GSE197406	POLR2F	209511_at	2	209511_at,232643_at	7	8	7.983155714285714	8.507428749999999	-0.5242730357142849	0.6953093833650165	-2.2727311089129567	0.0009512206560261036	0.030787549891984345
GSE197406	RAB27A	210951_x_at	5	209514_s_at,209515_s_at,210951_x_at,222294_s_at,235766_x_at	7	8	8.759834285714286	9.036595	-0.27676071428571447	0.8254423052003426	-0.49698925931078913	0.3376818126093584	0.6728163370291416
GSE197406	SMYD5	209516_at	1	209516_at	7	8	7.2878542857142845	7.088710000000001	0.19914428571428378	1.1480172227352707	1.1402767660449533	0.042375264331682476	0.25274690568932573
GSE197406	ASH2L	209517_s_at	1	209517_s_at	7	8	9.847777142857142	9.74022375	0.10755339285714172	1.0773995687753557	0.46059820587116435	0.39127042113077626	0.7149838218808342
GSE197406	NCBP1	209520_s_at	2	209519_at,209520_s_at	7	8	6.390982857142857	6.50988125	-0.11889839285714299	0.9208905520498474	-0.8613012875976047	0.11135145925921588	0.4067709651231127
GSE197406	AMOT	209521_s_at	1	209521_s_at	7	8	6.240125714285713	6.15357	0.08655571428571296	1.0618321392091903	0.536174034275825	0.3168835371119296	0.6551349360979477
GSE197406	EXOSC2	209527_at	3	209527_at,214507_s_at,216117_at	7	8	6.501962857142857	6.6165762500000005	-0.11461339285714356	0.9236297878627275	-0.6267364882505684	0.23474638502434692	0.573938149170979
GSE197406	TELO2	209528_s_at	2	209528_s_at,34260_at	7	8	7.479181428571429	7.6634625	-0.18428107142857098	0.8800875348016869	-0.8631231307572524	0.11148824955938046	0.40700834631633204
GSE197406	PLPP2	209529_at	1	209529_at	7	8	6.899277142857143	6.1184449999999995	0.7808321428571432	1.7181215953232951	2.7401478456745068	0.002179867651523279	0.05014062425201316
GSE197406	CACNB3	209530_at	2	209530_at,34726_at	7	8	6.670417142857143	6.658645	0.011772142857142676	1.0081932097597566	0.06444858352227734	0.89764848187972	0.9681408203490294
GSE197406	GSTZ1	209531_at	1	209531_at	7	8	9.096487142857145	11.110125	-2.0136378571428555	0.24764787433024898	-3.721322276521642	6.560814169377707e-06	0.0016454702509666338
GSE197406	PLAA	209533_s_at	3	209532_at,209533_s_at,235394_at	7	8	7.723572857142857	7.09530125	0.6282716071428567	1.5457120734183483	1.4700037130031451	0.022878071460736584	0.18769165197323162
GSE197406	EXTL2	209537_at	1	209537_at	7	8	7.262570000000001	7.5656775	-0.30310749999999853	0.8105047242357709	-1.2737771030285485	0.02821377049451485	0.2081765049645883
GSE197406	ZNF32	209538_at	1	209538_at	7	8	6.649442857142858	7.05377625	-0.40433339285714265	0.7555853355252188	-1.2636841278025877	0.028035205626470334	0.20755922378162026
GSE197406	ARHGEF6	209539_at	1	209539_at	7	8	7.726584285714287	7.44811875	0.2784655357142869	1.212904141612738	1.0328880816038508	0.06957803183032027	0.3244086134515462
GSE197406	IGF1	209541_at	5	209540_at,209541_at,209542_x_at,211577_s_at,241072_s_at	7	8	8.118002857142857	10.779779999999999	-2.661777142857142	0.15802479595405458	-3.1520273514586865	6.12435821832066e-05	0.0063659559997468074
GSE197406	CD34	209543_s_at	1	209543_s_at	7	8	7.004882857142857	6.963423749999999	0.04145910714285872	1.0291541623044602	0.24211373303195172	0.6439049528959382	0.8661741344344884
GSE197406	RIPK2	209545_s_at	2	209544_at,209545_s_at	7	8	7.837778571428572	7.525011250000001	0.3127673214285709	1.242087941070432	2.022805034532618	0.0016064173085835658	0.041964102411278764
GSE197406	APOL1	209546_s_at	1	209546_s_at	7	8	9.26801	9.3345675	-0.06655750000000005	0.9549138581401505	-0.1219931599311734	0.8258174502845594	0.9440207634344914
GSE197406	SUGP1	209547_s_at	2	209547_s_at,215004_s_at	7	8	7.977225714285715	8.02745125	-0.05022553571428556	0.9657853364377421	-0.36688921638456273	0.5193134719819924	0.799254468221968
GSE197406	NDN	209550_at	1	209550_at	7	8	8.063654285714286	7.5044525	0.5592017857142855	1.473453759254753	1.5790004932327173	0.01848709199406851	0.167569919558305
GSE197406	YIPF4	213999_at	4	209551_at,213999_at,235220_at,242818_x_at	7	8	7.226062857142858	7.22830875	-0.002245892857142273	0.9984444767805493	-0.013253914652949152	0.9792116085233501	0.9936667872517788
GSE197406	NCDN	209557_s_at	3	209556_at,209557_s_at,237002_at	7	8	6.748287142857143	6.8696675	-0.12138035714285689	0.9193076447315552	-0.6447272990781356	0.22070117954387045	0.5561779586818361
GSE197406	HIP1R	209559_at	3	209558_s_at,209559_at,38340_at	7	8	8.40074857142857	8.52727625	-0.12652767857142955	0.9160335359632605	-1.1219423617597248	0.05087756161541766	0.276756665059297
GSE197406	DLK1	235600_at	2	209560_s_at,235600_at	7	8	6.882435714285713	6.844734999999999	0.0377007142857142	1.0264765820404012	0.12448846905677535	0.8111915095803216	0.9388986978660052
GSE197406	THBS3	209561_at	1	209561_at	7	8	7.121944285714286	7.1732812500000005	-0.05133696428571444	0.9650415977908937	-0.28921690334283423	0.5676884001526518	0.8261475453379354
GSE197406	RNF113A	209565_at	1	209565_at	7	8	8.310152857142857	7.89753125	0.41262160714285656	1.3311024433139593	1.2001534865481274	0.034430372943528964	0.22976695236023997
GSE197406	INSIG2	209566_at	1	209566_at	7	8	8.339735714285712	8.566186250000001	-0.22645053571428875	0.8547352130350295	-0.5237894199748923	0.32942265881294747	0.6655525781759627
GSE197406	RRS1	209567_at	1	209567_at	7	8	7.720868571428572	7.659073750000001	0.06179482142857129	1.0437634739219868	0.1303493139786314	0.797400149144859	0.932864138745501
GSE197406	RGL1	209568_s_at	1	209568_s_at	7	8	9.466617142857142	8.87281375	0.5938033928571418	1.509220281456846	0.9013256706939407	0.10014305530709605	0.3871154875266115
GSE197406	NSG1	213533_at	3	209569_x_at,209570_s_at,213533_at	7	8	6.35819142857143	6.34068125	0.017510178571429336	1.0122110847742847	0.1449700680091271	0.7731034742601378	0.9228932218766629
GSE197406	CIR1	209571_at	1	209571_at	7	8	7.1262542857142845	6.99315625	0.13309803571428436	1.096646106645126	0.5347455362105207	0.34890274253976994	0.6816844428374043
GSE197406	EED	209572_s_at	2	209572_s_at,210656_at	7	8	7.5327328571428565	7.392306250000001	0.1404266071428557	1.1022309990941206	0.4148100576498333	0.4444726752494449	0.7512242020580115
GSE197406	IL10RB	209575_at	1	209575_at	7	8	8.314647142857142	7.613267500000001	0.701379642857141	1.6260590424700503	2.8791935209268456	8.096572455988961e-05	0.007459922964408747
GSE197406	GNAI1	227692_at	2	209576_at,227692_at	7	8	7.429125714285715	7.48999125	-0.0608655357142851	0.9586887875183515	-0.17866240370335285	0.7456618889458198	0.9124474335425056
GSE197406	PCYT2	209577_at	2	209577_at,230044_at	7	8	7.9632571428571435	8.216915	-0.2536578571428567	0.8387670789614129	-0.9650256023995235	0.07846494211312925	0.3441141180745441
GSE197406	MBD4	209579_s_at	4	209579_s_at,209580_s_at,214047_s_at,214048_at	7	8	10.05739142857143	9.5999075	0.4574839285714294	1.373144953139737	0.5992686404899565	0.2715104608392045	0.612462789013532
GSE197406	PLA2G16	209581_at	2	209581_at,235110_at	7	8	9.435614285714285	10.01292	-0.5773057142857141	0.6702142589922113	-1.0395967531535542	0.0625332903749393	0.30683008626490227
GSE197406	CD200	209582_s_at	2	209582_s_at,209583_s_at	7	8	6.095134285714286	6.08318625	0.011948035714286043	1.0083161358043313	0.07390540320791629	0.892404750707866	0.9667441684347607
GSE197406	APOBEC3C	209584_x_at	1	209584_x_at	7	8	7.4718285714285715	7.180764999999999	0.2910635714285723	1.2235419545328796	1.5631732615622722	0.02032169521538514	0.17694611745633515
GSE197406	MINPP1	209585_s_at	1	209585_s_at	7	8	7.058191428571428	7.292046249999999	-0.2338548214285714	0.8503597275580604	-0.5602041527448643	0.2822992115568147	0.6224466811547684
GSE197406	PRUNE1	209586_s_at	4	209586_s_at,209599_s_at,210988_s_at,232490_s_at	7	8	7.616314285714287	7.68944375	-0.07312946428571276	0.9505737949967814	-0.45414381443105656	0.3848861581654094	0.7101384084963375
GSE197406	EPHB2	210651_s_at	6	209588_at,209589_s_at,210651_s_at,211165_x_at,230088_at,230119_at	7	8	7.590322857142858	7.597276249999998	-0.0069533928571408055	0.9951918715809182	-0.03807962952038875	0.9431161287388826	0.9833208255097238
GSE197406	BMP7	211260_at	4	209590_at,209591_s_at,211259_s_at,211260_at	7	8	7.093972857142857	7.41917625	-0.3252033928571425	0.7981858492367737	-1.440317418560805	0.014796065332681114	0.14931117576043385
GSE197406	DCAF7	221744_at	7	209592_s_at,221744_at,221745_at,224730_at,224748_at,233782_at,236134_at	7	8	7.607241428571428	7.4567425	0.15049892857142844	1.1099532618725076	0.8969270769509027	0.1258902716909161	0.43121479793890727
GSE197406	TOR1B	209593_s_at	1	209593_s_at	7	8	8.055358571428572	8.018931250000001	0.036427321428570636	1.0255709635820962	0.11682586288909982	0.8254499782829307	0.9439025611663934
GSE197406	GTF2F2	209595_at	1	209595_at	7	8	6.612377142857143	6.29881625	0.3135608928571436	1.2427713541394085	1.5374844922122086	0.009963492623026008	0.1206227926779667
GSE197406	MXRA5	209596_at	1	209596_at	7	8	8.552952857142857	7.966097499999998	0.5868553571428592	1.50196933376597	0.8952101267369207	0.13307245010882882	0.44261687612241246
GSE197406	PNMA2	209597_s_at	2	209597_s_at,209598_at	7	8	6.396412857142857	6.39135875	0.005054107142856701	1.0035093836339528	0.04686649597139209	0.9274084518034994	0.97804769608335
GSE197406	GATA3	209604_s_at	3	209602_s_at,209603_at,209604_s_at	7	8	6.432650000000001	6.2230462499999994	0.2096037500000012	1.1563705320507873	1.1783625781133915	0.03695122092409112	0.2374318961129019
GSE197406	TST	209605_at	1	209605_at	7	8	11.900628571428571	12.987837500000001	-1.08720892857143	0.47067106557468336	-2.456337753418845	0.0015448691940030358	0.04099332520448689
GSE197406	CYTIP	209606_at	1	209606_at	7	8	8.37793142857143	6.74095	1.6369814285714295	3.1101441072167653	1.8400183174264517	0.013233450503545111	0.14049299151093766
GSE197406	SLX1B-SULT1A4	210580_x_at	3	209607_x_at,210580_x_at,233334_x_at	7	8	9.965197142857145	10.118390000000002	-0.1531928571428569	0.8992580927431869	-0.39815480211249665	0.44649477084481126	0.7523427376679098
GSE197406	SLX1A-SULT1A3	210580_x_at	4	209607_x_at,210580_x_at,222094_at,233334_x_at	7	8	9.965197142857145	10.118390000000002	-0.1531928571428569	0.8992580927431869	-0.39815480211249665	0.44649477084481126	0.7523427376679098
GSE197406	SULT1A4	210580_x_at	4	209607_x_at,210580_x_at,222094_at,233334_x_at	7	8	9.965197142857145	10.118390000000002	-0.1531928571428569	0.8992580927431869	-0.39815480211249665	0.44649477084481126	0.7523427376679098
GSE197406	SULT1A3	210580_x_at	4	209607_x_at,210580_x_at,222094_at,233334_x_at	7	8	9.965197142857145	10.118390000000002	-0.1531928571428569	0.8992580927431869	-0.39815480211249665	0.44649477084481126	0.7523427376679098
GSE197406	ACAT2	209608_s_at	1	209608_s_at	7	8	8.050138571428572	10.027396249999999	-1.9772576785714264	0.2539721699373557	-4.155265105768938	8.616540429529582e-06	0.0019433404964986942
GSE197406	MRPL9	209609_s_at	2	209609_s_at,211594_s_at	7	8	9.563152857142857	9.152899999999999	0.41025285714285786	1.3289187095685047	1.391115374879	0.018787436578289195	0.16895229479701995
GSE197406	SLC1A4	212811_x_at	5	209610_s_at,209611_s_at,212810_s_at,212811_x_at,244377_at	7	8	7.228808571428572	7.47544875	-0.24664017857142806	0.8428570195927106	-0.7748440922424279	0.14932905280051456	0.4665480586888319
GSE197406	ADH1B	209612_s_at	4	209612_s_at,209613_s_at,209614_at,243544_at	7	8	13.49974285714286	14.73695	-1.237207142857141	0.42419304063676705	-3.0673680449758463	0.0006447555866679302	0.024128686995940507
GSE197406	LOC100653057	209616_s_at	1	209616_s_at	7	8	12.985157142857144	14.232787499999999	-1.2476303571428549	0.4211393660067127	-1.929488671325757	0.008166482209109944	0.10813814840956314
GSE197406	CES1	209616_s_at	1	209616_s_at	7	8	12.985157142857144	14.232787499999999	-1.2476303571428549	0.4211393660067127	-1.929488671325757	0.008166482209109944	0.10813814840956314
GSE197406	ABCB7	209620_s_at	1	209620_s_at	7	8	7.516524285714285	7.662123749999999	-0.14559946428571457	0.9040036706355205	-1.0349160721602406	0.08873448578940862	0.36519389122750495
GSE197406	PDLIM3	209621_s_at	3	209621_s_at,210170_at,240289_at	7	8	7.597224285714285	6.886592500000001	0.7106317857142841	1.636520626126006	1.772195334640413	0.008837017536932267	0.11272671922058518
GSE197406	STK16	238572_at	2	209622_at,238572_at	7	8	7.416768571428571	7.6089287500000005	-0.19216017857142909	0.8752941427317532	-0.7249599156083402	0.17335699887116596	0.498601567048051
GSE197406	PIGH	209625_at	1	209625_at	7	8	7.442831428571429	7.583864999999999	-0.14103357142857043	0.9068692258941742	-0.9133085094459179	0.0940286410366041	0.3756679538674702
GSE197406	OSBPL3	209627_s_at	2	209626_s_at,209627_s_at	7	8	6.230392857142857	6.0490362499999994	0.18135660714285784	1.1339496692203195	1.7074545744692033	0.007097402213710143	0.0997815546501934
GSE197406	NXT2	209628_at	2	209628_at,209629_s_at	7	8	7.297091428571428	7.28508	0.01201142857142834	1.0083604427737891	0.07000270833845983	0.8915928908449775	0.966452048115566
GSE197406	SEL1L2	209631_s_at	2	209631_s_at,234018_s_at	7	8	5.953804285714285	6.742195000000001	-0.7883907142857156	0.5789895784541355	-1.7061303904629623	0.0075612312377618	0.10374161052060887
GSE197406	GPR37	209631_s_at	2	209631_s_at,214586_at	7	8	5.953804285714285	6.742195000000001	-0.7883907142857156	0.5789895784541355	-1.7061303904629623	0.0075612312377618	0.10374161052060887
GSE197406	BUB1	216275_at	5	209642_at,215508_at,215509_s_at,216275_at,216277_at	7	8	6.925192857142856	7.04118625	-0.11599339285714372	0.9227467185679772	-0.6279133093221702	0.2467136957360144	0.5866375609264324
GSE197406	PLD2	209643_s_at	1	209643_s_at	7	8	8.838177142857143	8.8602175	-0.022040357142856237	0.9848388931787447	-0.08750945833043595	0.864074045303985	0.9567231726450396
GSE197406	ALDH1B1	209645_s_at	2	209645_s_at,209646_x_at	7	8	7.609535714285714	8.40703625	-0.7975005357142866	0.5753450979740213	-1.5072610389038839	0.011031455828034829	0.1270963416789317
GSE197406	TBC1D22A	33778_at	3	209650_s_at,210144_at,33778_at	7	8	8.253284285714287	8.04717	0.20611428571428725	1.1535769841416377	0.9887848644226903	0.07231103833884842	0.330348096689216
GSE197406	TGFB1I1	209651_at	1	209651_at	7	8	8.018788571428571	6.52354875	1.4952398214285711	2.819110096368694	2.4377535403449944	0.0030196485650529096	0.06074293057184247
GSE197406	PGF	215179_x_at	2	209652_s_at,215179_x_at	7	8	9.60648857142857	9.39378	0.21270857142857125	1.1588618348163071	0.3733599301091702	0.49974015609462785	0.7876644767642128
GSE197406	ICE1	209654_at	1	209654_at	7	8	7.585298571428571	7.175455	0.40984357142857064	1.3285417551303307	0.8569090753648412	0.11570954151925396	0.41467508520809665
GSE197406	TMEM47	209656_s_at	2	209655_s_at,209656_s_at	7	8	9.873662857142858	9.6683325	0.20533035714285752	1.1529503261981284	0.2530998908861028	0.6475925147869203	0.8678871361107376
GSE197406	HSF2	209657_s_at	2	209657_s_at,211220_s_at	7	8	5.94354	5.8711875	0.07235250000000004	1.0514297781496211	0.9940101291644193	0.07144940118131096	0.32844257689491985
GSE197406	TTR	209660_at	1	209660_at	7	8	13.107000000000001	14.718924999999999	-1.6119249999999976	0.32716152525333714	-3.3593308766165375	7.292455265199426e-05	0.0070569025066332496
GSE197406	CETN3	209662_at	1	209662_at	7	8	7.127808571428573	7.238760000000001	-0.11095142857142815	0.9259771970145929	-0.32234832236154265	0.5495583158111192	0.8166872075058371
