curie,label,retrieved_at
MP:0000063,decreased bone mineral density,2026-08-16T17:55:27.998985
MP:0000081,premature cranial suture closure,2026-08-16T17:59:46.934486
MP:0000111,cleft palate,2026-08-16T18:03:17.934181
MP:0000231,hypertension,2026-08-16T18:04:35.299302
MP:0000274,enlarged heart,2026-08-16T17:58:44.823125
MP:0000276,heart right ventricle hypertrophy,2026-08-16T18:05:48.293359
MP:0000284,double outlet right ventricle,2026-08-16T17:56:20.574632
MP:0000428,abnormal craniofacial morphology,2026-08-16T18:03:50.256763
MP:0000433,microcephaly,2026-08-16T17:54:28.690469
MP:0000434,megacephaly,2026-08-16T18:00:17.930921
MP:0000547,short limbs,2026-08-16T18:04:02.087439
MP:0000601,small liver,2026-08-16T18:01:21.039530
MP:0000691,enlarged spleen,2026-08-16T17:59:12.845045
MP:0000694,spleen hypoplasia,2026-08-16T17:57:52.016898
MP:0000745,tremors,2026-08-16T17:56:05.802730
MP:0000747,muscle weakness,2026-08-16T17:55:10.388407
MP:0000753,paralysis,2026-08-16T18:01:41.997782
MP:0000774,decreased brain size,2026-08-16T17:54:26.960658
MP:0000812,abnormal dentate gyrus morphology,2026-08-16T17:58:06.305693
MP:0000876,Purkinje cell degeneration,2026-08-16T18:04:24.123068
MP:0000914,exencephaly,2026-08-16T17:58:32.363286
MP:0000921,demyelination,2026-08-16T17:56:07.458458
MP:0001156,abnormal spermatogenesis,2026-08-16T18:02:55.970906
MP:0001261,obese,2026-08-16T17:58:59.573111
MP:0001262,decreased body weight,2026-08-16T17:57:49.967053
MP:0001263,weight loss,2026-08-16T18:03:06.871629
MP:0001297,microphthalmia,2026-08-16T17:56:58.577036
MP:0001326,retina degeneration,2026-08-16T17:55:55.431229
MP:0001393,ataxia,2026-08-16T17:55:12.117435
MP:0001405,impaired coordination,2026-08-16T17:58:04.621543
MP:0001433,polyphagia,2026-08-16T17:58:57.683414
MP:0001559,hyperglycemia,2026-08-16T17:54:42.906053
MP:0001585,hemolytic anemia,2026-08-16T17:59:11.101555
MP:0001625,cardiac hypertrophy,2026-08-16T17:57:11.579329
MP:0001636,irregular heartbeat,2026-08-16T17:58:46.663489
MP:0001787,pericardial edema,2026-08-16T17:58:22.088916
MP:0001916,intracerebral hemorrhage,2026-08-16T18:03:38.835007
MP:0001924,infertility,2026-08-16T18:03:28.557673
MP:0001925,male infertility,2026-08-16T17:56:45.684042
MP:0001948,vesicoureteral reflux,2026-08-16T17:57:34.323455
MP:0002001,blindness,2026-08-16T17:56:43.964792
MP:0002064,seizures,2026-08-16T17:55:15.920998
MP:0002081,perinatal lethality,2026-08-16T17:53:57.857190
MP:0002092,abnormal eye morphology,2026-08-16T17:57:53.787947
MP:0002229,neurodegeneration,2026-08-16T17:54:57.446628
MP:0002428,abnormal semicircular canal morphology,2026-08-16T17:57:48.138942
MP:0002625,heart left ventricle hypertrophy,2026-08-16T17:59:34.641901
MP:0002639,micrognathia,2026-08-16T17:54:00.014472
MP:0002657,chondrodystrophy,2026-08-16T17:55:29.762402
MP:0002872,polycythemia,2026-08-16T17:57:23.927058
MP:0002962,increased urine protein level,2026-08-16T18:01:31.515789
MP:0003008,enhanced long-term potentiation,2026-08-16T17:56:18.671957
MP:0003179,thrombocytopenia,2026-08-16T18:00:07.745132
MP:0003214,neurofibrillary tangles,2026-08-16T18:00:49.070687
MP:0003225,axonal dystrophy,2026-08-16T17:58:11.774089
MP:0003426,pulmonary interstitial fibrosis,2026-08-16T18:02:34.197561
MP:0004144,hypotonia,2026-08-16T17:55:40.589210
MP:0004250,tau protein deposits,2026-08-16T17:58:10.012498
MP:0004564,increased myocardial fiber size,2026-08-16T17:59:36.773375
MP:0004991,decreased bone strength,2026-08-16T18:02:45.136796
MP:0005157,holoprosencephaly,2026-08-16T17:54:03.661511
MP:0005262,coloboma,2026-08-16T17:58:34.013680
MP:0005330,cardiomyopathy,2026-08-16T17:55:13.971026
MP:0005331,insulin resistance,2026-08-16T18:02:12.358876
MP:0005333,decreased heart rate,2026-08-16T18:00:38.648871
MP:0005515,uveitis,2026-08-16T18:05:17.573690
MP:0006035,abnormal mitochondrial morphology,2026-08-16T17:54:53.770772
MP:0006042,increased apoptosis,2026-08-16T17:54:25.223308
MP:0006221,optic nerve hypoplasia,2026-08-16T17:55:42.614541
MP:0006278,aortic aneurysm,2026-08-16T18:02:23.463313
MP:0006325,impaired hearing,2026-08-16T17:55:26.224740
MP:0008543,atrial fibrillation,2026-08-16T17:56:33.638662
MP:0009417,skeletal muscle atrophy,2026-08-16T18:04:46.756278
MP:0009578,otocephaly,2026-08-16T17:54:05.479568
MP:0009880,decreased mouth size,2026-08-16T17:54:09.222670
MP:0009905,absent tongue,2026-08-16T17:54:01.796210
MP:0011405,tubulointerstitial nephritis,2026-08-16T17:57:36.019262
MP:0011965,decreased total retina thickness,2026-08-16T17:55:53.665771
MP:0012085,midface hypoplasia,2026-08-16T18:04:57.770421
MP:0012138,decreased forebrain size,2026-08-16T17:53:13.560957
MP:0013147,limb paralysis,2026-08-16T18:00:28.060990
MP:0013806,encephalopathy,2026-08-16T18:04:13.483832
MP:0020070,decreased neocortex volume,2026-08-16T17:58:08.180620
MP:0020508,decreased dendritic spine density,2026-08-16T17:59:23.972543
MP:0030078,synotia,2026-08-16T17:54:12.826183
MP:0030099,facial asymmetry,2026-08-16T17:57:46.321505
MP:0030268,agnathia,2026-08-16T17:54:11.031906
MP:0031112,rhabdomyolysis,2026-08-16T17:55:08.333179
