curie,label,retrieved_at
FOODON:00001006,mammalian meat food product,2026-04-05T16:27:26.757284
FOODON:00001141,wheat food product,2026-04-05T16:27:26.692215
FOODON:00001260,beer beverage,2026-04-05T16:27:26.766184
FOODON:00001293,shellfish food product,2026-04-05T16:28:38.916169
FOODON:00002253,soft drink food product,2026-04-05T16:28:38.919758
FOODON:00002339,water based soft drink food product,2026-04-05T16:28:54.366245
FOODON:00003108,barley seed (raw),2026-04-05T16:27:26.695684
FOODON:00003206,peanut,2026-04-05T16:27:26.824651
FOODON:00003427,maize kernel,2026-04-05T16:27:26.815055
FOODON:00003734,rye kernel,2026-04-05T16:27:26.699526
FOODON:03302116,cow milk (liquid),2026-04-05T16:27:27.292742
FOODON:03303171,nut,2026-04-05T16:27:27.297748
FOODON:03310815,soft drink,2026-04-05T16:27:26.770852
FOODON:03311737,processed food,2026-04-05T16:27:27.189607
FOODON:03411237,shrimp,2026-04-05T16:27:26.761260
FOODON:03420177,gluten,2026-04-05T16:27:26.687103
