curie,label,retrieved_at
hgnc:10019,RIPK1,2026-04-26T20:14:08.172848
hgnc:10021,RIPK3,2026-04-26T20:14:08.177044
hgnc:10023,RIT1,2026-04-19T19:47:43.416969
hgnc:10254,ROM1,2026-04-19T19:51:00.429259
hgnc:10261,ROS1,2026-05-02T21:34:04.028646
hgnc:10295,RPGR,2026-04-19T20:06:54.082888
hgnc:10301,RPL11,2026-04-19T19:12:27.424334
hgnc:10345,RPL35A,2026-04-19T19:12:27.426380
hgnc:10360,RPL5,2026-04-19T19:12:27.422133
hgnc:1037,CFB,2026-04-22T22:09:44.692271
hgnc:10383,RPS10,2026-04-19T19:12:27.432062
hgnc:10397,RPS17,2026-04-19T19:12:27.433676
hgnc:10402,RPS19,2026-04-19T19:12:27.420007
hgnc:10411,RPS24,2026-04-19T19:12:27.430155
hgnc:10414,RPS26,2026-04-19T19:12:27.428441
hgnc:10432,RPS6KA3,2026-04-19T19:08:06.930692
hgnc:10440,RPS7,2026-04-19T19:12:27.435969
hgnc:10471,RUNX1,2026-05-08T12:48:14.938171
hgnc:10472,RUNX2,2026-04-19T19:07:38.446896
hgnc:10483,RYR1,2026-04-19T19:03:38.876867
hgnc:10484,RYR2,2026-04-19T20:07:00.581970
hgnc:10519,SACS,2026-04-19T19:04:16.888034
hgnc:10534,SAR1A,2026-04-19T19:46:08.442330
hgnc:10540,SAT1,2026-05-11T12:39:46.814109
hgnc:1058,BLM,2026-04-19T17:48:15.153677
hgnc:10582,SCN10A,2026-04-19T20:20:52.738504
hgnc:10583,SCN11A,2026-04-19T20:20:52.741321
hgnc:10585,SCN1A,2026-05-07T13:12:21.471357
hgnc:10588,SCN2A,2026-04-19T17:44:35.829234
hgnc:10591,SCN4A,2026-05-09T11:47:45.830002
hgnc:10593,SCN5A,2026-04-19T17:49:05.011222
hgnc:10596,SCN8A,2026-05-13T16:49:53.556630
hgnc:10597,SCN9A,2026-04-19T20:20:52.719448
hgnc:10599,SCNN1A,2026-05-03T15:57:51.392695
hgnc:10600,SCNN1B,2026-05-03T15:57:51.396346
hgnc:10602,SCNN1G,2026-05-03T15:57:51.399812
hgnc:10618,CCL2,2026-04-19T19:34:34.909771
hgnc:10637,CXCL10,2026-04-19T19:44:29.491934
hgnc:10681,SDHB,2026-04-19T19:09:43.082158
hgnc:1071,BMP4,2026-05-10T13:27:51.180313
hgnc:1073,BMP6,2026-04-30T14:37:17.163328
hgnc:1076,BMPR1A,2026-04-19T19:30:51.800559
hgnc:10808,SGCE,2026-05-07T14:46:51.389559
hgnc:10818,SGSH,2026-04-19T20:09:08.114469
hgnc:10848,SHH,2026-04-19T20:08:28.447053
hgnc:10853,SHOX,2026-04-19T19:34:41.979919
hgnc:10854,SHOX2,2026-04-19T19:34:42.131262
hgnc:10856,SI,2026-04-19T19:08:47.609740
hgnc:10872,ST3GAL5,2026-05-04T06:51:43.473894
hgnc:10887,SIX1,2026-04-19T20:19:15.237280
hgnc:10888,SIX2,2026-04-19T20:19:15.247022
hgnc:10890,SIX4,2026-05-10T13:27:51.197514
hgnc:10892,SIX6,2026-05-10T13:27:51.204562
hgnc:10910,SLC12A1,2026-04-22T22:11:11.224349
hgnc:10911,SLC12A2,2026-04-19T19:31:56.908746
hgnc:10912,SLC12A3,2026-05-03T13:48:16.662793
hgnc:10914,SLC12A6,2026-05-04T22:55:39.378922
hgnc:1092,FOXL2,2026-04-19T17:48:08.151452
hgnc:10933,SLC17A5,2026-04-19T20:08:54.739062
hgnc:10938,SLC19A2,2026-04-19T19:12:20.248928
hgnc:10947,SLC20A2,2026-04-19T17:47:34.166564
hgnc:10969,SLC22A5,2026-04-19T20:08:14.521477
hgnc:1097,BRAF,2026-04-19T19:23:21.973323
hgnc:10983,SLC25A13,2026-05-08T07:26:26.787120
hgnc:10985,SLC25A15,2026-05-11T01:27:08.547393
hgnc:10994,SLC26A2,2026-04-19T17:44:01.598937
hgnc:1100,BRCA1,2026-04-19T19:18:10.948943
hgnc:11007,SLC2A3,2026-04-27T23:37:52.437888
hgnc:1101,BRCA2,2026-04-19T19:18:10.946747
hgnc:11019,SLC34A1,2026-05-03T00:42:15.543025
hgnc:11025,SLC3A1,2026-05-05T10:18:42.407731
hgnc:11027,SLC4A1,2026-04-19T19:25:08.969236
hgnc:11050,SLC6A4,2026-04-28T12:21:56.391516
hgnc:11051,SLC6A5,2026-05-10T12:27:17.252379
hgnc:11067,SLC7A9,2026-05-05T10:18:42.411855
hgnc:11098,SMARCA2,2026-04-19T19:08:13.844140
hgnc:11100,SMARCA4,2026-04-19T17:44:29.095722
hgnc:11103,SMARCB1,2026-04-19T17:44:29.094095
hgnc:11105,SMARCC2,2026-04-19T19:08:13.906432
hgnc:11109,SMARCE1,2026-04-19T19:08:13.846544
hgnc:11110,ARID1A,2026-04-19T19:05:21.344447
hgnc:11111,SMC1A,2026-05-03T19:23:06.529204
hgnc:11119,SMO,2026-05-05T21:37:54.951658
hgnc:11122,SMPX,2026-05-08T12:44:12.629800
hgnc:11138,SNCA,2026-04-19T19:17:42.779518
hgnc:11179,SOD1,2026-04-19T17:41:49.188971
hgnc:11182,CAPN15,2026-05-08T09:20:02.131088
hgnc:11183,SON,2026-04-19T20:20:13.803825
hgnc:11187,SOS1,2026-04-19T19:47:43.410777
hgnc:11188,SOS2,2026-04-22T17:41:17.709008
hgnc:1119,BST2,2026-04-19T17:39:32.529446
hgnc:11190,SOX10,2026-04-19T19:50:33.935597
hgnc:11191,SOX11,2026-04-19T19:08:13.904893
hgnc:11195,SOX2,2026-04-19T19:16:28.629045
hgnc:11199,SOX3,2026-05-08T09:13:09.895759
hgnc:11200,SOX4,2026-04-26T00:57:31.747207
hgnc:11204,SOX9,2026-04-19T19:02:23.118811
hgnc:1122,BTD,2026-05-06T10:25:00.201406
hgnc:11240,SPHK1,2026-04-19T17:41:49.205156
hgnc:11257,SPR,2026-05-08T09:52:35.375789
hgnc:11272,SPTA1,2026-04-19T19:25:08.971711
hgnc:11274,SPTB,2026-04-19T19:25:08.973878
hgnc:11276,SPTBN2,2026-04-25T18:24:24.009072
hgnc:11280,SQSTM1,2026-04-19T18:52:57.397557
hgnc:11285,SRD5A2,2026-05-10T21:11:45.973258
hgnc:11311,SRY,2026-04-19T17:37:40.727985
hgnc:11331,SSTR2,2026-05-01T07:37:26.125284
hgnc:11359,STAR,2026-05-07T09:32:37.544021
hgnc:11364,STAT3,2026-04-19T17:41:56.158548
hgnc:11365,STAT4,2026-04-19T17:39:55.695987
hgnc:11366,STAT5A,2026-04-19T19:52:17.613323
hgnc:11367,STAT5B,2026-04-19T19:52:17.628288
hgnc:11368,STAT6,2026-04-19T17:43:39.399819
hgnc:11389,STK11,2026-05-02T00:21:09.351866
