curie,label,retrieved_at
hgnc:11411,CDKL5,2026-05-07T05:22:37.020457
hgnc:1142,BTNL2,2026-04-26T23:04:20.463161
hgnc:11425,STS,2026-05-07T13:12:21.935649
hgnc:11444,STXBP1,2026-05-07T13:12:21.497853
hgnc:11459,SULT2B1,2026-05-07T09:18:44.319728
hgnc:11476,SURF4,2026-04-25T17:54:42.433827
hgnc:1148,BUB1,2026-05-11T08:59:36.426966
hgnc:1149,BUB1B,2026-05-11T08:59:36.431839
hgnc:1151,BUB3,2026-05-11T08:59:36.436992
hgnc:11515,TBXT,2026-04-19T19:05:21.335340
hgnc:11559,TALDO1,2026-05-05T00:47:24.813680
hgnc:11571,TARDBP,2026-04-19T17:41:49.182218
hgnc:11577,TAFAZZIN,2026-04-19T17:46:32.860758
hgnc:11584,TBK1,2026-04-19T17:41:49.201175
hgnc:11588,TBP,2026-04-19T20:12:48.923509
hgnc:11602,TBX3,2026-04-30T20:25:15.304734
hgnc:11604,TBX5,2026-04-19T19:25:58.949547
hgnc:11621,HNF1A,2026-04-19T19:12:20.230577
hgnc:11630,HNF1B,2026-04-19T19:12:20.234703
hgnc:11634,TCF4,2026-05-11T11:00:34.931968
hgnc:11641,TCF7L2,2026-04-19T19:12:20.222169
hgnc:11642,ZEB1,2026-05-11T11:00:35.052311
hgnc:11645,MLX,2026-05-01T07:31:44.350929
hgnc:11647,TCIRG1,2026-04-19T19:49:54.439591
hgnc:11727,TERC,2026-04-22T22:04:32.344184
hgnc:11730,TERT,2026-04-22T22:04:32.340921
hgnc:11752,TFE3,2026-05-09T10:09:07.776626
hgnc:11766,TGFB1,2026-04-19T19:17:42.788517
hgnc:11771,TGFBI,2026-04-19T20:14:34.535165
hgnc:11777,TGM1,2026-05-07T09:18:44.259674
hgnc:11782,TH,2026-05-06T01:04:20.062920
hgnc:11784,THBD,2026-04-22T22:09:44.707272
hgnc:11824,TINF2,2026-04-22T22:04:32.351061
hgnc:11848,TLR2,2026-04-19T18:57:30.530914
hgnc:11849,TLR3,2026-04-19T17:46:18.882527
hgnc:11850,TLR4,2026-04-19T17:46:18.883941
hgnc:11892,TNF,2026-04-19T19:44:29.455104
hgnc:11896,TNFAIP3,2026-04-19T19:07:12.086729
hgnc:119,ACOX1,2026-05-10T16:17:51.022753
hgnc:11908,TNFRSF11A,2026-04-19T19:49:54.464308
hgnc:11920,FAS,2026-04-19T19:44:29.511463
hgnc:11926,TNFSF11,2026-04-19T19:49:54.461153
hgnc:11928,TNFSF13,2026-04-19T19:28:57.967724
hgnc:11929,TNFSF13B,2026-04-19T19:28:57.970471
hgnc:11936,FASLG,2026-04-26T20:12:09.257872
hgnc:11946,TNNI2,2026-05-13T16:46:21.854640
hgnc:11948,TNNT1,2026-04-19T19:46:08.413650
hgnc:11957,MED12,2026-04-19T19:39:38.576838
hgnc:11998,TP53,2026-04-19T17:42:17.753932
hgnc:12011,TPM2,2026-04-19T19:46:08.408999
hgnc:12012,TPM3,2026-04-19T19:46:08.403594
hgnc:12181,TRBV11-2,2026-04-19T19:44:29.508751
hgnc:12269,TREX1,2026-05-04T00:44:15.432669
hgnc:1228,SERPING1,2026-05-09T03:16:35.162790
hgnc:12307,TRIP13,2026-05-11T08:59:36.448110
hgnc:12338,TRPC6,2026-04-19T19:18:45.287784
hgnc:12362,TSC1,2026-04-26T18:20:58.609302
hgnc:12363,TSC2,2026-04-26T23:04:20.666222
hgnc:12370,CEP41,2026-04-19T19:30:31.186100
hgnc:12403,TTN,2026-04-19T19:13:01.323758
hgnc:12440,TYK2,2026-05-09T06:46:31.512763
hgnc:12496,UBE3A,2026-04-19T17:42:10.403937
hgnc:12530,UGT1A1,2026-04-19T19:20:47.353413
hgnc:12556,UHRF1,2026-05-09T23:37:57.674951
hgnc:12563,UMPS,2026-05-11T04:11:08.902932
hgnc:12591,UROD,2026-05-10T12:32:18.963738
hgnc:12592,UROS,2026-05-10T12:17:42.336133
hgnc:12630,USP7,2026-04-19T19:23:41.475725
hgnc:12637,KDM6A,2026-04-19T19:31:20.444851
hgnc:12657,VAV1,2026-04-19T19:52:52.126180
hgnc:12666,VCP,2026-04-19T17:41:49.203916
hgnc:12680,VEGFA,2026-04-19T17:46:18.901007
hgnc:12687,VHL,2026-05-09T18:49:16.539024
hgnc:12703,BEST1,2026-04-19T17:45:37.889705
hgnc:12716,TRPV1,2026-04-19T19:02:50.265084
hgnc:12731,WAS,2026-05-03T20:36:14.160524
hgnc:12756,WDR4,2026-04-19T19:19:46.399308
hgnc:12762,WFS1,2026-04-19T19:12:20.244115
hgnc:12766,NSD2,2026-04-30T20:28:29.512483
hgnc:12796,WT1,2026-04-19T20:19:15.200191
hgnc:12827,XPR1,2026-04-19T17:47:34.168552
hgnc:12829,XRCC2,2026-04-19T19:18:11.273610
hgnc:12852,YWHAG,2026-04-19T20:19:54.056064
hgnc:129,ACTA1,2026-04-19T19:46:08.399133
hgnc:1307,CBY1,2026-04-28T22:21:03.648509
hgnc:13176,IKZF1,2026-05-08T12:48:14.948927
hgnc:1318,C3,2026-04-22T22:09:44.695765
hgnc:13210,ARL6,2026-04-19T17:46:25.769397
hgnc:13221,BCL11A,2026-04-19T17:47:27.534897
hgnc:1331,C5,2026-04-19T19:44:29.526675
hgnc:13315,HDAC8,2026-05-03T19:23:06.541425
hgnc:13387,NEK8,2026-05-08T09:32:46.642594
hgnc:13394,NPHS2,2026-04-19T19:18:45.311682
hgnc:13444,SLC2A10,2026-05-05T10:00:36.817791
hgnc:13446,SLC2A9,2026-05-09T16:35:30Z
hgnc:13530,RXYLT1,2026-04-19T19:13:49.189755
hgnc:13552,ATP11A,2026-05-08T12:56:55.378654
hgnc:13575,BRD4,2026-05-03T19:23:06.545322
hgnc:13726,KMT2C,2026-04-19T19:32:11.700001
hgnc:13743,ALOXE3,2026-05-07T09:18:44.280153
hgnc:13771,SOST,2026-05-02T00:33:52.304317
hgnc:13825,ASPSCR1,2026-05-09T10:09:07.767696
hgnc:13829,WNT10A,2026-04-19T20:15:06.885915
hgnc:1386,CABP4,2026-05-09T01:09:36.908905
hgnc:1388,CACNA1A,2026-04-19T17:49:25.899976
hgnc:1390,CACNA1C,2026-04-19T20:11:17.735920
hgnc:1393,CACNA1F,2026-05-10T18:57:30.123202
hgnc:1395,CACNA1H,2026-05-07T15:36:32.210938
hgnc:1397,CACNA1S,2026-05-09T09:04:13.294884
hgnc:1399,CACNA2D1,2026-04-19T20:11:17.742329
hgnc:13999,PRDM15,2026-04-19T19:19:46.430117
hgnc:1402,CACNB2,2026-04-19T20:11:17.739270
hgnc:14063,HDAC4,2026-04-30T14:14:54.956876
hgnc:14078,BACH2,2026-04-19T18:51:09.970630
hgnc:14124,NPRL3,2026-05-10T15:09:11.752947
hgnc:14178,HS3ST6,2026-05-09T03:16:35.227853
hgnc:14203,JPH3,2026-04-19T19:26:48.642456
hgnc:1421,SLC25A20,2026-05-07T18:05:00.476479
hgnc:14244,RAB18,2026-05-07T12:01:56.204863
hgnc:14294,SHANK3,2026-04-19T17:44:35.830877
hgnc:14334,MRTFA,2026-05-08T10:52:45.868327
hgnc:14341,EDARADD,2026-04-24T18:03:25.826790
hgnc:14374,NLRP1,2026-04-19T18:51:09.976491
hgnc:14415,ELOVL4,2026-04-19T20:13:35.708276
hgnc:14432,TMEM237,2026-04-19T19:39:31.809206
hgnc:14537,NPC2,2026-04-19T19:47:09.867429
hgnc:14628,CDCA7,2026-05-09T23:37:57.657318
hgnc:14631,ADAMTSL2,2026-05-09T21:27:59.059426
hgnc:14637,ABCA12,2026-05-07T09:18:44.267656
hgnc:14686,JAM2,2026-04-19T17:47:34.174560
hgnc:14881,ZEB2,2026-04-19T19:43:12.959206
hgnc:14889,DNAJB11,2026-05-08T09:32:46.624109
hgnc:14900,IL22,2026-04-19T18:57:30.539436
hgnc:1494,ALX1,2026-05-08T12:42:56.576265
hgnc:14959,RBM15,2026-05-08T10:52:45.864968
hgnc:14972,SNX8,2026-04-19T19:44:29.517192
hgnc:14974,SNX10,2026-04-19T19:49:54.467858
hgnc:1499,CASP1,2026-04-19T17:46:18.893748
hgnc:1514,CASR,2026-04-19T17:49:53.293507
hgnc:1516,CAT,2026-04-19T17:43:24.715017
hgnc:1527,CAV1,2026-05-04T05:03:21.557090
hgnc:1537,CBFA2T3,2026-05-08T10:52:45.871347
hgnc:15455,MBTPS2,2026-05-11T12:39:46.800570
hgnc:15464,SPINK5,2026-04-19T19:46:29.692543
hgnc:15465,GPHN,2026-05-10T12:27:17.348334
hgnc:15480,DIAPH3,2026-05-08T12:45:50.223004
hgnc:1550,CBS,2026-05-05T00:39:57.327703
hgnc:15508,PUS1,2026-05-07T09:03:05.121714
hgnc:15561,IL36RN,2026-05-09T10:36:17.465661
hgnc:15573,SETBP1,2026-04-19T20:09:34.100897
hgnc:15598,HAMP,2026-04-19T17:47:27.530019
hgnc:15672,ALG9,2026-05-08T09:32:46.637454
hgnc:15685,B4GAT1,2026-04-19T19:13:49.209337
hgnc:15710,LDB3,2026-05-15T17:14:21.614106
hgnc:1573,KRIT1,2026-05-04T16:31:14.639972
hgnc:1582,CCND1,2026-04-19T19:38:56.300680
hgnc:15832,BSCL2,2026-05-04T05:03:21.537296
hgnc:15868,ABHD12,2026-04-19T19:50:40.423538
hgnc:15889,FERMT1,2026-04-19T19:15:42.451882
hgnc:1589,CCNE1,2026-04-19T19:50:27.501207
hgnc:15894,PANK2,2026-05-10T15:13:23.783492
hgnc:15924,SALL4,2026-05-10T17:48:13.328791
hgnc:15925,SAMHD1,2026-04-19T17:39:32.524479
hgnc:15979,TP63,2026-04-19T17:41:56.192700
hgnc:15984,APTX,2026-04-24T14:45:04.838671
hgnc:1606,CCR5,2026-04-19T17:39:32.517691
hgnc:16077,DUSP22,2026-04-19T17:41:56.191071
hgnc:16133,TBC1D20,2026-05-07T12:01:56.223260
hgnc:16197,TP53RK,2026-04-19T19:19:46.388360
hgnc:16235,DNAJC5,2026-05-13T14:31:28.748825
hgnc:16262,YAP1,2026-05-09T15:28:17.932320
hgnc:16266,SLC19A3,2026-05-07T06:51:00.502463
hgnc:16276,TRIM5,2026-04-19T17:39:32.527863
hgnc:16353,MAGED2,2026-04-22T22:11:11.246131
hgnc:16400,NLRP3,2026-04-19T17:46:18.891590
hgnc:16429,LIAS,2026-04-19T19:35:17.751676
hgnc:16438,SLC4A11,2026-05-11T11:00:35.047141
hgnc:16466,SUFU,2026-04-19T20:08:48.112556
hgnc:16476,TOLLIP,2026-04-19T17:47:54.281083
hgnc:16512,BSND,2026-04-22T22:11:11.241173
hgnc:166,ACTN4,2026-04-19T19:18:45.284673
hgnc:1663,CD36,2026-04-19T19:40:32.707474
hgnc:16700,ZFPM2,2026-04-19T19:25:59.013220
hgnc:1678,CD4,2026-04-19T17:39:32.515580
hgnc:16783,CDC73,2026-05-07T19:56:50.061740
hgnc:16812,COQ8A,2026-04-30T14:24:13.072427
hgnc:16831,TSPOAP1,2026-05-06T01:04:20.083768
hgnc:16877,MFN2,2026-04-19T19:04:10.131789
hgnc:16882,HCN4,2026-05-09T09:04:24.506911
hgnc:16902,BCKDK,2026-05-09T02:25:05.799433
hgnc:16905,KLHL41,2026-04-19T19:46:08.494439
hgnc:1697,CD74,2026-05-02T21:34:04.032599
hgnc:16974,SRCAP,2026-04-19T19:18:38.589618
hgnc:17063,RAB3GAP1,2026-05-07T12:01:56.170377
hgnc:17098,DICER1,2026-04-19T19:54:11.839900
hgnc:17101,SUZ12,2026-04-19T17:41:49.202499
hgnc:17142,OPTN,2026-04-19T18:52:57.395008
hgnc:17158,PLD3,2026-04-26T00:00:00
hgnc:17168,RAB3GAP2,2026-05-07T12:01:56.188017
hgnc:17271,RRAS2,2026-04-22T17:41:17.725073
hgnc:17272,CENPJ,2026-05-09T18:41:32.058312
hgnc:17327,WAC,2026-04-19T19:11:17.255210
hgnc:17357,APOBEC3G,2026-04-19T17:39:32.526441
hgnc:17397,BANF1,2026-04-19T19:46:22.749070
hgnc:1742,LRBA,2026-04-19T19:33:12.885976
hgnc:17452,AS3MT,2026-04-19T17:43:24.709956
hgnc:1748,CDH1,2026-04-19T19:19:53.167740
hgnc:175,ACVRL1,2026-04-24T16:32:09.689074
hgnc:1752,CDH12P2,2026-04-19T17:39:55.694283
hgnc:1762,CDH3,2026-04-24T18:11:11.261846
hgnc:17635,CD274,2026-04-19T17:41:56.166125
hgnc:17754,THSD1,2026-05-07T15:28:17.852047
hgnc:17761,TREM2,2026-04-19T17:41:49.192444
hgnc:1785,CDKN1B,2026-04-19T19:23:21.978898
hgnc:1786,CDKN1C,2026-05-07T09:27:37.807707
hgnc:1787,CDKN2A,2026-04-19T19:23:08.712743
hgnc:1788,CDKN2B,2026-04-19T19:38:32.513412
hgnc:17904,DROSHA,2026-04-19T19:54:11.843311
hgnc:17928,PSMC3IP,2026-04-19T17:37:32.810755
hgnc:17978,B3GALT6,2026-04-19T20:13:01.996095
hgnc:17989,SLC22A12,2026-05-09T16:35:30Z
hgnc:17996,NAGS,2026-04-19T19:45:12.898868
hgnc:17997,FKRP,2026-04-19T19:13:49.178192
hgnc:18016,NUP133,2026-04-19T19:19:46.408007
hgnc:18028,OSGEP,2026-04-19T19:19:46.383991
hgnc:18037,ARID2,2026-04-19T19:08:13.840067
hgnc:18040,ARID1B,2026-04-19T19:08:13.838028
hgnc:18060,ARX,2026-05-07T05:22:37.016313
hgnc:18083,TRPV4,2026-04-19T17:48:43.233375
hgnc:18145,PHF6,2026-04-19T17:48:21.827223
hgnc:18249,KCTD1,2026-04-19T20:15:06.892948
hgnc:18374,HPSE2,2026-05-03T05:46:00.902005
hgnc:18420,SETD2,2026-04-19T19:05:21.342583
hgnc:18423,DEPDC5,2026-05-09T01:09:36.900341
hgnc:18451,MCFD2,2026-04-19T20:08:14.555812
hgnc:18505,RNF43,2026-04-19T19:51:42.358779
hgnc:18518,RNASEH2A,2026-05-04T00:44:15.416729
hgnc:1857,CENPF,2026-05-07T23:04:40.490828
hgnc:18622,COG7,2026-05-09T09:14:16.180695
hgnc:18640,LDLRAP1,2026-05-09T12:31:44.308736
hgnc:18654,RTTN,2026-05-09T18:41:32.076653
hgnc:18672,CDK5RAP2,2026-05-13T16:41:25.597867
hgnc:18704,NAA10,2026-04-19T19:48:16.245741
hgnc:1875,CFL2,2026-04-19T19:46:08.418959
hgnc:18825,SERINC5,2026-04-19T17:39:32.530882
hgnc:18865,KCNT1,2026-05-09T01:09:36.895961
hgnc:18871,MMAA,2026-04-19T19:42:26.119923
hgnc:18873,IFIH1,2026-05-04T00:44:15.409107
hgnc:18884,TDP1,2026-04-24T14:45:04.859085
hgnc:19048,ASPM,2026-05-13T16:41:25.584772
hgnc:1908,VPS13A,2026-04-19T19:05:28.302116
hgnc:19139,POMGNT1,2026-04-19T19:13:49.174024
hgnc:19141,TTBK2,2026-04-25T18:24:24.014591
hgnc:1915,CHD1,2026-04-19T19:53:58.528234
hgnc:1918,CHD3,2026-05-04T18:56:08.639321
hgnc:19189,DOCK6,2026-04-30T14:17:46.945584
hgnc:1919,CHD4,2026-04-19T19:25:59.020038
hgnc:19331,MMAB,2026-04-19T19:42:26.123198
hgnc:19358,ALG12,2026-05-10T14:44:57.064799
hgnc:19372,IL31,2026-04-19T17:44:15.688492
hgnc:19440,SBDS,2026-04-22T22:04:32.355582
hgnc:1956,CHRNA2,2026-05-09T01:09:36.883394
hgnc:1958,CHRNA4,2026-05-09T01:09:36.851658
hgnc:1962,CHRNB2,2026-05-09T01:09:36.871725
hgnc:1967,CHRNG,2026-05-09T09:01:35.236666
hgnc:19743,POMT2,2026-04-19T19:13:49.171842
hgnc:19918,MYORG,2026-04-19T17:47:34.172889
hgnc:19959,TOGARAM1,2026-04-28T22:21:03.610325
hgnc:19960,KIAA0586,2026-04-19T19:30:31.197090
hgnc:20001,PCSK9,2026-04-19T19:27:26.943511
hgnc:20087,TTC8,2026-04-29T02:31:16.449699
hgnc:20153,CHD8,2026-04-19T17:44:35.827182
hgnc:2019,CLCN1,2026-04-19T20:16:12.319555
hgnc:2020,CLCN2,2026-05-07T15:36:32.197672
hgnc:2025,CLCN7,2026-04-19T19:49:54.443148
hgnc:2026,CLCNKA,2026-04-22T23:07:59.544472
hgnc:20266,ALG5,2026-05-08T09:32:46.633250
hgnc:2027,CLCNKB,2026-04-22T22:11:11.235479
hgnc:20297,SLITRK1,2026-05-02T21:28:26.593807
hgnc:20303,SLC30A8,2026-04-19T19:12:20.228653
hgnc:20356,GON7,2026-04-19T19:19:46.415584
hgnc:20376,SUMF1,2026-05-06T15:44:26.046004
hgnc:20456,TRAF7,2026-05-09T15:28:17.937491
hgnc:20473,BRIP1,2026-04-19T19:18:10.984218
hgnc:20499,L2HGDH,2026-05-07T19:42:42.137800
hgnc:20626,CHD7,2026-05-07T17:13:43.502473
hgnc:20652,TXNDC15,2026-04-19T19:39:31.825452
hgnc:20662,SLC25A24,2026-05-06T22:14:18.488839
hgnc:20730,ARMC9,2026-04-19T19:30:31.183294
hgnc:20748,FANCL,2026-04-19T19:18:11.213787
hgnc:2077,CLN6,2026-05-13T14:40:53.438015
hgnc:20800,SLC35D1,2026-04-19T20:09:53.930962
hgnc:2082,CLOCK,2026-04-19T19:11:24.059039
hgnc:20859,SLC39A13,2026-04-19T20:13:02.006769
hgnc:20889,LRIG2,2026-05-03T05:46:00.905577
hgnc:21082,SEC63,2026-05-08T23:53:10.032686
hgnc:21143,ZBTB24,2026-05-09T23:37:57.644126
hgnc:21246,PNPLA1,2026-05-07T09:18:44.307660
hgnc:21350,PDHX,2026-05-05T13:29:01.278855
hgnc:21367,CGAS,2026-04-19T19:34:34.900315
hgnc:21424,IFT74,2026-04-28T22:21:03.617887
hgnc:21474,INPP5E,2026-04-28T22:21:03.575518
hgnc:21484,MCM9,2026-04-20T11:54:38.713566
hgnc:2150,CNGA3,2026-04-22T23:10:38.241268
hgnc:2153,CNGB3,2026-04-22T23:10:38.244966
hgnc:21575,AHI1,2026-04-19T19:30:31.180726
hgnc:21576,NHLRC1,2026-04-19T19:33:32.586047
hgnc:2159,CNR1,2026-04-19T19:02:50.227954
hgnc:21652,OSTM1,2026-04-19T19:49:54.458188
hgnc:21653,TOPORS,2026-04-19T19:30:31.218087
hgnc:21679,RSPO1,2026-05-08T09:13:09.943456
hgnc:21708,CCM2,2026-05-04T16:31:14.644102
hgnc:21734,LHX4,2026-05-10T15:16:39.483804
hgnc:2185,COL10A1,2026-04-19T09:01:29.272349
hgnc:2186,COL11A1,2026-04-19T19:18:18.270385
hgnc:21869,AGK,2026-05-05T09:55:55.294086
hgnc:2187,COL11A2,2026-04-19T19:01:31.433631
hgnc:2188,COL12A1,2026-05-09T07:20:01.623228
hgnc:2194,COL17A1,2026-04-19T19:15:42.444774
hgnc:2200,COL2A1,2026-04-19T17:38:55.548411
hgnc:2201,COL3A1,2026-04-19T19:14:38.807737
hgnc:2204,COL4A3,2026-04-30T14:19:32.550798
hgnc:2206,COL4A4,2026-04-19T09:01:29.258048
hgnc:2207,COL4A5,2026-04-30T14:19:32.546709
hgnc:2208,COL4A6,2026-05-08T12:44:12.641890
hgnc:2209,COL5A1,2026-04-19T19:14:38.792572
hgnc:2211,COL6A1,2026-05-09T07:20:01.610544
hgnc:2212,COL6A2,2026-05-09T07:20:01.614834
hgnc:2213,COL6A3,2026-05-09T07:20:01.618854
hgnc:2214,COL7A1,2026-04-19T19:13:56.062794
hgnc:2216,COL8A2,2026-05-11T11:00:35.041502
hgnc:22207,THSD7A,2026-04-19T19:40:19.217826
hgnc:22219,KIAA1549,2026-04-19T19:54:05.046105
hgnc:2230,COPA,2026-04-19T19:01:45.797311
hgnc:22474,MED13,2026-04-19T19:37:06.959955
hgnc:225,ADAR,2026-05-04T00:44:15.405289
hgnc:22932,GMPPB,2026-04-19T19:13:49.211796
hgnc:2295,CP,2026-04-19T20:20:20.331489
hgnc:22962,MED13L,2026-04-19T19:39:38.566339
hgnc:22965,PEX26,2026-05-09T08:08:31.900697
hgnc:2309,CPLX1,2026-04-30T20:28:32.645952
hgnc:23150,UNC13A,2026-04-24T18:06:16.816874
hgnc:23161,ALG8,2026-05-08T23:53:10.037336
hgnc:23166,PNPT1,2026-04-26T00:00:00
hgnc:2321,CPOX,2026-05-10T12:17:42.324003
hgnc:2323,CPS1,2026-05-04T18:30:22.441270
hgnc:2330,CPT2,2026-05-09T09:03:21.036066
hgnc:23352,PIBF1,2026-04-28T22:21:03.641787
hgnc:2343,CRB1,2026-04-19T19:01:52.849682
hgnc:2348,CREBBP,2026-04-19T19:18:52.088773
hgnc:2372,MED23,2026-04-19T19:39:38.601070
hgnc:23734,PTF1A,2026-05-09T10:29:56.769720
hgnc:23752,CERS3,2026-05-07T09:18:44.301125
hgnc:23791,INF2,2026-04-19T19:18:45.290330
hgnc:2384,CRY1,2026-04-19T19:11:24.054025
hgnc:23845,SLX4,2026-04-19T19:18:11.232307
hgnc:24116,RNASEH2C,2026-05-04T00:44:15.424274
