RHEA_ID	DIRECTION	MASTER_ID	ID
11548	UN	11548	GO:0047373
11552	UN	11552	GO:0047378
11556	UN	11556	GO:0047041
11560	UN	11560	GO:0047116
11568	UN	11568	GO:0050003
11576	UN	11576	GO:0004788
11580	UN	11580	GO:0003881
11584	UN	11584	GO:0050157
11588	UN	11588	GO:0047121
11596	UN	11596	GO:0004590
11600	UN	11600	GO:0036430
11604	UN	11604	GO:0050208
11612	UN	11612	GO:0004354
11620	UN	11620	GO:0047460
11624	UN	11624	GO:0050206
11628	UN	11628	GO:0004737
11632	UN	11632	GO:0009000
11636	UN	11636	GO:0047021
11648	UN	11648	GO:0047505
11652	UN	11652	GO:0047360
11660	UN	11660	GO:0000225
11664	UN	11664	GO:0047289
11668	UN	11668	GO:0050521
11672	UN	11672	GO:0046820
11676	UN	11676	GO:0050259
11680	UN	11680	GO:0003922
11688	UN	11688	GO:0004823
11692	UN	11692	GO:0003957
11696	UN	11696	GO:0030793
11708	UN	11708	GO:0003938
11712	UN	11712	GO:0043807
11716	UN	11716	GO:0050152
11720	UN	11720	GO:0047423
11724	UN	11724	GO:0004604
11728	UN	11728	GO:0055041
11736	UN	11736	GO:0045481
11740	UN	11740	GO:0004362
11744	UN	11744	GO:0050333
11748	UN	11748	GO:0033806
11752	UN	11752	GO:0047610
11756	UN	11756	GO:0004077
11764	UN	11764	GO:0050098
11768	UN	11768	GO:0004048
11772	UN	11772	GO:0047028
11776	UN	11776	GO:0045300
11780	UN	11780	GO:0047220
11784	UN	11784	GO:0033735
11788	UN	11788	GO:0033735
11792	UN	11792	GO:0018645
11796	UN	11796	GO:0047875
11800	UN	11800	GO:0000210
11804	UN	11804	GO:0019108
11808	UN	11808	GO:0030752
11812	UN	11812	GO:0018549
11816	UN	11816	GO:0004347
11820	UN	11820	GO:0047286
11824	UN	11824	GO:0003864
11828	UN	11828	GO:0008664
11832	UN	11832	GO:0018505
11836	UN	11836	GO:0003835
11840	UN	11840	GO:0018479
11844	UN	11844	GO:0008861
11848	UN	11848	GO:0033795
11852	UN	11852	GO:0017061
11856	UN	11856	GO:0000824
11860	UN	11860	GO:0008257
11864	UN	11864	GO:0050470
11868	UN	11868	GO:0033709
11872	UN	11872	GO:0047783
11876	UN	11876	GO:0016404
11880	UN	11880	GO:0018531
11884	UN	11884	GO:0047785
11888	UN	11888	GO:0033721
11892	UN	11892	GO:0030781
11896	UN	11896	GO:0047016
11900	UN	11900	GO:0047046
11904	UN	11904	GO:0050228
11908	UN	11908	GO:0047699
11912	UN	11912	GO:0047522
11916	UN	11916	GO:0047522
11920	UN	11920	GO:0008124
11924	UN	11924	GO:0050512
11936	UN	11936	GO:0050350
11940	UN	11940	GO:0047781
11948	UN	11948	GO:0018739
11952	UN	11952	GO:0008903
11956	UN	11956	GO:0050295
11960	UN	11960	GO:0009016
11964	UN	11964	GO:0033963
11968	UN	11968	GO:0050016
11976	UN	11976	GO:0047670
11980	UN	11980	GO:0047135
11984	UN	11984	GO:0050214
11988	UN	11988	GO:0008825
11992	UN	11992	GO:0050031
11996	UN	11996	GO:0047544
12000	UN	12000	GO:0047899
12004	UN	12004	GO:0050507
12008	UN	12008	GO:0004703
12012	UN	12012	GO:0019165
12016	UN	12016	GO:0052577
12020	UN	12020	GO:0004040
12024	UN	12024	GO:0047202
12028	UN	12028	GO:0047771
12032	UN	12032	GO:0050528
12044	UN	12044	GO:0004806
12048	UN	12048	GO:0047569
12052	UN	12052	GO:0045482
12056	UN	12056	GO:0048001
12068	UN	12068	GO:0008897
12072	UN	12072	GO:0033977
12076	UN	12076	GO:0018456
12080	UN	12080	GO:0033818
12084	UN	12084	GO:0050086
12088	UN	12088	GO:0008120
12092	UN	12092	GO:0047604
12096	UN	12096	GO:0033966
12100	UN	12100	GO:0033991
12104	UN	12104	GO:0004799
12112	UN	12112	GO:0030747
12116	UN	12116	GO:0033748
12120	UN	12120	GO:0008878
12124	UN	12124	GO:0047172
12128	UN	12128	GO:0016041
12132	UN	12132	GO:0008551
12136	UN	12136	GO:0008670
12140	UN	12140	GO:0019136
12144	UN	12144	GO:0047214
12160	UN	12160	GO:0008678
12164	UN	12164	GO:0004062
12168	UN	12168	GO:0047655
12172	UN	12172	GO:0004342
12176	UN	12176	GO:0004603
12180	UN	12180	GO:0030774
12184	UN	12184	GO:0047512
12188	UN	12188	GO:0004591
12196	UN	12196	GO:0047905
12200	UN	12200	GO:0033760
12208	UN	12208	GO:0047374
12212	UN	12212	GO:0004090
12216	UN	12216	GO:0004022
12220	UN	12220	GO:0050049
12228	UN	12228	GO:0004066
12232	UN	12232	GO:0030699
12236	UN	12236	GO:0050138
12240	UN	12240	GO:0050641
12248	UN	12248	GO:0008762
12252	UN	12252	GO:0047782
12256	UN	12256	GO:0047794
12260	UN	12260	GO:0042736
12268	UN	12268	GO:0033094
12272	UN	12272	GO:0036468
12276	UN	12276	GO:0008470
12280	UN	12280	GO:0016309
12284	UN	12284	GO:0047369
12288	UN	12288	GO:0004560
12292	UN	12292	GO:0004828
12296	UN	12296	GO:0050557
12300	UN	12300	GO:0016432
12304	UN	12304	GO:0004043
12308	UN	12308	GO:0004043
12312	UN	12312	GO:0018679
12316	UN	12316	GO:0004438
12320	UN	12320	GO:0050615
12324	UN	12324	GO:0047406
12332	UN	12332	GO:0015408
12336	UN	12336	GO:0047772
12340	UN	12340	GO:0008914
12344	UN	12344	GO:0008883
12348	UN	12348	GO:0016159
12356	UN	12356	GO:0004476
12360	UN	12360	GO:0047203
12364	UN	12364	GO:0001512
12368	UN	12368	GO:0047843
12372	UN	12372	GO:0008806
12376	UN	12376	GO:0008737
12380	UN	12380	GO:0047307
12384	UN	12384	GO:0047857
12388	UN	12388	GO:0047957
12396	UN	12396	GO:0033701
12400	UN	12400	GO:0019159
12404	UN	12404	GO:0004461
12408	UN	12408	GO:0050303
12412	UN	12412	GO:0047572
12416	UN	12416	GO:0047698
12420	UN	12420	GO:0009024
12424	UN	12424	GO:0030848
12428	UN	12428	GO:0050625
12432	UN	12432	GO:0047206
12436	UN	12436	GO:0047174
12440	UN	12440	GO:0004754
12444	UN	12444	GO:0047543
12448	UN	12448	GO:0004593
12452	UN	12452	GO:0047325
12456	UN	12456	GO:0047349
12460	UN	12460	GO:0004333
12464	UN	12464	GO:0047216
12472	UN	12472	GO:0043799
12476	UN	12476	GO:0050129
12480	UN	12480	GO:0047665
12484	UN	12484	GO:0008253
12488	UN	12488	GO:0047930
12492	UN	12492	GO:0018111
12508	UN	12508	GO:0030749
12512	UN	12512	GO:0008445
12516	UN	12516	GO:0034005
12524	UN	12524	GO:0047125
12528	UN	12528	GO:0050501
12532	UN	12532	GO:0050524
12536	UN	12536	GO:0047769
12540	UN	12540	GO:0004813
12544	UN	12544	GO:0043802
12548	UN	12548	GO:0010301
12552	UN	12552	GO:0050198
12556	UN	12556	GO:0017057
12560	UN	12560	GO:0050505
12568	UN	12568	GO:0018601
12576	UN	12576	GO:0033823
12580	UN	12580	GO:0050325
12584	UN	12584	GO:0047455
12588	UN	12588	GO:0003947
12593	UN	12593	GO:0008444
12597	UN	12597	GO:0102971
12601	UN	12601	GO:0047536
12605	UN	12605	GO:0008661
12613	UN	12613	GO:0047141
12617	UN	12617	GO:0033858
12621	UN	12621	GO:0047688
12625	UN	12625	GO:0016754
12629	UN	12629	GO:0047998
12633	UN	12633	GO:0018623
12637	UN	12637	GO:0050211
12641	UN	12641	GO:0004617
12645	UN	12645	GO:0043805
12649	UN	12649	GO:0050034
12653	UN	12653	GO:0004471
12657	UN	12657	GO:0008111
12661	UN	12661	GO:0004095
12665	UN	12665	GO:0046353
12669	UN	12669	GO:0004741
12673	UN	12673	GO:0018822
12677	UN	12677	GO:0047098
12681	UN	12681	GO:0047790
12693	UN	12693	GO:0050461
12697	UN	12697	GO:0050316
12701	UN	12701	GO:0008998
12705	UN	12705	GO:0004719
12709	UN	12709	GO:0016303
12713	UN	12713	GO:0050148
12717	UN	12717	GO:0047326
12721	UN	12721	GO:0004766
12725	UN	12725	GO:0047824
12733	UN	12733	GO:0004514
12737	UN	12737	GO:0050002
12741	UN	12741	GO:0047629
12745	UN	12745	GO:0050490
12749	UN	12749	GO:0018798
12753	UN	12753	GO:0047953
12757	UN	12757	GO:0050472
12761	UN	12761	GO:0030789
12765	UN	12765	GO:0019164
12769	UN	12769	GO:0033717
12777	UN	12777	GO:0050227
12785	UN	12785	GO:0004022
12789	UN	12789	GO:0004032
12793	UN	12793	GO:0000832
12797	UN	12797	GO:0047594
12801	UN	12801	GO:0050321
12805	UN	12805	GO:0030782
12809	UN	12809	GO:0047731
12813	UN	12813	GO:0008881
12817	UN	12817	GO:0047706
12821	UN	12821	GO:0004139
12825	UN	12825	GO:0033794
12829	UN	12829	GO:0050096
12833	UN	12833	GO:0047421
12837	UN	12837	GO:0004103
12841	UN	12841	GO:0047300
12845	UN	12845	GO:0008241
12849	UN	12849	GO:0004722
12853	UN	12853	GO:0047792
12857	UN	12857	GO:0050097
12861	UN	12861	GO:0047974
12865	UN	12865	GO:0047518
12869	UN	12869	GO:0050552
12873	UN	12873	GO:0050578
12877	UN	12877	GO:0033752
12881	UN	12881	GO:0033828
12885	UN	12885	GO:0016438
12889	UN	12889	GO:0050104
12893	UN	12893	GO:0050220
12897	UN	12897	GO:0010295
12901	UN	12901	GO:0047817
12905	UN	12905	GO:0008928
12909	UN	12909	GO:0050140
12917	UN	12917	GO:0050422
12921	UN	12921	GO:0003870
12929	UN	12929	GO:0004410
12933	UN	12933	GO:0008738
12937	UN	12937	GO:0047184
12941	UN	12941	GO:0008455
12945	UN	12945	GO:0018740
12949	UN	12949	GO:0047818
12957	UN	12957	GO:0008126
12961	UN	12961	GO:0047371
12965	UN	12965	GO:0047912
12969	UN	12969	GO:0008889
12973	UN	12973	GO:0004017
12977	UN	12977	GO:0050187
12981	UN	12981	GO:0050313
12985	UN	12985	GO:0008424
12989	UN	12989	GO:0047398
12997	UN	12997	GO:0047169
13001	UN	13001	GO:0050533
13005	UN	13005	GO:0030776
13009	UN	13009	GO:0004061
13013	UN	13013	GO:0047276
13017	UN	13017	GO:0004845
13021	UN	13021	GO:0018489
13029	UN	13029	GO:0050122
13033	UN	13033	GO:0050044
13041	UN	13041	GO:0004167
13049	UN	13049	GO:0008880
13053	UN	13053	GO:0047312
13057	UN	13057	GO:0050124
13065	UN	13065	GO:0016887
13069	UN	13069	GO:0004305
13073	UN	13073	GO:0008894
13077	UN	13077	GO:0047328
13081	UN	13081	GO:0047708
13085	UN	13085	GO:0047200
13089	UN	13089	GO:0042279
13093	UN	13093	GO:0003851
13097	UN	13097	GO:0019171
13101	UN	13101	GO:0016153
13105	UN	13105	GO:0047954
13109	UN	13109	GO:0047137
13113	UN	13113	GO:0047137
13117	UN	13117	GO:0047458
13121	UN	13121	GO:0004765
13125	UN	13125	GO:0047140
13129	UN	13129	GO:0050644
13133	UN	13133	GO:0004168
13137	UN	13137	GO:0030796
13141	UN	13141	GO:0047727
13149	UN	13149	GO:0003959
13161	UN	13161	GO:0008743
13169	UN	13169	GO:0050076
13173	UN	13173	GO:0050609
13177	UN	13177	GO:0047441
13181	UN	13181	GO:0015414
13185	UN	13185	GO:0004418
13189	UN	13189	GO:0047714
13193	UN	13193	GO:0034023
13197	UN	13197	GO:0046507
13201	UN	13201	GO:0015068
13205	UN	13205	GO:0051748
13213	UN	13213	GO:0036243
13217	UN	13217	GO:0004777
13221	UN	13221	GO:0004022
13233	UN	13233	GO:0047975
13237	UN	13237	GO:0004360
13241	UN	13241	GO:0050201
13245	UN	13245	GO:0004451
13249	UN	13249	GO:0050574
13253	UN	13253	GO:0052726
13265	UN	13265	GO:0015069
13269	UN	13269	GO:0004348
13273	UN	13273	GO:0047363
13277	UN	13277	GO:0071160
13281	UN	13281	GO:0047015
13285	UN	13285	GO:0004357
13289	UN	13289	GO:0003975
13301	UN	13301	GO:0047195
13305	UN	13305	GO:0050284
13309	UN	13309	GO:0050608
13313	UN	13313	GO:0008115
13317	UN	13317	GO:0050319
13321	UN	13321	GO:0047867
13325	UN	13325	GO:0047004
13329	UN	13329	GO:0047571
13333	UN	13333	GO:0047386
13337	UN	13337	GO:0050389
13345	UN	13345	GO:0004660
13349	UN	13349	GO:0030795
13353	UN	13353	GO:0047356
13357	UN	13357	GO:0047565
13361	UN	13361	GO:0047348
13369	UN	13369	GO:0034009
13377	UN	13377	GO:0050190
13381	UN	13381	GO:0008775
13385	UN	13385	GO:0050410
13389	UN	13389	GO:0004361
13397	UN	13397	GO:0018483
13401	UN	13401	GO:0047885
13405	UN	13405	GO:0047634
13409	UN	13409	GO:0033739
13413	UN	13413	GO:0047628
13417	UN	13417	GO:0050399
13421	UN	13421	GO:0047444
13425	UN	13425	GO:0047405
13429	UN	13429	GO:0050518
13433	UN	13433	GO:0004126
13437	UN	13437	GO:0050412
13441	UN	13441	GO:0034011
13445	UN	13445	GO:0017159
13453	UN	13453	GO:0047894
13457	UN	13457	GO:0003863
13465	UN	13465	GO:0047189
13469	UN	13469	GO:0052620
13473	UN	13473	GO:0050363
13477	UN	13477	GO:0050363
13481	UN	13481	GO:0004825
13485	UN	13485	GO:0047802
13489	UN	13489	GO:0050328
13497	UN	13497	GO:0047590
13501	UN	13501	GO:0004075
13505	UN	13505	GO:0033713
13509	UN	13509	GO:0003977
13513	UN	13513	GO:0004589
13517	UN	13517	GO:0004798
13521	UN	13521	GO:0004458
13525	UN	13525	GO:0018683
13529	UN	13529	GO:0047510
13537	UN	13537	GO:0050504
13545	UN	13545	GO:0097007
13549	UN	13549	GO:0047341
13553	UN	13553	GO:0004335
13557	UN	13557	GO:0004363
13561	UN	13561	GO:0047850
13565	UN	13565	GO:0047355
13573	UN	13573	GO:0047262
13577	UN	13577	GO:0050398
13581	UN	13581	GO:0003976
13585	UN	13585	GO:0047761
13589	UN	13589	GO:0004485
13597	UN	13597	GO:0047854
13601	UN	13601	GO:0016617
13609	UN	13609	GO:0000285
13613	UN	13613	GO:0047334
13617	UN	13617	GO:0008930
13621	UN	13621	GO:0047470
13625	UN	13625	GO:0019139
13629	UN	13629	GO:0018459
13633	UN	13633	GO:0034024
13637	UN	13637	GO:0015049
13641	UN	13641	GO:0015049
13653	UN	13653	GO:0050053
13657	UN	13657	GO:0047778
13661	UN	13661	GO:0050414
13665	UN	13665	GO:0004383
13669	UN	13669	GO:0047431
13673	UN	13673	GO:0008773
13677	UN	13677	GO:0004750
13681	UN	13681	GO:0003886
13685	UN	13685	GO:0050614
13689	UN	13689	GO:0047331
13693	UN	13693	GO:0047147
13697	UN	13697	GO:0004747
13701	UN	13701	GO:0004414
13705	UN	13705	GO:0047222
13713	UN	13713	GO:0008177
13717	UN	13717	GO:0030604
13721	UN	13721	GO:0050293
13725	UN	13725	GO:0019134
13729	UN	13729	GO:0034012
13737	UN	13737	GO:0035798
13741	UN	13741	GO:0047299
13749	UN	13749	GO:0046899
13753	UN	13753	GO:0016040
13757	UN	13757	GO:0047251
13761	UN	13761	GO:0030732
13765	UN	13765	GO:0047651
13769	UN	13769	GO:0008888
13773	UN	13773	GO:0047052
13777	UN	13777	GO:0050260
13781	UN	13781	GO:0001716
13785	UN	13785	GO:0050011
13793	UN	13793	GO:0047548
13797	UN	13797	GO:0047873
13801	UN	13801	GO:0004783
13805	UN	13805	GO:0003865
13809	UN	13809	GO:0047691
13813	UN	13813	GO:0018619
13821	UN	13821	GO:0106343
13829	UN	13829	GO:0004090
13833	UN	13833	GO:0047635
13837	UN	13837	GO:0018517
13841	UN	13841	GO:0047852
13845	UN	13845	GO:0047858
13849	UN	13849	GO:0008790
13853	UN	13853	GO:0047581
13857	UN	13857	GO:0047397
13861	UN	13861	GO:0047838
13865	UN	13865	GO:0004578
13869	UN	13869	GO:0008977
13873	UN	13873	GO:0050554
13877	UN	13877	GO:0004587
13881	UN	13881	GO:0047113
13885	UN	13885	GO:0050296
13889	UN	13889	GO:0047884
13893	UN	13893	GO:0047710
13897	UN	13897	GO:0004106
13905	UN	13905	GO:0047256
13909	UN	13909	GO:0050384
13913	UN	13913	GO:0018114
13917	UN	13917	GO:0047504
13925	UN	13925	GO:0008780
13929	UN	13929	GO:0008783
13933	UN	13933	GO:0047376
13937	UN	13937	GO:0018621
13941	UN	13941	GO:0050354
13945	UN	13945	GO:0018838
13949	UN	13949	GO:0015046
13953	UN	13953	GO:0051499
13957	UN	13957	GO:0033755
13961	UN	13961	GO:0016851
13965	UN	13965	GO:0047804
13973	UN	13973	GO:0009678
13977	UN	13977	GO:0008721
13985	UN	13985	GO:0004413
13989	UN	13989	GO:0008108
13993	UN	13993	GO:0047298
14001	UN	14001	GO:0047963
14005	UN	14005	GO:0004123
14009	UN	14009	GO:0033849
14013	UN	14013	GO:0047704
14017	UN	14017	GO:0050262
14021	UN	14021	GO:0004501
14025	UN	14025	GO:0050279
14029	UN	14029	GO:0033797
14033	UN	14033	GO:0047394
14037	UN	14037	GO:0047787
14041	UN	14041	GO:0050392
14045	UN	14045	GO:0008807
14049	UN	14049	GO:0050604
14053	UN	14053	GO:0008676
14057	UN	14057	GO:0046027
14061	UN	14061	GO:0050305
14065	UN	14065	GO:0050114
