curie,label,root,retrieved_at
GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,GO:0060231,2026-08-29T15:28:16+00:00
GO:0072285,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,GO:0060231,2026-08-29T15:28:16+00:00
