curie,label,root,retrieved_at
CL:0019017,lymphatic vessel smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:0019018,blood vessel smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:0019019,tracheobronchial smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000275,smooth muscle cell of small intestine,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000276,smooth muscle fiber of duodenum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000277,smooth muscle fiber of jejunum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000278,smooth muscle fiber of ileum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000279,smooth muscle cell of large intestine,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000280,smooth muscle cell of colon,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000281,smooth muscle cell of cecum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000282,smooth muscle fiber of ascending colon,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000283,smooth muscle fiber of transverse colon,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000284,smooth muscle fiber of descending colon,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000285,smooth muscle cell of sigmoid colon,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000286,smooth muscle cell of rectum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000287,myocyte of anterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000288,myocyte of atrial branch of anterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000289,myocyte of atrial septal branch of anterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000290,myocyte of middle internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000291,myocyte of posterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000361,transitional myocyte of interatrial septum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000362,transitional myocyte of interventricular septum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000363,transitional myocyte of atrial branch of anterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000364,transitional myocyte of anterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000365,transitional myocyte of atrial septal branch of anterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000366,transitional myocyte of middle internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000367,transitional myocyte of posterior internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000368,transitional myocyte of anterior division of left branch of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000369,transitional myocyte of septal division of left branch of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000370,transitional myocyte of left branch of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000371,transitional myocyte of right branch of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000372,transitional myocyte of atrial part of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000373,transitional myocyte of ventricular part of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000374,transitional myocyte of posterior division of left branch of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000375,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000376,Purkinje myocyte of interventricular septum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000409,myocyte of sinoatrial node,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000410,myocyte of atrioventricular node,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000443,ciliary muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000477,cardiac pacemaker cell of sinoatrial node,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000478,transitional myocyte of sinoatrial node,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000479,Purkinje myocyte of atrioventricular node,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000480,transitional myocyte of internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000481,transitional myocyte of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000482,myocardial endocrine cell of interventricular septum,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000483,Purkinje myocyte of internodal tract,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000484,Purkinje myocyte of atrioventricular bundle,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000487,smooth muscle cell of prostate,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000702,kidney pelvis smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1000979,ureter smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001064,kidney artery smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001066,kidney arteriole smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001068,kidney venous system smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001097,kidney afferent arteriole smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001100,kidney efferent arteriole smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001214,arcuate artery smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001217,interlobulary artery smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001221,arcuate vein smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:1001224,interlobulary vein smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:2000046,ventricular cardiac muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:2000077,skeletal muscle tissue of pectoralis major striated muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:4023003,nuclear chain fiber,CL:0000187,2026-08-29T15:28:13+00:00
CL:4023004,nuclear bag fiber,CL:0000187,2026-08-29T15:28:13+00:00
CL:4023005,dynamic nuclear bag fiber,CL:0000187,2026-08-29T15:28:13+00:00
CL:4023006,static nuclear bag fiber,CL:0000187,2026-08-29T15:28:13+00:00
CL:4033004,smooth muscle cell of taenia coli,CL:0000187,2026-08-29T15:28:13+00:00
CL:4033011,smooth muscle cell of large intestine smooth muscle circular layer,CL:0000187,2026-08-29T15:28:13+00:00
CL:4033012,smooth muscle cell of large intestine smooth muscle longitudinal layer,CL:0000187,2026-08-29T15:28:13+00:00
CL:4033017,bronchiolar smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:4047034,smooth muscle cell of stomach,CL:0000187,2026-08-29T15:28:13+00:00
CL:4047035,stomach smooth muscle outer longitudinal layer cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:4047036,stomach smooth muscle circular layer cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:4047037,stomach smooth muscle inner oblique layer cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:4047040,smooth muscle circular layer cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:4052022,fallopian tube smooth muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
CL:4052026,type IIx muscle cell,CL:0000187,2026-08-29T15:28:13+00:00
