curie,label,root,retrieved_at
CL:0002660,luminal cell of acinus of lactiferous gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002661,luminal cell of lactiferous terminal ductal lobular unit,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002662,luminal cell of lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:0002680,PP cell of intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005006,ionocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005009,renal principal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005010,renal intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005011,renal alpha-intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005012,multiciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005013,single ciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005014,auditory epithelial supporting cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005015,inner phalangeal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0005019,pancreatic epsilon cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0007012,non-terminally differentiated odontoblast,CL:0000066,2026-08-29T15:28:51+00:00
CL:0007013,terminally differentiated odontoblast,CL:0000066,2026-08-29T15:28:51+00:00
CL:0007022,micropylar cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0008024,pancreatic endocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0008026,open tracheal system tracheocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0008041,mesothelial cell of intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0008042,tanycyte of subfornical organ,CL:0000066,2026-08-29T15:28:51+00:00
CL:0008044,tanycyte of area postrema,CL:0000066,2026-08-29T15:28:51+00:00
CL:0008045,tanycyte of subcommissural organ,CL:0000066,2026-08-29T15:28:51+00:00
CL:0008055,respiratory tract secretory epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009006,enteroendocrine cell of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009009,paneth cell of colon,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009011,transit amplifying cell of colon,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009012,transit amplifying cell of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009016,intestinal crypt stem cell of large intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009017,intestinal crypt stem cell of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009020,tuft cell of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009024,mesothelial cell of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009025,mesothelial cell of colon,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009026,enterocyte of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009027,transit amplifying cell of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009028,intestinal crypt stem cell of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009029,mesothelial cell of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009030,enteroendocrine cell of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009039,colon goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009041,tuft cell of colon,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009042,enteroendocrine cell of colon,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009043,intestinal crypt stem cell of colon,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009054,microfold cell of epithelium proper of anorectum,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009055,paneth cell of anorectum,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009056,transit amplifying cell of anorectum,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009057,anorectum goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009058,enterocyte of anorectum,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009061,intestinal crypt stem cell of anorectum,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009063,enteroendocrine cell of anorectum,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009065,tuft cell of anorectum,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009066,stratified squamous epithelial cell of anal canal,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009067,vacuolated fetal-type enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009070,corticomedullary thymic epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009071,medullary thymic epithelial cell type 1,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009072,medullary thymic epithelial cell type 2,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009073,medullary thymic epithelial cell type 3,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009074,medullary thymic epithelial cell type 4,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009075,myo-medullary thymic epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009076,neuro-medullary thymic epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009077,subcapsular thymic epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009080,tuft cell of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009084,glandular epithelial cell of endometrium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0009096,esophagus non-keratinized squamous epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0010000,keratinized cell of hair follicle,CL:0000066,2026-08-29T15:28:51+00:00
CL:0010002,epithelial cell of umbilical artery,CL:0000066,2026-08-29T15:28:51+00:00
CL:0010013,type I pinealocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0010014,type II pinealocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0010015,coronet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0011003,magnocellular neurosecretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0011004,lens fiber cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0011019,mesothelial cell of epicardium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0011032,lysosome-rich enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0011108,colon epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0011111,hypothalamic gonadotropin-releasing hormone neuron,CL:0000066,2026-08-29T15:28:51+00:00
CL:0017000,pulmonary ionocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0017002,prostate neuroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0017003,epithelial cell of prostatic urethra,CL:0000066,2026-08-29T15:28:51+00:00
CL:0017010,hillock cell of urethral epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0017011,hillock cell of prostatic urethral epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:0019003,tracheobronchial goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0019020,extrahepatic cholangiocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0019026,periportal region hepatocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0019028,midzonal region hepatocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0019029,centrilobular region hepatocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:0019031,intestine goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0019032,intestinal tuft cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0020015,transitional principal-intercalated cell of kidney collecting duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:0020029,cuboidal epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0020062,junctional epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:0020063,tuft cell of parotid gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0020064,tuft cell of sublingual gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0020065,ionocyte of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:0020066,myoepithelial cell of salivary gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000022,mesonephric nephron tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000090,pronephric nephron tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000123,metanephric nephron tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000143,lung goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000191,pillar cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000222,stomach neuroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000223,pulmonary neuroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000271,lung multiciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000296,epithelial cell of urethra,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000298,mesothelial cell of dura mater,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000312,bronchial goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000313,gastric goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000314,gastric cardiac gland goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000315,principal gastric gland goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000317,intestinal villus goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000320,large intestine goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000321,large intestine crypt goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000322,pancreatic goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000323,pyloric gastric gland goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000324,duodenal goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000325,jejunal goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000326,ileal goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000327,appendix goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000329,tracheal goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000334,enterocyte of epithelium of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000335,enterocyte of epithelium of intestinal villus,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000337,enterocyte of epithelium of duodenal gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000338,enterocyte of epithelium of crypt of Lieberkuhn of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000339,enterocyte of epithelium proper of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000340,enterocyte of epithelium proper of duodenum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000341,enterocyte of epithelium proper of jejunum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000342,enterocyte of epithelium proper of ileum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000343,paneth cell of epithelium of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000344,paneth cell of epithelium proper of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000345,paneth cell of epithelium of crypt of Lieberkuhn of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000346,enterocyte of epithelium proper of large intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000347,colonocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000349,basal cell of epithelium of bronchus,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000353,microfold cell of epithelium of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000354,microfold cell of epithelium of intestinal villus,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000355,microfold cell of epithelium proper of small intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000356,microfold cell of epithelium proper of duodenum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000357,microfold cell of epithelium proper of jejunum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000358,microfold cell of epithelium proper of ileum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000359,microfold cell of epithelium proper of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000360,microfold cell of epithelium proper of large intestine,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000377,dense-core granulated cell of epithelium of trachea,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000394,myoepithelial cell of intralobular lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000405,epithelial cell of appendix,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000415,epithelial cell of gallbladder,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000417,myoepithelial cell of sweat gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000418,myoepithelial cell of lactiferous alveolus,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000419,myoepithelial cell of lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000420,myoepithelial cell of terminal lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000424,chromaffin cell of paraaortic body,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000425,chromaffin cell of paraganglion,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000426,chromaffin cell of adrenal gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000427,adrenal cortex chromaffin cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000432,conjunctival epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000433,epithelial cell of lacrimal canaliculus,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000434,epithelial cell of external acoustic meatus,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000435,epithelial cell of lacrimal drainage system,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000436,epithelial cell of lacrimal sac,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000437,epithelial cell of nasolacrimal duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000438,epithelial cell of wall of inferior part of anal canal,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000441,epithelial cell of viscerocranial mucosa,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000442,urothelial cell of trigone of urinary bladder,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000444,mesothelial cell of anterior chamber of eye,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000445,myoepithelial cell of dilator pupillae,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000448,epithelial cell of sweat gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000449,epithelial cell of nephron,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000450,epithelial cell of glomerular capsule,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000452,parietal epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000453,epithelial cell of intermediate tubule,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000454,kidney collecting duct epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000456,mesothelial cell of parietal peritoneum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000457,mesothelial cell of visceral peritoneum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000465,chromaffin cell of ovary,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000466,chromaffin cell of right ovary,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000467,chromaffin cell of left ovary,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000468,myoepithelial cell of acinus of lactiferous gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000469,myoepithelial cell of main lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000470,myoepithelial cell of primary lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000471,myoepithelial cell of secondary lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000472,myoepithelial cell of tertiary lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000473,myoepithelial cell of quarternary lactiferous duct,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000486,basal cell of urothelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000488,cholangiocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000490,mesothelial cell of peritoneum,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000491,mesothelial cell of pleura,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000492,mesothelial cell of parietal pleura,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000493,mesothelial cell of visceral pleura,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000494,nephron tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000495,small intestine goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000510,kidney glomerular epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000546,kidney medulla collecting duct epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000547,kidney inner medulla collecting duct epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000548,kidney outer medulla collecting duct epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000549,kidney cortex collecting duct epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000612,kidney corpuscule cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000615,kidney cortex tubule cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000681,kidney cortex interstitial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000703,kidney pelvis urothelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000706,ureter urothelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000714,kidney cortex collecting duct principal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000715,kidney cortex collecting duct intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000716,kidney outer medulla collecting duct principal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000717,kidney outer medulla collecting duct intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000718,kidney inner medulla collecting duct principal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000719,kidney inner medulla collecting duct intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000720,kidney papillary duct intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000721,kidney papillary duct principal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000742,glomerular mesangial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000746,glomerular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000768,kidney connecting tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000838,kidney proximal convoluted tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000839,kidney proximal straight tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000849,kidney distal convoluted tubule epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000850,macula densa epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1000909,kidney loop of Henle epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001016,kidney loop of Henle ascending limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001021,kidney loop of Henle descending limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001107,kidney loop of Henle thin ascending limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001111,kidney loop of Henle thin descending limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001428,bladder urothelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001430,urethra urothelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001431,kidney collecting duct principal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001432,kidney collecting duct intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001433,epithelial cell of exocrine pancreas,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001505,parvocellular neurosecretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001516,intestinal enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001517,stomach enteroendocrine cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001573,nasopharyngeal epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001575,uterine cervix squamous cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001576,oral mucosa squamous cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001577,tonsil squamous cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001578,vagina squamous cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001585,appendix glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001586,mammary gland glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001587,uterine cervix secretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001588,colon glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001589,duodenum secretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001590,epididymis secretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001591,oviduct secretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001592,gallbladder glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001593,parathyroid glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001595,rectum glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001596,salivary gland glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001597,seminal vesicle glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001598,small intestine secretory cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001599,pancreas exocrine glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001601,adrenal gland glandular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:1001606,foreskin keratinocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:1100001,secretory epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:2000033,limb basal cell of epidermis,CL:0000066,2026-08-29T15:28:51+00:00
CL:2000064,ovarian surface epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:2000084,conjunctiva goblet cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:2000092,hair follicular keratinocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:2000094,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,CL:0000066,2026-08-29T15:28:51+00:00
CL:3000000,ciliated epithelial cell of esophagus,CL:0000066,2026-08-29T15:28:51+00:00
CL:4023108,oxytocin-secreting magnocellular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4023109,vasopressin-secreting magnocellular cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4023181,hypendymal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030004,thymic nurse cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030005,kidney collecting duct beta-intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030006,fallopian tube secretory epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030007,fallopian tube multiciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030008,pronephric podocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030009,epithelial cell of proximal tubule segment 1,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030010,epithelial cell of proximal tubule segment 2,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030011,epithelial cell of proximal tubule segment 3,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030012,kidney loop of Henle short descending thin limb epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030015,kidney collecting duct alpha-intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030016,epithelial cell of early distal convoluted tubule,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030017,epithelial cell of late distal convoluted tubule,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030018,kidney connecting tubule principal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030019,kidney connecting tubule intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030020,kidney connecting tubule alpha-intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030021,kidney connecting tubule beta-intercalated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030023,respiratory tract hillock cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030024,hillock cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030025,renal cortical fibroblast,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030026,BEST4+ enterocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030034,respiratory tract multiciliated cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030035,dental pulp stem cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030038,"CD24-positive, CD-133-positive, vimentin-positive proximal tubular cell",CL:0000066,2026-08-29T15:28:51+00:00
CL:4030040,endometrial multiciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030041,luminal endometrial multiciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030042,glandular endometrial multiciliated epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030055,intermediate cell of urothelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030056,umbrella cell of urothelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:4030066,ureteric bud cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4032000,club-like cell of the urethral epithelium,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033002,neuroendocrine cell of epithelium of crypt of Lieberkuhn,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033003,myoepithelial cell of bronchus submucosal gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033007,brush cell of epithelium of lobar bronchus,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033009,goblet cell of epithelium of lobar bronchus,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033010,neuroendocrine cell of epithelium of lobar bronchus,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033013,suprabasal keratinocyte,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033014,peg cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033020,mucus secreting cell of trachea gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033021,myoepithelial cell of trachea gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033022,mucus secreting cell of bronchus submucosal gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033023,airway submucosal gland collecting duct epithelial cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033037,mucus secreting cell of tracheobronchial tree submucosal gland,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033044,deuterosomal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033048,respiratory tract suprabasal cell,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033049,taste receptor cell of tongue,CL:0000066,2026-08-29T15:28:51+00:00
CL:4033055,airway submucosal gland duct multiciliated cell,CL:0000066,2026-08-29T15:28:51+00:00
