term,descendant
GO:0006914,GO:0000423
GO:0006914,GO:0000424
GO:0006914,GO:0000425
GO:0006914,GO:0000426
GO:0006914,GO:0006914
GO:0006914,GO:0016236
GO:0006914,GO:0016237
GO:0006914,GO:0016240
GO:0006914,GO:0016243
GO:0006914,GO:0030242
GO:0006914,GO:0030399
GO:0006914,GO:0034497
GO:0006914,GO:0034517
GO:0006914,GO:0034727
GO:0006914,GO:0035695
GO:0006914,GO:0035973
GO:0006914,GO:0044804
GO:0006914,GO:0045771
GO:0006914,GO:0045772
GO:0006914,GO:0061684
GO:0006914,GO:0061709
GO:0006914,GO:0061723
GO:0006914,GO:0061724
GO:0006914,GO:0061734
GO:0006914,GO:0061736
GO:0006914,GO:0061738
GO:0006914,GO:0061739
GO:0006914,GO:0061740
GO:0006914,GO:0061753
GO:0006914,GO:0061816
GO:0006914,GO:0061909
GO:0006914,GO:0061910
GO:0006914,GO:0061911
GO:0006914,GO:0062093
GO:0006914,GO:0071211
GO:0006914,GO:0097352
GO:0006914,GO:0098792
GO:0006914,GO:0140504
GO:0006914,GO:0140506
GO:0006914,GO:0140580
GO:0006914,GO:0160155
GO:0006914,GO:0160156
GO:0006914,GO:0160183
GO:0006914,GO:0160247
GO:0006914,GO:0180045
GO:0006914,GO:1904763
GO:0006914,GO:1905037
GO:0006914,GO:7770069
GO:0007041,GO:0006622
GO:0007041,GO:0007041
GO:0007041,GO:0008333
GO:0007041,GO:0016256
GO:0007041,GO:0032510
GO:0007041,GO:0061740
GO:0007041,GO:0061763
GO:0007041,GO:0061764
GO:0007041,GO:0090117
GO:0007041,GO:0090120
GO:0007041,GO:0090160
GO:0007041,GO:0098943
GO:0007041,GO:0099074
GO:0007041,GO:0140916
GO:0007041,GO:0141013
GO:0007041,GO:0141204
GO:0007041,GO:0170063
GO:0007041,GO:1902774
GO:0007041,GO:1904916
GO:0007041,GO:1904917
GO:0007041,GO:1904918
GO:0007041,GO:1904919
GO:0007224,GO:0003271
GO:0007224,GO:0007224
GO:0007224,GO:0021775
GO:0007224,GO:0021776
GO:0007224,GO:0021910
GO:0007224,GO:0060506
GO:0007224,GO:0060783
GO:0007224,GO:0060831
GO:0007249,GO:0007249
GO:0007249,GO:0007252
GO:0007249,GO:0008384
GO:0007265,GO:0007265
GO:0007530,GO:0007530
GO:0007530,GO:0007531
GO:0007530,GO:0007532
GO:0007530,GO:0007533
GO:0007530,GO:0007534
GO:0007530,GO:0007535
GO:0007530,GO:0007536
GO:0007530,GO:0007537
GO:0007530,GO:0007538
GO:0007530,GO:0007539
GO:0007530,GO:0007540
GO:0007530,GO:0007541
GO:0007530,GO:0007542
GO:0007530,GO:0007543
GO:0007530,GO:0018992
GO:0007530,GO:0018993
GO:0007530,GO:0019099
GO:0007530,GO:0019100
GO:0007530,GO:0019101
GO:0007530,GO:0019102
GO:0007530,GO:0030237
GO:0007530,GO:0030238
GO:0007530,GO:0040021
GO:0007530,GO:0040022
GO:0007530,GO:0042001
GO:0007530,GO:0042003
GO:0007530,GO:0042004
GO:0007530,GO:0042006
GO:0007530,GO:0045894
GO:0007530,GO:0045895
GO:0007530,GO:0071171
GO:0007530,GO:0071515
GO:0008283,GO:0001777
GO:0008283,GO:0001787
GO:0008283,GO:0001833
GO:0008283,GO:0001834
GO:0008283,GO:0001866
GO:0008283,GO:0001935
GO:0008283,GO:0002043
GO:0008283,GO:0002158
GO:0008283,GO:0002174
GO:0008283,GO:0002176
GO:0008283,GO:0002309
GO:0008283,GO:0002322
GO:0008283,GO:0002358
GO:0008283,GO:0002359
GO:0008283,GO:0002941
GO:0008283,GO:0003263
GO:0008283,GO:0003419
GO:0008283,GO:0003423
GO:0008283,GO:0007405
GO:0008283,GO:0008283
GO:0008283,GO:0010456
GO:0008283,GO:0010463
GO:0008283,GO:0014009
GO:0008283,GO:0014010
GO:0008283,GO:0014841
GO:0008283,GO:0014844
GO:0008283,GO:0014855
GO:0008283,GO:0014856
GO:0008283,GO:0021534
GO:0008283,GO:0021846
GO:0008283,GO:0021847
GO:0008283,GO:0021848
GO:0008283,GO:0021849
GO:0008283,GO:0021850
GO:0008283,GO:0021851
GO:0008283,GO:0021869
GO:0008283,GO:0021873
GO:0008283,GO:0021874
GO:0008283,GO:0021923
GO:0008283,GO:0021924
GO:0008283,GO:0021925
GO:0008283,GO:0021926
GO:0008283,GO:0021927
GO:0008283,GO:0021928
GO:0008283,GO:0021929
GO:0008283,GO:0021930
GO:0008283,GO:0021931
GO:0008283,GO:0022012
GO:0008283,GO:0022013
GO:0008283,GO:0022015
GO:0008283,GO:0022016
GO:0008283,GO:0022017
GO:0008283,GO:0022018
GO:0008283,GO:0022019
GO:0008283,GO:0022020
GO:0008283,GO:0022021
GO:0008283,GO:0022022
GO:0008283,GO:0022027
GO:0008283,GO:0022034
GO:0008283,GO:0030727
GO:0008283,GO:0032943
GO:0008283,GO:0033002
GO:0008283,GO:0033079
GO:0008283,GO:0033080
GO:0008283,GO:0033278
GO:0008283,GO:0033598
GO:0008283,GO:0033687
GO:0008283,GO:0035172
GO:0008283,GO:0035726
GO:0008283,GO:0035736
GO:0008283,GO:0035739
GO:0008283,GO:0035740
GO:0008283,GO:0035741
GO:0008283,GO:0035742
GO:0008283,GO:0035988
GO:0008283,GO:0036093
GO:0008283,GO:0039015
GO:0008283,GO:0042098
GO:0008283,GO:0042100
GO:0008283,GO:0043616
GO:0008283,GO:0044342
GO:0008283,GO:0044565
GO:0008283,GO:0045196
GO:0008283,GO:0045200
GO:0008283,GO:0045201
GO:0008283,GO:0046630
GO:0008283,GO:0046633
GO:0008283,GO:0046651
GO:0008283,GO:0048134
GO:0008283,GO:0048135
GO:0008283,GO:0048136
GO:0008283,GO:0048142
GO:0008283,GO:0048144
GO:0008283,GO:0048659
GO:0008283,GO:0050673
GO:0008283,GO:0050674
GO:0008283,GO:0050798
GO:0008283,GO:0051450
GO:0008283,GO:0055057
GO:0008283,GO:0055058
GO:0008283,GO:0055059
GO:0008283,GO:0055060
GO:0008283,GO:0060011
GO:0008283,GO:0060038
GO:0008283,GO:0060502
GO:0008283,GO:0060517
GO:0008283,GO:0060664
GO:0008283,GO:0060720
GO:0008283,GO:0060722
GO:0008283,GO:0060750
GO:0008283,GO:0060767
GO:0008283,GO:0060916
GO:0008283,GO:0061270
GO:0008283,GO:0061323
GO:0008283,GO:0061325
GO:0008283,GO:0061331
GO:0008283,GO:0061351
GO:0008283,GO:0061485
GO:0008283,GO:0061516
GO:0008283,GO:0061517
GO:0008283,GO:0061518
GO:0008283,GO:0070341
GO:0008283,GO:0070342
GO:0008283,GO:0070343
GO:0008283,GO:0070444
GO:0008283,GO:0070661
GO:0008283,GO:0070662
GO:0008283,GO:0071335
GO:0008283,GO:0071425
GO:0008283,GO:0071838
GO:0008283,GO:0072089
GO:0008283,GO:0072110
GO:0008283,GO:0072111
GO:0008283,GO:0072122
GO:0008283,GO:0072123
GO:0008283,GO:0072135
GO:0008283,GO:0072136
GO:0008283,GO:0072137
GO:0008283,GO:0072138
GO:0008283,GO:0072198
GO:0008283,GO:0072203
GO:0008283,GO:0072262
GO:0008283,GO:0072263
GO:0008283,GO:0072343
GO:0008283,GO:0072574
GO:0008283,GO:0090094
GO:0008283,GO:0090255
GO:0008283,GO:0097166
GO:0008283,GO:0097168
GO:0008283,GO:0097325
GO:0008283,GO:0097360
GO:0008283,GO:0101023
GO:0008283,GO:0110021
GO:0008283,GO:0160024
GO:0008283,GO:1905315
GO:0008283,GO:1990654
GO:0008283,GO:1990705
GO:0008283,GO:1990739
GO:0008283,GO:1990789
GO:0008283,GO:1990863
GO:0008283,GO:1990874
GO:0008283,GO:1990922
GO:0008283,GO:2000793
GO:0008283,GO:2001013
GO:0008406,GO:0001541
GO:0008406,GO:0001542
GO:0008406,GO:0001543
GO:0008406,GO:0001544
GO:0008406,GO:0001545
GO:0008406,GO:0001546
GO:0008406,GO:0001547
GO:0008406,GO:0001548
GO:0008406,GO:0001549
GO:0008406,GO:0001550
GO:0008406,GO:0001551
GO:0008406,GO:0001552
GO:0008406,GO:0001553
GO:0008406,GO:0001554
GO:0008406,GO:0004963
GO:0008406,GO:0007506
GO:0008406,GO:0008406
GO:0008406,GO:0008584
GO:0008406,GO:0008585
GO:0008406,GO:0033327
GO:0008406,GO:0035262
GO:0008406,GO:0035471
GO:0008406,GO:0042699
GO:0008406,GO:0042701
GO:0008406,GO:0042702
GO:0008406,GO:0060008
GO:0008406,GO:0060009
GO:0008406,GO:0060010
GO:0008406,GO:0060011
GO:0008406,GO:0061040
GO:0008406,GO:0061364
GO:0008406,GO:0072520
GO:0008406,GO:0097368
GO:0009313,GO:0000025
GO:0009313,GO:0005987
GO:0009313,GO:0005990
GO:0009313,GO:0005993
GO:0009313,GO:0005995
GO:0009313,GO:0009313
GO:0009313,GO:0034484
GO:0009313,GO:0036259
GO:0009313,GO:0046352
GO:0009313,GO:0051681
GO:0009313,GO:0061704
GO:0009313,GO:0061706
GO:0009313,GO:2000890
GO:0009313,GO:2000892
GO:0009313,GO:2000894
GO:0009313,GO:2000901
GO:0009313,GO:2000903
GO:0009313,GO:2001123
GO:0032042,GO:0006264
GO:0032042,GO:0032042
GO:0032042,GO:0032043
GO:0032042,GO:0043504
GO:0032042,GO:0110166
GO:0032042,GO:0140909
GO:0032042,GO:1905951
GO:0032042,GO:7770014
GO:0034975,GO:0034975
GO:0042541,GO:0042541
GO:0043410,GO:0032874
GO:0043410,GO:0043406
GO:0043410,GO:0043410
GO:0043410,GO:0043507
GO:0043410,GO:0046330
GO:0043410,GO:0062038
GO:0043410,GO:0070374
GO:0043410,GO:0070378
GO:0043410,GO:0090080
GO:0043410,GO:1900745
GO:0043410,GO:1903139
GO:0070371,GO:0070371
GO:0070662,GO:0070662
