slug	name	parent	mendelian	solver_status	boomer_icd10_terms	direct_icd10cm_count	mondo_icd10_count	exact_ordo_links	ordo_icd10_count	ordo_predicates	no_mapping_found
2-Methylbutyryl-CoA_Dehydrogenase_Deficiency	2-Methylbutyryl-CoA Dehydrogenase Deficiency	MONDO:0012392	1	ALL_MAPPINGS_CONSISTENT	ICD10:E71.1	0	0	ORDO:79157	1	skos:broadMatch	0
3-Hydroxy-3-Methylglutaric_Aciduria	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	1	TIMED_OUT	ICD10:E71.1	0	0	ORDO:20	1	skos:broadMatch	0
3-Hydroxy-3-Methylglutaryl-CoA_Synthase_Deficiency	3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency	MONDO:0011614	1	ALL_MAPPINGS_CONSISTENT	ICD10:E71.3	0	0	ORDO:35701	1	skos:broadMatch	0
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	3-hydroxyisobutyryl-CoA hydrolase deficiency	MONDO:0009603	1	ALL_MAPPINGS_CONSISTENT	ICD10:E71.1	0	0	ORDO:88639	1	skos:broadMatch	0
3-M_Syndrome	3-M Syndrome	MONDO:0007477	1	TIMED_OUT	ICD10:Q87.1	0	0	ORDO:2616	1	skos:broadMatch	0
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	3-Methylcrotonyl-CoA Carboxylase Deficiency	MONDO:0018950	1	ALL_MAPPINGS_CONSISTENT	ICD10:E71.1	0	0	ORDO:6	1	skos:broadMatch	0
3-Methylglutaconic_Aciduria_Type_I	3-Methylglutaconic Aciduria Type I	MONDO:0009610	1	TIMED_OUT	ICD10:E71.1	0	0	ORDO:67046	1	skos:broadMatch	0
3-Phosphoglycerate_Dehydrogenase_Deficiency	3-Phosphoglycerate Dehydrogenase Deficiency	MONDO:0011152	1	TIMED_OUT	ICD10:E72.8|ICD10:Q87.8	0	0	ORDO:79351	1	skos:broadMatch	0
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	MONDO:0013875	1	ALL_MAPPINGS_CONSISTENT	ICD10:E71.1	0	0	ORDO:352328	1	skos:broadMatch	0
3MC_Syndrome	3MC Syndrome	MONDO:0017398	1	TIMED_OUT	ICD10:Q87.8	0	0	ORDO:293843	1	skos:broadMatch	0
46_XX_Gonadal_Dysgenesis	46,XX Gonadal Dysgenesis	MONDO:0009299	1	TIMED_OUT	ICD10:Q96.8|ICD10:Q99.1	0	0	ORDO:243	1	skos:exactMatch	0
46_XX_Testicular_DSD	46,XX testicular disorder of sex development	MONDO:0100249	1	TIMED_OUT	ICD10:Q99.1	0	0	ORDO:393	1	skos:broadMatch	0
46_XY_DSD_Due_to_17_Beta_Hydroxysteroid_Dehydrogenase_3_Deficiency	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	MONDO:0009916	1	TIMED_OUT	ICD10:E29.1	0	0	ORDO:752	1	skos:broadMatch	0
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	MONDO:0009923	1	ALL_MAPPINGS_CONSISTENT	ICD10:E29.1	0	0	ORDO:753	1	skos:broadMatch	0
46_XY_Partial_Gonadal_Dysgenesis	46,XY partial gonadal dysgenesis	MONDO:0016674	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q56.1	0	0	ORDO:251510	1	skos:broadMatch	0
46_XY_Sex_Reversal_5	46,XY Sex Reversal 5	MONDO:0013120	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
46_XY_complete_gonadal_dysgenesis	46,XY complete gonadal dysgenesis	MONDO:0010765	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q99.1	0	0	ORDO:242	1	skos:broadMatch	0
5-Oxoprolinase_Deficiency	5-Oxoprolinase Deficiency	MONDO:0009825	1	ALL_MAPPINGS_CONSISTENT	ICD10:E72.8	0	0	ORDO:33572	1	skos:broadMatch	0
ABCC9-Related_Intellectual_Disability_and_Myopathy_Syndrome	ABCC9-Related Intellectual Disability and Myopathy Syndrome	MONDO:0859224	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
ACAD9_Deficiency	ACAD9 Deficiency	MONDO:0012624	1	ALL_MAPPINGS_CONSISTENT	ICD10:E71.3	0	0	ORDO:99901	1	skos:broadMatch	0
ACTH-independent_Macronodular_Adrenal_Hyperplasia_3	ACTH-Independent Macronodular Adrenal Hyperplasia 3	MONDO:0700299	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
ACys_Amyloidosis	ACys Amyloidosis	MONDO:0007098	1	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:100008	2	skos:broadMatch	0
ADCA-DN	Autosomal Dominant Cerebellar Ataxia Deafness and Narcolepsy	MONDO:0011397	1	ALL_MAPPINGS_CONSISTENT	ICD10:G11.2	0	0	ORDO:314404	1	skos:broadMatch	0
ADGRG1_Bilateral_Frontoparietal_Polymicrogyria	ADGRG1-related Bilateral Frontoparietal Polymicrogyria	MONDO:0011738	1	TIMED_OUT	ICD10:Q04.3	0	0	ORDO:101070	1	skos:broadMatch	0
ADNP-Related_Syndrome	ADNP-Related Syndrome	MONDO:0014379	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.0	0	0	ORDO:404448	1	skos:broadMatch	0
ADPRS-Related_Stress-Induced_Neurodegeneration	ADPRS-Related Stress-Induced Neurodegeneration	MONDO:0100095	1	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:694922	0		1
ADan_amyloidosis	ADan amyloidosis	MONDO:0007297	1	RETRACTED		0	0	ORDO:97346	2	skos:broadMatch	0
AFG2A-Related_Encephalopathy	AFG2A-Related Encephalopathy	MONDO:0014698	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q02	0	0	ORDO:457351	1	skos:broadMatch	0
AGAT_Deficiency	AGAT Deficiency	MONDO:0012996	1	ALL_MAPPINGS_CONSISTENT	ICD10:E72.8	0	0	ORDO:35704	1	skos:broadMatch	0
AHCY_Deficiency	S-Adenosylhomocysteine Hydrolase Deficiency	MONDO:0013404	1	ALL_MAPPINGS_CONSISTENT	ICD10:E72.1	0	0	ORDO:88618	1	skos:broadMatch	0
AIP-related_pituitary_adenoma_predisposition	AIP-related pituitary adenoma predisposition	MONDO:1060231	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
AIPL1-Related_Retinopathy	AIPL1-Related Retinopathy	MONDO:0100438	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
ALDH18A1_Cutis_Laxa	ALDH18A1-Related Autosomal Dominant Cutis Laxa Type 3	MONDO:0014706	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
ALDH18A1_De_Barsy_Spectrum	ALDH18A1-Related Spastic Paraplegia and Neurocutaneous Spectrum	MONDO:0100126	1	TIMED_OUT	ICD10:G11.4|ICD10:Q87.8	0	0		0		0
ALG1-Congenital_Disorder_of_Glycosylation	ALG1-congenital disorder of glycosylation	MONDO:0012052	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79327	1	skos:broadMatch	0
ALG11-Congenital_Disorder_of_Glycosylation	ALG11-congenital disorder of glycosylation	MONDO:0013349	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:280071	1	skos:broadMatch	0
ALG12_Congenital_Disorder_of_Glycosylation	ALG12-congenital disorder of glycosylation	MONDO:0011783	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79324	1	skos:broadMatch	0
ALG3-Congenital_Disorder_of_Glycosylation	ALG3-congenital disorder of glycosylation	MONDO:0010998	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79321	1	skos:broadMatch	0
ALG6-Congenital_Disorder_of_Glycosylation	ALG6-congenital disorder of glycosylation	MONDO:0011291	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79320	1	skos:broadMatch	0
ALG9-congenital_disorder_of_glycosylation	ALG9-congenital disorder of glycosylation	MONDO:0012117	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79328	1	skos:broadMatch	0
ARPC1B_Deficiency	ARPC1B Deficiency	MONDO:0060583	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
ARX-Related_Lissencephaly_and_Interneuronopathy	X-Linked Lissencephaly With Abnormal Genitalia (ARX-Related)	MONDO:0010268	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q04.3	0	0	ORDO:452	1	skos:broadMatch	0
AR_Cerebellar_Ataxia-Saccadic_Intrusion_Syndrome	Autosomal Recessive Cerebellar Ataxia-Saccadic Intrusion Syndrome	MONDO:0011811	1	ALL_MAPPINGS_CONSISTENT	ICD10:G11.1	0	0	ORDO:95434	1	skos:broadMatch	0
ATRX_Syndrome	ATR-X-Related Syndrome	MONDO:0016980	1	TIMED_OUT	ICD10:D56.0	0	0		0		0
ATTR_Amyloidosis	Hereditary Transthyretin Amyloidosis	MONDO:0007100	1	ALL_MAPPINGS_CONSISTENT	ICD10:E85.1	0	0	ORDO:271861	1	skos:broadMatch	0
Abetalipoproteinemia	Abetalipoproteinemia	MONDO:0008692	1	TIMED_OUT	ICD10:E78.6	0	0	ORDO:14	1	skos:broadMatch	0
Acatalasia	Acatalasia	MONDO:0013571	1	ALL_MAPPINGS_CONSISTENT	ICD10:E80.3	0	0	ORDO:926	1	skos:exactMatch	0
Achondrogenesis_Type_II	Achondrogenesis Type II	MONDO:0008702	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q77.0	0	0	ORDO:93296	1	skos:broadMatch	0
Achondroplasia	Achondroplasia	MONDO:0007037	1	TIMED_OUT	ICD10:Q77.4|ICD10CM:Q77.4	0	2	ORDO:15	1	skos:exactMatch	0
Achromatopsia	Achromatopsia	MONDO:0018852	1	ALL_MAPPINGS_CONSISTENT	ICD10:H53.5|ICD10CM:H53.51	0	2	ORDO:49382	1	skos:broadMatch	0
Acrocallosal_Syndrome	Acrocallosal Syndrome	MONDO:0008708	1	TIMED_OUT	ICD10:Q04.0	0	0	ORDO:36	1	skos:broadMatch	0
Acrodysostosis	Acrodysostosis	MONDO:0019797	1	TIMED_OUT	ICD10:Q75.4	0	0	ORDO:950	1	skos:broadMatch	0
Acrofacial_Dysostosis_Cincinnati_Type	Acrofacial Dysostosis Cincinnati Type	MONDO:0014651	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Acromesomelic_Dysplasia_Demirhan_Type	Acromesomelic Dysplasia Demirhan Type	MONDO:0012274	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Acromesomelic_Dysplasia_Grebe_Type	Acromesomelic Dysplasia Grebe Type	MONDO:0008703	1	TIMED_OUT	ICD10:Q78.8	0	0	ORDO:2098	1	skos:broadMatch	0
Acromesomelic_Dysplasia_Maroteaux_Type	Acromesomelic Dysplasia Maroteaux Type	MONDO:0011275	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q77.8	0	0	ORDO:40	1	skos:broadMatch	0
Acromesomelic_Dysplasia_PRKG2_Type	Acromesomelic Dysplasia PRKG2 Type	MONDO:0030553	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Activated_PI3K-delta_Syndrome	Activated PI3K-delta syndrome	MONDO:0018338	1	TIMED_OUT	ICD10:D81.8	0	0	ORDO:397596	1	skos:broadMatch	0
Acute_Intermittent_Porphyria	Acute Intermittent Porphyria	MONDO:0008294	1	TIMED_OUT	ICD10:E80.2	0	0	ORDO:79276	1	skos:broadMatch	0
Acute_Lichenoid_Pityriasis	Acute Lichenoid Pityriasis	MONDO:0024250	0	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Acute_Lymphoblastic_Leukemia	Acute Lymphoblastic Leukemia	MONDO:0004967	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:C91.0	0	2	ORDO:513	1	skos:exactMatch	0
Acute_Megakaryoblastic_Leukemia	Acute Megakaryoblastic Leukemia	MONDO:0018872	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:C94.2	0	2	ORDO:518	1	skos:broadMatch	0
Acute_Respiratory_Distress_Syndrome	Acute Respiratory Distress Syndrome	MONDO:0006502	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:J80	0	2		0		0
Adams-Oliver_Syndrome	Adams-Oliver Syndrome	MONDO:0007034	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:974	1	skos:broadMatch	0
Adenine_Phosphoribosyltransferase_Deficiency	Adenine Phosphoribosyltransferase Deficiency	MONDO:0013869	1	TIMED_OUT	ICD10:E79.8	0	0	ORDO:976	1	skos:broadMatch	0
Adenosine_Kinase_Deficiency	Adenosine Kinase Deficiency	MONDO:0100255	1	ALL_MAPPINGS_CONSISTENT	ICD10:E72.1	0	0	ORDO:289290	1	skos:broadMatch	0
Adenylosuccinate_Lyase_Deficiency	Adenylosuccinate Lyase Deficiency	MONDO:0007068	1	ALL_MAPPINGS_CONSISTENT	ICD10:E79.8	0	0	ORDO:46	1	skos:broadMatch	0
Adult-Onset_Ataxia_and_Polyneuropathy	Adult-Onset Ataxia and Polyneuropathy	MONDO:0010781	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Adult-Onset_Autosomal_Dominant_Demyelinating_Leukodystrophy	Adult-Onset Autosomal Dominant Demyelinating Leukodystrophy	MONDO:0008215	0	RETRACTED		0	0	ORDO:99027	1	skos:broadMatch	0
Adult-Onset_Proximal_Spinal_Muscular_Atrophy_Autosomal_Dominant	Adult-Onset Proximal Spinal Muscular Atrophy, Autosomal Dominant	MONDO:0008453	1	ALL_MAPPINGS_CONSISTENT	ICD10:G12.1	1	0	ORDO:209335	1	skos:broadMatch	0
Adult_Neuronal_Ceroid_Lipofuscinosis	Adult Neuronal Ceroid Lipofuscinosis	MONDO:0019260	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Adult_Onset_Foveomacular_Vitelliform_Dystrophy	Adult-Onset Foveomacular Vitelliform Dystrophy	MONDO:0011979	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:99000	1	skos:broadMatch	0
Adult_Polyglucosan_Body_Disease	Adult Polyglucosan Body Disease	MONDO:0009897	1	ALL_MAPPINGS_CONSISTENT	ICD10:E74.0	0	0	ORDO:206583	1	skos:broadMatch	0
Adult_Refsum_Disease	Adult Refsum Disease	MONDO:0009958	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:G60.1	0	2	ORDO:773	1	skos:exactMatch	0
Advanced_Sleep_Phase_Syndrome	Advanced Sleep Phase Syndrome	MONDO:0015609	1	ALL_MAPPINGS_CONSISTENT	ICD10:G47.2	0	0	ORDO:164736	1	skos:broadMatch	0
Agenesis_of_the_Corpus_Callosum_with_Peripheral_Neuropathy	Agenesis of the Corpus Callosum with Peripheral Neuropathy	MONDO:0000902	1	ALL_MAPPINGS_CONSISTENT	ICD10:G60.0	0	0	ORDO:1496	1	skos:broadMatch	0
Agnathia-Otocephaly_Complex	Agnathia-Otocephaly Complex	MONDO:0008740	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:990	1	skos:broadMatch	0
Aicardi_Goutieres_Syndrome	Aicardi-Goutieres Syndrome	MONDO:0018866	1	TIMED_OUT	ICD10:G31.8	0	0	ORDO:51	1	skos:broadMatch	0
Aicardi_Syndrome	Aicardi Syndrome	MONDO:0010568	1	TIMED_OUT	ICD10:Q04.0	0	0	ORDO:50	1	skos:broadMatch	0
Alagille_syndrome	Alagille syndrome	MONDO:0007318	1	TIMED_OUT	ICD10:Q44.7	1	0	ORDO:52	1	skos:broadMatch	0
Aland_Island_Eye_Disease	Aland Islands Eye Disease	MONDO:0010371	1	ALL_MAPPINGS_CONSISTENT	ICD10:H35.5	0	0	ORDO:178333	1	skos:broadMatch	0
Alexander_Disease	Alexander Disease	MONDO:0008752	1	TIMED_OUT	ICD10:G93.8	0	0	ORDO:58	1	skos:broadMatch	0
Alkaptonuria	Alkaptonuria	MONDO:0008753	1	TIMED_OUT	ICD10:E70.2	0	0	ORDO:56	1	skos:broadMatch	0
Allan-Herndon-Dudley_Syndrome	Allan-Herndon-Dudley Syndrome	MONDO:0010354	1	TIMED_OUT	ICD10:G31.8	0	0	ORDO:59	1	skos:broadMatch	0
Alopecia-Intellectual_Disability_Syndrome_1	Alopecia-Intellectual Disability Syndrome 1	MONDO:0021035	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Alopecia-Intellectual_Disability_Syndrome_4	Alopecia-Intellectual Disability Syndrome 4	MONDO:0030009	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Alpha_1_Antitrypsin_Deficiency	Alpha-1 Antitrypsin Deficiency	MONDO:0013282	1	TIMED_OUT	ICD10:E88.0|ICD10CM:E88.01	0	2	ORDO:60	1	skos:broadMatch	0
Alpha_Mannosidosis	Alpha-mannosidosis	MONDO:0009561	1	TIMED_OUT	ICD10:E77.1	0	0	ORDO:61	1	skos:broadMatch	0
Alpha_Thalassemia	Alpha Thalassemia	MONDO:0011399	1	TIMED_OUT	ICD10:D56.0|ICD10CM:D56.0	0	2	ORDO:846	1	skos:exactMatch	0
Alsahan-Harris_Syndrome	Alsahan-Harris Syndrome	MONDO:0979871	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Alternating_Hemiplegia_of_Childhood	Alternating Hemiplegia of Childhood	MONDO:0016241	1	ALL_MAPPINGS_CONSISTENT	ICD10:G98	0	0	ORDO:2131	1	skos:broadMatch	0
Alveolar_Capillary_Dysplasia_with_Misalignment_of_Pulmonary_Veins	Alveolar capillary dysplasia with misalignment of pulmonary veins	MONDO:0009934	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q33.6	0	0	ORDO:210122	1	skos:broadMatch	0
Amelogenesis_Imperfecta	Amelogenesis Imperfecta	MONDO:0019507	1	ALL_MAPPINGS_CONSISTENT	ICD10:K00.5	0	0	ORDO:88661	1	skos:broadMatch	0
Aminoacylase_1_Deficiency	Aminoacylase 1 Deficiency	MONDO:0012368	1	ALL_MAPPINGS_CONSISTENT	ICD10:E72.8	0	0	ORDO:137754	1	skos:broadMatch	0
Aminoglycoside-Induced_Hearing_Loss	Aminoglycoside-Induced Hearing Loss	MONDO:0010799	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Amyloidosis	Amyloidosis	MONDO:0019065	0	RETRACTED	ICD10CM:E85|ICD10CM:E85.82	0	2	ORDO:69	1	skos:exactMatch	0
Amyotrophic_Lateral_Sclerosis_27_Juvenile	Amyotrophic Lateral Sclerosis 27, Juvenile	MONDO:0859529	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Anaplastic_Large_Cell_Lymphoma	Anaplastic Large Cell Lymphoma	MONDO:0020325	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:C84.6|ICD10CM:C84.7	0	0	ORDO:98841	2	skos:narrowMatch	0
Anauxetic_Dysplasia	Anauxetic dysplasia	MONDO:0011773	1	TIMED_OUT	ICD10:Q77.7	0	0	ORDO:93347	1	skos:broadMatch	0
Androgen_Insensitivity_Syndrome	Androgen Insensitivity Syndrome	MONDO:0019154	1	TIMED_OUT	ICD10:E34.5|ICD10CM:E34.5|ICD10CM:E34.51|ICD10CM:E34.52	0	2	ORDO:754	1	skos:exactMatch	0
Aneurysm-Osteoarthritis_Syndrome	Aneurysm-Osteoarthritis Syndrome	MONDO:0013426	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:284984	1	skos:broadMatch	0
Angelman_Syndrome	Angelman Syndrome	MONDO:0007113	1	TIMED_OUT	ICD10:Q93.5|ICD10CM:Q93.51	1	2	ORDO:72	1	skos:broadMatch	0
Aniridia	Aniridia	MONDO:0019172	1	TIMED_OUT	ICD10:C64|ICD10:Q13.1|ICD10CM:Q13.1	0	2		0		0
Antiphospholipid_Syndrome	Antiphospholipid Syndrome	MONDO:8000010	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:D68.61	0	2	ORDO:80	1	skos:broadMatch	0
Antley-Bixler_Syndrome_FGFR2-Related	Antley-Bixler Syndrome, FGFR2-Related	MONDO:0020667	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:596008	1	skos:broadMatch	0
Aortic_Valve_Disease_2	Aortic Valve Disease 2	MONDO:0013902	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Apert_Syndrome	Apert Syndrome	MONDO:0007041	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.0	0	0	ORDO:87	1	skos:broadMatch	0
Apparent_Mineralocorticoid_Excess	apparent mineralocorticoid excess	MONDO:0009025	1	TIMED_OUT	ICD10:E26.8	0	0	ORDO:320	1	skos:broadMatch	0
Appendiceal_Neoplasm	Appendiceal Neoplasm	MONDO:0001236	0	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Arboleda-Tham_Syndrome	Arboleda-Tham Syndrome	MONDO:0014558	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:457193	1	skos:broadMatch	0
Arginase_Deficiency	Arginase Deficiency	MONDO:0008814	1	TIMED_OUT	ICD10:E72.2|ICD10CM:E72.21	0	2	ORDO:90	1	skos:broadMatch	0
Argininosuccinic_Aciduria	Argininosuccinic Aciduria	MONDO:0008815	1	TIMED_OUT	ICD10:E72.2	0	0	ORDO:23	1	skos:broadMatch	0
Aromatase_Deficiency	Aromatase Deficiency	MONDO:0013301	1	ALL_MAPPINGS_CONSISTENT	ICD10:E25.8	0	0	ORDO:91	1	skos:broadMatch	0
Aromatase_Excess_Syndrome	Aromatase Excess Syndrome	MONDO:0007690	1	ALL_MAPPINGS_CONSISTENT	ICD10:E30.1	0	0	ORDO:178345	1	skos:broadMatch	0
Arrhythmogenic_Right_Ventricular_Cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy	MONDO:0016587	1	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:247	0		1
Arterial_Calcification_of_Infancy	Arterial Calcification of Infancy	MONDO:0018870	1	TIMED_OUT	ICD10:Q28.8	0	0	ORDO:51608	1	skos:broadMatch	0
Arterial_Dissection_Lentiginosis_Syndrome	Arterial Dissection-Lentiginosis Syndrome	MONDO:0010889	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:1682	1	skos:broadMatch	0
Arterial_Tortuosity_Syndrome	Arterial Tortuosity Syndrome	MONDO:0008818	1	TIMED_OUT	ICD10:I77.1|ICD10CM:Q87.82	0	2	ORDO:3342	1	skos:broadMatch	0
Arthrogryposis-Renal_Dysfunction-Cholestasis_Syndrome	Arthrogryposis-Renal Dysfunction-Cholestasis Syndrome	MONDO:0017123	1	TIMED_OUT	ICD10:Q89.7	0	0	ORDO:2697	1	skos:broadMatch	0
Arthrogryposis_Multiplex_Congenita	Arthrogryposis Multiplex Congenita	MONDO:0015168	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:Q74.3	0	2	ORDO:1037	1	skos:exactMatch	0
Arts_syndrome	Arts syndrome	MONDO:0010533	1	ALL_MAPPINGS_CONSISTENT	ICD10:E79.8	0	0	ORDO:1187	1	skos:broadMatch	0
Asparagine_Synthetase_Deficiency	Asparagine synthetase deficiency	MONDO:0014258	1	ALL_MAPPINGS_CONSISTENT	ICD10:E72.8	0	0	ORDO:391376	1	skos:broadMatch	0
Aspartylglucosaminuria	Aspartylglucosaminuria	MONDO:0008830	1	TIMED_OUT	ICD10:E77.1	0	0	ORDO:93	1	skos:broadMatch	0
Aspergillosis	Aspergillosis	MONDO:0005657	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:B44|ICD10CM:B44.81	0	2	ORDO:1163	6	skos:narrowMatch	0
Ataxia_Telangiectasia	Ataxia-telangiectasia	MONDO:0008840	1	ALL_MAPPINGS_CONSISTENT	ICD10:G11.3	0	0	ORDO:100	1	skos:broadMatch	0
Ataxia_With_Oculomotor_Apraxia_Type_1	Ataxia With Oculomotor Apraxia Type 1	MONDO:0008842	1	ALL_MAPPINGS_CONSISTENT	ICD10:G11.3	0	0	ORDO:1168	1	skos:broadMatch	0
Atelosteogenesis_Type_I	Atelosteogenesis Type I	MONDO:0007167	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q78.8	0	0	ORDO:1190	1	skos:broadMatch	0
Atelosteogenesis_Type_II	Atelosteogenesis Type II	MONDO:0009727	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q77.5	0	0	ORDO:56304	1	skos:broadMatch	0
Atelosteogenesis_Type_III	Atelosteogenesis Type III	MONDO:0007168	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q78.8	0	0	ORDO:56305	1	skos:broadMatch	0
Atransferrinemia	Atransferrinemia	MONDO:0008846	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.0	0	0	ORDO:1195	1	skos:broadMatch	0
Atypical_Hemolytic_Uremic_Syndrome	Atypical Hemolytic Uremic Syndrome	MONDO:0016244	1	ALL_MAPPINGS_CONSISTENT	ICD10:D59.3	0	0	ORDO:2134	1	skos:broadMatch	0
Auditory_Neuropathy	Auditory Neuropathy	MONDO:0021944	0	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Auriculocondylar_Syndrome	Auriculocondylar Syndrome	MONDO:0000107	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q75.8	0	0	ORDO:137888	1	skos:broadMatch	0
Autism_Spectrum_Disorder-Epilepsy-Arthrogryposis_Syndrome	Autism Spectrum Disorder-Epilepsy-Arthrogryposis Syndrome	MONDO:0014248	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:370943	1	skos:broadMatch	0
Autoimmune_Encephalitis	Autoimmune Encephalitis	MONDO:0020640	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:622014	0		1
Autoimmune_Lymphoproliferative_Syndrome	Autoimmune Lymphoproliferative Syndrome	MONDO:0017979	1	TIMED_OUT	ICD10:D47.9|ICD10CM:D89.82	0	2	ORDO:3261	1	skos:broadMatch	0
Autoimmune_Polyendocrine_Syndrome_Type_1	Autoimmune Polyendocrine Syndrome Type 1	MONDO:0009411	1	ALL_MAPPINGS_CONSISTENT	ICD10:E31.0	0	0	ORDO:3453	1	skos:broadMatch	0
Autoimmune_Polyendocrinopathy	Autoimmune Polyendocrinopathy	MONDO:0017278	0	RETRACTED	ICD10CM:E31.0	0	2	ORDO:282196	1	skos:exactMatch	0
Autoimmune_Retinopathy	Autoimmune Retinopathy	MONDO:0100014	0	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Autoinflammation_Immune_Dysregulation_and_Eosinophilia	Autoinflammation, immune dysregulation, and eosinophilia	MONDO:0033558	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Autosomal_Agammaglobulinemia	Autosomal Agammaglobulinemia	MONDO:0011096	1	TIMED_OUT	ICD10:D80.0	0	0	ORDO:33110	1	skos:broadMatch	0
Autosomal_Dominant_Aplasia_And_Myelodysplasia	Autosomal Dominant Aplasia and Myelodysplasia	MONDO:0013851	1	ALL_MAPPINGS_CONSISTENT	ICD10:D61.0	0	0	ORDO:314399	1	skos:broadMatch	0
Autosomal_Dominant_Cerebellar_Ataxia	Autosomal Dominant Cerebellar Ataxia	MONDO:0020380	1	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:99	0		1
Autosomal_Dominant_Cerebellar_Ataxia_Type_I	Autosomal Dominant Cerebellar Ataxia Type I	MONDO:0019792	1	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:94145	0		1
