slug	name	parent	mendelian	solver_status	boomer_icd10_terms	direct_icd10cm_count	mondo_icd10_count	exact_ordo_links	ordo_icd10_count	ordo_predicates	no_mapping_found
KCNV2_Related_Retinopathy	KCNV2-Related Retinopathy	MONDO:1040063	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
KDM1A-Related_Neurodevelopmental_Disorder	KDM1A-Related Neurodevelopmental Disorder	MONDO:0014751	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:477993	1	skos:broadMatch	0
KDM6B-Related_Neurodevelopmental_Disorder	KDM6B-Related Neurodevelopmental Disorder	MONDO:0032790	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
KINSSHIP_Syndrome	KINSSHIP Syndrome	MONDO:0851095	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
KLC4-Related_Early-Childhood-Onset_Neurodegeneration	KLC4-Related Early-Childhood-Onset Neurodegeneration	MONDO:0700288	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
KLHL24-Related_Hypertrophic_Cardiomyopathy	KLHL24-Related Hypertrophic Cardiomyopathy	MONDO:0859372	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
KMT2B-Related_Dystonia	KMT2B-Related Dystonia	MONDO:0015004	1	ALL_MAPPINGS_CONSISTENT	ICD10:G24.8	0	0	ORDO:589618	1	skos:broadMatch	0
KRT1_Keratinopathies	KRT1 Keratinopathies	MONDO:0007239	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Kabuki_Syndrome	Kabuki Syndrome	MONDO:0016512	1	TIMED_OUT	ICD10:Q87.0	0	0	ORDO:2322	1	skos:broadMatch	0
Kallmann_Syndrome	Kallmann Syndrome	MONDO:0018800	1	TIMED_OUT	ICD10:E23.0	0	0	ORDO:478	1	skos:broadMatch	0
Kanzaki_Disease	Kanzaki Disease	MONDO:0012222	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.1	0	0	ORDO:79280	1	skos:broadMatch	0
Karyomegalic_Interstitial_Nephritis	Karyomegalic Interstitial Nephritis	MONDO:0013898	1	ALL_MAPPINGS_CONSISTENT	ICD10:N11.8	0	0	ORDO:401996	1	skos:broadMatch	0
Kearns-Sayre_Syndrome	Kearns-Sayre syndrome	MONDO:0010787	1	TIMED_OUT	ICD10:H49.8|ICD10CM:H49.81	0	2	ORDO:480	1	skos:broadMatch	0
Keipert_syndrome	Keipert syndrome	MONDO:0009720	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.0	0	0	ORDO:2662	1	skos:broadMatch	0
Kennedy_Disease	Kennedy Disease	MONDO:0010735	1	ALL_MAPPINGS_CONSISTENT	ICD10:G12.2	0	0	ORDO:481	1	skos:broadMatch	0
Keratitis-Ichthyosis-Deafness_Syndrome	Keratitis-Ichthyosis-Deafness Syndrome	MONDO:0007850	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Keratoderma_Hereditarium_Mutilans	Keratoderma Hereditarium Mutilans	MONDO:0007422	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q82.8	0	0	ORDO:494	1	skos:broadMatch	0
Keratosis_Follicularis_Spinulosa_Decalvans	Keratosis follicularis spinulosa decalvans	MONDO:0000136	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q82.8	0	0	ORDO:2340	1	skos:broadMatch	0
Keratosis_Pilaris_Atrophicans	Keratosis Pilaris Atrophicans	MONDO:0018855	1	TIMED_OUT	ICD10:L66.4|ICD10:Q82.8	0	0	ORDO:498	0		0
Keutel_Syndrome	Keutel Syndrome	MONDO:0009495	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:85202	1	skos:broadMatch	0
Kilquist_Syndrome	Kilquist syndrome	MONDO:0033664	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:633021	1	skos:broadMatch	0
Kindler_Epidermolysis_Bullosa	Kindler Epidermolysis Bullosa	MONDO:0008260	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q81.8	1	0	ORDO:2908	1	skos:broadMatch	0
Kleefstra_Syndrome	Kleefstra Syndrome	MONDO:0012455	1	TIMED_OUT	ICD10:Q87.8	0	0	ORDO:261494	1	skos:broadMatch	0
Klippel-Feil_Syndrome	Klippel-Feil Syndrome	MONDO:0001029	1	TIMED_OUT	ICD10:Q76.1|ICD10CM:Q76.1	0	2	ORDO:2345	1	skos:exactMatch	0
Kniest_Dysplasia	Kniest Dysplasia	MONDO:0007987	1	TIMED_OUT	ICD10:Q77.7	0	0	ORDO:485	1	skos:broadMatch	0
Koolen_de_Vries_syndrome	Koolen-de Vries syndrome	MONDO:0012496	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:96169	1	skos:broadMatch	0
Krabbe_Disease_Due_To_Saposin_A_Deficiency	Krabbe Disease Due To Saposin A Deficiency	MONDO:0012720	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Kufor-Rakeb_syndrome	Kufor-Rakeb syndrome	MONDO:0011706	1	ALL_MAPPINGS_CONSISTENT	ICD10:G23.0	0	0	ORDO:306674	1	skos:broadMatch	0
L-2-Hydroxyglutaric_Aciduria	L-2-Hydroxyglutaric Aciduria	MONDO:0009370	1	ALL_MAPPINGS_CONSISTENT	ICD10:E72.8	0	0	ORDO:79314	1	skos:broadMatch	0
L1_Syndrome	L1 Syndrome	MONDO:0017140	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q04.8	0	0	ORDO:275543	1	skos:broadMatch	0
LAMA5-Related_Bent_Bone_Dysplasia	LAMA5-Related Bent Bone Dysplasia	MONDO:0859573	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
LAMB1-Related_Cobblestone_Lissencephaly	LAMB1-Related Cobblestone Lissencephaly	MONDO:0014077	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q04.3	0	0	ORDO:352682	1	skos:broadMatch	0
LCA5-Related_Retinopathy	LCA5-Related Retinopathy	MONDO:0100445	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
LDLR-Related_Familial_Hypercholesterolemia	LDLR-Related Familial Hypercholesterolemia	MONDO:0007750	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
LIFR-Related_Stuve-Wiedemann_Syndrome	LIFR-Related Stuve-Wiedemann Syndrome	MONDO:0800043	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q78.8	0	0	ORDO:3206	1	skos:broadMatch	0
LRBA_Deficiency	LRBA Deficiency	MONDO:0013863	1	ALL_MAPPINGS_CONSISTENT	ICD10:D81.8	0	0	ORDO:445018	1	skos:broadMatch	0
LRRK2-Related_Parkinson_Disease	LRRK2-Related Parkinson Disease	MONDO:0011764	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Labyrinthitis	Labyrinthitis	MONDO:0002008	0	RETRACTED	ICD10CM:A88.1|ICD10CM:H83.0	0	2		0		0
Lafora_Disease	Lafora_Disease	MONDO:0009697	1	TIMED_OUT	ICD10:G40.3	0	0	ORDO:501	1	skos:broadMatch	0
Landau-Kleffner_Syndrome	Landau-Kleffner Syndrome	MONDO:0009509	1	ALL_MAPPINGS_CONSISTENT	ICD10:F80.3	0	0	ORDO:98818	1	skos:exactMatch	0
Langer_Mesomelic_Dysplasia	Langer Mesomelic Dysplasia	MONDO:0009588	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.1	0	0	ORDO:2632	1	skos:broadMatch	0
Large_Cell_Neuroendocrine_Carcinoma	Large Cell Neuroendocrine Carcinoma	MONDO:0005057	0	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Larsen-like_Syndrome_B3GAT3_Type	Larsen-like Syndrome B3GAT3 Type	MONDO:0009511	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q74.8	0	0	ORDO:284139	1	skos:broadMatch	0
Larsen_Syndrome	Larsen Syndrome	MONDO:0007875	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q74.8	0	0	ORDO:503	1	skos:broadMatch	0
Laryngotracheoesophageal_Cleft	Laryngotracheoesophageal Cleft	MONDO:0016060	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:2004	1	skos:broadMatch	0
Late-Onset_Pompe_Disease	Late-Onset Pompe Disease	MONDO:0018485	1	ALL_MAPPINGS_CONSISTENT	ICD10:E74.0	0	0	ORDO:420429	1	skos:broadMatch	0
Late_Complement_Component_Deficiency	Late Complement Component Deficiency	MONDO:0015700	1	TIMED_OUT	ICD10:D84.1	0	0	ORDO:169150	1	skos:broadMatch	0
Leber-like_Hereditary_Optic_Neuropathy_Autosomal_Recessive_1	Leber-like Hereditary Optic Neuropathy, Autosomal Recessive 1	MONDO:0958183	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Leber_Congenital_Amaurosis_10	Leber Congenital Amaurosis 10	MONDO:0012723	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Leber_Congenital_Amaurosis_with_Early-Onset_Deafness	Leber Congenital Amaurosis with Early-Onset Deafness	MONDO:0060650	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Leber_Hereditary_Optic_Neuropathy	Leber Hereditary Optic Neuropathy	MONDO:0010788	1	TIMED_OUT	ICD10:H47.2	0	0	ORDO:104	1	skos:broadMatch	0
Leber_Optic_Atrophy_and_Dystonia	Leber Optic Atrophy and Dystonia	MONDO:0010772	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Leigh_Syndrome	Leigh Syndrome	MONDO:0009723	1	TIMED_OUT	ICD10:E88.8|ICD10:G31.8|ICD10CM:G31.82	0	2	ORDO:506	1	skos:broadMatch	0
Leiomyosarcoma	Leiomyosarcoma	MONDO:0005058	0	RETRACTED		0	0	ORDO:64720	1	skos:broadMatch	0
Leishmaniasis	Leishmaniasis	MONDO:0011989	0	RETRACTED	ICD10CM:B55|ICD10CM:B55.0|ICD10CM:B55.1|ICD10CM:B55.2	0	2	ORDO:507	4	skos:narrowMatch	0
Lenz-Majewski_hyperostotic_dwarfism	Lenz-Majewski hyperostotic dwarfism	MONDO:0007892	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.1	0	0	ORDO:2658	1	skos:broadMatch	0
Leri-Weill_Dyschondrosteosis	Leri-Weill Dyschondrosteosis	MONDO:0007481	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q77.8	0	0	ORDO:240	1	skos:broadMatch	0
Lesch-Nyhan_Syndrome	Lesch-Nyhan Syndrome	MONDO:0010298	1	TIMED_OUT	ICD10:E79.1|ICD10CM:E79.1	0	2	ORDO:510	1	skos:exactMatch	0
Lethal_Congenital_Contracture_Syndrome	Lethal Congenital Contracture Syndrome	MONDO:0017436	1	TIMED_OUT	ICD10:G71.2|ICD10:Q68.8|ICD10:Q77.2	0	0	ORDO:294965	0		0
Lethal_Polymalformative_Syndrome_Boissel_Type	Lethal Polymalformative Syndrome, Boissel Type	MONDO:0013050	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:210144	1	skos:broadMatch	0
Leukocyte_Adhesion_Deficiency_Type_II	Leukocyte Adhesion Deficiency Type II	MONDO:0009953	1	RETRACTED	ICD10:D84.8	0	0	ORDO:99843	1	skos:broadMatch	0
Li-Ghorbani-Weisz-Hubshman_Syndrome	Li-Ghorbani-Weisz-Hubshman Syndrome	MONDO:0033547	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Liberfarb_syndrome	Liberfarb syndrome	MONDO:0030045	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:589442	1	skos:broadMatch	0
Lichtenstein-Knorr_Syndrome	Lichtenstein-Knorr Syndrome	MONDO:0014572	1	ALL_MAPPINGS_CONSISTENT	ICD10:G11.1	0	0	ORDO:448251	1	skos:broadMatch	0
Liddle_Syndrome	Liddle syndrome	MONDO:0008323	1	ALL_MAPPINGS_CONSISTENT	ICD10:I15.1	0	0	ORDO:526	1	skos:broadMatch	0
Limb-Girdle_Muscular_Dystrophy_Autosomal_Dominant	Limb-Girdle Muscular Dystrophy, Autosomal Dominant	MONDO:0015151	1	TIMED_OUT	ICD10:G71.0	0	0	ORDO:102014	0		0
Limbic_Encephalitis	Limbic Encephalitis	MONDO:0015588	0	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Linear_Skin_Defects_with_Multiple_Congenital_Anomalies_1	Linear Skin Defects with Multiple Congenital Anomalies 1	MONDO:0024552	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Lipoic_Acid_Synthetase_Deficiency	Lipoic Acid Synthetase Deficiency	MONDO:0013762	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.8	0	0	ORDO:401859	1	skos:broadMatch	0
Lipoid_Proteinosis	Lipoid Proteinosis	MONDO:0009530	1	TIMED_OUT	ICD10:E78.8	0	0	ORDO:530	1	skos:broadMatch	0
Liposarcoma	Liposarcoma	MONDO:0005060	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:69078	1	skos:broadMatch	0
Lipoyl_Transferase_1_Deficiency	Lipoyl Transferase 1 Deficiency	MONDO:0014576	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.8	0	0	ORDO:401862	1	skos:broadMatch	0
Lissencephaly_Spectrum_Disorders	Lissencephaly Spectrum Disorders	MONDO:0018838	1	TIMED_OUT	ICD10:Q04.3	0	0	ORDO:48471	0		0
Loeys-Dietz_Syndrome	Loeys-Dietz Syndrome	MONDO:0018954	1	TIMED_OUT	ICD10:Q87.4|ICD10:Q87.8	0	0	ORDO:60030	1	skos:broadMatch	0
Loeys-Dietz_Syndrome_4	Loeys-Dietz Syndrome 4	MONDO:0013897	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Loeys-Dietz_Syndrome_6	Loeys-Dietz Syndrome 6	MONDO:0030500	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Long-Chain_3-Hydroxyacyl-CoA_Dehydrogenase_Deficiency	Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency	MONDO:0012173	1	ALL_MAPPINGS_CONSISTENT	ICD10:E71.3	0	0	ORDO:5	1	skos:broadMatch	0
Long_QT_Syndrome	Familial Long QT Syndrome	MONDO:0019171	0	RETRACTED		0	0	ORDO:101016|ORDO:768	1	skos:broadMatch	0
Lowe_Syndrome	Lowe syndrome	MONDO:0010645	1	TIMED_OUT	ICD10:E72.0	0	0	ORDO:534	1	skos:broadMatch	0
Lymphatic_Malformation_6	Lymphatic malformation 6	MONDO:0014797	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q82.0	0	0	ORDO:568062	1	skos:broadMatch	0
Lymphomatoid_Granulomatosis	Lymphomatoid Granulomatosis	MONDO:0019466	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:86869	1	skos:broadMatch	0
Lysinuric_Protein_Intolerance	Lysinuric protein intolerance	MONDO:0009109	1	TIMED_OUT	ICD10:E72.0	0	0	ORDO:470	1	skos:broadMatch	0
Lysosomal_Acid_Phosphatase_Deficiency	Lysosomal Acid Phosphatase Deficiency	MONDO:0008705	1	ALL_MAPPINGS_CONSISTENT	ICD10:E83.3	0	0	ORDO:35121	1	skos:broadMatch	0
MAN2C1-congenital_disorder_of_deglycosylation_2	MAN2C1-congenital disorder of deglycosylation 2	MONDO:0030770	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MBD5_Haploinsufficiency_Syndrome	MBD5 Haploinsufficiency Syndrome	MONDO:0007974	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MCM3AP-Related_Peripheral_Neuropathy	MCM3AP-Related Peripheral Neuropathy	MONDO:0029131	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MCM8-related_gametogenic_failure	MCM8-related gametogenic failure	MONDO:0044776	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MED11-Related_Disorder	MED11-Related Disorder	MONDO:0957225	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MED13L_Syndrome	MED13L Syndrome	MONDO:0014773	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.0	0	0	ORDO:369891	1	skos:broadMatch	0
MED13_Syndrome	MED13 Syndrome	MONDO:0032485	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MED17-Related_Disorder	MED17-Related Disorder	MONDO:0013351	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q04.3	0	0	ORDO:402364	1	skos:broadMatch	0
MED27-Related_Disorder	MED27-Related Disorder	MONDO:0859137	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MEDNIK_syndrome	MEDNIK syndrome	MONDO:0012251	1	ALL_MAPPINGS_CONSISTENT	ICD10:E83.0	0	0	ORDO:171851	1	skos:broadMatch	0
MEGF8-Related_Carpenter_Syndrome	MEGF8-related Carpenter Syndrome	MONDO:0013998	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MELAS_Syndrome	MELAS Syndrome	MONDO:0010789	1	TIMED_OUT	ICD10:G71.3|ICD10CM:E88.41	1	2	ORDO:550	1	skos:broadMatch	0
MEND_Syndrome	MEND Syndrome	MONDO:0010498	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:401973	1	skos:broadMatch	0
MEPAN_Syndrome	MEPAN Syndrome	MONDO:0015003	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.8	0	0	ORDO:508093	1	skos:broadMatch	0
MERRF_Syndrome	MERRF Syndrome	MONDO:0010790	1	TIMED_OUT	ICD10:G71.3|ICD10CM:E88.42	0	2	ORDO:551	1	skos:broadMatch	0
MERTK-Related_Retinopathy	MERTK-Related Retinopathy	MONDO:0800394	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MGAT2-congenital_disorder_of_glycosylation	MGAT2-congenital disorder of glycosylation	MONDO:0008908	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79329	1	skos:broadMatch	0
MHC_Class_II_Deficiency	MHC class II deficiency	MONDO:0008855	1	TIMED_OUT	ICD10:D81.7	0	0	ORDO:572	1	skos:exactMatch	0
MICPCH_Syndrome	MICPCH Syndrome	MONDO:0010417	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q04.3	0	0	ORDO:163937	1	skos:broadMatch	0
MITF_Waardenburg_Tietz_Spectrum	MITF Waardenburg-Tietz Spectrum	MONDO:0018094	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:3440	1	skos:broadMatch	0
MMACHC-related_Methylmalonic_Aciduria_and_Homocystinuria_cblC_Type	MMACHC-related Methylmalonic Aciduria and Homocystinuria, cblC Type	MONDO:0010184	1	ALL_MAPPINGS_CONSISTENT	ICD10:D58.8	0	0	ORDO:79282	1	skos:broadMatch	0
MMADHC-related_Disorder_of_Cobalamin_Metabolism_cblD_Type	MMADHC-related Disorder of Cobalamin Metabolism, cblD Type	MONDO:0700297	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MPDU1-congenital_disorder_of_glycosylation	MPDU1-congenital disorder of glycosylation	MONDO:0012211	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79323	1	skos:broadMatch	0
MPI-Congenital_Disorder_of_Glycosylation	MPI-congenital disorder of glycosylation	MONDO:0011257	1	ALL_MAPPINGS_CONSISTENT	ICD10:E77.8	0	0	ORDO:79319	1	skos:broadMatch	0
MSMO1_Deficiency	MSMO1 Deficiency	MONDO:0014793	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.8	0	0	ORDO:488168	1	skos:broadMatch	0
MSTO1-Related_Mitochondrial_Myopathy	MSTO1-Related Mitochondrial Myopathy	MONDO:0044714	1	ALL_MAPPINGS_CONSISTENT	ICD10:G71.3	0	0	ORDO:502423	1	skos:broadMatch	0
MT-ATP6_MT-ATP8-Related_Infantile_Hypertrophic_Cardiomyopathy	MT-ATP6/MT-ATP8-Related Infantile Hypertrophic Cardiomyopathy	MONDO:0010777	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
MTHFD1_Deficiency	MTHFD1 Deficiency	MONDO:0060611	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.8	0	0	ORDO:658813	1	skos:broadMatch	0
MTO1_Deficiency	MTO1 Deficiency	MONDO:0013865	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.8	0	0	ORDO:314637	1	skos:broadMatch	0
MUTYH-Associated_Polyposis	MUTYH-Associated Polyposis	MONDO:0012041	1	ALL_MAPPINGS_CONSISTENT	ICD10:D12.6	0	0	ORDO:247798	1	skos:broadMatch	0
MYO6_Hearing_Loss	MYO6_Hearing_Loss	MONDO:0019497	1	ALL_MAPPINGS_CONSISTENT	ICD10:H90.5	0	0	ORDO:87884	1	skos:exactMatch	0
Mabry_Syndrome	Mabry Syndrome	MONDO:0016596	1	TIMED_OUT	ICD10:Q87.8	0	0	ORDO:247262	1	skos:broadMatch	0
Machado_Joseph_Disease	Machado-Joseph Disease	MONDO:0007182	1	TIMED_OUT	ICD10:G11.8	0	0	ORDO:98757	1	skos:broadMatch	0
Malan_Syndrome	Malan Syndrome	MONDO:0013885	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.3	0	0	ORDO:420179	1	skos:broadMatch	0
Malaria	Malaria	MONDO:0005136	0	RETRACTED	ICD10CM:B50|ICD10CM:B51|ICD10CM:B53	0	2	ORDO:673	13	skos:narrowMatch	0
Malignant_Germ_Cell_Tumor_of_Ovary	Malignant Germ Cell Tumor of Ovary	MONDO:0018171	0	RETRACTED		0	0	ORDO:35807	0		1
Malignant_Non_Dysgerminomatous_Germ_Cell_Tumor_Of_Ovary	Malignant Non-Dysgerminomatous Germ Cell Tumor Of Ovary	MONDO:0016096	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:206538	1	skos:broadMatch	0
Malignant_Peripheral_Nerve_Sheath_Tumor	Malignant Peripheral Nerve Sheath Tumor	MONDO:0017827	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:3148	1	skos:broadMatch	0
Mandibulofacial_Dysostosis_With_Alopecia	Mandibulofacial Dysostosis with Alopecia	MONDO:0014608	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q75.4	0	0	ORDO:443995	1	skos:broadMatch	0
Mandibulofacial_Dysostosis_with_Microcephaly	Mandibulofacial dysostosis with microcephaly	MONDO:0012516	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.0	0	0	ORDO:79113	1	skos:broadMatch	0
Maple_Syrup_Urine_Disease	Maple Syrup Urine Disease	MONDO:0009563	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:E71.0	0	2	ORDO:511	1	skos:exactMatch	0
Marden-Walker_Syndrome	Marden-Walker Syndrome	MONDO:0009564	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.0	0	0	ORDO:2461	1	skos:broadMatch	0
Marfanoid_Progeroid_Lipodystrophy_Syndrome	Marfanoid-Progeroid-Lipodystrophy Syndrome	MONDO:0014831	1	ALL_MAPPINGS_CONSISTENT	ICD10:E88.1	0	0	ORDO:300382	1	skos:broadMatch	0
Marginal_Zone_Lymphoma	Marginal Zone Lymphoma	MONDO:0017604	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:C88.4	0	0	ORDO:300912	0		0
Marinesco-Sjogren_Syndrome	Marinesco-Sjogren Syndrome	MONDO:0009567	1	ALL_MAPPINGS_CONSISTENT	ICD10:G11.1	0	0	ORDO:559	1	skos:broadMatch	0
Maroteaux-Lamy_syndrome	Maroteaux-Lamy syndrome	MONDO:0009661	1	TIMED_OUT	ICD10:E76.2	0	0	ORDO:583	1	skos:broadMatch	0
Marshall-Smith_Syndrome	Marshall-Smith Syndrome	MONDO:0011244	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.3	0	0	ORDO:561	1	skos:broadMatch	0
McKusick-Kaufman_Syndrome	McKusick-Kaufman syndrome	MONDO:0009367	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:2473	1	skos:broadMatch	0
McLeod_Neuroacanthocytosis_Syndrome	McLeod Neuroacanthocytosis Syndrome	MONDO:0018945	1	ALL_MAPPINGS_CONSISTENT	ICD10:G10	0	0	ORDO:59306	1	skos:broadMatch	0
Meacham_syndrome	Meacham syndrome	MONDO:0012164	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q87.8	0	0	ORDO:3097	1	skos:broadMatch	0
Meckel_Syndrome	Meckel Syndrome	MONDO:0018921	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:564	1	skos:broadMatch	0
Mediator_Complex_Neurodevelopmental_Disorder	Mediator Complex Neurodevelopmental Disorder	MONDO:0002320	0	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Meester-Loeys_Syndrome	Meester-Loeys Syndrome	MONDO:0010515	1	ALL_MAPPINGS_CONSISTENT		0	0		0		1
Meier-Gorlin_Syndrome	Meier-Gorlin syndrome	MONDO:0016817	1	TIMED_OUT	ICD10:Q87.1	0	0	ORDO:2554	1	skos:broadMatch	0
Mendelian_Susceptibility_To_Mycobacterial_Diseases_Due_To_Complete_IL12B_Deficiency	Mendelian Susceptibility To Mycobacterial Diseases Due To Complete IL12B Deficiency	MONDO:0013954	1	ALL_MAPPINGS_CONSISTENT	ICD10:D84.8	0	0	ORDO:319558	1	skos:broadMatch	0
Mendelian_Susceptibility_To_Mycobacterial_Diseases_Due_To_Partial_IRF8_Deficiency	Mendelian Susceptibility To Mycobacterial Diseases Due To Partial IRF8 Deficiency	MONDO:0013957	1	ALL_MAPPINGS_CONSISTENT	ICD10:D84.8	0	0	ORDO:319600	1	skos:broadMatch	0
Meningioma	Meningioma	MONDO:0016642	0	ALL_MAPPINGS_CONSISTENT		0	0	ORDO:2495	1	skos:broadMatch	0
Menkes_Disease	Menkes Disease	MONDO:0010651	0	ALL_MAPPINGS_CONSISTENT		1	0	ORDO:565	1	skos:broadMatch	0
Mesomelia-Synostoses_Syndrome	Mesomelia-Synostoses Syndrome	MONDO:0010881	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q74.8	0	0	ORDO:2496	1	skos:broadMatch	0
Mesomelic_Dysplasia_Kantaputra_Type	Mesomelic Dysplasia, Kantaputra Type	MONDO:0007977	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q78.8	0	0	ORDO:1836	1	skos:broadMatch	0
Mesomelic_Dysplasia_Savarirayan_Type	Mesomelic Dysplasia, Savarirayan Type	MONDO:0011530	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q78.8	0	0	ORDO:85170	1	skos:broadMatch	0
Metabolic_Dysfunction-Associated_Steatotic_Liver_Disease	Metabolic Dysfunction-Associated Steatotic Liver Disease	MONDO:0013209	0	ALL_MAPPINGS_CONSISTENT	ICD10CM:K75.81	0	0		0		0
Metaphyseal_Anadysplasia	Metaphyseal anadysplasia	MONDO:0015177	1	TIMED_OUT	ICD10:Q78.5	0	0	ORDO:1040	1	skos:broadMatch	0
Metaphyseal_Chondrodysplasia_Jansen_Type	Metaphyseal Chondrodysplasia, Jansen Type	MONDO:0007982	1	TIMED_OUT	ICD10:Q78.5	0	0	ORDO:33067	1	skos:broadMatch	0
Metaphyseal_Chondrodysplasia_Schmid_Type	Metaphyseal Chondrodysplasia, Schmid Type	MONDO:0007983	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q78.5	0	0	ORDO:174	1	skos:broadMatch	0
Metaphyseal_Dysplasia_Spahr_Type	Metaphyseal dysplasia, Spahr type	MONDO:0009597	1	ALL_MAPPINGS_CONSISTENT	ICD10:Q78.5	0	0	ORDO:2501	1	skos:broadMatch	0
