gene_symbol	g2p_row_count	actionable_row_count	highest_curation_priority	worst_row_status	primary_curation_action	top_curation_note	direct_dismech_match_count	g2p_mondo_collision_count	direct_section_pmid_overlap_count	direct_section_pmid_missing_count	root_match_count	root_match_pmid_gap_count	split_across_dismech_count	embedded_not_rooted_count	underrepresented_in_dismech_count	no_dismech_match_count
CBS	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	11	0	0	0	1	0	0
CCDC39	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
CCDC40	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
CCNO	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	15	0	0	0	1	0	0
CDKL5	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Epilepsy.yaml rather than rooted directly.	1	0	0	11	0	0	0	1	0	0
CDKN2A	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	17	0	0	0	1	0	0
CHD2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	23	0	0	0	1	0	0
CHD4	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
CHRNA1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
CIC	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
COL3A1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	24	0	0	0	1	0	0
COL5A1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	1	0	0
COL5A2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
CPS1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
CRPPA	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	5	0	0	0	1	0	0
CSNK2B	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	1	0	0
CSPP1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Joubert_syndrome.yaml rather than rooted directly.	1	0	0	5	0	0	0	1	0	0
CTCF	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
CTSB	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
CXCR4	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
CYBB	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
CYP24A1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
D2HGDH	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
DEPDC5	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	1	0	0
DLD	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Maple_Syrup_Urine_Disease.yaml rather than rooted directly.	1	0	0	2	0	0	0	1	0	0
DMPK	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
DNAH5	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	19	0	0	0	1	0	0
DPF2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Coffin_Siris_Syndrome.yaml rather than rooted directly.	1	0	1	1	0	0	0	1	0	0
DPM1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	2	0	0	0	1	0	0
DPM3	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	2	0	0	0	1	0	0
DST	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Epidermolysis_Bullosa_Simplex.yaml rather than rooted directly.	1	0	0	2	0	0	0	1	0	0
DTNBP1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
DYRK1A	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	12	0	0	0	1	0	0
ECEL1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	12	0	0	0	1	0	0
EGR2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
ENG	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
ERCC6	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	20	0	0	0	1	0	0
ERCC8	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
ETFA	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	1	0	0
ETFB	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
ETFDH	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
EZH2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	1	0	0
FAH	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	1	0	0
FANCA	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	26	0	0	0	1	0	0
FANCB	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	13	0	0	0	1	0	0
FANCC	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
FANCD2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
FANCE	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
FANCF	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
FANCG	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
FANCI	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
FANCL	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	7	0	0	0	1	0	0
FANCM	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	0	0	0	0	1	0	0
FBN2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	7	0	0	0	1	0	0
FHOD3	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	11	0	0	0	1	0	0
FKRP	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	13	0	0	0	1	0	0
FLG	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
FOXC1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	9	0	0	0	1	0	0
FOXF1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
FOXJ1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
FOXP3	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
FTO	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
FXN	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	1	0	0
G6PC1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Glycogen_Storage_Disease_Type_I.yaml rather than rooted directly.	1	0	0	2	0	0	0	1	0	0
GABRG2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
GAD1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
GALC	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	1	0	0
GAMT	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
GATA3	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	38	0	0	0	1	0	0
GATA4	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	6	0	0	0	1	0	0
GBA1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Gaucher_Disease.yaml rather than rooted directly.	1	0	0	6	0	0	0	1	0	0
GCDH	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Glutaryl-CoA_Dehydrogenase_Deficiency.yaml rather than rooted directly.	1	0	0	9	0	0	0	1	0	0
GCSH	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
GDF2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
GLA	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	12	0	0	0	1	0	0
GLDC	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	12	0	0	0	1	0	0
GLI2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
GRIA4	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
HADHA	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
HAMP	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
HCN1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
HFE	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Liver_Cirrhosis.yaml rather than rooted directly.	1	0	0	1	0	0	0	1	0	0
HLCS	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	5	0	0	0	1	0	0
HMGCL	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
HNF1B	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Diabetes_Mellitus.yaml rather than rooted directly.	1	0	0	10	0	0	0	1	0	0
IL6	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
IVD	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	1	0	0
KCNB1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
KCNE2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
KCNK3	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
KCTD1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
KIF5A	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
KIF7	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Joubert_syndrome.yaml rather than rooted directly.	1	0	0	9	0	0	0	1	0	0
KLF1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
KLHL24	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Epidermolysis_Bullosa_Simplex.yaml rather than rooted directly.	1	0	1	1	0	0	0	1	0	0
KMT2C	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Kleefstra_Syndrome.yaml rather than rooted directly.	1	0	0	5	0	0	0	1	0	0
L2HGDH	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
LARGE1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.	1	0	0	5	0	0	0	1	0	0
LDLR	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
LDLRAP1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
LEMD3	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dacryocystitis-Osteopoikilosis_Syndrome.yaml rather than rooted directly.	1	0	1	4	0	0	0	1	0	0
LIAS	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
LIPT1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
LIPT2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
LPL	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
MEFV	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
MEN1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	15	0	0	0	1	0	0
MET	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
MMAA	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
MMAB	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	16	0	0	0	1	0	0
MMUT	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	1	0	0
MPO	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
MRAS	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	3	0	0	0	1	0	0
MYCN	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	4	0	0	0	1	0	0
NAGS	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
NEB	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Nemaline_Myopathy.yaml rather than rooted directly.	1	0	0	13	0	0	0	1	0	0
NF1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	43	0	0	0	1	0	0
NF2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	12	0	0	0	1	0	0
NFE2L2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
NOD2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
NPC1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Niemann_Pick_Disease_Type_C.yaml rather than rooted directly.	1	0	1	7	0	0	0	1	0	0
NPC2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Niemann_Pick_Disease_Type_C.yaml rather than rooted directly.	1	0	0	4	0	0	0	1	0	0
NPM1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
NRAS	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
NTRK1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	8	0	0	0	1	0	0
NTRK2	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
ODAD1	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	2	0	0	0	1	0	0
OPTN	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	1	0	0	0	1	0	0
OTC	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	12	0	0	0	1	0	0
PCCA	1	1	MEDIUM	EMBEDDED_NOT_ROOTED	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.	0	0	0	10	0	0	0	1	0	0
