index,mean_ETR,mean_control,diff,t,p,cohens_d
M1_minus_M2 (CD86-CD163),-0.7682142857142856,-0.4343716666666667,-0.3338426190476189,-2.5027153893282637,0.01797832306959347,-0.853356689060398
M1_rel (CD86-CD68),0.8259571428571427,1.0199599999999995,-0.1940028571428568,-1.9034607398221797,0.0670370818760566,-0.6591637103093538
M2_rel (CD163-CD68),1.5941714285714281,1.4543316666666666,0.13983976190476155,1.0986011400121183,0.2817786031258458,0.3885223398405654
