slug	route	subject	predicate	source_target	target	source	fact_type	sub	object	prior	status	reason
2-Methylbutyryl-CoA_Dehydrogenase_Deficiency	ordo	ORDO:79157	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:79157	ICD10:E71.1	0.9	INCLUDED	NA
3-Hydroxy-3-Methylglutaric_Aciduria	ordo	ORDO:20	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:20	ICD10:E71.1	0.9	INCLUDED	NA
3-Hydroxy-3-Methylglutaryl-CoA_Synthase_Deficiency	ordo	ORDO:35701	skos:broadMatch	ICD-10:E71.3	ICD10:E71.3	ordo.db	ProperSubClassOf	ORDO:35701	ICD10:E71.3	0.9	INCLUDED	NA
3-Hydroxyisobutyryl-CoA_Hydrolase_Deficiency	ordo	ORDO:88639	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:88639	ICD10:E71.1	0.9	INCLUDED	NA
3-M_Syndrome	ordo	ORDO:2616	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:2616	ICD10:Q87.1	0.9	INCLUDED	NA
3-Methylcrotonyl-CoA_Carboxylase_Deficiency	ordo	ORDO:6	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:6	ICD10:E71.1	0.9	INCLUDED	NA
3-Methylglutaconic_Aciduria_Type_I	ordo	ORDO:67046	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:67046	ICD10:E71.1	0.9	INCLUDED	NA
3-Phosphoglycerate_Dehydrogenase_Deficiency	ordo	ORDO:583607	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:583607	ICD10:Q87.8	0.9	INCLUDED	NA
3-Phosphoglycerate_Dehydrogenase_Deficiency	ordo	ORDO:79351	skos:broadMatch	ICD-10:E72.8	ICD10:E72.8	ordo.db	ProperSubClassOf	ORDO:79351	ICD10:E72.8	0.9	INCLUDED	NA
3-methylglutaconic_Aciduria_With_Deafness_Encephalopathy_And_Leigh-like_Syndrome	ordo	ORDO:352328	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:352328	ICD10:E71.1	0.9	INCLUDED	NA
3MC_Syndrome	ordo	ORDO:293843	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:293843	ICD10:Q87.8	0.9	INCLUDED	NA
46_XX_Gonadal_Dysgenesis	ordo	ORDO:243	skos:exactMatch	ICD-10:Q99.1	ICD10:Q99.1	ordo.db	EquivalentTo	ORDO:243	ICD10:Q99.1	0.95	INCLUDED	NA
46_XX_Gonadal_Dysgenesis	ordo	ORDO:444048	skos:broadMatch	ICD-10:Q96.8	ICD10:Q96.8	ordo.db	ProperSubClassOf	ORDO:444048	ICD10:Q96.8	0.9	INCLUDED	NA
46_XX_Testicular_DSD	ordo	ORDO:393	skos:broadMatch	ICD-10:Q99.1	ICD10:Q99.1	ordo.db	ProperSubClassOf	ORDO:393	ICD10:Q99.1	0.9	INCLUDED	NA
46_XY_DSD_Due_to_17_Beta_Hydroxysteroid_Dehydrogenase_3_Deficiency	ordo	ORDO:752	skos:broadMatch	ICD-10:E29.1	ICD10:E29.1	ordo.db	ProperSubClassOf	ORDO:752	ICD10:E29.1	0.9	INCLUDED	NA
46_XY_DSD_Due_to_5_Alpha_Reductase_2_Deficiency	ordo	ORDO:753	skos:broadMatch	ICD-10:E29.1	ICD10:E29.1	ordo.db	ProperSubClassOf	ORDO:753	ICD10:E29.1	0.9	INCLUDED	NA
46_XY_Partial_Gonadal_Dysgenesis	ordo	ORDO:251510	skos:broadMatch	ICD-10:Q56.1	ICD10:Q56.1	ordo.db	ProperSubClassOf	ORDO:251510	ICD10:Q56.1	0.9	INCLUDED	NA
46_XY_complete_gonadal_dysgenesis	ordo	ORDO:242	skos:broadMatch	ICD-10:Q99.1	ICD10:Q99.1	ordo.db	ProperSubClassOf	ORDO:242	ICD10:Q99.1	0.9	INCLUDED	NA
5-Oxoprolinase_Deficiency	ordo	ORDO:33572	skos:broadMatch	ICD-10:E72.8	ICD10:E72.8	ordo.db	ProperSubClassOf	ORDO:33572	ICD10:E72.8	0.9	INCLUDED	NA
ACAD9_Deficiency	ordo	ORDO:99901	skos:broadMatch	ICD-10:E71.3	ICD10:E71.3	ordo.db	ProperSubClassOf	ORDO:99901	ICD10:E71.3	0.9	INCLUDED	NA
ACys_Amyloidosis	ordo	ORDO:100008	skos:broadMatch	ICD-10:E85.4+	ICD10:E85.4+	ordo.db	NA	NA	NA	NA	REVIEW	Target absent from classification; retain code qualifiers for review
ACys_Amyloidosis	ordo	ORDO:100008	skos:broadMatch	ICD-10:I68.0*	ICD10:I68.0*	ordo.db	NA	NA	NA	NA	REVIEW	Target absent from classification; retain code qualifiers for review
ADCA-DN	ordo	ORDO:314404	skos:broadMatch	ICD-10:G11.2	ICD10:G11.2	ordo.db	ProperSubClassOf	ORDO:314404	ICD10:G11.2	0.9	INCLUDED	NA
ADGRG1_Bilateral_Frontoparietal_Polymicrogyria	ordo	ORDO:101070	skos:broadMatch	ICD-10:Q04.3	ICD10:Q04.3	ordo.db	ProperSubClassOf	ORDO:101070	ICD10:Q04.3	0.9	INCLUDED	NA
ADNP-Related_Syndrome	ordo	ORDO:404448	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:404448	ICD10:Q87.0	0.9	INCLUDED	NA
ADan_amyloidosis	ordo	ORDO:97346	skos:broadMatch	ICD-10:E85.4+	ICD10:E85.4+	ordo.db	NA	NA	NA	NA	REVIEW	Target absent from classification; retain code qualifiers for review
ADan_amyloidosis	ordo	ORDO:97346	skos:broadMatch	ICD-10:I68.0*	ICD10:I68.0*	ordo.db	NA	NA	NA	NA	REVIEW	Target absent from classification; retain code qualifiers for review
AFG2A-Related_Encephalopathy	ordo	ORDO:457351	skos:broadMatch	ICD-10:Q02	ICD10:Q02	ordo.db	ProperSubClassOf	ORDO:457351	ICD10:Q02	0.9	INCLUDED	NA
AGAT_Deficiency	ordo	ORDO:35704	skos:broadMatch	ICD-10:E72.8	ICD10:E72.8	ordo.db	ProperSubClassOf	ORDO:35704	ICD10:E72.8	0.9	INCLUDED	NA
AHCY_Deficiency	ordo	ORDO:88618	skos:broadMatch	ICD-10:E72.1	ICD10:E72.1	ordo.db	ProperSubClassOf	ORDO:88618	ICD10:E72.1	0.9	INCLUDED	NA
ALDH18A1_De_Barsy_Spectrum	ordo	ORDO:35664	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:35664	ICD10:Q87.8	0.9	INCLUDED	NA
ALDH18A1_De_Barsy_Spectrum	ordo	ORDO:447753	skos:broadMatch	ICD-10:G11.4	ICD10:G11.4	ordo.db	ProperSubClassOf	ORDO:447753	ICD10:G11.4	0.9	INCLUDED	NA
ALDH18A1_De_Barsy_Spectrum	ordo	ORDO:447760	skos:broadMatch	ICD-10:G11.4	ICD10:G11.4	ordo.db	ProperSubClassOf	ORDO:447760	ICD10:G11.4	0.9	INCLUDED	NA
ALG1-Congenital_Disorder_of_Glycosylation	ordo	ORDO:79327	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:79327	ICD10:E77.8	0.9	INCLUDED	NA
ALG11-Congenital_Disorder_of_Glycosylation	ordo	ORDO:280071	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:280071	ICD10:E77.8	0.9	INCLUDED	NA
ALG12_Congenital_Disorder_of_Glycosylation	ordo	ORDO:79324	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:79324	ICD10:E77.8	0.9	INCLUDED	NA
ALG3-Congenital_Disorder_of_Glycosylation	ordo	ORDO:79321	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:79321	ICD10:E77.8	0.9	INCLUDED	NA
ALG6-Congenital_Disorder_of_Glycosylation	ordo	ORDO:79320	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:79320	ICD10:E77.8	0.9	INCLUDED	NA
ALG9-congenital_disorder_of_glycosylation	ordo	ORDO:79328	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:79328	ICD10:E77.8	0.9	INCLUDED	NA
ARX-Related_Lissencephaly_and_Interneuronopathy	ordo	ORDO:452	skos:broadMatch	ICD-10:Q04.3	ICD10:Q04.3	ordo.db	ProperSubClassOf	ORDO:452	ICD10:Q04.3	0.9	INCLUDED	NA
AR_Cerebellar_Ataxia-Saccadic_Intrusion_Syndrome	ordo	ORDO:95434	skos:broadMatch	ICD-10:G11.1	ICD10:G11.1	ordo.db	ProperSubClassOf	ORDO:95434	ICD10:G11.1	0.9	INCLUDED	NA
ATRX_Syndrome	ordo	ORDO:847	skos:broadMatch	ICD-10:D56.0	ICD10:D56.0	ordo.db	ProperSubClassOf	ORDO:847	ICD10:D56.0	0.9	INCLUDED	NA
ATTR_Amyloidosis	ordo	ORDO:271861	skos:broadMatch	ICD-10:E85.1	ICD10:E85.1	ordo.db	ProperSubClassOf	ORDO:271861	ICD10:E85.1	0.9	INCLUDED	NA
Abetalipoproteinemia	ordo	ORDO:14	skos:broadMatch	ICD-10:E78.6	ICD10:E78.6	ordo.db	ProperSubClassOf	ORDO:14	ICD10:E78.6	0.9	INCLUDED	NA
Acatalasia	ordo	ORDO:926	skos:exactMatch	ICD-10:E80.3	ICD10:E80.3	ordo.db	EquivalentTo	ORDO:926	ICD10:E80.3	0.95	INCLUDED	NA
Achondrogenesis_Type_II	ordo	ORDO:93296	skos:broadMatch	ICD-10:Q77.0	ICD10:Q77.0	ordo.db	ProperSubClassOf	ORDO:93296	ICD10:Q77.0	0.9	INCLUDED	NA
Achondroplasia	ordo	ORDO:15	skos:exactMatch	ICD-10:Q77.4	ICD10:Q77.4	ordo.db	EquivalentTo	ORDO:15	ICD10:Q77.4	0.95	INCLUDED	NA
Achromatopsia	ordo	ORDO:49382	skos:broadMatch	ICD-10:H53.5	ICD10:H53.5	ordo.db	ProperSubClassOf	ORDO:49382	ICD10:H53.5	0.9	INCLUDED	NA
Acrocallosal_Syndrome	ordo	ORDO:36	skos:broadMatch	ICD-10:Q04.0	ICD10:Q04.0	ordo.db	ProperSubClassOf	ORDO:36	ICD10:Q04.0	0.9	INCLUDED	NA
Acrodysostosis	ordo	ORDO:950	skos:broadMatch	ICD-10:Q75.4	ICD10:Q75.4	ordo.db	ProperSubClassOf	ORDO:950	ICD10:Q75.4	0.9	INCLUDED	NA
Acromesomelic_Dysplasia_Grebe_Type	ordo	ORDO:2098	skos:broadMatch	ICD-10:Q78.8	ICD10:Q78.8	ordo.db	ProperSubClassOf	ORDO:2098	ICD10:Q78.8	0.9	INCLUDED	NA
Acromesomelic_Dysplasia_Grebe_Type	ordo	ORDO:968	skos:broadMatch	ICD-10:Q78.8	ICD10:Q78.8	ordo.db	ProperSubClassOf	ORDO:968	ICD10:Q78.8	0.9	INCLUDED	NA
Acromesomelic_Dysplasia_Maroteaux_Type	ordo	ORDO:40	skos:broadMatch	ICD-10:Q77.8	ICD10:Q77.8	ordo.db	ProperSubClassOf	ORDO:40	ICD10:Q77.8	0.9	INCLUDED	NA
Activated_PI3K-delta_Syndrome	ordo	ORDO:397596	skos:broadMatch	ICD-10:D81.8	ICD10:D81.8	ordo.db	ProperSubClassOf	ORDO:397596	ICD10:D81.8	0.9	INCLUDED	NA
Acute_Intermittent_Porphyria	ordo	ORDO:79276	skos:broadMatch	ICD-10:E80.2	ICD10:E80.2	ordo.db	ProperSubClassOf	ORDO:79276	ICD10:E80.2	0.9	INCLUDED	NA
Adenine_Phosphoribosyltransferase_Deficiency	ordo	ORDO:976	skos:broadMatch	ICD-10:E79.8	ICD10:E79.8	ordo.db	ProperSubClassOf	ORDO:976	ICD10:E79.8	0.9	INCLUDED	NA
Adenosine_Kinase_Deficiency	ordo	ORDO:289290	skos:broadMatch	ICD-10:E72.1	ICD10:E72.1	ordo.db	ProperSubClassOf	ORDO:289290	ICD10:E72.1	0.9	INCLUDED	NA
Adenylosuccinate_Lyase_Deficiency	ordo	ORDO:46	skos:broadMatch	ICD-10:E79.8	ICD10:E79.8	ordo.db	ProperSubClassOf	ORDO:46	ICD10:E79.8	0.9	INCLUDED	NA
Adult-Onset_Proximal_Spinal_Muscular_Atrophy_Autosomal_Dominant	dismech	dismech:Adult-Onset_Proximal_Spinal_Muscular_Atrophy_Autosomal_Dominant	skos:broadMatch	ICD10CM:G12.1	ICD10CM:G12.1	ORPHA:209335	NA	NA	NA	NA	REVIEW	WHO evidence does not verify ICD10CM identity or direction
Adult-Onset_Proximal_Spinal_Muscular_Atrophy_Autosomal_Dominant	ordo	ORDO:209335	skos:broadMatch	ICD-10:G12.1	ICD10:G12.1	ordo.db	ProperSubClassOf	ORDO:209335	ICD10:G12.1	0.9	INCLUDED	NA
Adult_Polyglucosan_Body_Disease	ordo	ORDO:206583	skos:broadMatch	ICD-10:E74.0	ICD10:E74.0	ordo.db	ProperSubClassOf	ORDO:206583	ICD10:E74.0	0.9	INCLUDED	NA
Advanced_Sleep_Phase_Syndrome	ordo	ORDO:164736	skos:broadMatch	ICD-10:G47.2	ICD10:G47.2	ordo.db	ProperSubClassOf	ORDO:164736	ICD10:G47.2	0.9	INCLUDED	NA
Agenesis_of_the_Corpus_Callosum_with_Peripheral_Neuropathy	ordo	ORDO:1496	skos:broadMatch	ICD-10:G60.0	ICD10:G60.0	ordo.db	ProperSubClassOf	ORDO:1496	ICD10:G60.0	0.9	INCLUDED	NA
Agnathia-Otocephaly_Complex	ordo	ORDO:990	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:990	ICD10:Q87.8	0.9	INCLUDED	NA
Aicardi_Goutieres_Syndrome	ordo	ORDO:51	skos:broadMatch	ICD-10:G31.8	ICD10:G31.8	ordo.db	ProperSubClassOf	ORDO:51	ICD10:G31.8	0.9	INCLUDED	NA
Aicardi_Syndrome	ordo	ORDO:50	skos:broadMatch	ICD-10:Q04.0	ICD10:Q04.0	ordo.db	ProperSubClassOf	ORDO:50	ICD10:Q04.0	0.9	INCLUDED	NA
Alagille_syndrome	dismech	dismech:Alagille_syndrome	skos:narrowMatch	ICD10CM:Q44.7	ICD10CM:Q44.7	ORPHA:52	NA	NA	NA	NA	REVIEW	WHO evidence does not verify ICD10CM identity or direction
Alagille_syndrome	ordo	ORDO:261600	skos:broadMatch	ICD-10:Q44.7	ICD10:Q44.7	ordo.db	ProperSubClassOf	ORDO:261600	ICD10:Q44.7	0.9	INCLUDED	NA
Alagille_syndrome	ordo	ORDO:261619	skos:broadMatch	ICD-10:Q44.7	ICD10:Q44.7	ordo.db	ProperSubClassOf	ORDO:261619	ICD10:Q44.7	0.9	INCLUDED	NA
Alagille_syndrome	ordo	ORDO:261629	skos:broadMatch	ICD-10:Q44.7	ICD10:Q44.7	ordo.db	ProperSubClassOf	ORDO:261629	ICD10:Q44.7	0.9	INCLUDED	NA
Alagille_syndrome	ordo	ORDO:52	skos:broadMatch	ICD-10:Q44.7	ICD10:Q44.7	ordo.db	ProperSubClassOf	ORDO:52	ICD10:Q44.7	0.9	INCLUDED	NA
Aland_Island_Eye_Disease	ordo	ORDO:178333	skos:broadMatch	ICD-10:H35.5	ICD10:H35.5	ordo.db	ProperSubClassOf	ORDO:178333	ICD10:H35.5	0.9	INCLUDED	NA
Alexander_Disease	ordo	ORDO:58	skos:broadMatch	ICD-10:G93.8	ICD10:G93.8	ordo.db	ProperSubClassOf	ORDO:58	ICD10:G93.8	0.9	INCLUDED	NA
Alkaptonuria	ordo	ORDO:56	skos:broadMatch	ICD-10:E70.2	ICD10:E70.2	ordo.db	ProperSubClassOf	ORDO:56	ICD10:E70.2	0.9	INCLUDED	NA
Allan-Herndon-Dudley_Syndrome	ordo	ORDO:59	skos:broadMatch	ICD-10:G31.8	ICD10:G31.8	ordo.db	ProperSubClassOf	ORDO:59	ICD10:G31.8	0.9	INCLUDED	NA
Alpha_1_Antitrypsin_Deficiency	ordo	ORDO:60	skos:broadMatch	ICD-10:E88.0	ICD10:E88.0	ordo.db	ProperSubClassOf	ORDO:60	ICD10:E88.0	0.9	INCLUDED	NA
Alpha_Mannosidosis	ordo	ORDO:309282	skos:broadMatch	ICD-10:E77.1	ICD10:E77.1	ordo.db	ProperSubClassOf	ORDO:309282	ICD10:E77.1	0.9	INCLUDED	NA
Alpha_Mannosidosis	ordo	ORDO:309288	skos:broadMatch	ICD-10:E77.1	ICD10:E77.1	ordo.db	ProperSubClassOf	ORDO:309288	ICD10:E77.1	0.9	INCLUDED	NA
Alpha_Mannosidosis	ordo	ORDO:61	skos:broadMatch	ICD-10:E77.1	ICD10:E77.1	ordo.db	ProperSubClassOf	ORDO:61	ICD10:E77.1	0.9	INCLUDED	NA
Alpha_Thalassemia	ordo	ORDO:846	skos:exactMatch	ICD-10:D56.0	ICD10:D56.0	ordo.db	EquivalentTo	ORDO:846	ICD10:D56.0	0.95	INCLUDED	NA
Alternating_Hemiplegia_of_Childhood	ordo	ORDO:2131	skos:broadMatch	ICD-10:G98	ICD10:G98	ordo.db	ProperSubClassOf	ORDO:2131	ICD10:G98	0.9	INCLUDED	NA
Alveolar_Capillary_Dysplasia_with_Misalignment_of_Pulmonary_Veins	ordo	ORDO:210122	skos:broadMatch	ICD-10:Q33.6	ICD10:Q33.6	ordo.db	ProperSubClassOf	ORDO:210122	ICD10:Q33.6	0.9	INCLUDED	NA
Amelogenesis_Imperfecta	ordo	ORDO:88661	skos:broadMatch	ICD-10:K00.5	ICD10:K00.5	ordo.db	ProperSubClassOf	ORDO:88661	ICD10:K00.5	0.9	INCLUDED	NA
Aminoacylase_1_Deficiency	ordo	ORDO:137754	skos:broadMatch	ICD-10:E72.8	ICD10:E72.8	ordo.db	ProperSubClassOf	ORDO:137754	ICD10:E72.8	0.9	INCLUDED	NA
Anauxetic_Dysplasia	ordo	ORDO:93347	skos:broadMatch	ICD-10:Q77.7	ICD10:Q77.7	ordo.db	ProperSubClassOf	ORDO:93347	ICD10:Q77.7	0.9	INCLUDED	NA
Androgen_Insensitivity_Syndrome	ordo	ORDO:754	skos:exactMatch	ICD-10:E34.5	ICD10:E34.5	ordo.db	EquivalentTo	ORDO:754	ICD10:E34.5	0.95	INCLUDED	NA
Androgen_Insensitivity_Syndrome	ordo	ORDO:90797	skos:broadMatch	ICD-10:E34.5	ICD10:E34.5	ordo.db	ProperSubClassOf	ORDO:90797	ICD10:E34.5	0.9	INCLUDED	NA
Androgen_Insensitivity_Syndrome	ordo	ORDO:99429	skos:broadMatch	ICD-10:E34.5	ICD10:E34.5	ordo.db	ProperSubClassOf	ORDO:99429	ICD10:E34.5	0.9	INCLUDED	NA
Aneurysm-Osteoarthritis_Syndrome	ordo	ORDO:284984	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:284984	ICD10:Q87.8	0.9	INCLUDED	NA
Angelman_Syndrome	dismech	dismech:Angelman_Syndrome	skos:narrowMatch	ICD10CM:Q93.5	ICD10CM:Q93.5	ORPHA:72	NA	NA	NA	NA	REVIEW	WHO evidence does not verify ICD10CM identity or direction
Angelman_Syndrome	ordo	ORDO:72	skos:broadMatch	ICD-10:Q93.5	ICD10:Q93.5	ordo.db	ProperSubClassOf	ORDO:72	ICD10:Q93.5	0.9	INCLUDED	NA
Aniridia	ordo	ORDO:250923	skos:broadMatch	ICD-10:Q13.1	ICD10:Q13.1	ordo.db	ProperSubClassOf	ORDO:250923	ICD10:Q13.1	0.9	INCLUDED	NA
Aniridia	ordo	ORDO:893	skos:broadMatch	ICD-10:C64	ICD10:C64	ordo.db	ProperSubClassOf	ORDO:893	ICD10:C64	0.9	INCLUDED	NA
Antley-Bixler_Syndrome_FGFR2-Related	ordo	ORDO:596008	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:596008	ICD10:Q87.8	0.9	INCLUDED	NA
Apert_Syndrome	ordo	ORDO:87	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:87	ICD10:Q87.0	0.9	INCLUDED	NA
Apparent_Mineralocorticoid_Excess	ordo	ORDO:320	skos:broadMatch	ICD-10:E26.8	ICD10:E26.8	ordo.db	ProperSubClassOf	ORDO:320	ICD10:E26.8	0.9	INCLUDED	NA
Arboleda-Tham_Syndrome	ordo	ORDO:457193	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:457193	ICD10:Q87.8	0.9	INCLUDED	NA
Arginase_Deficiency	ordo	ORDO:90	skos:broadMatch	ICD-10:E72.2	ICD10:E72.2	ordo.db	ProperSubClassOf	ORDO:90	ICD10:E72.2	0.9	INCLUDED	NA
Argininosuccinic_Aciduria	ordo	ORDO:23	skos:broadMatch	ICD-10:E72.2	ICD10:E72.2	ordo.db	ProperSubClassOf	ORDO:23	ICD10:E72.2	0.9	INCLUDED	NA
Aromatase_Deficiency	ordo	ORDO:91	skos:broadMatch	ICD-10:E25.8	ICD10:E25.8	ordo.db	ProperSubClassOf	ORDO:91	ICD10:E25.8	0.9	INCLUDED	NA
Aromatase_Excess_Syndrome	ordo	ORDO:178345	skos:broadMatch	ICD-10:E30.1	ICD10:E30.1	ordo.db	ProperSubClassOf	ORDO:178345	ICD10:E30.1	0.9	INCLUDED	NA
Arterial_Calcification_of_Infancy	ordo	ORDO:51608	skos:broadMatch	ICD-10:Q28.8	ICD10:Q28.8	ordo.db	ProperSubClassOf	ORDO:51608	ICD10:Q28.8	0.9	INCLUDED	NA
Arterial_Dissection_Lentiginosis_Syndrome	ordo	ORDO:1682	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:1682	ICD10:Q87.8	0.9	INCLUDED	NA
Arterial_Tortuosity_Syndrome	ordo	ORDO:3342	skos:broadMatch	ICD-10:I77.1	ICD10:I77.1	ordo.db	ProperSubClassOf	ORDO:3342	ICD10:I77.1	0.9	INCLUDED	NA
Arthrogryposis-Renal_Dysfunction-Cholestasis_Syndrome	ordo	ORDO:2697	skos:broadMatch	ICD-10:Q89.7	ICD10:Q89.7	ordo.db	ProperSubClassOf	ORDO:2697	ICD10:Q89.7	0.9	INCLUDED	NA
Arts_syndrome	ordo	ORDO:1187	skos:broadMatch	ICD-10:E79.8	ICD10:E79.8	ordo.db	ProperSubClassOf	ORDO:1187	ICD10:E79.8	0.9	INCLUDED	NA
Asparagine_Synthetase_Deficiency	ordo	ORDO:391376	skos:broadMatch	ICD-10:E72.8	ICD10:E72.8	ordo.db	ProperSubClassOf	ORDO:391376	ICD10:E72.8	0.9	INCLUDED	NA
Aspartylglucosaminuria	ordo	ORDO:93	skos:broadMatch	ICD-10:E77.1	ICD10:E77.1	ordo.db	ProperSubClassOf	ORDO:93	ICD10:E77.1	0.9	INCLUDED	NA
Ataxia_Telangiectasia	ordo	ORDO:100	skos:broadMatch	ICD-10:G11.3	ICD10:G11.3	ordo.db	ProperSubClassOf	ORDO:100	ICD10:G11.3	0.9	INCLUDED	NA
Ataxia_With_Oculomotor_Apraxia_Type_1	ordo	ORDO:1168	skos:broadMatch	ICD-10:G11.3	ICD10:G11.3	ordo.db	ProperSubClassOf	ORDO:1168	ICD10:G11.3	0.9	INCLUDED	NA
Atelosteogenesis_Type_I	ordo	ORDO:1190	skos:broadMatch	ICD-10:Q78.8	ICD10:Q78.8	ordo.db	ProperSubClassOf	ORDO:1190	ICD10:Q78.8	0.9	INCLUDED	NA
Atelosteogenesis_Type_II	ordo	ORDO:56304	skos:broadMatch	ICD-10:Q77.5	ICD10:Q77.5	ordo.db	ProperSubClassOf	ORDO:56304	ICD10:Q77.5	0.9	INCLUDED	NA
Atelosteogenesis_Type_III	ordo	ORDO:56305	skos:broadMatch	ICD-10:Q78.8	ICD10:Q78.8	ordo.db	ProperSubClassOf	ORDO:56305	ICD10:Q78.8	0.9	INCLUDED	NA
Atransferrinemia	ordo	ORDO:1195	skos:broadMatch	ICD-10:E88.0	ICD10:E88.0	ordo.db	ProperSubClassOf	ORDO:1195	ICD10:E88.0	0.9	INCLUDED	NA
Atypical_Hemolytic_Uremic_Syndrome	ordo	ORDO:2134	skos:broadMatch	ICD-10:D59.3	ICD10:D59.3	ordo.db	ProperSubClassOf	ORDO:2134	ICD10:D59.3	0.9	INCLUDED	NA
Auriculocondylar_Syndrome	ordo	ORDO:137888	skos:broadMatch	ICD-10:Q75.8	ICD10:Q75.8	ordo.db	ProperSubClassOf	ORDO:137888	ICD10:Q75.8	0.9	INCLUDED	NA
Autism_Spectrum_Disorder-Epilepsy-Arthrogryposis_Syndrome	ordo	ORDO:370943	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:370943	ICD10:Q87.8	0.9	INCLUDED	NA
Autoimmune_Lymphoproliferative_Syndrome	ordo	ORDO:3261	skos:broadMatch	ICD-10:D47.9	ICD10:D47.9	ordo.db	ProperSubClassOf	ORDO:3261	ICD10:D47.9	0.9	INCLUDED	NA
Autoimmune_Polyendocrine_Syndrome_Type_1	ordo	ORDO:3453	skos:broadMatch	ICD-10:E31.0	ICD10:E31.0	ordo.db	ProperSubClassOf	ORDO:3453	ICD10:E31.0	0.9	INCLUDED	NA
Autosomal_Agammaglobulinemia	ordo	ORDO:33110	skos:broadMatch	ICD-10:D80.0	ICD10:D80.0	ordo.db	ProperSubClassOf	ORDO:33110	ICD10:D80.0	0.9	INCLUDED	NA
Autosomal_Dominant_Aplasia_And_Myelodysplasia	ordo	ORDO:314399	skos:broadMatch	ICD-10:D61.0	ICD10:D61.0	ordo.db	ProperSubClassOf	ORDO:314399	ICD10:D61.0	0.9	INCLUDED	NA
Autosomal_Dominant_Charcot-Marie-Tooth_Disease_Type_2W	ordo	ORDO:488333	skos:broadMatch	ICD-10:G60.0	ICD10:G60.0	ordo.db	ProperSubClassOf	ORDO:488333	ICD10:G60.0	0.9	INCLUDED	NA
Autosomal_Dominant_Epilepsy_with_Auditory_Features	ordo	ORDO:101046	skos:broadMatch	ICD-10:G40.0	ICD10:G40.0	ordo.db	ProperSubClassOf	ORDO:101046	ICD10:G40.0	0.9	INCLUDED	NA
Autosomal_Dominant_Hyper-IgE_Syndrome	ordo	ORDO:2314	skos:broadMatch	ICD-10:D82.4	ICD10:D82.4	ordo.db	ProperSubClassOf	ORDO:2314	ICD10:D82.4	0.9	INCLUDED	NA
Autosomal_Dominant_Optic_Atrophy_Plus	ordo	ORDO:1215	skos:broadMatch	ICD-10:H47.2	ICD10:H47.2	ordo.db	ProperSubClassOf	ORDO:1215	ICD10:H47.2	0.9	INCLUDED	NA
Autosomal_Dominant_Osteopetrosis_Type_I	ordo	ORDO:2783	skos:broadMatch	ICD-10:Q78.2	ICD10:Q78.2	ordo.db	ProperSubClassOf	ORDO:2783	ICD10:Q78.2	0.9	INCLUDED	NA
Autosomal_Dominant_Osteopetrosis_Type_II	ordo	ORDO:53	skos:broadMatch	ICD-10:Q78.2	ICD10:Q78.2	ordo.db	ProperSubClassOf	ORDO:53	ICD10:Q78.2	0.9	INCLUDED	NA
