slug	route	subject	predicate	source_target	target	source	fact_type	sub	object	prior	status	reason
Chromosome_17q12_Deletion_Syndrome	ordo	ORDO:261265	skos:broadMatch	ICD-10:Q93.5	ICD10:Q93.5	ordo.db	ProperSubClassOf	ORDO:261265	ICD10:Q93.5	0.9	INCLUDED	NA
Chromosome_18p_Deletion_Syndrome	ordo	ORDO:1598	skos:broadMatch	ICD-10:Q93.5	ICD10:Q93.5	ordo.db	ProperSubClassOf	ORDO:1598	ICD10:Q93.5	0.9	INCLUDED	NA
Chromosome_2q32-q33_Deletion_Syndrome	ordo	ORDO:251019	skos:broadMatch	ICD-10:Q93.5	ICD10:Q93.5	ordo.db	ProperSubClassOf	ORDO:251019	ICD10:Q93.5	0.9	INCLUDED	NA
Chromosome_2q32-q33_Deletion_Syndrome	ordo	ORDO:576283	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:576283	ICD10:Q87.8	0.9	INCLUDED	NA
Chronic_Granulomatous_Disease	ordo	ORDO:379	skos:broadMatch	ICD-10:D71	ICD10:D71	ordo.db	ProperSubClassOf	ORDO:379	ICD10:D71	0.9	INCLUDED	NA
Chronic_Mucocutaneous_Candidiasis	ordo	ORDO:1334	skos:broadMatch	ICD-10:B37.2	ICD10:B37.2	ordo.db	ProperSubClassOf	ORDO:1334	ICD10:B37.2	0.9	INCLUDED	NA
Chronic_Mucocutaneous_Candidiasis	ordo	ORDO:3453	skos:broadMatch	ICD-10:E31.0	ICD10:E31.0	ordo.db	ProperSubClassOf	ORDO:3453	ICD10:E31.0	0.9	INCLUDED	NA
Chronic_Mucocutaneous_Candidiasis	ordo	ORDO:391487	skos:broadMatch	ICD-10:K63.9	ICD10:K63.9	ordo.db	ProperSubClassOf	ORDO:391487	ICD10:K63.9	0.9	INCLUDED	NA
Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency	ordo	ORDO:618891	skos:broadMatch	ICD-10:E75.2	ICD10:E75.2	ordo.db	ProperSubClassOf	ORDO:618891	ICD10:E75.2	0.9	INCLUDED	NA
Chung-Jansen_Syndrome	ordo	ORDO:589905	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:589905	ICD10:Q87.8	0.9	INCLUDED	NA
Chuvash_Polycythemia	ordo	ORDO:238557	skos:broadMatch	ICD-10:D75.1	ICD10:D75.1	ordo.db	ProperSubClassOf	ORDO:238557	ICD10:D75.1	0.9	INCLUDED	NA
Citrin_Deficiency	ordo	ORDO:247598	skos:broadMatch	ICD-10:E72.2	ICD10:E72.2	ordo.db	ProperSubClassOf	ORDO:247598	ICD10:E72.2	0.9	INCLUDED	NA
Citrullinemia_Type_I	ordo	ORDO:247525	skos:broadMatch	ICD-10:E72.2	ICD10:E72.2	ordo.db	ProperSubClassOf	ORDO:247525	ICD10:E72.2	0.9	INCLUDED	NA
Citrullinemia_Type_I	ordo	ORDO:247546	skos:broadMatch	ICD-10:E72.2	ICD10:E72.2	ordo.db	ProperSubClassOf	ORDO:247546	ICD10:E72.2	0.9	INCLUDED	NA
Citrullinemia_Type_I	ordo	ORDO:247573	skos:broadMatch	ICD-10:E72.2	ICD10:E72.2	ordo.db	ProperSubClassOf	ORDO:247573	ICD10:E72.2	0.9	INCLUDED	NA
Classic_Familial_Adenomatous_Polyposis	ordo	ORDO:733	skos:broadMatch	ICD-10:D12.6	ICD10:D12.6	ordo.db	ProperSubClassOf	ORDO:733	ICD10:D12.6	0.9	INCLUDED	NA
Cleidocranial_Dysplasia	ordo	ORDO:1452	skos:broadMatch	ICD-10:Q74.0	ICD10:Q74.0	ordo.db	ProperSubClassOf	ORDO:1452	ICD10:Q74.0	0.9	INCLUDED	NA
Clouston_Syndrome	ordo	ORDO:189	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:189	ICD10:Q82.8	0.9	INCLUDED	NA
Coffin-Lowry_Syndrome	ordo	ORDO:192	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:192	ICD10:Q87.0	0.9	INCLUDED	NA
Coffin_Siris_Syndrome	ordo	ORDO:1465	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:1465	ICD10:Q87.1	0.9	INCLUDED	NA
Cole-Carpenter_Syndrome	ordo	ORDO:2050	skos:broadMatch	ICD-10:Q78.0	ICD10:Q78.0	ordo.db	ProperSubClassOf	ORDO:2050	ICD10:Q78.0	0.9	INCLUDED	NA
Colobomatous_Microphthalmia-Rhizomelic_Dysplasia_Syndrome	ordo	ORDO:424099	skos:broadMatch	ICD-10:Q87.5	ICD10:Q87.5	ordo.db	ProperSubClassOf	ORDO:424099	ICD10:Q87.5	0.9	INCLUDED	NA
Combined_Immunodeficiency_Due_To_CD3gamma_Deficiency	ordo	ORDO:169082	skos:broadMatch	ICD-10:D81.2	ICD10:D81.2	ordo.db	ProperSubClassOf	ORDO:169082	ICD10:D81.2	0.9	INCLUDED	NA
Combined_Immunodeficiency_Due_To_CTPS1_Deficiency	ordo	ORDO:420573	skos:broadMatch	ICD-10:D81.2	ICD10:D81.2	ordo.db	ProperSubClassOf	ORDO:420573	ICD10:D81.2	0.9	INCLUDED	NA
Combined_Immunodeficiency_Due_To_GINS1_Deficiency	ordo	ORDO:505227	skos:broadMatch	ICD-10:D81.8	ICD10:D81.8	ordo.db	ProperSubClassOf	ORDO:505227	ICD10:D81.8	0.9	INCLUDED	NA
Combined_Malonic_and_Methylmalonic_Aciduria	ordo	ORDO:289504	skos:broadMatch	ICD-10:E71.1	ICD10:E71.1	ordo.db	ProperSubClassOf	ORDO:289504	ICD10:E71.1	0.9	INCLUDED	NA
Combined_Oxidative_Phosphorylation_Defect_Type_13	ordo	ORDO:319514	skos:broadMatch	ICD-10:E88.8	ICD10:E88.8	ordo.db	ProperSubClassOf	ORDO:319514	ICD10:E88.8	0.9	INCLUDED	NA
Combined_Oxidative_Phosphorylation_Defect_Type_21	ordo	ORDO:420733	skos:broadMatch	ICD-10:E88.8	ICD10:E88.8	ordo.db	ProperSubClassOf	ORDO:420733	ICD10:E88.8	0.9	INCLUDED	NA
Combined_Oxidative_Phosphorylation_Defect_Type_26	ordo	ORDO:477684	skos:broadMatch	ICD-10:E88.8	ICD10:E88.8	ordo.db	ProperSubClassOf	ORDO:477684	ICD10:E88.8	0.9	INCLUDED	NA
Combined_Oxidative_Phosphorylation_Defect_Type_30	ordo	ORDO:478042	skos:broadMatch	ICD-10:E88.8	ICD10:E88.8	ordo.db	ProperSubClassOf	ORDO:478042	ICD10:E88.8	0.9	INCLUDED	NA
Combined_Oxidative_Phosphorylation_Defect_Type_4	ordo	ORDO:254925	skos:broadMatch	ICD-10:E88.8	ICD10:E88.8	ordo.db	ProperSubClassOf	ORDO:254925	ICD10:E88.8	0.9	INCLUDED	NA
Combined_Oxidative_Phosphorylation_Defect_Type_7	ordo	ORDO:254930	skos:broadMatch	ICD-10:E88.8	ICD10:E88.8	ordo.db	ProperSubClassOf	ORDO:254930	ICD10:E88.8	0.9	INCLUDED	NA
Combined_Saposin_Deficiency	ordo	ORDO:139406	skos:broadMatch	ICD-10:E75.2	ICD10:E75.2	ordo.db	ProperSubClassOf	ORDO:139406	ICD10:E75.2	0.9	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:315306	skos:broadMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	ProperSubClassOf	ORDO:315306	ICD10:E25.0	0.9	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:315311	skos:broadMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	ProperSubClassOf	ORDO:315311	ICD10:E25.0	0.9	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:418	skos:exactMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	EquivalentTo	ORDO:418	ICD10:E25.0	0.95	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:90790	skos:broadMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	ProperSubClassOf	ORDO:90790	ICD10:E25.0	0.9	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:90791	skos:broadMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	ProperSubClassOf	ORDO:90791	ICD10:E25.0	0.9	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:90793	skos:broadMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	ProperSubClassOf	ORDO:90793	ICD10:E25.0	0.9	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:90794	skos:broadMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	ProperSubClassOf	ORDO:90794	ICD10:E25.0	0.9	INCLUDED	NA
Congenital_Adrenal_Hyperplasia	ordo	ORDO:90795	skos:broadMatch	ICD-10:E25.0	ICD10:E25.0	ordo.db	ProperSubClassOf	ORDO:90795	ICD10:E25.0	0.9	INCLUDED	NA
Congenital_Bilateral_Absence_of_Vas_Deferens	ordo	ORDO:48	skos:broadMatch	ICD-10:Q55.4	ICD10:Q55.4	ordo.db	ProperSubClassOf	ORDO:48	ICD10:Q55.4	0.9	INCLUDED	NA
Congenital_Chloride_Diarrhea	ordo	ORDO:53689	skos:broadMatch	ICD-10:P78.3	ICD10:P78.3	ordo.db	ProperSubClassOf	ORDO:53689	ICD10:P78.3	0.9	INCLUDED	NA
Congenital_Dyserythropoietic_Anemia	ordo	ORDO:85	skos:exactMatch	ICD-10:D64.4	ICD10:D64.4	ordo.db	EquivalentTo	ORDO:85	ICD10:D64.4	0.95	INCLUDED	NA
Congenital_Dyserythropoietic_Anemia	ordo	ORDO:98869	skos:broadMatch	ICD-10:D64.4	ICD10:D64.4	ordo.db	ProperSubClassOf	ORDO:98869	ICD10:D64.4	0.9	INCLUDED	NA
Congenital_Dyserythropoietic_Anemia	ordo	ORDO:98870	skos:broadMatch	ICD-10:D64.4	ICD10:D64.4	ordo.db	ProperSubClassOf	ORDO:98870	ICD10:D64.4	0.9	INCLUDED	NA
Congenital_Dyserythropoietic_Anemia	ordo	ORDO:98873	skos:broadMatch	ICD-10:D64.4	ICD10:D64.4	ordo.db	ProperSubClassOf	ORDO:98873	ICD10:D64.4	0.9	INCLUDED	NA
Congenital_Fibrosis_of_the_Extraocular_Muscles	ordo	ORDO:45358	skos:broadMatch	ICD-10:H49.8	ICD10:H49.8	ordo.db	ProperSubClassOf	ORDO:45358	ICD10:H49.8	0.9	INCLUDED	NA
Congenital_Glaucoma	ordo	ORDO:98976	skos:exactMatch	ICD-10:Q15.0	ICD10:Q15.0	ordo.db	EquivalentTo	ORDO:98976	ICD10:Q15.0	0.95	INCLUDED	NA
Congenital_Heart_Defects_and_Skeletal_Malformations_Syndrome	ordo	ORDO:643503	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:643503	ICD10:Q87.8	0.9	INCLUDED	NA
Congenital_Hypomyelinating_Neuropathy	ordo	ORDO:99951	skos:broadMatch	ICD-10:G60.0	ICD10:G60.0	ordo.db	ProperSubClassOf	ORDO:99951	ICD10:G60.0	0.9	INCLUDED	NA
Congenital_Insensitivity_to_Pain	ordo	ORDO:391397	skos:broadMatch	ICD-10:G60.8	ICD10:G60.8	ordo.db	ProperSubClassOf	ORDO:391397	ICD10:G60.8	0.9	INCLUDED	NA
Congenital_Insensitivity_to_Pain	ordo	ORDO:478664	skos:broadMatch	ICD-10:G60.8	ICD10:G60.8	ordo.db	ProperSubClassOf	ORDO:478664	ICD10:G60.8	0.9	INCLUDED	NA
Congenital_Insensitivity_to_Pain	ordo	ORDO:642	skos:broadMatch	ICD-10:G60.8	ICD10:G60.8	ordo.db	ProperSubClassOf	ORDO:642	ICD10:G60.8	0.9	INCLUDED	NA
Congenital_Insensitivity_to_Pain	ordo	ORDO:64752	skos:broadMatch	ICD-10:G60.8	ICD10:G60.8	ordo.db	ProperSubClassOf	ORDO:64752	ICD10:G60.8	0.9	INCLUDED	NA
Congenital_Insensitivity_to_Pain	ordo	ORDO:88642	skos:broadMatch	ICD-10:G60.8	ICD10:G60.8	ordo.db	ProperSubClassOf	ORDO:88642	ICD10:G60.8	0.9	INCLUDED	NA
Congenital_Lactase_Deficiency	ordo	ORDO:53690	skos:exactMatch	ICD-10:E73.0	ICD10:E73.0	ordo.db	EquivalentTo	ORDO:53690	ICD10:E73.0	0.95	INCLUDED	NA
Congenital_Myasthenic_Syndrome	ordo	ORDO:590	skos:exactMatch	ICD-10:G70.2	ICD10:G70.2	ordo.db	EquivalentTo	ORDO:590	ICD10:G70.2	0.95	INCLUDED	NA
Congenital_Sialidosis_Type_2	ordo	ORDO:93400	skos:broadMatch	ICD-10:E77.1	ICD10:E77.1	ordo.db	ProperSubClassOf	ORDO:93400	ICD10:E77.1	0.9	INCLUDED	NA
Congenital_Sodium_Diarrhea	ordo	ORDO:103908	skos:broadMatch	ICD-10:K90.8	ICD10:K90.8	ordo.db	ProperSubClassOf	ORDO:103908	ICD10:K90.8	0.9	INCLUDED	NA
Congenital_Stationary_Night_Blindness	ordo	ORDO:215	skos:broadMatch	ICD-10:H53.6	ICD10:H53.6	ordo.db	ProperSubClassOf	ORDO:215	ICD10:H53.6	0.9	INCLUDED	NA
Congenital_Sucrase-Isomaltase_Deficiency	ordo	ORDO:35122	skos:broadMatch	ICD-10:E74.3	ICD10:E74.3	ordo.db	ProperSubClassOf	ORDO:35122	ICD10:E74.3	0.9	INCLUDED	NA
Congenital_Thrombotic_Thrombocytopenic_Purpura	ordo	ORDO:93583	skos:broadMatch	ICD-10:M31.1	ICD10:M31.1	ordo.db	ProperSubClassOf	ORDO:93583	ICD10:M31.1	0.9	INCLUDED	NA
Congenital_Tufting_Enteropathy	ordo	ORDO:92050	skos:broadMatch	ICD-10:P78.3	ICD10:P78.3	ordo.db	ProperSubClassOf	ORDO:92050	ICD10:P78.3	0.9	INCLUDED	NA
Congenital_Vertebral-Cardiac-Renal_Anomalies_Syndrome	ordo	ORDO:521438	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:521438	ICD10:Q87.8	0.9	INCLUDED	NA
Cooks_Syndrome	ordo	ORDO:1487	skos:broadMatch	ICD-10:Q84.6	ICD10:Q84.6	ordo.db	ProperSubClassOf	ORDO:1487	ICD10:Q84.6	0.9	INCLUDED	NA
Cori_Forbes_Disease	ordo	ORDO:366	skos:broadMatch	ICD-10:E74.0	ICD10:E74.0	ordo.db	ProperSubClassOf	ORDO:366	ICD10:E74.0	0.9	INCLUDED	NA
Corneal_Dystrophy	ordo	ORDO:34533	skos:exactMatch	ICD-10:H18.5	ICD10:H18.5	ordo.db	EquivalentTo	ORDO:34533	ICD10:H18.5	0.95	INCLUDED	NA
Corpus_Callosum_Agenesis-Intellectual_Disability-Coloboma-Micrognathia_Syndrome	ordo	ORDO:52055	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:52055	ICD10:Q87.8	0.9	INCLUDED	NA
Cortisone_Reductase_Deficiency	ordo	ORDO:168588	skos:broadMatch	ICD-10:E25.8	ICD10:E25.8	ordo.db	ProperSubClassOf	ORDO:168588	ICD10:E25.8	0.9	INCLUDED	NA
Costello_Syndrome	ordo	ORDO:3071	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:3071	ICD10:Q87.8	0.9	INCLUDED	NA
Cowden_Syndrome	ordo	ORDO:201	skos:broadMatch	ICD-10:Q85.8	ICD10:Q85.8	ordo.db	ProperSubClassOf	ORDO:201	ICD10:Q85.8	0.9	INCLUDED	NA
Cranioectodermal_Dysplasia	ordo	ORDO:1515	skos:broadMatch	ICD-10:Q87.5	ICD10:Q87.5	ordo.db	ProperSubClassOf	ORDO:1515	ICD10:Q87.5	0.9	INCLUDED	NA
Craniofacial-Deafness-Hand_Syndrome	ordo	ORDO:1529	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:1529	ICD10:Q87.0	0.9	INCLUDED	NA
Craniometaphyseal_Dysplasia	ordo	ORDO:1522	skos:broadMatch	ICD-10:Q78.8	ICD10:Q78.8	ordo.db	ProperSubClassOf	ORDO:1522	ICD10:Q78.8	0.9	INCLUDED	NA
Creatine_Transporter_Deficiency	ordo	ORDO:52503	skos:broadMatch	ICD-10:E72.8	ICD10:E72.8	ordo.db	ProperSubClassOf	ORDO:52503	ICD10:E72.8	0.9	INCLUDED	NA
Crigler-Najjar_Syndrome	ordo	ORDO:205	skos:exactMatch	ICD-10:E80.5	ICD10:E80.5	ordo.db	EquivalentTo	ORDO:205	ICD10:E80.5	0.95	INCLUDED	NA
Crigler-Najjar_Syndrome	ordo	ORDO:79234	skos:broadMatch	ICD-10:E80.5	ICD10:E80.5	ordo.db	ProperSubClassOf	ORDO:79234	ICD10:E80.5	0.9	INCLUDED	NA
Crigler-Najjar_Syndrome	ordo	ORDO:79235	skos:broadMatch	ICD-10:E80.5	ICD10:E80.5	ordo.db	ProperSubClassOf	ORDO:79235	ICD10:E80.5	0.9	INCLUDED	NA
Crouzon_Syndrome	ordo	ORDO:207	skos:broadMatch	ICD-10:Q75.1	ICD10:Q75.1	ordo.db	ProperSubClassOf	ORDO:207	ICD10:Q75.1	0.9	INCLUDED	NA
Crouzon_Syndrome_with_Acanthosis_Nigricans	ordo	ORDO:93262	skos:broadMatch	ICD-10:Q75.1	ICD10:Q75.1	ordo.db	ProperSubClassOf	ORDO:93262	ICD10:Q75.1	0.9	INCLUDED	NA
Cyanosis_Transient_Neonatal	ordo	ORDO:280615	skos:broadMatch	ICD-10:D58.2	ICD10:D58.2	ordo.db	ProperSubClassOf	ORDO:280615	ICD10:D58.2	0.9	INCLUDED	NA
Cystinosis	ordo	ORDO:213	skos:broadMatch	ICD-10:E72.0	ICD10:E72.0	ordo.db	ProperSubClassOf	ORDO:213	ICD10:E72.0	0.9	INCLUDED	NA
Cystinosis	ordo	ORDO:411634	skos:broadMatch	ICD-10:E72.0+	ICD10:E72.0+	ordo.db	NA	NA	NA	NA	REVIEW	Target absent from classification; retain code qualifiers for review
Cystinosis	ordo	ORDO:411634	skos:broadMatch	ICD-10:N16.3*	ICD10:N16.3*	ordo.db	NA	NA	NA	NA	REVIEW	Target absent from classification; retain code qualifiers for review
Cystinosis	ordo	ORDO:411641	skos:broadMatch	ICD-10:E72.0	ICD10:E72.0	ordo.db	ProperSubClassOf	ORDO:411641	ICD10:E72.0	0.9	INCLUDED	NA
Cystinuria	ordo	ORDO:214	skos:broadMatch	ICD-10:E72.0	ICD10:E72.0	ordo.db	ProperSubClassOf	ORDO:214	ICD10:E72.0	0.9	INCLUDED	NA
Cystinuria	ordo	ORDO:93612	skos:broadMatch	ICD-10:E72.0	ICD10:E72.0	ordo.db	ProperSubClassOf	ORDO:93612	ICD10:E72.0	0.9	INCLUDED	NA
Cystinuria	ordo	ORDO:93613	skos:broadMatch	ICD-10:E72.0	ICD10:E72.0	ordo.db	ProperSubClassOf	ORDO:93613	ICD10:E72.0	0.9	INCLUDED	NA
Czech_Dysplasia	ordo	ORDO:137678	skos:broadMatch	ICD-10:Q77.7	ICD10:Q77.7	ordo.db	ProperSubClassOf	ORDO:137678	ICD10:Q77.7	0.9	INCLUDED	NA
D-2-Hydroxyglutaric_Aciduria	ordo	ORDO:79315	skos:broadMatch	ICD-10:E72.8	ICD10:E72.8	ordo.db	ProperSubClassOf	ORDO:79315	ICD10:E72.8	0.9	INCLUDED	NA
DECR_Deficiency	ordo	ORDO:431361	skos:broadMatch	ICD-10:G31.8	ICD10:G31.8	ordo.db	ProperSubClassOf	ORDO:431361	ICD10:G31.8	0.9	INCLUDED	NA
DGAT1_Deficiency	ordo	ORDO:329242	skos:broadMatch	ICD-10:P78.3	ICD10:P78.3	ordo.db	ProperSubClassOf	ORDO:329242	ICD10:P78.3	0.9	INCLUDED	NA
DICER1_Tumor_Predisposition_Syndrome	ordo	ORDO:284343	skos:broadMatch	ICD-10:C34.8	ICD10:C34.8	ordo.db	ProperSubClassOf	ORDO:284343	ICD10:C34.8	0.9	INCLUDED	NA
DK1-congenital_disorder_of_glycosylation	ordo	ORDO:91131	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:91131	ICD10:E77.8	0.9	INCLUDED	NA
DONSON-Related_Microcephalic_Primordial_Dwarfism	ordo	ORDO:572761	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:572761	ICD10:Q87.1	0.9	INCLUDED	NA
DONSON-Related_Microcephalic_Primordial_Dwarfism	ordo	ORDO:572768	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:572768	ICD10:Q87.1	0.9	INCLUDED	NA
DONSON-Related_Microcephalic_Primordial_Dwarfism	ordo	ORDO:572773	skos:broadMatch	ICD-10:Q87.1	ICD10:Q87.1	ordo.db	ProperSubClassOf	ORDO:572773	ICD10:Q87.1	0.9	INCLUDED	NA
DOORS_Syndrome	ordo	ORDO:79500	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:79500	ICD10:Q87.8	0.9	INCLUDED	NA
DPM2-congenital_disorder_of_glycosylation	ordo	ORDO:329178	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:329178	ICD10:E77.8	0.9	INCLUDED	NA
DYRK1A_Syndrome	ordo	ORDO:464306	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:464306	ICD10:Q87.8	0.9	INCLUDED	NA
Danon_disease	ordo	ORDO:34587	skos:broadMatch	ICD-10:E74.0	ICD10:E74.0	ordo.db	ProperSubClassOf	ORDO:34587	ICD10:E74.0	0.9	INCLUDED	NA
DeSanto-Shinawi_Syndrome	ordo	ORDO:284169	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:284169	ICD10:Q87.8	0.9	INCLUDED	NA
DeSanto-Shinawi_Syndrome	ordo	ORDO:466943	skos:broadMatch	ICD-10:Q87.0	ICD10:Q87.0	ordo.db	ProperSubClassOf	ORDO:466943	ICD10:Q87.0	0.9	INCLUDED	NA
DeSanto-Shinawi_Syndrome	ordo	ORDO:466950	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:466950	ICD10:Q87.8	0.9	INCLUDED	NA
Deficiency_of_Adenosine_Deaminase_2	ordo	ORDO:404553	skos:broadMatch	ICD-10:M30.8	ICD10:M30.8	ordo.db	ProperSubClassOf	ORDO:404553	ICD10:M30.8	0.9	INCLUDED	NA
Delpire-McNeill_Syndrome	ordo	ORDO:633024	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:633024	ICD10:Q87.8	0.9	INCLUDED	NA
Dentatorubral-Pallidoluysian_Atrophy	ordo	ORDO:101	skos:broadMatch	ICD-10:G11.8	ICD10:G11.8	ordo.db	ProperSubClassOf	ORDO:101	ICD10:G11.8	0.9	INCLUDED	NA
Denys-Drash_Syndrome	ordo	ORDO:220	skos:broadMatch	ICD-10:N04.1	ICD10:N04.1	ordo.db	NA	NA	NA	NA	REVIEW	Target absent from classification; retain code qualifiers for review
Dermatosparaxis_Ehlers-Danlos_Syndrome	ordo	ORDO:1901	skos:broadMatch	ICD-10:Q79.6	ICD10:Q79.6	ordo.db	ProperSubClassOf	ORDO:1901	ICD10:Q79.6	0.9	INCLUDED	NA
Developmental_And_Epileptic_Encephalopathy_50	ordo	ORDO:448010	skos:broadMatch	ICD-10:E77.8	ICD10:E77.8	ordo.db	ProperSubClassOf	ORDO:448010	ICD10:E77.8	0.9	INCLUDED	NA
Diamond-Blackfan_Anemia	ordo	ORDO:124	skos:broadMatch	ICD-10:D61.0	ICD10:D61.0	ordo.db	ProperSubClassOf	ORDO:124	ICD10:D61.0	0.9	INCLUDED	NA
Diaphyseal_Medullary_Stenosis_With_Malignant_Fibrous_Histiocytoma	ordo	ORDO:85182	skos:broadMatch	ICD-10:M89.8	ICD10:M89.8	ordo.db	ProperSubClassOf	ORDO:85182	ICD10:M89.8	0.9	INCLUDED	NA
Diastrophic_Dysplasia	ordo	ORDO:628	skos:exactMatch	ICD-10:Q77.5	ICD10:Q77.5	ordo.db	EquivalentTo	ORDO:628	ICD10:Q77.5	0.95	INCLUDED	NA
Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma	ordo	ORDO:530838	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:530838	ICD10:Q82.8	0.9	INCLUDED	NA
Dihydropyrimidine_Dehydrogenase_Deficiency	ordo	ORDO:1675	skos:broadMatch	ICD-10:E79.8	ICD10:E79.8	ordo.db	ProperSubClassOf	ORDO:1675	ICD10:E79.8	0.9	INCLUDED	NA
Dimethylglycine_Dehydrogenase_Deficiency	ordo	ORDO:243343	skos:broadMatch	ICD-10:E72.5	ICD10:E72.5	ordo.db	ProperSubClassOf	ORDO:243343	ICD10:E72.5	0.9	INCLUDED	NA
Dominant_Deafness-Onychodystrophy_Syndrome	ordo	ORDO:79499	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:79499	ICD10:Q87.8	0.9	INCLUDED	NA
Donnai-Barrow_syndrome	ordo	ORDO:2143	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:2143	ICD10:Q87.8	0.9	INCLUDED	NA
Dorfman_Chanarin_Disease	ordo	ORDO:98907	skos:broadMatch	ICD-10:E75.5	ICD10:E75.5	ordo.db	ProperSubClassOf	ORDO:98907	ICD10:E75.5	0.9	INCLUDED	NA
Dowling-Degos_Disease	ordo	ORDO:79145	skos:broadMatch	ICD-10:L81.8	ICD10:L81.8	ordo.db	ProperSubClassOf	ORDO:79145	ICD10:L81.8	0.9	INCLUDED	NA
Du_Pan_Syndrome	ordo	ORDO:2639	skos:broadMatch	ICD-10:Q73.8	ICD10:Q73.8	ordo.db	ProperSubClassOf	ORDO:2639	ICD10:Q73.8	0.9	INCLUDED	NA
Duane_Radial_Ray_Syndrome	ordo	ORDO:93293	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:93293	ICD10:Q87.8	0.9	INCLUDED	NA
Duane_Radial_Ray_Syndrome	ordo	ORDO:959	skos:broadMatch	ICD-10:Q87.8	ICD10:Q87.8	ordo.db	ProperSubClassOf	ORDO:959	ICD10:Q87.8	0.9	INCLUDED	NA
Duane_Retraction_Syndrome	ordo	ORDO:233	skos:broadMatch	ICD-10:H50.8	ICD10:H50.8	ordo.db	ProperSubClassOf	ORDO:233	ICD10:H50.8	0.9	INCLUDED	NA
Dubin-Johnson_Syndrome	ordo	ORDO:234	skos:broadMatch	ICD-10:E80.6	ICD10:E80.6	ordo.db	ProperSubClassOf	ORDO:234	ICD10:E80.6	0.9	INCLUDED	NA
Dyskeratosis_Congenita	ordo	ORDO:1775	skos:broadMatch	ICD-10:Q82.8	ICD10:Q82.8	ordo.db	ProperSubClassOf	ORDO:1775	ICD10:Q82.8	0.9	INCLUDED	NA
