slug	route	subject	predicate	target	source
Homocystinuria	mondo	MONDO:0004737	skos:exactMatch	ICD10CM:E72.11	mondo.db
Humeroradial_Synostosis	ordo	ORDO:3265	skos:broadMatch	ICD-10:Q74.0	ordo.db
Hunter_syndrome	mondo	MONDO:0010674	oio:hasDbXref	ICD10CM:E76.1	mondo.db
Hunter_syndrome	mondo	MONDO:0010674	skos:exactMatch	ICD10CM:E76.1	mondo.db
Hunter_syndrome	ordo	ORDO:580	skos:exactMatch	ICD-10:E76.1	ordo.db
Huntington_Disease	mondo	MONDO:0007739	oio:hasDbXref	ICD10CM:G10	mondo.db
Huntington_Disease	mondo	MONDO:0007739	skos:exactMatch	ICD10CM:G10	mondo.db
Huntington_Disease	ordo	ORDO:399	skos:exactMatch	ICD-10:G10	ordo.db
Huppke-Brendel_syndrome	ordo	ORDO:300313	skos:broadMatch	ICD-10:E88.8	ordo.db
Hurler_syndrome	ordo	ORDO:93473	skos:broadMatch	ICD-10:E76.0	ordo.db
Hutchinson-Gilford_Progeria_Syndrome	ordo	ORDO:740	skos:broadMatch	ICD-10:E34.8	ordo.db
Hypereosinophilic_Syndrome	mondo	MONDO:0015691	oio:hasDbXref	ICD10CM:D72.11	mondo.db
Hypereosinophilic_Syndrome	mondo	MONDO:0015691	skos:exactMatch	ICD10CM:D72.11	mondo.db
Hyperornithinemia_Hyperammonemia_Homocitrullinuria_Syndrome	ordo	ORDO:415	skos:broadMatch	ICD-10:E72.4	ordo.db
Hyperostosis_Cranialis_Interna	ordo	ORDO:443098	skos:broadMatch	ICD-10:M85.2	ordo.db
Hypochondrogenesis	ordo	ORDO:93297	skos:broadMatch	ICD-10:Q77.0	ordo.db
Hypochondroplasia	ordo	ORDO:429	skos:broadMatch	ICD-10:Q77.4	ordo.db
Hypokalemic_Periodic_Paralysis	ordo	ORDO:681	skos:broadMatch	ICD-10:G72.3	ordo.db
Hypomyelinating_Leukodystrophy_10	ordo	ORDO:481152	skos:broadMatch	ICD-10:Q87.8	ordo.db
Hypophosphatasia	ordo	ORDO:436	skos:broadMatch	ICD-10:E83.3	ordo.db
Hypoplasminogenemia	ordo	ORDO:722	skos:broadMatch	ICD-10:L90.5	ordo.db
Hypotonia-Cystinuria_Syndrome	ordo	ORDO:163690	skos:broadMatch	ICD-10:E72.0	ordo.db
Hypotonia_Infantile_with_Psychomotor_Retardation_and_Characteristic_Facies_3	ordo	ORDO:488632	skos:broadMatch	ICD-10:Q87.0	ordo.db
Hypotrichosis_with_Juvenile_Macular_Dystrophy	ordo	ORDO:1573	skos:broadMatch	ICD-10:Q84.0	ordo.db
IGF1_Deficiency	ordo	ORDO:73272	skos:broadMatch	ICD-10:E34.3	ordo.db
IKK2_Deficiency	ordo	ORDO:397787	skos:broadMatch	ICD-10:D81.2	ordo.db
IL21R_Deficiency	ordo	ORDO:357329	skos:broadMatch	ICD-10:D81.8	ordo.db
IMAGe_Syndrome	ordo	ORDO:85173	skos:broadMatch	ICD-10:Q87.1	ordo.db
IPEX_Syndrome	ordo	ORDO:37042	skos:broadMatch	ICD-10:E31.0	ordo.db
IRF1_Deficiency	ordo	ORDO:699615	skos:broadMatch	ICD-10:D84.8	ordo.db
IRF2BPL-Related_Neurodevelopmental_Disorder_with_Regression	ordo	ORDO:597623	skos:broadMatch	ICD-10:G93.8	ordo.db
IRIDA_Syndrome	ordo	ORDO:209981	skos:broadMatch	ICD-10:D50.8	ordo.db
IRX5-related_Craniofacial_Dysostosis_with_Osteopenia_Intellectual_Disability_and_Dental_Anomalies	ordo	ORDO:314555	skos:broadMatch	ICD-10:Q87.5	ordo.db
Idiopathic_Interstitial_Pneumonia	mondo	MONDO:0002429	oio:hasDbXref	ICD10CM:J84.11	mondo.db
Idiopathic_Interstitial_Pneumonia	mondo	MONDO:0002429	skos:exactMatch	ICD10CM:J84.11	mondo.db
Immunodeficiency_32B	ordo	ORDO:2566	skos:broadMatch	ICD-10:B27.0	ordo.db
Immunodeficiency_64	ordo	ORDO:664699	skos:broadMatch	ICD-10:D82.3	ordo.db
Immunodeficiency_69	ordo	ORDO:699618	skos:broadMatch	ICD-10:D84.8	ordo.db
Immunodeficiency_92	ordo	ORDO:697394	skos:broadMatch	ICD-10:D81.8	ordo.db
Immunodeficiency_Centromeric_Instability_Facial_Anomalies_Syndrome	ordo	ORDO:2268	skos:broadMatch	ICD-10:D84.8	ordo.db
Inborn_Disorder_of_Methionine_Cycle_and_Sulfur_Amino_Acid_Metabolism	ordo	ORDO:79173	skos:exactMatch	ICD-10:E72.1	ordo.db
Inclusion_Body_Myopathy_with_Paget_Disease_of_Bone_and_Frontotemporal_Dementia	ordo	ORDO:52430	skos:broadMatch	ICD-10:G71.8	ordo.db
Incontinentia_Pigmenti	mondo	MONDO:0010631	oio:hasDbXref	ICD10CM:Q82.3	mondo.db
Incontinentia_Pigmenti	mondo	MONDO:0010631	skos:exactMatch	ICD10CM:Q82.3	mondo.db
Incontinentia_Pigmenti	ordo	ORDO:464	skos:exactMatch	ICD-10:Q82.3	ordo.db
Infantile-Onset_Pompe_Disease	ordo	ORDO:308552	skos:broadMatch	ICD-10:E74.0	ordo.db
Infantile_Hypercalcemia	ordo	ORDO:300547	skos:broadMatch	ICD-10:E83.5	ordo.db
Infantile_Liver_Failure_Syndrome_1	ordo	ORDO:370088	skos:broadMatch	ICD-10:K72.0	ordo.db
Infantile_Parkinsonism-Dystonia	ordo	ORDO:238455	skos:broadMatch	ICD-10:G24.8	ordo.db
Inherited_Ichthyosis	mondo	MONDO:0015947	oio:hasDbXref	ICD10CM:Q80	mondo.db
Inherited_Ichthyosis	mondo	MONDO:0015947	skos:exactMatch	ICD10CM:Q80	mondo.db
Inherited_Porphyria	ordo	ORDO:738	skos:narrowMatch	ICD-10:E80.1	ordo.db
Inherited_Porphyria	ordo	ORDO:738	skos:narrowMatch	ICD-10:E80.2	ordo.db
Inherited_Retinal_Dystrophy	mondo	MONDO:0019118	oio:hasDbXref	ICD10CM:H35.5	mondo.db
Inherited_Retinal_Dystrophy	mondo	MONDO:0019118	skos:exactMatch	ICD10CM:H35.5	mondo.db
Intellectual_Developmental_Disorder_Autosomal_Dominant_72	ordo	ORDO:652487	skos:broadMatch	ICD-10:Q87.3	ordo.db
Intellectual_Disability_Anterior_Maxillary_Protrusion_and_Strabismus	ordo	ORDO:562559	skos:broadMatch	ICD-10:F72.8	ordo.db
Intellectual_Disability_Autosomal_Dominant_6	ordo	ORDO:589547	skos:broadMatch	ICD-10:G93.4	ordo.db
Invasive_Candidiasis	ordo	ORDO:636945	skos:broadMatch	ICD-10:B37.8	ordo.db
Isobutyryl-CoA_Dehydrogenase_Deficiency	ordo	ORDO:79159	skos:broadMatch	ICD-10:E71.1	ordo.db
Isolated_Growth_Hormone_Deficiency	ordo	ORDO:631	skos:broadMatch	ICD-10:E23.0	ordo.db
Isolated_Sedoheptulokinase_Deficiency	ordo	ORDO:440713	skos:broadMatch	ICD-10:E88.8	ordo.db
Isolated_Sulfite_Oxidase_Deficiency	ordo	ORDO:99731	skos:broadMatch	ICD-10:E72.1	ordo.db
Isolated_Woolly_Hair	ordo	ORDO:170	skos:broadMatch	ICD-10:Q84.1	ordo.db
Isovaleric_Acidemia	mondo	MONDO:0009475	oio:hasDbXref	ICD10CM:E71.110	mondo.db
Isovaleric_Acidemia	mondo	MONDO:0009475	skos:exactMatch	ICD10CM:E71.110	mondo.db
Isovaleric_Acidemia	ordo	ORDO:33	skos:broadMatch	ICD-10:E71.1	ordo.db
Jackson-Weiss_Syndrome	ordo	ORDO:1540	skos:broadMatch	ICD-10:Q87.8	ordo.db
Jeune_Asphyxiating_Thoracic_Dystrophy	ordo	ORDO:474	skos:broadMatch	ICD-10:Q77.2	ordo.db
Joint_Laxity_Short_Stature_and_Myopia	ordo	ORDO:527450	skos:broadMatch	ICD-10:Q87.5	ordo.db
Joubert_syndrome	ordo	ORDO:475	skos:broadMatch	ICD-10:Q04.3	ordo.db
Junctional_Epidermolysis_Bullosa	dismech	dismech:Junctional_Epidermolysis_Bullosa	skos:closeMatch	ICD10CM:Q81.1	ICD-10-CM
Juvenile-Onset_Diabetes_Mellitus_with_Central_and_Peripheral_Neurodegeneration	ordo	ORDO:445062	skos:broadMatch	ICD-10:G31.8	ordo.db
Juvenile_Amyotrophic_Lateral_Sclerosis	ordo	ORDO:300605	skos:broadMatch	ICD-10:G12.2	ordo.db
Juvenile_Open_Angle_Glaucoma	ordo	ORDO:98977	skos:broadMatch	ICD-10:H40.1	ordo.db
Juvenile_Polyposis_Syndrome	ordo	ORDO:2929	skos:broadMatch	ICD-10:D12.6	ordo.db
Juvenile_Sialidosis_Type_2	ordo	ORDO:93399	skos:broadMatch	ICD-10:E77.1	ordo.db
KBG_Syndrome	ordo	ORDO:2332	skos:broadMatch	ICD-10:Q87.8	ordo.db
KCNQ2_Developmental_and_Epileptic_Encephalopathy	ordo	ORDO:439218	skos:broadMatch	ICD-10:G40.4	ordo.db
KDM1A-Related_Neurodevelopmental_Disorder	ordo	ORDO:477993	skos:broadMatch	ICD-10:Q87.8	ordo.db
KMT2B-Related_Dystonia	ordo	ORDO:589618	skos:broadMatch	ICD-10:G24.8	ordo.db
Kabuki_Syndrome	ordo	ORDO:2322	skos:broadMatch	ICD-10:Q87.0	ordo.db
Kallmann_Syndrome	ordo	ORDO:478	skos:broadMatch	ICD-10:E23.0	ordo.db
Kanzaki_Disease	ordo	ORDO:79280	skos:broadMatch	ICD-10:E77.1	ordo.db
Karyomegalic_Interstitial_Nephritis	ordo	ORDO:401996	skos:broadMatch	ICD-10:N11.8	ordo.db
Kearns-Sayre_Syndrome	mondo	MONDO:0010787	oio:hasDbXref	ICD10CM:H49.81	mondo.db
Kearns-Sayre_Syndrome	mondo	MONDO:0010787	skos:exactMatch	ICD10CM:H49.81	mondo.db
Kearns-Sayre_Syndrome	ordo	ORDO:480	skos:broadMatch	ICD-10:H49.8	ordo.db
Keipert_syndrome	ordo	ORDO:2662	skos:broadMatch	ICD-10:Q87.0	ordo.db
Kennedy_Disease	ordo	ORDO:481	skos:broadMatch	ICD-10:G12.2	ordo.db
Keratoderma_Hereditarium_Mutilans	ordo	ORDO:494	skos:broadMatch	ICD-10:Q82.8	ordo.db
Keratosis_Follicularis_Spinulosa_Decalvans	ordo	ORDO:2340	skos:broadMatch	ICD-10:Q82.8	ordo.db
Keutel_Syndrome	ordo	ORDO:85202	skos:broadMatch	ICD-10:Q87.8	ordo.db
Kilquist_Syndrome	ordo	ORDO:633021	skos:broadMatch	ICD-10:Q87.8	ordo.db
Kindler_Epidermolysis_Bullosa	dismech	dismech:Kindler_Epidermolysis_Bullosa	skos:closeMatch	ICD10CM:Q81.8	ICD-10-CM
Kindler_Epidermolysis_Bullosa	ordo	ORDO:2908	skos:broadMatch	ICD-10:Q81.8	ordo.db
Kleefstra_Syndrome	ordo	ORDO:261494	skos:broadMatch	ICD-10:Q87.8	ordo.db
Klippel-Feil_Syndrome	mondo	MONDO:0001029	oio:hasDbXref	ICD10CM:Q76.1	mondo.db
Klippel-Feil_Syndrome	mondo	MONDO:0001029	skos:exactMatch	ICD10CM:Q76.1	mondo.db
Klippel-Feil_Syndrome	ordo	ORDO:2345	skos:exactMatch	ICD-10:Q76.1	ordo.db
Kniest_Dysplasia	ordo	ORDO:485	skos:broadMatch	ICD-10:Q77.7	ordo.db
Koolen_de_Vries_syndrome	ordo	ORDO:96169	skos:broadMatch	ICD-10:Q87.8	ordo.db
Kufor-Rakeb_syndrome	ordo	ORDO:306674	skos:broadMatch	ICD-10:G23.0	ordo.db
L-2-Hydroxyglutaric_Aciduria	ordo	ORDO:79314	skos:broadMatch	ICD-10:E72.8	ordo.db
L1_Syndrome	ordo	ORDO:275543	skos:broadMatch	ICD-10:Q04.8	ordo.db
LAMB1-Related_Cobblestone_Lissencephaly	ordo	ORDO:352682	skos:broadMatch	ICD-10:Q04.3	ordo.db
LIFR-Related_Stuve-Wiedemann_Syndrome	ordo	ORDO:3206	skos:broadMatch	ICD-10:Q78.8	ordo.db
LRBA_Deficiency	ordo	ORDO:445018	skos:broadMatch	ICD-10:D81.8	ordo.db
Labyrinthitis	mondo	MONDO:0002008	oio:hasDbXref	ICD10CM:H83.0	mondo.db
Labyrinthitis	mondo	MONDO:0002008	skos:exactMatch	ICD10CM:H83.0	mondo.db
Lafora_Disease	ordo	ORDO:501	skos:broadMatch	ICD-10:G40.3	ordo.db
Landau-Kleffner_Syndrome	ordo	ORDO:98818	skos:exactMatch	ICD-10:F80.3	ordo.db
Langer_Mesomelic_Dysplasia	ordo	ORDO:2632	skos:broadMatch	ICD-10:Q87.1	ordo.db
Larsen-like_Syndrome_B3GAT3_Type	ordo	ORDO:284139	skos:broadMatch	ICD-10:Q74.8	ordo.db
Larsen_Syndrome	ordo	ORDO:503	skos:broadMatch	ICD-10:Q74.8	ordo.db
Laryngotracheoesophageal_Cleft	ordo	ORDO:2004	skos:broadMatch	ICD-10:Q32.1	ordo.db
Late-Onset_Pompe_Disease	ordo	ORDO:420429	skos:broadMatch	ICD-10:E74.0	ordo.db
Late_Complement_Component_Deficiency	ordo	ORDO:169150	skos:broadMatch	ICD-10:D84.1	ordo.db
Leber_Hereditary_Optic_Neuropathy	ordo	ORDO:104	skos:broadMatch	ICD-10:H47.2	ordo.db
Leigh_Syndrome	mondo	MONDO:0009723	oio:hasDbXref	ICD10CM:G31.82	mondo.db
Leigh_Syndrome	mondo	MONDO:0009723	skos:exactMatch	ICD10CM:G31.82	mondo.db
Leigh_Syndrome	ordo	ORDO:506	skos:broadMatch	ICD-10:G31.8	ordo.db
Leiomyosarcoma	ordo	ORDO:64720	skos:broadMatch	ICD-10:C49.9	ordo.db
Leishmaniasis	mondo	MONDO:0011989	oio:hasDbXref	ICD10CM:B55	mondo.db
Leishmaniasis	mondo	MONDO:0011989	skos:exactMatch	ICD10CM:B55	mondo.db
Leishmaniasis	ordo	ORDO:507	skos:narrowMatch	ICD-10:B55.0	ordo.db
Leishmaniasis	ordo	ORDO:507	skos:narrowMatch	ICD-10:B55.1	ordo.db
Leishmaniasis	ordo	ORDO:507	skos:narrowMatch	ICD-10:B55.2	ordo.db
Leishmaniasis	ordo	ORDO:507	skos:narrowMatch	ICD-10:B55.9	ordo.db
Lenz-Majewski_hyperostotic_dwarfism	ordo	ORDO:2658	skos:broadMatch	ICD-10:Q87.1	ordo.db
Leri-Weill_Dyschondrosteosis	ordo	ORDO:240	skos:broadMatch	ICD-10:Q77.8	ordo.db
Lesch-Nyhan_Syndrome	mondo	MONDO:0010298	oio:hasDbXref	ICD10CM:E79.1	mondo.db
Lesch-Nyhan_Syndrome	mondo	MONDO:0010298	skos:exactMatch	ICD10CM:E79.1	mondo.db
Lesch-Nyhan_Syndrome	ordo	ORDO:510	skos:exactMatch	ICD-10:E79.1	ordo.db
Lethal_Polymalformative_Syndrome_Boissel_Type	ordo	ORDO:210144	skos:broadMatch	ICD-10:Q87.8	ordo.db
Leukocyte_Adhesion_Deficiency_Type_II	ordo	ORDO:99843	skos:broadMatch	ICD-10:D84.8	ordo.db
Liberfarb_syndrome	ordo	ORDO:589442	skos:broadMatch	ICD-10:Q87.8	ordo.db
Lichtenstein-Knorr_Syndrome	ordo	ORDO:448251	skos:broadMatch	ICD-10:G11.1	ordo.db
Liddle_Syndrome	ordo	ORDO:526	skos:broadMatch	ICD-10:I15.1	ordo.db
Lipoic_Acid_Synthetase_Deficiency	ordo	ORDO:401859	skos:broadMatch	ICD-10:E88.8	ordo.db
Lipoid_Proteinosis	ordo	ORDO:530	skos:broadMatch	ICD-10:E78.8	ordo.db
Liposarcoma	ordo	ORDO:69078	skos:broadMatch	ICD-10:C49.9	ordo.db
Lipoyl_Transferase_1_Deficiency	ordo	ORDO:401862	skos:broadMatch	ICD-10:E88.8	ordo.db
Loeys-Dietz_Syndrome	ordo	ORDO:60030	skos:broadMatch	ICD-10:Q87.4	ordo.db
Long-Chain_3-Hydroxyacyl-CoA_Dehydrogenase_Deficiency	ordo	ORDO:5	skos:broadMatch	ICD-10:E71.3	ordo.db
Long_QT_Syndrome	ordo	ORDO:101016	skos:broadMatch	ICD-10:I45.8	ordo.db
Lowe_Syndrome	ordo	ORDO:534	skos:broadMatch	ICD-10:E72.0	ordo.db
Lymphatic_Malformation_6	ordo	ORDO:568062	skos:broadMatch	ICD-10:Q82.0	ordo.db
Lymphomatoid_Granulomatosis	ordo	ORDO:86869	skos:broadMatch	ICD-10:C83.8	ordo.db
Lysinuric_Protein_Intolerance	ordo	ORDO:470	skos:broadMatch	ICD-10:E72.0	ordo.db
Lysosomal_Acid_Phosphatase_Deficiency	ordo	ORDO:35121	skos:broadMatch	ICD-10:E83.3	ordo.db
MED13L_Syndrome	ordo	ORDO:369891	skos:broadMatch	ICD-10:Q87.0	ordo.db
MED17-Related_Disorder	ordo	ORDO:402364	skos:broadMatch	ICD-10:Q04.3	ordo.db
MEDNIK_syndrome	ordo	ORDO:171851	skos:broadMatch	ICD-10:E83.0	ordo.db
MELAS_Syndrome	dismech	dismech:MELAS_Syndrome	skos:exactMatch	ICD10CM:E88.41	ICD-10-CM
MELAS_Syndrome	mondo	MONDO:0010789	oio:hasDbXref	ICD10CM:E88.41	mondo.db
MELAS_Syndrome	mondo	MONDO:0010789	skos:exactMatch	ICD10CM:E88.41	mondo.db
MELAS_Syndrome	ordo	ORDO:550	skos:broadMatch	ICD-10:G71.3	ordo.db
MEND_Syndrome	ordo	ORDO:401973	skos:broadMatch	ICD-10:Q87.8	ordo.db
MEPAN_Syndrome	ordo	ORDO:508093	skos:broadMatch	ICD-10:E88.8	ordo.db
MERRF_Syndrome	mondo	MONDO:0010790	oio:hasDbXref	ICD10CM:E88.42	mondo.db
MERRF_Syndrome	mondo	MONDO:0010790	skos:exactMatch	ICD10CM:E88.42	mondo.db
MERRF_Syndrome	ordo	ORDO:551	skos:broadMatch	ICD-10:G71.3	ordo.db
MGAT2-congenital_disorder_of_glycosylation	ordo	ORDO:79329	skos:broadMatch	ICD-10:E77.8	ordo.db
MHC_Class_II_Deficiency	ordo	ORDO:572	skos:exactMatch	ICD-10:D81.7	ordo.db
MICPCH_Syndrome	ordo	ORDO:163937	skos:broadMatch	ICD-10:Q04.3	ordo.db
MITF_Waardenburg_Tietz_Spectrum	ordo	ORDO:3440	skos:broadMatch	ICD-10:E70.3	ordo.db
MMACHC-related_Methylmalonic_Aciduria_and_Homocystinuria_cblC_Type	ordo	ORDO:79282	skos:broadMatch	ICD-10:D58.8	ordo.db
MPDU1-congenital_disorder_of_glycosylation	ordo	ORDO:79323	skos:broadMatch	ICD-10:E77.8	ordo.db
MPI-Congenital_Disorder_of_Glycosylation	ordo	ORDO:79319	skos:broadMatch	ICD-10:E77.8	ordo.db
MSMO1_Deficiency	ordo	ORDO:488168	skos:broadMatch	ICD-10:E88.8	ordo.db
MSTO1-Related_Mitochondrial_Myopathy	ordo	ORDO:502423	skos:broadMatch	ICD-10:G71.3	ordo.db
MTHFD1_Deficiency	ordo	ORDO:658813	skos:broadMatch	ICD-10:E88.8	ordo.db
MTO1_Deficiency	ordo	ORDO:314637	skos:broadMatch	ICD-10:E88.8	ordo.db
MUTYH-Associated_Polyposis	ordo	ORDO:247798	skos:broadMatch	ICD-10:D12.6	ordo.db
MYO6_Hearing_Loss	ordo	ORDO:87884	skos:exactMatch	ICD-10:H90.5	ordo.db
Mabry_Syndrome	ordo	ORDO:247262	skos:broadMatch	ICD-10:Q87.8	ordo.db
Machado_Joseph_Disease	ordo	ORDO:98757	skos:broadMatch	ICD-10:G11.8	ordo.db
Malan_Syndrome	ordo	ORDO:420179	skos:broadMatch	ICD-10:Q87.3	ordo.db
Malaria	mondo	MONDO:0005136	oio:hasDbXref	ICD10CM:B53	mondo.db
Malaria	mondo	MONDO:0005136	skos:exactMatch	ICD10CM:B53	mondo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B50.0	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B50.8	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B50.9	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B51.0	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B51.8	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B51.9	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B52.0	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B52.8	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B52.9	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B53.0	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B53.1	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B53.8	ordo.db
Malaria	ordo	ORDO:673	skos:narrowMatch	ICD-10:B54	ordo.db
Malignant_Non_Dysgerminomatous_Germ_Cell_Tumor_Of_Ovary	ordo	ORDO:206538	skos:broadMatch	ICD-10:C56	ordo.db
Malignant_Peripheral_Nerve_Sheath_Tumor	ordo	ORDO:3148	skos:broadMatch	ICD-10:C47.9	ordo.db
Mandibulofacial_Dysostosis_With_Alopecia	ordo	ORDO:443995	skos:broadMatch	ICD-10:Q75.4	ordo.db
Mandibulofacial_Dysostosis_with_Microcephaly	ordo	ORDO:79113	skos:broadMatch	ICD-10:Q87.0	ordo.db
Maple_Syrup_Urine_Disease	mondo	MONDO:0009563	oio:hasDbXref	ICD10CM:E71.0	mondo.db
Maple_Syrup_Urine_Disease	mondo	MONDO:0009563	skos:exactMatch	ICD10CM:E71.0	mondo.db
Maple_Syrup_Urine_Disease	ordo	ORDO:511	skos:exactMatch	ICD-10:E71.0	ordo.db
Marden-Walker_Syndrome	ordo	ORDO:2461	skos:broadMatch	ICD-10:Q87.0	ordo.db
Marfanoid_Progeroid_Lipodystrophy_Syndrome	ordo	ORDO:300382	skos:broadMatch	ICD-10:E88.1	ordo.db
Marinesco-Sjogren_Syndrome	ordo	ORDO:559	skos:broadMatch	ICD-10:G11.1	ordo.db
Maroteaux-Lamy_syndrome	ordo	ORDO:583	skos:broadMatch	ICD-10:E76.2	ordo.db
Marshall-Smith_Syndrome	ordo	ORDO:561	skos:broadMatch	ICD-10:Q87.3	ordo.db
McKusick-Kaufman_Syndrome	ordo	ORDO:2473	skos:broadMatch	ICD-10:Q87.8	ordo.db
McLeod_Neuroacanthocytosis_Syndrome	ordo	ORDO:59306	skos:broadMatch	ICD-10:G10	ordo.db
Meacham_syndrome	ordo	ORDO:3097	skos:broadMatch	ICD-10:Q87.8	ordo.db
Meckel_Syndrome	ordo	ORDO:564	skos:broadMatch	ICD-10:Q61.9	ordo.db
Meier-Gorlin_Syndrome	ordo	ORDO:2554	skos:broadMatch	ICD-10:Q87.1	ordo.db
Mendelian_Susceptibility_To_Mycobacterial_Diseases_Due_To_Complete_IL12B_Deficiency	ordo	ORDO:319558	skos:broadMatch	ICD-10:D84.8	ordo.db
Mendelian_Susceptibility_To_Mycobacterial_Diseases_Due_To_Partial_IRF8_Deficiency	ordo	ORDO:319600	skos:broadMatch	ICD-10:D84.8	ordo.db
Meningioma	ordo	ORDO:2495	skos:broadMatch	ICD-10:D32.9	ordo.db
Menkes_Disease	dismech	dismech:Menkes_Disease	skos:closeMatch	ICD10CM:E83.00	ICD-10-CM
Menkes_Disease	ordo	ORDO:565	skos:broadMatch	ICD-10:E83.0	ordo.db
Mesomelia-Synostoses_Syndrome	ordo	ORDO:2496	skos:broadMatch	ICD-10:Q74.8	ordo.db
Mesomelic_Dysplasia_Kantaputra_Type	ordo	ORDO:1836	skos:broadMatch	ICD-10:Q78.8	ordo.db
Mesomelic_Dysplasia_Savarirayan_Type	ordo	ORDO:85170	skos:broadMatch	ICD-10:Q78.8	ordo.db
Metaphyseal_Anadysplasia	ordo	ORDO:1040	skos:broadMatch	ICD-10:Q78.5	ordo.db
Metaphyseal_Chondrodysplasia_Jansen_Type	ordo	ORDO:33067	skos:broadMatch	ICD-10:Q78.5	ordo.db
Metaphyseal_Chondrodysplasia_Schmid_Type	ordo	ORDO:174	skos:broadMatch	ICD-10:Q78.5	ordo.db
Metaphyseal_Dysplasia_Spahr_Type	ordo	ORDO:2501	skos:broadMatch	ICD-10:Q78.5	ordo.db
Metaphyseal_Dysplasia_with_Maxillary_Hypoplasia_and_Brachydactyly	ordo	ORDO:2504	skos:broadMatch	ICD-10:Q77.8	ordo.db
Metatropic_Dysplasia	ordo	ORDO:2635	skos:broadMatch	ICD-10:Q77.8	ordo.db
Methylcobalamin_Deficiency_Type_cblE	ordo	ORDO:2169	skos:broadMatch	ICD-10:E72.1	ordo.db
Methylcobalamin_Deficiency_Type_cblG	ordo	ORDO:2170	skos:broadMatch	ICD-10:E72.1	ordo.db
Methylmalonate_Semialdehyde_Dehydrogenase_Deficiency	ordo	ORDO:289307	skos:broadMatch	ICD-10:E71.1	ordo.db
Methylmalonic_Acidemia	mondo	MONDO:0002012	oio:hasDbXref	ICD10CM:E71.120	mondo.db
Methylmalonic_Acidemia	mondo	MONDO:0002012	skos:exactMatch	ICD10CM:E71.120	mondo.db
Methylmalonic_Acidemia_With_Homocystinuria_Type_cblJ	ordo	ORDO:369955	skos:broadMatch	ICD-10:E71.1	ordo.db
Methylmalonic_Aciduria_cblA_Type	ordo	ORDO:79310	skos:broadMatch	ICD-10:E71.1	ordo.db
Mevalonate_Kinase_Deficiency	ordo	ORDO:309025	skos:broadMatch	ICD-10:E88.8	ordo.db
Microcephalic_Osteodysplastic_Primordial_Dwarfism_Type_II	ordo	ORDO:2637	skos:broadMatch	ICD-10:Q87.1	ordo.db
Microcephaly-Capillary_Malformation_Syndrome	ordo	ORDO:294016	skos:broadMatch	ICD-10:Q87.8	ordo.db
Microcytic_Anemia_With_Liver_Iron_Overload	ordo	ORDO:83642	skos:broadMatch	ICD-10:D50.8	ordo.db
Microphthalmia_with_Coloboma	ordo	ORDO:98938	skos:broadMatch	ICD-10:Q11.2	ordo.db
Microvillus_Inclusion_Disease	ordo	ORDO:2290	skos:broadMatch	ICD-10:P78.3	ordo.db
Miller-Dieker_Lissencephaly_Syndrome	ordo	ORDO:531	skos:broadMatch	ICD-10:Q04.3	ordo.db
Mitochondrial_Complex_II_Deficiency_Nuclear_Type_1	ordo	ORDO:3208	skos:broadMatch	ICD-10:G71.3	ordo.db
Mitochondrial_DNA_Depletion_Syndrome_7	ordo	ORDO:1186	skos:broadMatch	ICD-10:G11.1	ordo.db
Mitochondrial_Neurogastrointestinal_Encephalomyopathy	ordo	ORDO:298	skos:broadMatch	ICD-10:G71.3	ordo.db
Mitochondrial_Trifunctional_Protein_Deficiency	ordo	ORDO:746	skos:broadMatch	ICD-10:G71.3	ordo.db
Mixed_Germ_Cell_Tumor	ordo	ORDO:180234	skos:broadMatch	ICD-10:C80.9	ordo.db
Mixed_Phenotype_Acute_Leukemia	ordo	ORDO:530995	skos:broadMatch	ICD-10:C95.0	ordo.db
Molybdenum_Cofactor_Deficiency_Type_A	ordo	ORDO:308386	skos:broadMatch	ICD-10:E72.1	ordo.db
Morquio_syndrome	ordo	ORDO:582	skos:broadMatch	ICD-10:E76.2	ordo.db
Mosaic_Variegated_Aneuploidy_Syndrome	ordo	ORDO:1052	skos:broadMatch	ICD-10:Q99.8	ordo.db
Mowat-Wilson_syndrome	ordo	ORDO:2152	skos:broadMatch	ICD-10:Q43.1	ordo.db
Muckle-Wells_Syndrome	ordo	ORDO:575	skos:broadMatch	ICD-10:E85.0	ordo.db
