comparison,setA,sizeA,setB,sizeB,intersection,union,jaccard,UPR_in_depression,UPR_in_AD,UPR_depression_specific,INFLAM_in_depression,INFLAM_in_AD
Supp3_DepressionAstro_vs_Supp7_ADAstro,Supp3_DepressionAstro_DEGs,568,Supp7_ADAstro_DEGs,1171,265,1474,0.17978290366350066,,CALR;HSPA5,,CHI3L1,CD44;CHI3L1
