disorder	mondo_id	n_dismech	n_kg	n_overlap	kg_only	dismech_only
Citrullinemia_Type_I	MONDO:0008988	1	1	1		
Classic_Familial_Adenomatous_Polyposis	MONDO:0021055	2	1	1		HGNC:11998(TP53)
Classic_Hodgkin_Lymphoma	MONDO:0009348	4	1	0	HGNC:28557(KLHDC8B)	HGNC:11896(TNFAIP3);HGNC:7067(CIITA);HGNC:7797(NFKBIA);HGNC:914(B2M)
Clear_Cell_Ovarian_Carcinoma	MONDO:0000548	2	0	0		HGNC:11110(ARID1A);HGNC:8975(PIK3CA)
Cleft_Lip_Palate	MONDO:0016044	6	14	3	HGNC:1071(BMP4);HGNC:12502(SUMO1);HGNC:1748(CDH1);HGNC:17686(RIC1);HGNC:23571(COBLL1);HGNC:25968(ARHGEF38);HGNC:2900(DLG1);HGNC:2917(DLX4);HGNC:30207(ARHGAP29);HGNC:8803(PDGFRA);HGNC:9706(NECTIN1)	HGNC:11769(TGFB3);HGNC:25839(GRHL3);HGNC:3806(FOXE1)
Cleidocranial_Dysplasia	MONDO:0007340	1	1	1		
Clouston_Syndrome	MONDO:0007510	1	1	1		
Cockayne_Syndrome	MONDO:0016006	2	4	2	HGNC:3433(ERCC1);HGNC:3436(ERCC4)	
Coffin-Lowry_Syndrome	MONDO:0010561	1	1	1		
Coffin_Siris_Syndrome	MONDO:0015452	11	12	10	HGNC:11106(SMARCD1);HGNC:11200(SOX4)	HGNC:11098(SMARCA2)
Cole-Carpenter_Syndrome	MONDO:0016085	2	3	2	HGNC:2379(CRTAP)	
Combined_Malonic_and_Methylmalonic_Aciduria	MONDO:0013661	1	1	1		
Combined_Pituitary_Hormone_Deficiencies_Genetic_Form	MONDO:0018762	3	27	1	HGNC:10848(SHH);HGNC:10879(STIL);HGNC:10889(SIX3);HGNC:11111(SMC1A);HGNC:11119(SMO);HGNC:11355(STAG2);HGNC:11701(CRIPTO);HGNC:11776(TGIF1);HGNC:12873(ZIC2);HGNC:16466(SUFU);HGNC:17104(CDON);HGNC:19711(DISP1);HGNC:21863(RBM28);HGNC:2908(DLL1);HGNC:29185(PLCH1);HGNC:3686(FGF8);HGNC:3688(FGFR1);HGNC:3814(FOXH1);HGNC:4165(GAS1);HGNC:4318(GLI2);HGNC:4319(GLI3);HGNC:6595(LHX3);HGNC:7795(NFKB2);HGNC:7865(NODAL);HGNC:7877(CNOT1);HGNC:9585(PTCH1)	HGNC:9210(POU1F1);HGNC:9455(PROP1)
Combined_Saposin_Deficiency	MONDO:0012719	1	1	1		
Common_Variable_Immunodeficiency	MONDO:0015517	4	14	1	HGNC:13176(IKZF1);HGNC:1633(CD19);HGNC:1701(CD81);HGNC:1742(LRBA);HGNC:17755(TNFRSF13C);HGNC:18153(TNFRSF13B);HGNC:18276(SEC61A1);HGNC:21729(IRF2BP2);HGNC:2336(CR2);HGNC:6005(IL21);HGNC:7315(MS4A1);HGNC:7794(NFKB1);HGNC:7795(NFKB2)	HGNC:11927(TNFSF12);HGNC:11928(TNFSF13);HGNC:15879(CTNNBL1)
Complete_Androgen_Insensitivity_Syndrome	MONDO:0021023	1	1	1		
Complex_Hereditary_Spastic_Paraplegia	MONDO:0015150	10	47	6	HGNC:11758(TFG);HGNC:12631(USP8);HGNC:12666(VCP);HGNC:1356(ERLIN2);HGNC:13921(ABHD16A);HGNC:1476(CAPN1);HGNC:15832(BSCL2);HGNC:1618(CCT5);HGNC:16268(PNPLA6);HGNC:17168(RAB3GAP2);HGNC:17494(GJC2);HGNC:18062(GPT2);HGNC:18986(GBA2);HGNC:19957(TECPR2);HGNC:20716(KLC2);HGNC:21033(HACE1);HGNC:24928(VPS37A);HGNC:25358(RNF170);HGNC:25443(C19orf12);HGNC:25712(PGAP1);HGNC:26576(KY);HGNC:26784(MTRFR);HGNC:27302(IBA57);HGNC:29043(DSTYK);HGNC:29106(DDHD2);HGNC:29361(SELENOI);HGNC:29508(KIDINS220);HGNC:30213(ATP13A2);HGNC:30914(WDR48);HGNC:32521(ARSI);HGNC:3363(ENTPD1);HGNC:3760(FLRT1);HGNC:4117(B4GALNT1);HGNC:469(AMPD2);HGNC:6317(KIF1C);HGNC:6783(MAG);HGNC:6898(MARS1);HGNC:697(ARL6IP1);HGNC:7414(MT-ATP6);HGNC:8022(NT5C2);HGNC:8983(PI4KA)	HGNC:11237(SPG7);HGNC:572(AP4B1);HGNC:6323(KIF5A);HGNC:9086(PLP1)
Congenital_Adrenal_Hyperplasia	MONDO:0018479	5	6	5	HGNC:9208(POR)	
Congenital_Dyserythropoietic_Anemia	MONDO:0019403	6	8	6	HGNC:16232(COX4I2);HGNC:9804(RACGAP1)	
Congenital_Hypofibrinogenemia	MONDO:0015096	3	3	3		
Congenital_Hypothyroidism	MONDO:0018612	10	25	8	HGNC:11585(TBL1X);HGNC:11796(THRA);HGNC:12298(TRH);HGNC:12299(TRHR);HGNC:12372(TSHB);HGNC:21071(IYD);HGNC:21734(LHX4);HGNC:2488(NKX2-5);HGNC:30972(SECISBP2);HGNC:3815(FOXI1);HGNC:4877(HESX1);HGNC:5948(IGSF1);HGNC:6128(IRS4);HGNC:6256(KCNJ10);HGNC:6595(LHX3);HGNC:9210(POU1F1);HGNC:9455(PROP1)	HGNC:11825(NKX2-1);HGNC:3806(FOXE1)
Congenital_Insensitivity_to_Pain	MONDO:0015364	6	22	6	HGNC:10582(SCN10A);HGNC:1090(DST);HGNC:11231(ATL1);HGNC:11277(SPTLC1);HGNC:11278(SPTLC2);HGNC:14540(WNK1);HGNC:15646(KLHL7);HGNC:17412(CLCF1);HGNC:20152(ZFHX2);HGNC:2093(CLTCL1);HGNC:2364(CRLF1);HGNC:24526(ATL3);HGNC:2976(DNMT1);HGNC:8768(AIFM1);HGNC:888(KIF1A);HGNC:9969(RFC1)	
Congenital_Isolated_Hyperinsulinism	MONDO:0019010	3	9	3	HGNC:10922(SLC16A1);HGNC:11621(HNF1A);HGNC:12518(UCP2);HGNC:4195(GCK);HGNC:4799(HADH);HGNC:5024(HNF4A)	
Congenital_Lactase_Deficiency	MONDO:0009115	1	1	1		
Congenital_Myasthenic_Syndrome	MONDO:0018940	14	27	13	HGNC:10591(SCN4A);HGNC:10936(SLC18A3);HGNC:10979(SLC25A1);HGNC:11132(SNAP25);HGNC:11510(SYT2);HGNC:12642(VAMP1);HGNC:14025(SLC5A7);HGNC:2190(COL13A1);HGNC:23159(ALG2);HGNC:28287(ALG14);HGNC:30228(PREPL);HGNC:33814(AK9);HGNC:6487(LAMB2);HGNC:7608(MYO9A)	HGNC:22932(GMPPB)
Congenital_Pulmonary_Airway_Malformation	MONDO:0016580	3	0	0		HGNC:17098(DICER1);HGNC:3689(FGFR2);HGNC:6407(KRAS)
Congenital_Renal_Artery_Stenosis	MONDO:0019993	5	0	0		HGNC:14539(RNF213);HGNC:3327(ELN);HGNC:4174(GATA6);HGNC:6188(JAG1);HGNC:7765(NF1)
Congenital_Sialidosis_Type_2	MONDO:0019682	1	1	1		
Congenital_Sucrase-Isomaltase_Deficiency	MONDO:0009114	1	1	1		
Congenital_Total_Pulmonary_Venous_Return_Anomaly	MONDO:0007130	1	0	0		HGNC:11604(TBX5)
Contact_Dermatitis	MONDO:0005480	1	0	0		HGNC:3748(FLG)
Cori_Forbes_Disease	MONDO:0009291	1	1	1		
Cornelia_de_Lange_Syndrome	MONDO:0016033	4	6	4	HGNC:11111(SMC1A);HGNC:13575(BRD4)	
Coronary_Artery_Congenital_Malformation	MONDO:0015203	6	0	0		HGNC:10484(RYR2);HGNC:15710(LDB3);HGNC:4214(GDF1);HGNC:4814(KALRN);HGNC:6698(LRP6);HGNC:6993(MEF2A)
Coronary_Vasospasm	MONDO:0005356	1	0	0		HGNC:14539(RNF213)
Cortisone_Reductase_Deficiency	MONDO:0000193	2	2	2		
Costello_Syndrome	MONDO:0009026	2	2	1	HGNC:25430(LRRC56)	HGNC:7989(NRAS)
Cowden_Syndrome	MONDO:0016063	4	9	4	HGNC:10682(SDHC);HGNC:10683(SDHD);HGNC:10702(SEC23B);HGNC:30494(USF3);HGNC:391(AKT1)	
Cranioectodermal_Dysplasia	MONDO:0009032	6	7	6	HGNC:21219(CILK1)	
Craniopharyngioma	MONDO:0018907	2	2	2		
Creatine_Transporter_Deficiency	MONDO:0010305	1	1	1		
Cri-du-Chat_Syndrome	MONDO:0007404	3	2	2		HGNC:11730(TERT)
Crouzon_Syndrome	MONDO:0007405	1	2	1	HGNC:3444(ERF)	
Crouzon_Syndrome_with_Acanthosis_Nigricans	MONDO:0012833	1	1	1		
Cystinosis	MONDO:0016239	1	1	1		
Cystinuria	MONDO:0009067	2	2	2		
D-2-Hydroxyglutaric_Aciduria	MONDO:0010924	2	2	2		
D-Bifunctional_Protein_Deficiency	MONDO:0009855	1	2	1	HGNC:3247(EHHADH)	
DECR_Deficiency	MONDO:0014464	1	1	1		
DEPDC5-Related_Epilepsy	MONDO:0005384	1	19	1	HGNC:10590(SCN3A);HGNC:1386(CABP4);HGNC:14124(NPRL3);HGNC:17245(CPA6);HGNC:18865(KCNT1);HGNC:1956(CHRNA2);HGNC:1958(CHRNA4);HGNC:1962(CHRNB2);HGNC:20619(MICAL1);HGNC:2355(CRH);HGNC:24969(NPRL2);HGNC:30668(SRPX2);HGNC:4087(GABRG2);HGNC:4114(GAL);HGNC:4585(GRIN2A);HGNC:6284(KCNMA1);HGNC:6572(LGI1);HGNC:9957(RELN)	
DK1-congenital_disorder_of_glycosylation	MONDO:0012556	1	1	1		
DNM1_Encephalopathy	MONDO:0014598	1	1	1		
DOORS_Syndrome	MONDO:0009079	2	2	2		
DSP_Cardiomyopathy	MONDO:0011831	1	1	1		
DYRK1A_Syndrome	MONDO:0013578	1	1	1		
Danon_disease	MONDO:0010281	1	1	1		
DeSanto-Shinawi_Syndrome	MONDO:0018760	1	1	1		
Deafness-Lymphedema-Leukemia_Syndrome	MONDO:0013540	1	1	1		
Deficiency_of_Adenosine_Deaminase_2	MONDO:0014306	1	1	1		
Delayed_Sleep_Phase_Syndrome	MONDO:0024377	3	0	0		HGNC:2384(CRY1);HGNC:8846(PER2);HGNC:8847(PER3)
Delpire-McNeill_Syndrome	MONDO:0033667	1	1	1		
Dentatorubral-Pallidoluysian_Atrophy	MONDO:0007435	1	1	1		
Dentici-Novelli_neurodevelopmental_syndrome	MONDO:0859251	1	1	1		
Dermatomyositis	MONDO:0016367	5	0	0		HGNC:16290(TRIM33);HGNC:18873(IFIH1);HGNC:1919(CHD4);HGNC:23572(MORC3);HGNC:30660(SAE1)
Dermoid_Cyst	MONDO:0002378	1	0	0		HGNC:1068(BMP15)
Diabetes_Mellitus	MONDO:0005015	20	42	10	HGNC:1057(BLK);HGNC:11006(SLC2A2);HGNC:11364(STAT3);HGNC:11811(KLF11);HGNC:1477(CAPN10);HGNC:1848(CEL);HGNC:18791(ZFP57);HGNC:19165(TBC1D4);HGNC:20389(RETN);HGNC:23734(PTF1A);HGNC:24035(APPL1);HGNC:25719(C12orf43);HGNC:26274(NARS2);HGNC:28510(GLIS3);HGNC:28867(IGF2BP2);HGNC:3356(ENPP1);HGNC:392(AKT2);HGNC:4456(GPD2);HGNC:5010(HMGA1);HGNC:5326(HYMAI);HGNC:6018(IL6);HGNC:6107(PDX1);HGNC:6125(IRS1);HGNC:6126(IRS2);HGNC:6619(LIPC);HGNC:6882(MAPK8IP1);HGNC:7464(MTNR1B);HGNC:7762(NEUROD1);HGNC:8618(PAX4);HGNC:9046(PLAGL1);HGNC:9291(PPP1R3A);HGNC:9642(PTPN1)	HGNC:10938(SLC19A2);HGNC:12762(WFS1);HGNC:24212(CISD2);HGNC:2505(CTLA4);HGNC:3255(EIF2AK3);HGNC:428(ALMS1);HGNC:4942(HLA-DQA1);HGNC:4944(HLA-DQB1);HGNC:6008(IL2RA);HGNC:9652(PTPN22)
Diastrophic_Dysplasia	MONDO:0009107	1	1	1		
Diffuse_Large_B_Cell_Lymphoma	MONDO:0018905	1	4	0	HGNC:1001(BCL6);HGNC:12825(XPO1);HGNC:427(ALK);HGNC:990(BCL2)	HGNC:7562(MYD88)
Diffuse_Nonepidermolytic_Palmoplantar_Keratoderma	MONDO:0010962	1	1	1		
Dilated_Cardiomyopathy	MONDO:0005021	48	81	32	HGNC:10680(SDHA);HGNC:10805(SGCA);HGNC:10806(SGCB);HGNC:10807(SGCD);HGNC:10809(SGCG);HGNC:11532(TAF1A);HGNC:11577(TAFAZZIN);HGNC:11875(TMPO);HGNC:12949(VEZF1);HGNC:16084(LIMS2);HGNC:164(ACTN2);HGNC:16410(DNAJC30);HGNC:17084(SYNE2);HGNC:17089(SYNE1);HGNC:17296(RRM2B);HGNC:18155(TXNRD2);HGNC:20039(CAP2);HGNC:23406(DOLK);HGNC:2389(CRYAB);HGNC:2472(CSRP3);HGNC:25686(PPCS);HGNC:26973(C10orf71);HGNC:28472(TMEM43);HGNC:2928(DMD);HGNC:3052(DSP);HGNC:3331(EMD);HGNC:3522(EYA4);HGNC:3622(FKTN);HGNC:3702(FHL1);HGNC:3703(FHL2);HGNC:4808(HAND2);HGNC:7414(MT-ATP6);HGNC:7415(MT-ATP8);HGNC:7419(MT-CO1);HGNC:7422(MT-CO3);HGNC:7427(MT-CYB);HGNC:7455(MT-ND1);HGNC:7456(MT-ND2);HGNC:7459(MT-ND4);HGNC:7460(MT-ND4L);HGNC:7461(MT-ND5);HGNC:7462(MT-ND6);HGNC:7490(MT-TL1);HGNC:7708(NDUFS2);HGNC:8905(PGM1);HGNC:9080(PLN);HGNC:9508(PSEN1);HGNC:9509(PSEN2);HGNC:9829(RAF1)	HGNC:10484(RYR2);HGNC:11598(TBX20);HGNC:11871(TMOD1);HGNC:15719(OBSCN);HGNC:16731(FBXO32);HGNC:16932(NEBL);HGNC:1759(CDH2);HGNC:19661(TNNI3K);HGNC:21086(MIB1);HGNC:2499(CTF1);HGNC:28883(PPA2);HGNC:29131(PLEKHM2);HGNC:29826(MYLK3);HGNC:3756(FLNC);HGNC:7583(MYL2);HGNC:7988(NRAP)
Dimethylglycine_Dehydrogenase_Deficiency	MONDO:0011610	1	2	1	HGNC:3771(FMO3)	
Disorder_of_Catecholamine_Synthesis	MONDO:0017759	8	2	1	HGNC:2689(DBH)	HGNC:11257(SPR);HGNC:11782(TH);HGNC:28908(DNAJC12);HGNC:4193(GCH1);HGNC:8646(PCBD1);HGNC:9689(PTS);HGNC:9752(QDPR)
Dissociative_Identity_Disorder	MONDO:0001159	1	0	0		HGNC:11050(SLC6A4)
Distal_Hereditary_Motor_Neuronopathy_Autosomal_Dominant	MONDO:0015362	7	14	7	HGNC:11273(SPTAN1);HGNC:12729(WARS1);HGNC:19880(EMILIN1);HGNC:25786(REEP1);HGNC:28844(FBXO38);HGNC:5248(HSPB3);HGNC:939(BAG3)	
Distal_Hereditary_Motor_Neuronopathy_Autosomal_Recessive	MONDO:0015363	6	11	5	HGNC:11582(TBCE);HGNC:12718(VRK1);HGNC:2244(COQ7);HGNC:25786(REEP1);HGNC:30910(VWA1);HGNC:5228(DNAJB2)	HGNC:7154(MME)
Donnai-Barrow_syndrome	MONDO:0009104	1	1	1		
Dorfman_Chanarin_Disease	MONDO:0010155	1	1	1		
Drug_or_Toxin-Induced_Pulmonary_Arterial_Hypertension	MONDO:0017149	1	1	1		
Duane_Radial_Ray_Syndrome	MONDO:0011812	1	1	1		
Duane_Retraction_Syndrome	MONDO:0007473	3	3	3		
Duchenne_Muscular_Dystrophy	MONDO:0010679	2	2	2		
Dupuytrens_Contracture	MONDO:0006345	2	0	0		HGNC:10778(SFRP4);HGNC:12787(WNT7B)
Dysembryoplastic_Neuroepithelial_Tumor	MONDO:0005505	1	0	0		HGNC:3688(FGFR1)
Dyskeratosis_Congenita	MONDO:0015780	17	15	11	HGNC:12441(TYMS);HGNC:17641(DCLRE1B);HGNC:25792(USB1);HGNC:7910(NPM1)	HGNC:10289(RPA1);HGNC:17284(POT1);HGNC:25126(NAF1);HGNC:25265(ZCCHC8);HGNC:26200(STN1);HGNC:9173(POLA1)
Dyslexia	MONDO:0005489	4	0	0		HGNC:13875(FOXP2);HGNC:18141(DCDC2);HGNC:21493(DNAAF4);HGNC:21580(KIAA0319)
Dystroglycanopathy	MONDO:0018276	17	17	16	HGNC:2202(COL4A1)	HGNC:3005(DPM1)
EAST_Syndrome	MONDO:0013005	1	1	1		
EBV_Associated_Gastric_Cancer	MONDO:0001056	4	14	1	HGNC:1500(CASP10);HGNC:1748(CDH1);HGNC:2235(KLF6);HGNC:2509(CTNNA1);HGNC:3430(ERBB2);HGNC:3689(FGFR2);HGNC:583(APC);HGNC:5992(IL1B);HGNC:6000(IL1RN);HGNC:6116(IRF1);HGNC:6407(KRAS);HGNC:6858(MAP3K6);HGNC:7527(MUTYH)	HGNC:11110(ARID1A);HGNC:1787(CDKN2A);HGNC:20893(BCOR)
ECHS1_Deficiency	MONDO:0014563	1	1	1		
EDARADD_Hypohidrotic_Ectodermal_Dysplasia	MONDO:0013983	1	1	1		
EDAR_Hypohidrotic_Ectodermal_Dysplasia	MONDO:0016535	1	11	1	HGNC:12036(TRAF6);HGNC:13829(WNT10A);HGNC:14341(EDARADD);HGNC:17756(EDA2R);HGNC:2482(CSTB);HGNC:26624(KDF1);HGNC:3157(EDA);HGNC:5961(IKBKG);HGNC:6698(LRP6);HGNC:7797(NFKBIA)	
EDN3_EDNRB_Waardenburg_Shah	MONDO:0019518	2	4	2	HGNC:11190(SOX10);HGNC:7105(MITF)	
EFL1-related_Shwachman-Diamond_syndrome	MONDO:0044205	1	1	1		
EML1_Ribbon_Heterotopia	MONDO:0020491	1	3	1	HGNC:2714(DCX);HGNC:8574(PAFAH1B1)	
ER_Positive_Breast_Cancer	MONDO:0006512	2	0	0		HGNC:3467(ESR1);HGNC:8975(PIK3CA)
EYS_Related_Retinitis_Pigmentosa	MONDO:0011272	1	1	1		
Ectodermal_Dysplasia_and_Immunodeficiency_2	MONDO:0012806	1	1	1		
Elsahy-Waters_Syndrome	MONDO:0008885	1	1	1		
Emery_Dreifuss_Muscular_Dystrophy	MONDO:0016830	6	7	6	HGNC:7577(MYH7)	
Encephalocraniocutaneous_Lipomatosis	MONDO:0013074	1	2	1	HGNC:6407(KRAS)	
Endometrial_Carcinoma	MONDO:0002447	7	0	0		HGNC:11998(TP53);HGNC:2514(CTNNB1);HGNC:3430(ERBB2);HGNC:7127(MLH1);HGNC:8975(PIK3CA);HGNC:9177(POLE);HGNC:9588(PTEN)
Endometrial_Endometrioid_Adenocarcinoma	MONDO:0006192	6	0	0		HGNC:11110(ARID1A);HGNC:11998(TP53);HGNC:2514(CTNNB1);HGNC:6407(KRAS);HGNC:8975(PIK3CA);HGNC:9588(PTEN)
Endometriosis	MONDO:0005133	5	0	0		HGNC:11110(ARID1A);HGNC:6407(KRAS);HGNC:8975(PIK3CA);HGNC:9302(PPP2R1A);HGNC:9588(PTEN)
Enhanced_S-Cone_Syndrome	MONDO:0100288	1	2	1	HGNC:8002(NRL)	
Eosinophilic_Granulomatosis_with_Polyangiitis	MONDO:0015943	3	0	0		HGNC:4445(GPA33);HGNC:6016(IL5);HGNC:6116(IRF1)
Epidermolysis_Bullosa_Simplex	MONDO:0017610	1	11	1	HGNC:1090(DST);HGNC:1630(CD151);HGNC:3052(DSP);HGNC:30578(EXPH5);HGNC:6158(ITGB4);HGNC:6207(JUP);HGNC:6416(KRT14);HGNC:6442(KRT5);HGNC:9023(PKP1);HGNC:9069(PLEC)	
Epilepsy	MONDO:0005027	5	215	3	HGNC:10057(RNF13);HGNC:10152(RNU2-2);HGNC:10585(SCN1A);HGNC:10586(SCN1B);HGNC:10588(SCN2A);HGNC:10590(SCN3A);HGNC:10596(SCN8A);HGNC:10597(SCN9A);HGNC:10739(SEMA6B);HGNC:10866(ST3GAL3);HGNC:10939(SLC1A1);HGNC:10940(SLC1A2);HGNC:10982(SLC25A12);HGNC:11005(SLC2A1);HGNC:11018(SLC32A1);HGNC:11042(SLC6A1);HGNC:11111(SMC1A);HGNC:11142(SIK1);HGNC:11273(SPTAN1);HGNC:11411(CDKL5);HGNC:11444(STXBP1);HGNC:11494(SYN1);HGNC:11503(SYNJ1);HGNC:11968(CNPY3);HGNC:11969(TNRC6A);HGNC:12525(UGDH);HGNC:12527(UGP2);HGNC:12799(WWOX);HGNC:12852(YWHAG);HGNC:1362(FRRS1L);HGNC:13760(CYFIP2);HGNC:13818(SLC12A5);HGNC:1386(CABP4);HGNC:1388(CACNA1A);HGNC:1389(CACNA1B);HGNC:1392(CACNA1E);HGNC:1395(CACNA1H);HGNC:1399(CACNA2D1);HGNC:13993(PRDM8);HGNC:1404(CACNB4);HGNC:14124(NPRL3);HGNC:14135(PIGQ);HGNC:1424(CAD);HGNC:14253(CERS1);HGNC:14270(PCDH19);HGNC:14561(ARHGEF9);HGNC:14881(ZEB2);HGNC:14957(PUM1);HGNC:1497(CASK);HGNC:15579(TRIM8);HGNC:15736(HID1);HGNC:15751(NAPB);HGNC:15917(PLCB1);HGNC:160(ACTL6B);HGNC:16406(EFHC1);HGNC:1665(SCARB2);HGNC:16854(RAPGEF2);HGNC:17019(PRICKLE1);HGNC:17028(SNF8);HGNC:17245(CPA6);HGNC:17416(ADGRV1);HGNC:17735(TMEM63B);HGNC:17768(TDP2);HGNC:18044(SLC38A3);HGNC:18060(ARX);HGNC:18063(STARD7);HGNC:18305(ATP6AP2);HGNC:18423(DEPDC5);HGNC:18539(STX1B);HGNC:18756(RHOBTB2);HGNC:18865(KCNT1);HGNC:18866(KCNT2);HGNC:19036(MAST3);HGNC:1917(CHD2);HGNC:19190(DOCK7);HGNC:19297(TNK2);HGNC:19338(CDK19);HGNC:19344(DENND5A);HGNC:19347(CUX2);HGNC:1956(CHRNA2);HGNC:1958(CHRNA4);HGNC:1962(CHRNB2);HGNC:19701(CNKSR2);HGNC:19954(SLC25A22);HGNC:20(AARS1);HGNC:201(ADAM22);HGNC:2020(CLCN2);HGNC:20566(SV2A);HGNC:20603(DHDDS);HGNC:20619(MICAL1);HGNC:2079(CLN8);HGNC:2092(CLTC);HGNC:20967(NACC1);HGNC:20990(PHACTR1);HGNC:21033(HACE1);HGNC:21042(NUS1);HGNC:21219(CILK1);HGNC:21576(NHLRC1);HGNC:21701(BRAT1);HGNC:2172(CNTN2);HGNC:21957(KCTD7);HGNC:23089(SLC13A5);HGNC:2309(CPLX1);HGNC:23230(UBA5);HGNC:2355(CRH);HGNC:23794(PACS2);HGNC:24281(OTUD6B);HGNC:24539(NECAP1);HGNC:2482(CSTB);HGNC:24824(FZR1);HGNC:24969(NPRL2);HGNC:2516(CTNND2);HGNC:25489(YEATS2);HGNC:2550(CELF2);HGNC:25536(DALRD3);HGNC:25640(UFSP2);HGNC:25799(GUF1);HGNC:25807(SLC7A6OS);HGNC:263(ADORA2A);HGNC:282(ADRA2B);HGNC:28912(WDR45);HGNC:28991(RUBCN);HGNC:29040(SZT2);HGNC:29046(FBXO28);HGNC:29203(TBC1D24);HGNC:2938(DMXL2);HGNC:29433(NEXMIF);HGNC:29561(ARV1);HGNC:2972(DNM1);HGNC:29947(TRAK1);HGNC:30172(STRADA);HGNC:30260(PNPO);HGNC:3046(PIGP);HGNC:30500(PRRT2);HGNC:30550(MARCHF6);HGNC:30563(PARS2);HGNC:30668(SRPX2);HGNC:30881(ALG13);HGNC:31750(SAMD12);HGNC:3192(EEF1A2);HGNC:3413(EPM2A);HGNC:3668(FGF12);HGNC:3670(FGF13);HGNC:3811(FOXG1);HGNC:4075(GABRA1);HGNC:4076(GABRA2);HGNC:4077(GABRA3);HGNC:4079(GABRA5);HGNC:4081(GABRB1);HGNC:4082(GABRB2);HGNC:4083(GABRB3);HGNC:4092(GAD1);HGNC:4114(GAL);HGNC:4331(GLS);HGNC:4341(GLUL);HGNC:4389(GNAO1);HGNC:4431(GOSR2);HGNC:4433(GOT2);HGNC:4507(GABBR2);HGNC:4584(GRIN1);HGNC:4585(GRIN2A);HGNC:4586(GRIN2B);HGNC:4588(GRIN2D);HGNC:4599(GRM7);HGNC:4845(HCN1);HGNC:5048(HNRNPU);HGNC:564(AP2M1);HGNC:567(AP3B2);HGNC:6176(ITPA);HGNC:6199(JRK);HGNC:6218(KCNA1);HGNC:6220(KCNA2);HGNC:6231(KCNB1);HGNC:6233(KCNC1);HGNC:6234(KCNC2);HGNC:6254(KCNH5);HGNC:6284(KCNMA1);HGNC:6296(KCNQ2);HGNC:6297(KCNQ3);HGNC:6572(LGI1);HGNC:6638(LMNB2);HGNC:6872(MAPK10);HGNC:6970(MDH1);HGNC:6971(MDH2);HGNC:6990(MECP2);HGNC:7461(MT-ND5);HGNC:7470(MT-RNR1);HGNC:7481(MT-TF);HGNC:7487(MT-TH);HGNC:7489(MT-TK);HGNC:7490(MT-TL1);HGNC:7494(MT-TP);HGNC:7495(MT-TQ);HGNC:7497(MT-TS1);HGNC:7498(MT-TS2);HGNC:7763(NEUROD2);HGNC:777(ZFHX3);HGNC:800(ATP1A2);HGNC:801(ATP1A3);HGNC:8016(NSF);HGNC:8032(NTRK2);HGNC:851(ATP6V1A);HGNC:865(ATP6V0A1);HGNC:877(ALDH7A1);HGNC:8943(SERPINI1);HGNC:8957(PIGA);HGNC:8959(PIGB);HGNC:9154(PNKP);HGNC:9314(PPP3CA);HGNC:9457(PLPBP);HGNC:947(BAIAP2);HGNC:9957(RELN)	HGNC:18319(PRIMA1);HGNC:21839(KPNA7)
Epilepsy_of_Infancy_with_Migrating_Focal_Seizures	MONDO:0017385	1	9	1	HGNC:10585(SCN1A);HGNC:10588(SCN2A);HGNC:13818(SLC12A5);HGNC:15917(PLCB1);HGNC:19954(SLC25A22);HGNC:29203(TBC1D24);HGNC:6296(KCNQ2);HGNC:8957(PIGA)	
Epilepsy_with_Myoclonic_Atonic_Seizures	MONDO:0014633	5	7	3	HGNC:11497(SYNGAP1);HGNC:1917(CHD2);HGNC:29433(NEXMIF);HGNC:564(AP2M1)	HGNC:10586(SCN1B);HGNC:4087(GABRG2)
Episodic_Ataxia	MONDO:0016227	2	5	2	HGNC:10588(SCN2A);HGNC:10941(SLC1A3);HGNC:1404(CACNB4)	
Epithelioid_Sarcoma	MONDO:0017387	1	0	0		HGNC:11103(SMARCB1)
Erdheim-Chester_Disease	MONDO:0018153	1	0	0		HGNC:1097(BRAF)
Erythrokeratodermia_Variabilis	MONDO:0017851	3	8	3	HGNC:17637(PERP);HGNC:17993(TRPM4);HGNC:4021(KDSR);HGNC:6460(KRT83);HGNC:6663(LORICRIN)	
Erythropoietic_Protoporphyria	MONDO:0001676	2	3	2	HGNC:2088(CLPX)	
Esophageal_Adenocarcinoma	MONDO:0005028	4	1	1		HGNC:11998(TP53);HGNC:1787(CDKN2A);HGNC:6770(SMAD4)
Esophageal_Atresia	MONDO:0001044	4	0	0		HGNC:11195(SOX2);HGNC:20626(CHD7);HGNC:3809(FOXF1);HGNC:7559(MYCN)
Esophageal_Carcinoma	MONDO:0019086	5	5	1	HGNC:10069(RNF6);HGNC:11773(TGFBR2);HGNC:12799(WWOX);HGNC:2899(DLEC1)	HGNC:11998(TP53);HGNC:1787(CDKN2A);HGNC:7782(NFE2L2);HGNC:7881(NOTCH1)
Essential_Tremor	MONDO:0003233	5	4	1	HGNC:29945(TENM4);HGNC:3024(DRD3);HGNC:53924(NOTCH2NLC)	HGNC:10940(SLC1A2);HGNC:1374(CA3);HGNC:21205(LINGO1);HGNC:2309(CPLX1)
Ethylmalonic_Encephalopathy	MONDO:0011229	1	1	1		
