drug_id	drug_label	indication	disorder	mondo	status
NCIT:C2194	Sorafenib Tosylate	Advanced renal cell carcinoma; Metastatic Colorectal Cancer	HER2-Positive Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C2194	Sorafenib Tosylate	Advanced renal cell carcinoma; Metastatic Colorectal Cancer	MSI-High Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C2194	Sorafenib Tosylate	Advanced renal cell carcinoma; Metastatic Colorectal Cancer	Metastatic Colorectal Cancer	MONDO:0005575	MISSING_TREATMENT
NCIT:C2194	Sorafenib Tosylate	Advanced renal cell carcinoma; Metastatic Colorectal Cancer	Metastatic Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C2194	Sorafenib Tosylate	Advanced renal cell carcinoma; Metastatic Colorectal Cancer	Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C2194	Sorafenib Tosylate	Major Depressive Disorder	Major Depressive Disorder	MONDO:0002009	MISSING_TREATMENT
NCIT:C2213	Liposomal Daunorubicin Citrate	Acute Nonlymphocytic Leukemia; Acute Lymphocytic Leukemia; Advanced HIV-associated Karposi Sarcoma.	-	-	NO_DISORDER
NCIT:C2220	Interferon Alfa-N1	Chronic Hepatitis C	Hepatitis C	MONDO:0005231	MISSING_TREATMENT
NCIT:C224852	Daratumumab and Hyaluronidase/Teclistamab Regimen	multiple myeloma	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C225	Recombinant Interferon Alfa	See specific agents.	-	-	NO_DISORDER
NCIT:C226	Eflornithine	Hirsutism, facial; Trypanosoma brucei gambiense (sleeping sickness) infection	-	-	NO_DISORDER
NCIT:C2265	Prasterone	Adrenal insufficiency, replacement; Systemic lupus erythematosus, treatment and steroid treatment reduction	Neuropsychiatric Systemic Lupus Erythematosus	MONDO:0007915	MISSING_TREATMENT
NCIT:C2265	Prasterone	Adrenal insufficiency, replacement; Systemic lupus erythematosus, treatment and steroid treatment reduction	Systemic Lupus Erythematosus	MONDO:0007915	MISSING_TREATMENT
NCIT:C228	Aluminum Sulfate Anhydrous	Allergy, diagnosis	-	-	NO_DISORDER
NCIT:C2295	Estradiol	Advanced androgen-dependent prostate cancer, palliative; Breast cancer, palliative; Estrogen replacement; Menopausal symptoms; Postmenopausal osteoporosis	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C2295	Estradiol	Advanced androgen-dependent prostate cancer, palliative; Breast cancer, palliative; Estrogen replacement; Menopausal symptoms; Postmenopausal osteoporosis	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C2295	Estradiol	Advanced androgen-dependent prostate cancer, palliative; Breast cancer, palliative; Estrogen replacement; Menopausal symptoms; Postmenopausal osteoporosis	Osteoporosis	MONDO:0005298	MISSING_TREATMENT
NCIT:C2327	Niacinamide	Pellegra, treatment and prophylaxis; Various dermatologic conditions	-	-	NO_DISORDER
NCIT:C2351	Hyperbaric Oxygen	Various diseases or injuries associated with hypoxia	-	-	NO_DISORDER
NCIT:C236	Amiodarone Hydrochloride	Ventricular Fibrillation and Ventricular Tachycardia	-	-	NO_DISORDER
NCIT:C2379	Uridine Triacetate	Mitochondrial disease; emergency treatment following a fluorouracil or capecitabine administration	-	-	NO_DISORDER
NCIT:C2381	Etanercept	juvenile arthritis; psoriatic arthritis; rheumatoid arthritis.	Psoriatic Arthritis	MONDO:0011849	MISSING_TREATMENT
NCIT:C2381	Etanercept	juvenile arthritis; psoriatic arthritis; rheumatoid arthritis.	Rheumatoid Arthritis	MONDO:0008383	MISSING_TREATMENT
NCIT:C2388	Liposomal Cytarabine	Lymphomatous meningitis	-	-	NO_DISORDER
NCIT:C2403	Human Papillomavirus Tumor Antigen Vaccine	Cervical cancer	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C2404	Rasburicase	Chemotherapy-induced acute hyperuricemia, treatment and prophylaxis	-	-	NO_DISORDER
NCIT:C2413	Recombinant Leukocyte Interleukin	neoadjuvant therapy for patients with squamous cell carcinoma of the head and neck	Arsenic-Related Cancers	MONDO:0005096	MISSING_TREATMENT
NCIT:C2423	Recombinant Adenovirus-p53 SCH-58500	Primary ovarian cancer	-	-	NO_DISORDER
NCIT:C2444	Iodine I 131 Tositumomab	CD-20-antigen-expressing, relapsed or refractory, low-grade, follicular, or transformed Non-Hodgkins lymphoma	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C2455	Palifermin	Severe oral mucositis with hematologic malignancies, chemotherapy- and radiotherapy-induced	-	-	NO_DISORDER
NCIT:C247	ACE Inhibitor	Hypertension	-	-	NO_DISORDER
NCIT:C2487	Carmustine Implant	Malignant glioma, adjuvant to surgery and radiation; Recurrent glioblastoma multiforme, adjuvant to surgery	-	-	NO_DISORDER
NCIT:C2491	Pegylated Interferon Alfa	Hepatitis C.	Hepatitis C	MONDO:0005231	MISSING_TREATMENT
NCIT:C2543	Tositumomab	CD20 Positive Follicular Non-Hodgkins Lymphoma Refractory to Rituximab	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C2550	Palladium Pd-103	Early Stage Prostate Cancer; Localized Tumours of the Head, Neck, Lung, Pancreas, Breast, Intraocular and Uterus.	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C2550	Palladium Pd-103	Early Stage Prostate Cancer; Localized Tumours of the Head, Neck, Lung, Pancreas, Breast, Intraocular and Uterus.	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C257	Nonsteroidal Antiinflammatory Drug	Inflammation	-	-	NO_DISORDER
NCIT:C2575	Fat Emulsion	Caloric Supplementation and Essential Fatty Acid Deficiency.	-	-	NO_DISORDER
NCIT:C25758	Human Papillomavirus 16 E7 Peptide	Cervical cancer vaccine (TA-HPV) component	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C2579	Indium In-111 Ibritumomab Tiuxetan	Non-Hodgkins lymphoma	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C2583	Rosiglitazone Maleate	Non-Insulin-Dependent Diabetes Mellitus and Type II Diabetes Mellitus	Diabetes mellitus	MONDO:0005015	MISSING_TREATMENT
NCIT:C2583	Rosiglitazone Maleate	Non-Insulin-Dependent Diabetes Mellitus and Type II Diabetes Mellitus	Malnutrition-Related Diabetes Mellitus	MONDO:0005015	MISSING_TREATMENT
NCIT:C2583	Rosiglitazone Maleate	Type 2 diabetes	-	-	NO_DISORDER
NCIT:C2586	Psoralen	Psoriasis; T-cell Lymphoma-Cutaneous; Vitiligo	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C2586	Psoralen	Psoriasis; T-cell Lymphoma-Cutaneous; Vitiligo	Psoriasis	MONDO:0005083	MISSING_TREATMENT
NCIT:C2586	Psoralen	Psoriasis; T-cell Lymphoma-Cutaneous; Vitiligo	Vitiligo	MONDO:0008661	MISSING_TREATMENT
NCIT:C2588	Gadopentetate Dimeglumine	Angiography for Leptomeningeal Metastases and Multiple Sclerosis and Magnetic Resonance Imaging for Spine and Brain.	Multiple Sclerosis	MONDO:0005301	MISSING_TREATMENT
NCIT:C2595	Candida Albicans Skin Test Reagent	Cellular hypersensitivity.	-	-	NO_DISORDER
NCIT:C2603	Donepezil Hydrochloride	Alzheimers disease and opioid-induced sedation.	-	-	NO_DISORDER
NCIT:C2629	Valganciclovir	Cytomegalovirus retinitis	Cytomegalovirus Retinitis	MONDO:0000878	COVERED
NCIT:C2634	Digitoxin	Atrial Fibrillation; Atrial Flutter; Congestive Heart Failure; Supraventricular Tachyarrhythmias.	Atrial Fibrillation	MONDO:0004981	MISSING_TREATMENT
NCIT:C2634	Digitoxin	Atrial Fibrillation; Atrial Flutter; Congestive Heart Failure; Supraventricular Tachyarrhythmias.	Heart Failure	MONDO:0005252	MISSING_TREATMENT
NCIT:C2639	Taurolidine	Bronchiectasis; Catheter-Related Sepsis; Otitis Media; Peritonitis; Thoracic Empyema	Bronchiectasis	MONDO:0004822	MISSING_TREATMENT
NCIT:C2643	Trivalent Influenza Vaccine	Influenza Prophylaxis	Influenza	MONDO:0005812	MISSING_TREATMENT
NCIT:C26444	Golnerminogene Pradenovec	Treatment of solid tumors including pancreatic cancer	-	-	NO_DISORDER
NCIT:C2645	Doxercalciferol	Secondary hyperparathyroidism in end stage renal disease in patients on hemodialysis.	-	-	NO_DISORDER
NCIT:C2654	Ipilimumab	Unresectable or Metastatic Melanoma	Metastatic Melanoma	MONDO:0005012	COVERED
NCIT:C2656	Halofuginone Hydrobromide	Scleroderma and Antiprotozoal; Coccidiosis (Vet).	-	-	NO_DISORDER
NCIT:C2660	Tetanus Toxoid Vaccine	Tetanus Prophylaxis	Tetanus	MONDO:0005526	MISSING_TREATMENT
NCIT:C26638	Clofarabine	Acute lymphoblastic leukemia, pediatric	Acute Lymphoblastic Leukemia	MONDO:0004967	MISSING_TREATMENT
NCIT:C26639	Epoetin Beta	Anemia associated with end-stage renal disease	-	-	NO_DISORDER
NCIT:C2664	Fibrin Sealant	Cardiovascular Surgery; Colostomy Closure; Congenital Heart Defects; Coronary Artery Bypass Grafting; Mediastinal Bleeding; Microvascular Bleeding; Splenic Trauma.	-	-	NO_DISORDER
NCIT:C26641	Buspirone Hydrochloride	alcohol abuse; anxiety; depression; migraine prophylaxis; smoking cessation; panic disorder.	Migraine	MONDO:0005277	MISSING_TREATMENT
NCIT:C26641	Buspirone Hydrochloride	alcohol abuse; anxiety; depression; migraine prophylaxis; smoking cessation; panic disorder.	Panic Disorder	MONDO:0005383	MISSING_TREATMENT
NCIT:C26642	Dexmethylphenidate	Attention Deficit Hyperactivity Disorder.	Attention Deficit-Hyperactivity Disorder	MONDO:0007743	COVERED
NCIT:C26643	Dextroamphetamine-Amphetamine	Attention deficit hyperactive disorder; Narcolepsy	Narcolepsy	MONDO:0021107	MISSING_TREATMENT
NCIT:C26644	Eribulin Mesylate	unresectable or metastatic liposarcoma; breast cancer	Liposarcoma	MONDO:0005060	COVERED
NCIT:C26656	Juven	Wasting syndrome, nutritional supplement	-	-	NO_DISORDER
NCIT:C26657	Levocarnitine	Carnitine deficiency; End-stage renal disease	-	-	NO_DISORDER
NCIT:C26661	Modafinil	Narcolepsy	Narcolepsy	MONDO:0021107	COVERED
NCIT:C26667	Zileuton	Prevention and Chronic treatment of Asthma	Asthma	MONDO:0004979	MISSING_TREATMENT
NCIT:C26670	Sildenafil Citrate	Erectile dysfunction	-	-	NO_DISORDER
NCIT:C26670	Sildenafil Citrate	Pulmonary hypertension	Pulmonary_hypertension	MONDO:0005149	COVERED
NCIT:C26671	Silymarin	Nutritional supplement for liver damage induced by chemicals or toxins	-	-	NO_DISORDER
NCIT:C26673	Sunitinib Malate	Gastrointestinal Stromal Tumor; Advanced Metastatic Renal Cell Carcinoma	Gastrointestinal Stromal Tumor	MONDO:0011719	COVERED
NCIT:C26673	Sunitinib Malate	Gastrointestinal Stromal Tumor; Advanced Metastatic Renal Cell Carcinoma	Metastatic Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C26673	Sunitinib Malate	Gastrointestinal Stromal Tumor; Advanced Metastatic Renal Cell Carcinoma	Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C2668	Lenalidomide	Transfusion-dependent anemia due to low- or intermediate-1 risk myelodysplastic syndrome; multiple myeloma, lymphoma	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C2668	Lenalidomide	Transfusion-dependent anemia due to low- or intermediate-1 risk myelodysplastic syndrome; multiple myeloma, lymphoma	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C2668	Lenalidomide	Transfusion-dependent anemia due to low- or intermediate-1 risk myelodysplastic syndrome; multiple myeloma, lymphoma	Myelodysplastic Syndrome	MONDO:0018881	COVERED
NCIT:C2673	Clopidogrel Bisulfate	Thromboembolic Disorders.	-	-	NO_DISORDER
NCIT:C2688	Nab-paclitaxel	Metastatic breast cancer	-	-	NO_DISORDER
NCIT:C2693	Erlotinib Hydrochloride	Malignant glioma; Locally advanced or metastic non-small cell lung carcinoma; Locally advanced, unresectable or metastatic pancreatic carcinoma	Lung Carcinoma	MONDO:0005138	MISSING_TREATMENT
NCIT:C2693	Erlotinib Hydrochloride	Malignant glioma; Locally advanced or metastic non-small cell lung carcinoma; Locally advanced, unresectable or metastatic pancreatic carcinoma	Metastatic Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C2693	Erlotinib Hydrochloride	Malignant glioma; Locally advanced or metastic non-small cell lung carcinoma; Locally advanced, unresectable or metastatic pancreatic carcinoma	Non-Small Cell Lung Cancer	MONDO:0005233	MISSING_TREATMENT
NCIT:C2693	Erlotinib Hydrochloride	Malignant glioma; Locally advanced or metastic non-small cell lung carcinoma; Locally advanced, unresectable or metastatic pancreatic carcinoma	Small Cell Lung Cancer	MONDO:0008433	MISSING_TREATMENT
NCIT:C2695	Epoetin Alfa	anemia due to chronic kidney disease (CKD); reduction of allogeneic red blood cell transfusions	Chronic Kidney Disease	MONDO:0005300	MISSING_TREATMENT
NCIT:C2702	Vincristine Sulfate Liposome	acute lymphoblastic leukemia (ALL)	Acute Lymphoblastic Leukemia	MONDO:0004967	COVERED
NCIT:C2733	Nimotuzumab	Glioma	-	-	NO_DISORDER
NCIT:C2737	Vandetanib	Thyroid Cancer	-	-	NO_DISORDER
NCIT:C278	Anti-Thymocyte Globulin	Heart and renal transplantation rejection, prophylaxis	-	-	NO_DISORDER
NCIT:C2814	Tetanus Toxoid Aluminum Phosphate Adsorbed Vaccine	Tetanus Prophylaxis	Tetanus	MONDO:0005526	MISSING_TREATMENT
NCIT:C2828	Topotecan Hydrochloride	Small Cell Lung Carcinoma; Cervical Cancer	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C2828	Topotecan Hydrochloride	Small Cell Lung Carcinoma; Cervical Cancer	Lung Carcinoma	MONDO:0005138	MISSING_TREATMENT
NCIT:C2828	Topotecan Hydrochloride	Small Cell Lung Carcinoma; Cervical Cancer	Small Cell Lung Cancer	MONDO:0008433	COVERED
NCIT:C285	Ascorbic Acid	Ascorbic acid deficiency; Burns; Iron nutrition; Scurvy; Wound healing	Scurvy	MONDO:0009412	MISSING_TREATMENT
NCIT:C28515	Glutamic Acid Hydrochloride	Gastric Acidifier.	-	-	NO_DISORDER
NCIT:C286	Asparaginase	Acute lymphocytic leukemia; Acute non-lymphocytic leukemia	-	-	NO_DISORDER
NCIT:C287	Aspirin	Mild to moderate pain; fever; prevention of arterial and venous thrombosis	-	-	NO_DISORDER
NCIT:C288	Azacitidine	Myelodysplastic Syndrome; acute myeloid leukemia	Acute Myeloid Leukemia, IDH-Mutated	MONDO:0018874	COVERED
NCIT:C288	Azacitidine	Myelodysplastic Syndrome; acute myeloid leukemia	Myelodysplastic Syndrome	MONDO:0018881	COVERED
NCIT:C28811	Adefovir Dipivoxil	Chronic Hepatitis B	Hepatitis B	MONDO:0005344	MISSING_TREATMENT
NCIT:C28816	Alprostadil	Erectile dysfunction; Patent ductus arteriosus	Patent Ductus Arteriosus	MONDO:0011827	MISSING_TREATMENT
NCIT:C28818	Amantadine Hydrochloride	Parkinson disease; infections caused by influenza A virus	Influenza	MONDO:0005812	MISSING_TREATMENT
NCIT:C28818	Amantadine Hydrochloride	Parkinson disease; infections caused by influenza A virus	Parkinson's Disease	MONDO:0005180	MISSING_TREATMENT
NCIT:C28858	Baclofen	Cerebral Spasticity, Chronic Spasticity	-	-	NO_DISORDER
NCIT:C28920	Cetirizine Hydrochloride	Allergies	-	-	NO_DISORDER
NCIT:C28934	Clobetasol Propionate	Psoriasis, Eczema	Psoriasis	MONDO:0005083	MISSING_TREATMENT
NCIT:C28941	Cosyntropin	Diagnosis of adrenal insufficiency	-	-	NO_DISORDER
NCIT:C28947	Cyclobenzaprine	Muscle Spasm	-	-	NO_DISORDER
NCIT:C28949	Cyproheptadine Hydrochloride	Hypersensitivity reactions	-	-	NO_DISORDER
NCIT:C28989	Adapalene	Topical treatment of acne vulgaris	Acne Vulgaris	MONDO:0011438	COVERED
NCIT:C29056	Fluocinonide	plaque-type psoriasis	Psoriasis	MONDO:0005083	MISSING_TREATMENT
NCIT:C29249	Mesalamine	Ulcerative Colitis and Proctitis	Ulcerative Colitis	MONDO:0005101	MISSING_TREATMENT
NCIT:C29268	Mometasone Furoate	Sinusitis	-	-	NO_DISORDER
NCIT:C29291	Nisoldipine	Hypertension	-	-	NO_DISORDER
NCIT:C29294	Nitroglycerin	Anal Fissure and Fistula	-	-	NO_DISORDER
NCIT:C29306	Oxandrolone	Bone pain; Duchenne's and Becker muscular dystrophy; HIV-associated muscle weakness; Wasting syndrome, treatment including HIV-related	-	-	NO_DISORDER
NCIT:C29345	Pancrelipase	exocrine pancreatic insufficiency; pancreatic enzyme deficiency	-	-	NO_DISORDER
NCIT:C29385	Propoxyphene Hydrochloride	extravasation resulting from intravenous anthracycline chemotherapy.	-	-	NO_DISORDER
NCIT:C29406	Rifamycin	Treatment of traveler's diarrhea	Traveler's Diarrhea	MONDO:0001673	MISSING_TREATMENT
NCIT:C29451	Sertraline Hydrochloride	Major depressive disorder; Obsessive-compulsive disorder; Panic disorder; Posttraumatic stress disorder; Premenstrual dysphoric disorder; Social phobia	Major Depressive Disorder	MONDO:0002009	MISSING_TREATMENT
NCIT:C29451	Sertraline Hydrochloride	Major depressive disorder; Obsessive-compulsive disorder; Panic disorder; Posttraumatic stress disorder; Premenstrual dysphoric disorder; Social phobia	Obsessive-Compulsive Disorder	MONDO:0008114	COVERED
NCIT:C29451	Sertraline Hydrochloride	Major depressive disorder; Obsessive-compulsive disorder; Panic disorder; Posttraumatic stress disorder; Premenstrual dysphoric disorder; Social phobia	Panic Disorder	MONDO:0005383	MISSING_TREATMENT
NCIT:C29451	Sertraline Hydrochloride	Major depressive disorder; Obsessive-compulsive disorder; Panic disorder; Posttraumatic stress disorder; Premenstrual dysphoric disorder; Social phobia	Premenstrual Dysphoric Disorder	MONDO:1010182	COVERED
NCIT:C29451	Sertraline Hydrochloride	Major depressive disorder; Obsessive-compulsive disorder; Panic disorder; Posttraumatic stress disorder; Premenstrual dysphoric disorder; Social phobia	Social Anxiety Disorder	MONDO:0001247	COVERED
NCIT:C29486	Tamsulosin Hydrochloride	Benign Prostatic Hyperplasia	Benign Prostatic Hyperplasia	MONDO:0010811	MISSING_TREATMENT
NCIT:C29487	Tazarotene	Topical treatment of facial acne vulgaris; stable plaque psoriasis; mitigation (palliation) of facial fine wrinkling; facial mottled hyper- and hypopigmentation; benign facial lentigines	Acne Vulgaris	MONDO:0011438	MISSING_TREATMENT
NCIT:C29487	Tazarotene	Topical treatment of facial acne vulgaris; stable plaque psoriasis; mitigation (palliation) of facial fine wrinkling; facial mottled hyper- and hypopigmentation; benign facial lentigines	Psoriasis	MONDO:0005083	MISSING_TREATMENT
NCIT:C29499	Thrombin Alfa	Hemostasis During Surgery	-	-	NO_DISORDER
NCIT:C29536	Valproic Acid	Epilepsy; Mania; Migraine	Epilepsy	MONDO:0005027	MISSING_TREATMENT
NCIT:C29536	Valproic Acid	Epilepsy; Mania; Migraine	Migraine	MONDO:0005277	MISSING_TREATMENT
NCIT:C298	BCG Vaccine	Bladder cancer; Tuberculosis, immunization	Tuberculosis	MONDO:0018076	MISSING_TREATMENT
NCIT:C298	BCG Vaccine	Immunoadjuvant in Vaccine Therapy	-	-	NO_DISORDER
NCIT:C299	Beclomethasone Dipropionate	Asthma; GI graft vs. host disease, prevention; Nasal polyps; Rhinitis	Asthma	MONDO:0004979	MISSING_TREATMENT
NCIT:C312	Bleomycin Sulfate	Squamous cell carcinomas of the head and neck; penis; cervix and vulva; Hodgkins and; non-Hodgkins lymphoma; testicular embryonal cell and ovarian carcinoma; chorio- and teratocarcinoma; malignant pleural effusion; melanoma; sarcoma; ovary germ cell tumor	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C317	Bromocriptine Mesylate	the treatment of dysfunctions associated with hyperprolactinemia including amenorrhea with or without galactorrhea, infertility or hypogonadism. Parlodel treatment is indicated in patients with prolactin-secreting adenomas.	-	-	NO_DISORDER
NCIT:C320	Buserelin	Breast cancer; Contraception, female; Endometriosis; Infertility; in vitro fertilization; Polycystic ovary syndrome; Prostate cancer; Uterine leiomyoma	BRCA-Mutant Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C320	Buserelin	Breast cancer; Contraception, female; Endometriosis; Infertility; in vitro fertilization; Polycystic ovary syndrome; Prostate cancer; Uterine leiomyoma	Endometriosis	MONDO:0005133	MISSING_TREATMENT
NCIT:C320	Buserelin	Breast cancer; Contraception, female; Endometriosis; Infertility; in vitro fertilization; Polycystic ovary syndrome; Prostate cancer; Uterine leiomyoma	Metastatic Prostate Cancer	MONDO:0008315	MISSING_TREATMENT
NCIT:C320	Buserelin	Breast cancer; Contraception, female; Endometriosis; Infertility; in vitro fertilization; Polycystic ovary syndrome; Prostate cancer; Uterine leiomyoma	Polycystic Ovary Syndrome	MONDO:0008487	MISSING_TREATMENT
NCIT:C320	Buserelin	Breast cancer; Contraception, female; Endometriosis; Infertility; in vitro fertilization; Polycystic ovary syndrome; Prostate cancer; Uterine leiomyoma	Uterine Leiomyoma	MONDO:0007886	MISSING_TREATMENT
NCIT:C321	Busulfan	Bone marrow disorders; chronic myelogenous leukemia; palliative; neoadjuvant to allogeneic hematopoietic progenitor cell transplantation; neoplastic meningitis; primary brain malignancies	-	-	NO_DISORDER
NCIT:C325	CA-125 Antigen	Monitoring levels in patients with Ovarian Cancer	-	-	NO_DISORDER
NCIT:C330	Calcitriol	Hyperparathyroidism; Hypocalcemia	-	-	NO_DISORDER
NCIT:C332	Calcium Carbonate	Calcium Deficiency, prophylaxis; hyperacidity; hyperphosphatemia; osteoporosis; rickets	Osteoporosis	MONDO:0005298	MISSING_TREATMENT
NCIT:C336	Calcium Gluconate	Hyperkalemia; Hypocalcemic tetany; Magnesium intoxication	-	-	NO_DISORDER
NCIT:C33987	Peginterferon Alfa-2a	Chronic hepatitis C; renal cell carcinoma; advanced melanoma; chronic myelogenous leukaemia	Hepatitis C	MONDO:0005231	MISSING_TREATMENT
NCIT:C33987	Peginterferon Alfa-2a	Chronic hepatitis C; renal cell carcinoma; advanced melanoma; chronic myelogenous leukaemia	Metastatic Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C33987	Peginterferon Alfa-2a	Chronic hepatitis C; renal cell carcinoma; advanced melanoma; chronic myelogenous leukaemia	Renal Cell Carcinoma	MONDO:0005086	MISSING_TREATMENT
NCIT:C340	Captopril	Hypertension; Heart failure; Left ventricular dysfunction; Diabetic nephropathy	Heart Failure	MONDO:0005252	MISSING_TREATMENT
NCIT:C341	Carbamazepine	Epilepsy	Epilepsy	MONDO:0005027	MISSING_TREATMENT
NCIT:C349	Carmustine	Brain tumors; colon cancer; lung cancer; lymphomas; Hodgkins and Non-Hodgkins; melanoma; multiple myeloma; mycosis fungoides	Multiple Myeloma	MONDO:0009693	MISSING_TREATMENT
NCIT:C349	Carmustine	Brain tumors; colon cancer; lung cancer; lymphomas; Hodgkins and Non-Hodgkins; melanoma; multiple myeloma; mycosis fungoides	Mycosis Fungoides	MONDO:0009691	MISSING_TREATMENT
NCIT:C362	Chlorambucil	chronic lymphocytic leukemia, Hodgkin lymphoma, and certain types of non-Hodgkin lymphoma.	Chronic Lymphocytic Leukemia	MONDO:0004948	MISSING_TREATMENT
NCIT:C362	Chlorambucil	chronic lymphocytic leukemia, Hodgkin lymphoma, and certain types of non-Hodgkin lymphoma.	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C374	Cimetidine	Gastrointestinal conditions; allergic reaction prevention; immune modulation	-	-	NO_DISORDER
NCIT:C37452	Ixabepilone	metastatic or locally advanced breast cancer.	-	-	NO_DISORDER
NCIT:C37453	Efaproxiral	Radiosensitizer, adjuvant to whole brain radiation therapy	-	-	NO_DISORDER
NCIT:C375	Ciprofloxacin	Inhaled anthrax, post-exposure; Susceptible infectious diseases	-	-	NO_DISORDER
NCIT:C376	Cisplatin	metastatic testicular cancer; ovarian cancer; head and neck cancer; breast cancer; Hodgkin's and non-Hodgkin's lymphoma; myeloma and melanoma	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C37899	Tanespimycin	Chronic Myelogenous Leukemia	-	-	NO_DISORDER
NCIT:C38141	Pneumococcal 7-Valent Conjugate Vaccine	Pneumococcal Prophylaxis	-	-	NO_DISORDER
NCIT:C38679	Yttrium Y 90 Glass Microspheres	Hepatocellular carcinoma, transarterial internal radiation	Aflatoxin-Related Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C38679	Yttrium Y 90 Glass Microspheres	Hepatocellular carcinoma, transarterial internal radiation	Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C38679	Yttrium Y 90 Glass Microspheres	Hepatocellular carcinoma, transarterial internal radiation	Metastatic Hepatocellular Carcinoma	MONDO:0007256	MISSING_TREATMENT
NCIT:C38685	Siplizumab	T-cell lymphoma	Lymphoma	MONDO:0005062	MISSING_TREATMENT
NCIT:C38690	Muparfostat	Malignant melanoma	-	-	NO_DISORDER
NCIT:C38691	Phentolamine Mesylate	Dermal necrosis; Hypertensive-associated episodes with pheochromocytoma, prevention or control	-	-	NO_DISORDER
NCIT:C38693	Paricalcitol	Secondary hyperparathyroidism, prevention and treatment	-	-	NO_DISORDER
NCIT:C38696	Moxifloxacin Hydrochloride	Various bacterial infections; Bacterial Conjunctivitis	-	-	NO_DISORDER
NCIT:C38703	Lamotrigine	Epilepsy	Epilepsy	MONDO:0005027	MISSING_TREATMENT
NCIT:C38705	Absorbable Gelatin Sponge	Homeostasis	-	-	NO_DISORDER
NCIT:C38709	Deslorelin	Central precocious puberty	Central Precocious Puberty	MONDO:0019165	MISSING_TREATMENT
NCIT:C38712	Carbon-11 Acetate	Diagnostic imaging	-	-	NO_DISORDER
NCIT:C38713	Dasatinib	Chronic myeloid leukemia; Philadelphia chromosome-positive acute lymphoblastic leukemia	Acute Lymphoblastic Leukemia	MONDO:0004967	COVERED
NCIT:C38716	Anidulafungin	Candidemia	-	-	NO_DISORDER
NCIT:C38717	Anakinra	Rheumatoid arthritis	Rheumatoid Arthritis	MONDO:0008383	MISSING_TREATMENT
NCIT:C38726	Synthetic Human Papillomavirus 16 E6 Peptide	Cervical cancer vaccine (TA-HPV) component	Cervical Cancer	MONDO:0002974	MISSING_TREATMENT
NCIT:C395	Therapeutic Cortisone	Adrenocortical insufficiency; inflammatory conditions	-	-	NO_DISORDER
NCIT:C405	Cyclophosphamide	Breast cancer; Leukemias; Lupus nephritis; Lymphoma; Multiple myeloma; Neuroblastoma; Nephrotic syndrome; Ovarian cancer; Retinoblastoma; Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia; Chronic Lymphocytic Leukemia; Chronic Myelogenous Leukemia	Acute Lymphoblastic Leukemia	MONDO:0004967	MISSING_TREATMENT
NCIT:C405	Cyclophosphamide	Breast cancer; Leukemias; Lupus nephritis; Lymphoma; Multiple myeloma; Neuroblastoma; Nephrotic syndrome; Ovarian cancer; Retinoblastoma; Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia; Chronic Lymphocytic Leukemia; Chronic Myelogenous Leukemia	Chronic Lymphocytic Leukemia	MONDO:0004948	COVERED
