disorder	mondo_id	n_dismech	n_kg	exact	more_specific	more_general	unmatched	semantic_overlap	unmatched_terms
Mercury_Poisoning	MONDO:0018020	4	21	0	0	0	4	0	HP:0001133(Constriction of peripheral visual field);HP:0001251(Ataxia);HP:0001260(Dysarthria);HP:0003474(Somatic sensory dysfunction)
Merkel_Cell_Carcinoma	MONDO:0019210	2	17	0	0	2	0	2	
Mesial_Temporal_Lobe_Epilepsy_with_Hippocampal_Sclerosis	MONDO:0020476	2	0	0	0	0	2	0	HP:0002354(Memory impairment);HP:0007359(Focal-onset seizure)
Metachromatic_Leukodystrophy	MONDO:0018868	6	98	5	0	1	0	6	
Metaphyseal_Chondrodysplasia_Schmid_Type	MONDO:0007983	14	49	11	1	1	1	13	HP:0002194(Delayed gross motor development)
Metastatic_Breast_Carcinoma	MONDO:0004989	5	1	0	0	0	5	0	HP:0001824(Weight loss);HP:0002094(Dyspnea);HP:0002315(Headache);HP:0002653(Bone pain);HP:0012378(Fatigue)
Metastatic_Colorectal_Cancer	MONDO:0005575	4	115	3	0	0	1	3	HP:0000952(Jaundice)
Metastatic_Gastric_Cancer	MONDO:0004950	4	5	1	0	0	3	1	HP:0001541(Ascites);HP:0001824(Weight loss);HP:0012378(Fatigue)
Metastatic_HCC	MONDO:0007256	5	13	2	0	0	3	2	HP:0000952(Jaundice);HP:0001541(Ascites);HP:0001824(Weight loss)
Metastatic_Melanoma	MONDO:0005012	5	0	0	0	0	5	0	HP:0001250(Seizure);HP:0001824(Weight loss);HP:0002315(Headache);HP:0002653(Bone pain);HP:0012378(Fatigue)
Metastatic_NSCLC	MONDO:0005233	5	11	2	0	0	3	2	HP:0002315(Headache);HP:0002653(Bone pain);HP:0012378(Fatigue)
Metastatic_Ovarian_Cancer	MONDO:0005211	4	0	0	0	0	4	0	HP:0001541(Ascites);HP:0001824(Weight loss);HP:0002027(Abdominal pain);HP:0012378(Fatigue)
Metastatic_Pancreatic_Adenocarcinoma	MONDO:0006047	5	0	0	0	0	5	0	HP:0000952(Jaundice);HP:0001824(Weight loss);HP:0002027(Abdominal pain);HP:0003418(Back pain);HP:0012378(Fatigue)
Metastatic_Prostate_Cancer	MONDO:0008315	4	1	0	0	0	4	0	HP:0002653(Bone pain);HP:0002757(Recurrent fractures);HP:0003418(Back pain);HP:0012378(Fatigue)
Metastatic_Renal_Cell_Carcinoma	MONDO:0005086	5	49	1	1	0	3	2	HP:0002094(Dyspnea);HP:0002653(Bone pain);HP:0030157(Flank pain)
Metatropic_Dysplasia	MONDO:0007986	16	66	7	4	1	4	12	HP:0000407(Sensorineural hearing impairment);HP:0002007(Frontal bossing);HP:0003416(Spinal canal stenosis);HP:0011800(Midface retrusion)
Methanol_Poisoning	MONDO:0017860	14	29	6	1	2	5	9	HP:0001300(Parkinsonism);HP:0001733(Pancreatitis);HP:0002615(Hypotension);HP:0002789(Tachypnea);HP:0009830(Peripheral neuropathy)
Methylmalonic_Acidemia	MONDO:0002012	19	222	12	2	0	5	14	HP:0000939(Osteoporosis);HP:0001138(Optic neuropathy);HP:0001657(Prolonged QT interval);HP:0004349(Reduced bone mineral density);HP:0009125(Lipodystrophy)
Mevalonate_Kinase_Deficiency	MONDO:0017708	18	88	13	1	2	2	16	HP:0032154(Aphthous ulcer);HP:0033168(Reduced mevalonate kinase activity)
Microphthalmia_with_Coloboma	MONDO:0000170	9	50	8	0	0	1	8	HP:0000407(Sensorineural hearing impairment)
Microscopic_Polyangiitis	MONDO:0019124	23	55	20	0	0	3	20	HP:0000093(Proteinuria);HP:0002094(Dyspnea);HP:0006530(Abnormal pulmonary interstitial morphology)
Middle_East_Respiratory_Syndrome	MONDO:0100116	10	0	0	0	0	10	0	HP:0001873(Thrombocytopenia);HP:0001888(Decreased total lymphocyte count);HP:0001919(Acute kidney injury);HP:0001945(Fever);HP:0002013(Vomiting);HP:0002014(Diarrhea);HP:0002090(Pneumonia);HP:0002094(Dyspnea);HP:0003326(Myalgia);HP:0012735(Cough)
Migraine	MONDO:0005277	7	76	4	0	2	1	6	HP:0012533(Allodynia)
Migraine_with_Aura	MONDO:0005475	6	75	3	1	1	1	5	HP:0002140(Ischemic stroke)
Miller-Dieker_Lissencephaly_Syndrome	MONDO:0009532	16	59	6	1	3	6	10	HP:0000365(Hearing impairment);HP:0000505(Visual impairment);HP:0001999(Abnormal facial shape);HP:0002019(Constipation);HP:0002119(Ventriculomegaly);HP:0011968(Feeding difficulties)
Minimal_Change_Disease	MONDO:0006835	7	0	0	0	0	7	0	HP:0000093(Proteinuria);HP:0000100(Nephrotic syndrome);HP:0001907(Thromboembolism);HP:0001919(Acute kidney injury);HP:0003073(Hypoalbuminemia);HP:0003077(Hyperlipidemia);HP:0012398(Peripheral edema)
Mitochondrial_DNA_Depletion_Syndrome_7	MONDO:0010060	15	40	11	2	2	0	15	
Mitochondrial_Neurogastrointestinal_Encephalomyopathy	MONDO:0017575	10	113	9	0	0	1	9	HP:0003198(Myopathy)
Mitochondrial_Trifunctional_Protein_Deficiency	MONDO:0012172	13	73	10	1	1	1	12	HP:0001699(Sudden death)
Mixed_Connective_Tissue_Disease	MONDO:0005854	4	68	2	0	1	1	3	HP:0003198(Myopathy)
Mixed_Germ_Cell_Tumor	MONDO:0015864	8	0	0	0	0	8	0	HP:0000771(Gynecomastia);HP:0002027(Abdominal pain);HP:0002094(Dyspnea);HP:0006254(Elevated circulating alpha-fetoprotein concentration);HP:0010788(Testicular neoplasm);HP:0025435(Increased circulating lactate dehydrogenase concentration);HP:0100615(Ovarian neoplasm);HP:6000485(Elevated circulating beta chorionic gonadotropin concentration)
Mixed_Neuronal-Glial_Tumor	MONDO:0016729	6	71	5	1	0	0	6	
Mobitz_Type_I_Atrioventricular_Block	MONDO:0020744	4	0	0	0	0	4	0	HP:0001279(Syncope);HP:0001662(Bradycardia);HP:0011707(Mobitz I atrioventricular block);HP:0031972(Presyncope)
Monkeypox	MONDO:0002594	14	0	0	0	0	14	0	HP:0000509(Conjunctivitis);HP:0000988(Skin rash);HP:0001945(Fever);HP:0002013(Vomiting);HP:0002018(Nausea);HP:0002315(Headache);HP:0002716(Lymphadenopathy);HP:0002719(Recurrent infections);HP:0003326(Myalgia);HP:0012378(Fatigue);HP:0033050(Pharyngalgia);HP:0033605(Pustular rash);HP:0100699(Scarring);HP:0200037(Skin vesicle)
Monomelic_Amyotrophy	MONDO:0011224	9	24	4	2	1	2	7	HP:0002176(Spinal cord compression);HP:0002318(Cervical myelopathy)
Morgagni-Stewart-Morel_Syndrome	MONDO:0007766	12	30	9	1	0	2	10	HP:0000141(Amenorrhea);HP:0100829(Galactorrhea)
Morquio_syndrome	MONDO:0018938	11	76	8	0	1	2	9	HP:0002176(Spinal cord compression);HP:0002781(Upper airway obstruction)
Mosaic_Variegated_Aneuploidy_Syndrome	MONDO:0000141	25	190	25	0	0	0	25	
Mowat-Wilson_syndrome	MONDO:0009341	10	205	8	2	0	0	10	
Moyamoya_Disease	MONDO:0016820	7	81	5	2	0	0	7	
Mucoepidermoid_Carcinoma	MONDO:0003036	2	0	0	0	0	2	0	HP:0011801(Enlargement of parotid gland);HP:0100684(Salivary gland neoplasm)
Mucolipidosis_Type_II	MONDO:0009650	10	138	7	0	2	1	9	HP:0000943(Dysostosis multiplex)
Mucolipidosis_Type_III_Alpha_Beta	MONDO:0018931	36	103	36	0	0	0	36	
Mucolipidosis_Type_IV	MONDO:0009653	6	44	5	0	0	1	5	HP:0000556(Retinal dystrophy)
Mucopolysaccharidosis	MONDO:0019249	8	395	8	0	0	0	8	
Mucopolysaccharidosis_type_IX	MONDO:0011093	2	19	1	0	0	1	1	HP:0001386(Joint swelling)
Muenke_Syndrome	MONDO:0011274	6	46	6	0	0	0	6	
Multicentric_Castleman_Disease	MONDO:0019754	11	0	0	0	0	11	0	HP:0000083(Renal insufficiency);HP:0001744(Splenomegaly);HP:0001824(Weight loss);HP:0001873(Thrombocytopenia);HP:0001903(Anemia);HP:0001954(Recurrent fever);HP:0002240(Hepatomegaly);HP:0007430(Generalized edema);HP:0008940(Generalized lymphadenopathy);HP:0012378(Fatigue);HP:0030166(Night sweats)
Multiminicore_Disease	MONDO:0018948	12	117	8	0	1	3	9	HP:0003115(Abnormal EKG);HP:0004349(Reduced bone mineral density);HP:0012378(Fatigue)
Multiple_Acyl-CoA_Dehydrogenase_Deficiency	MONDO:0009282	15	82	12	3	0	0	15	
Multiple_Endocrine_Neoplasia_Type_2	MONDO:0019003	5	71	4	0	0	1	4	HP:0001166(Arachnodactyly)
Multiple_Epiphyseal_Dysplasia	MONDO:0016648	14	190	12	2	0	0	14	
Multiple_Epiphyseal_Dysplasia_Al-Gazali_Type	MONDO:0011778	3	37	3	0	0	0	3	
Multiple_Mitochondrial_Dysfunctions_Syndrome_9B	MONDO:0971174	18	193	15	0	2	1	17	HP:0000846(Adrenal insufficiency)
Multiple_Myeloma	MONDO:0009693	9	34	7	0	1	1	8	HP:0002719(Recurrent infections)
Multiple_Sclerosis	MONDO:0005301	22	0	0	0	0	22	0	HP:0000011(Neurogenic bladder);HP:0000639(Nystagmus);HP:0000651(Diplopia);HP:0000716(Depression);HP:0001251(Ataxia);HP:0001257(Spasticity);HP:0001288(Gait disturbance);HP:0001324(Muscle weakness);HP:0002015(Dysphagia);HP:0002080(Intention tremor);HP:0002321(Vertigo);HP:0002354(Memory impairment);HP:0003401(Paresthesia);HP:0012378(Fatigue);HP:0012531(Pain);HP:0012534(Dysesthesia);HP:0030773(Internuclear ophthalmoplegia);HP:0032504(Lhermitte's sign);HP:0033748(Hypoesthesia);HP:0040307(Male sexual dysfunction);HP:0100543(Cognitive impairment);HP:0100653(Optic neuritis)
Multiple_Sulfatase_Deficiency	MONDO:0010088	31	49	30	0	0	1	30	HP:0002415(Leukodystrophy)
Multiple_Synostoses_Syndrome	MONDO:0017923	8	78	8	0	0	0	8	
Multiple_System_Atrophy	MONDO:0007803	10	113	8	1	0	1	9	HP:0003552(Muscle stiffness)
Multisystem_Inflammatory_Syndrome_in_Children_MIS-C	MONDO:0100163	12	1	0	0	0	12	0	HP:0000988(Skin rash);HP:0001888(Decreased total lymphocyte count);HP:0001945(Fever);HP:0002014(Diarrhea);HP:0002027(Abdominal pain);HP:0002315(Headache);HP:0002615(Hypotension);HP:0003256(Abnormality of the coagulation cascade);HP:0012664(Reduced left ventricular ejection fraction);HP:0012735(Cough);HP:0012819(Myocarditis);HP:0030953(Conjunctival hyperemia)
Multisystemic_Smooth_Muscle_Dysfunction_Syndrome	MONDO:0013452	8	28	3	1	2	2	6	HP:0001250(Seizure);HP:0002140(Ischemic stroke)
Mumps	MONDO:0000989	6	0	0	0	0	6	0	HP:0000407(Sensorineural hearing impairment);HP:0001287(Meningitis);HP:0001733(Pancreatitis);HP:0001945(Fever);HP:0011850(Parotitis);HP:0100796(Orchitis)
Murine_Typhus	MONDO:0000330	23	0	0	0	0	23	0	HP:0000988(Skin rash);HP:0001873(Thrombocytopenia);HP:0001882(Decreased total leukocyte count);HP:0001903(Anemia);HP:0001945(Fever);HP:0001974(Increased total leukocyte count);HP:0002014(Diarrhea);HP:0002017(Nausea and vomiting);HP:0002027(Abdominal pain);HP:0002039(Anorexia);HP:0002113(Pulmonary infiltrates);HP:0002315(Headache);HP:0002902(Hyponatremia);HP:0002910(Elevated circulating hepatic transaminase concentration);HP:0003073(Hypoalbuminemia);HP:0003155(Elevated circulating alkaline phosphatase concentration);HP:0003236(Elevated circulating creatine kinase concentration);HP:0003326(Myalgia);HP:0003565(Elevated erythrocyte sedimentation rate);HP:0012735(Cough);HP:0025435(Increased circulating lactate dehydrogenase concentration);HP:0033677(Acute respiratory distress syndrome);HP:0033834(Malaise)
Myalgic_Encephalomyelitis_Chronic_Fatigue_Syndrome	MONDO:0005404	8	1	1	0	0	7	1	HP:0001278(Orthostatic hypotension);HP:0002360(Sleep disturbance);HP:0002719(Recurrent infections);HP:0003326(Myalgia);HP:0012378(Fatigue);HP:0030973(Postexertional symptom exacerbation);HP:0100543(Cognitive impairment)
Myasthenia_Gravis	MONDO:0009688	38	61	38	0	0	0	38	
Mycetoma	MONDO:0016823	8	29	1	2	3	2	6	HP:0000975(Hyperhidrosis);HP:6001164(Foot mass)
Mycoplasma_Pneumoniae_Pneumonia	MONDO:0005867	3	0	0	0	0	3	0	HP:0001945(Fever);HP:0002090(Pneumonia);HP:0012735(Cough)
Mycosis_Fungoides	MONDO:0009691	4	30	3	0	1	0	4	
Myelodysplastic_Syndrome	MONDO:0018881	5	88	4	1	0	0	5	
Myeloproliferative_Neoplasm_Unclassifiable	MONDO:0019452	5	3	0	0	0	5	0	HP:0001744(Splenomegaly);HP:0001894(Thrombocytosis);HP:0001974(Increased total leukocyte count);HP:0001977(Abnormal thrombosis);HP:0012378(Fatigue)
Myhre_Syndrome	MONDO:0007688	26	116	18	2	1	5	21	HP:0001723(Restrictive cardiomyopathy);HP:0002092(Pulmonary arterial hypertension);HP:0002202(Pleural effusion);HP:0002650(Scoliosis);HP:0004313(Decreased circulating immunoglobulin concentration)
Myocardial_Infarction	MONDO:0005068	10	1	0	0	0	10	0	HP:0001279(Syncope);HP:0001635(Congestive heart failure);HP:0001658(Myocardial infarction);HP:0001663(Ventricular fibrillation);HP:0001681(Angina pectoris);HP:0002094(Dyspnea);HP:0011675(Arrhythmia);HP:0012664(Reduced left ventricular ejection fraction);HP:0100749(Chest pain);HP:0410174(Increased circulating troponin T concentration)
Myoclonus_Dystonia_Syndrome	MONDO:0000903	12	26	12	0	0	0	12	
Myopathy_Lactic_Acidosis_and_Sideroblastic_Anemia	MONDO:0000863	22	59	21	0	1	0	22	
Myotonic_Dystrophy_Type_1	MONDO:0008056	11	141	10	1	0	0	11	
Myxedema	MONDO:0009718	12	0	0	0	0	12	0	HP:0000158(Macroglossia);HP:0000958(Dry skin);HP:0001259(Coma);HP:0001315(Reduced tendon reflexes);HP:0001662(Bradycardia);HP:0001698(Pericardial effusion);HP:0002019(Constipation);HP:0002045(Hypothermia);HP:0002615(Hypotension);HP:0002791(Hypoventilation);HP:0008070(Sparse hair);HP:6000507(Non-pitting edema)
N-Acetylglutamate_Synthase_Deficiency	MONDO:0009377	11	52	8	1	0	2	9	HP:0001249(Intellectual disability);HP:0002181(Cerebral edema)
NAGA_Deficiency_Type_3	MONDO:0019264	10	8	7	1	2	0	10	
NARP_syndrome	MONDO:0010794	6	31	2	1	1	2	4	HP:0000815(Hypergonadotropic hypogonadism);HP:0000819(Diabetes mellitus)
NDP_Related_Vitreoretinopathy	MONDO:0700377	5	83	3	1	0	1	4	HP:0007750(Hypoplasia of the fovea)
NELABA	MONDO:0060562	14	27	6	3	4	1	13	HP:0002126(Polymicrogyria)
NGLY1-congenital_disorder_of_deglycosylation	MONDO:0800044	9	146	8	0	1	0	9	
NPM1_Mutant_AML	MONDO:0044923	7	0	0	0	0	7	0	HP:0001873(Thrombocytopenia);HP:0001875(Decreased total neutrophil count);HP:0001892(Abnormal bleeding);HP:0001903(Anemia);HP:0001974(Increased total leukocyte count);HP:0002719(Recurrent infections);HP:0012378(Fatigue)
NR5A1_Related_Sex_Development_Disorder	MONDO:1060211	7	20	6	0	0	1	6	HP:0000846(Adrenal insufficiency)
NRAS_Mutant_Melanoma	MONDO:0005012	6	0	0	0	0	6	0	HP:0001000(Abnormality of skin pigmentation);HP:0002716(Lymphadenopathy);HP:0008069(Neoplasm of the skin);HP:0012056(Cutaneous melanoma);HP:0030692(Brain neoplasm);HP:0100526(Neoplasm of the lung)
NTRK_Fusion_Positive_Cancer	MONDO:0700215	2	0	0	0	0	2	0	HP:0002664(Neoplasm);HP:0012378(Fatigue)
NUP62-Related_Infantile_Bilateral_Striatal_Necrosis	MONDO:0015518	5	84	3	0	2	0	5	
Narcolepsy-Cataplexy_Syndrome	MONDO:0016158	5	35	5	0	0	0	5	
Narcolepsy	MONDO:0021107	5	37	4	0	0	1	4	HP:0002329(Drowsiness)
Nasopharyngeal_Carcinoma	MONDO:0015459	6	0	0	0	0	6	0	HP:0000405(Conductive hearing impairment);HP:0000421(Epistaxis);HP:0001742(Nasal congestion);HP:0002315(Headache);HP:0002716(Lymphadenopathy);HP:0006824(Cranial nerve paralysis)
Nemaline_Myopathy	MONDO:0018958	9	192	8	0	0	1	8	HP:0002486(Myotonia)
Nephronophthisis	MONDO:0019005	10	86	6	1	1	2	8	HP:0000510(Rod-cone dystrophy);HP:0000867(Secondary hyperparathyroidism)
Nestor-Guillermo_progeria_syndrome	MONDO:0013523	4	47	2	0	2	0	4	
Netherton_Syndrome	MONDO:0009735	7	156	6	1	0	0	7	
Neuroblastoma	MONDO:0005072	7	34	6	0	1	0	7	
Neurodegeneration_With_Brain_Iron_Accumulation	MONDO:0018307	12	388	12	0	0	0	12	
Neurofibroma	MONDO:0016755	5	28	2	0	0	3	2	HP:0001324(Muscle weakness);HP:0012531(Pain);HP:0100697(Neurofibrosarcoma)
Neurofibromatosis_Type_1	MONDO:0018975	16	230	16	0	0	0	16	
Neuromyelitis_Optica	MONDO:0019100	11	17	4	1	2	4	7	HP:0000716(Depression);HP:0001257(Spasticity);HP:0001324(Muscle weakness);HP:0003394(Muscle spasm)
Neuromyelitis_Optica_Spectrum_Disorder	MONDO:0019100	3	17	2	0	1	0	3	
Neuromyelitis_Optica_Spectrum_Disorder_with_Anti-AQP4_Antibodies	MONDO:0035663	4	0	0	0	0	4	0	HP:0002017(Nausea and vomiting);HP:0012486(Myelitis);HP:0100247(Recurrent singultus);HP:0100653(Optic neuritis)
Neuronal_Ceroid_Lipofuscinosis	MONDO:0016295	7	155	7	0	0	0	7	
Neuronal_Ceroid_Lipofuscinosis_1	MONDO:0009744	6	32	2	0	2	2	4	HP:0002333(Motor deterioration);HP:0002376(Developmental regression)
Neuronal_Ceroid_Lipofuscinosis_2	MONDO:0008769	9	15	4	0	1	4	5	HP:0000556(Retinal dystrophy);HP:0001257(Spasticity);HP:0001332(Dystonia);HP:0002333(Motor deterioration)
Neuronal_Ceroid_Lipofuscinosis_3	MONDO:0008767	7	30	2	0	2	3	4	HP:0000708(Atypical behavior);HP:0002333(Motor deterioration);HP:0002360(Sleep disturbance)
Neuronal_Ceroid_Lipofuscinosis_7	MONDO:0012588	8	15	1	0	2	5	3	HP:0000546(Retinal degeneration);HP:0000708(Atypical behavior);HP:0001336(Myoclonus);HP:0002376(Developmental regression);HP:0004302(Functional motor deficit)
Neuropsychiatric_SLE	MONDO:0007915	11	155	7	4	0	0	11	
Neurosarcoidosis	MONDO:0045047	14	0	0	0	0	14	0	HP:0000238(Hydrocephalus);HP:0000873(Diabetes insipidus);HP:0001138(Optic neuropathy);HP:0001250(Seizure);HP:0001287(Meningitis);HP:0001324(Muscle weakness);HP:0002315(Headache);HP:0006824(Cranial nerve paralysis);HP:0006897(Abducens palsy);HP:0009830(Peripheral neuropathy);HP:0010628(Facial palsy);HP:0012486(Myelitis);HP:0040075(Hypopituitarism);HP:0100543(Cognitive impairment)
Neutral_Lipid_Storage_Myopathy	MONDO:0012545	6	48	5	0	0	1	5	HP:0003484(Upper limb muscle weakness)
Nevus_of_Ota	MONDO:0016984	4	0	0	0	0	4	0	HP:0000501(Glaucoma);HP:0000610(Abnormal choroid morphology);HP:0000953(Hyperpigmentation of the skin);HP:0007716(Uveal melanoma)
Niemann-Pick_Disease_Type_A	MONDO:0009756	6	37	4	1	0	1	5	HP:0002180(Neurodegeneration)
Niemann-Pick_Disease_Type_B	MONDO:0011871	7	60	6	1	0	0	7	
Niemann-Pick_Disease_Type_E	MONDO:0020384	2	0	0	0	0	2	0	HP:0002180(Neurodegeneration);HP:0002240(Hepatomegaly)
Niemann_Pick_Disease_Type_C	MONDO:0018982	22	97	20	2	0	0	22	
Nijmegen_breakage_syndrome	MONDO:0009623	7	105	4	0	0	3	4	HP:0000815(Hypergonadotropic hypogonadism);HP:0002721(Immunodeficiency);HP:0011133(Increased sensitivity to ionizing radiation)
Noise_Induced_Hearing_Loss	MONDO:0013098	3	0	0	0	0	3	0	HP:0000360(Tinnitus);HP:0001963(Abnormal speech discrimination);HP:0005101(High-frequency hearing impairment)
Noma	MONDO:0017124	10	0	0	0	0	10	0	HP:0000155(Oral ulcer);HP:0000164(Abnormality of the dentition);HP:0000211(Trismus);HP:0000271(Abnormality of the face);HP:0000282(Facial edema);HP:0001945(Fever);HP:0002015(Dysphagia);HP:0002167(Abnormal speech pattern);HP:0004395(Malnutrition);HP:0100758(Gangrene)
Non-Small_Cell_Lung_Cancer	MONDO:0005233	7	11	4	0	0	3	4	HP:0002315(Headache);HP:0002653(Bone pain);HP:0012378(Fatigue)
Non-functional_Pancreatic_Neuroendocrine_Tumor	MONDO:0004334	5	0	0	0	0	5	0	HP:0000952(Jaundice);HP:0001824(Weight loss);HP:0002027(Abdominal pain);HP:0002894(Neoplasm of the pancreas);HP:0002896(Neoplasm of the liver)
Nonketotic_Hyperglycinemia	MONDO:0011612	12	92	8	1	2	1	11	HP:0002643(Neonatal respiratory distress)
Noonan_Syndrome-like_Disorder_with_Loose_Anagen_Hair	MONDO:0011899	13	126	12	0	0	1	12	HP:0000824(Decreased response to growth hormone stimulation test)
Noonan_Syndrome	MONDO:0018997	40	267	37	1	1	1	39	HP:0009830(Peripheral neuropathy)
North_Carolina_Macular_Dystrophy	MONDO:0007630	7	7	4	1	0	2	5	HP:0007401(Macular atrophy);HP:0011506(Choroidal neovascularization)
Obesity	MONDO:0011122	7	87	3	0	1	3	4	HP:0002829(Arthralgia);HP:0010535(Sleep apnea);HP:0012378(Fatigue)
Obesity_Due_to_MC4R_Pathway_Disruption	MONDO:0011122	6	87	5	0	1	0	6	
Obsessive-Compulsive_Disorder	MONDO:0008114	5	5	2	1	0	2	3	HP:0100543(Cognitive impairment);HP:0100710(Impulsivity)
Obstructive_Sleep_Apnea	MONDO:0007147	8	5	2	0	1	5	3	HP:0000017(Nocturia);HP:0000822(Hypertension);HP:0001097(Keratoconjunctivitis sicca);HP:0002315(Headache);HP:0100543(Cognitive impairment)
Ochoa_Syndrome	MONDO:0000463	15	22	13	0	0	2	13	HP:0030001(Lagophthalmos);HP:0034979(Facial synkinesis)
Oculocerebrodental_Syndrome	MONDO:0034145	7	57	4	0	3	0	7	
Oculocutaneous_Albinism	MONDO:0018910	11	60	10	1	0	0	11	
Oculodentodigital_Dysplasia	MONDO:0008111	22	145	16	2	1	3	19	HP:0003429(CNS hypomyelination);HP:0003771(Pulp calcification);HP:4000104(Curved dental root)
Oculogastrointestinal-Neurodevelopmental_Syndrome	MONDO:0036189	9	19	3	0	5	1	8	HP:0001305(Dandy-Walker malformation)
Oculopharyngodistal_Myopathy	MONDO:0025193	11	88	9	0	1	1	10	HP:0100299(Muscle fiber inclusion bodies)
Odonto-Onycho-Dermal_Dysplasia	MONDO:0009773	13	32	4	1	4	4	9	HP:0000677(Oligodontia);HP:0001592(Selective tooth agenesis);HP:0008069(Neoplasm of the skin);HP:0031454(Apocrine hidrocystoma)
Ogden_syndrome	MONDO:0010457	13	144	7	1	3	2	11	HP:0001249(Intellectual disability);HP:0002643(Neonatal respiratory distress)
Okur_Chung_neurodevelopmental_syndrome	MONDO:0014893	12	46	8	0	2	2	10	HP:0002015(Dysphagia);HP:0004322(Short stature)
Omodysplasia	MONDO:0017136	22	79	15	4	2	1	21	HP:0001263(Global developmental delay)
Omphalocele	MONDO:0019015	7	4	1	0	0	6	1	HP:0001627(Abnormal heart morphology);HP:0001629(Ventricular septal defect);HP:0002089(Pulmonary hypoplasia);HP:0002092(Pulmonary arterial hypertension);HP:0002093(Respiratory insufficiency);HP:0011968(Feeding difficulties)
Onchocerciasis	MONDO:0017137	5	2	1	0	0	4	1	HP:0000491(Keratitis);HP:0000964(Eczematoid dermatitis);HP:0000989(Pruritus);HP:0001010(Hypopigmentation of the skin)
Opitz_GBBB_Syndrome	MONDO:0017138	11	94	9	0	1	1	10	HP:0025678(Fetal hydrothorax)
Oppositional_Defiant_Disorder	MONDO:0000495	7	0	0	0	0	7	0	HP:0000708(Atypical behavior);HP:0000712(Emotional lability);HP:0000718(Aggressive behavior);HP:0000737(Irritability);HP:0000739(Anxiety);HP:0002360(Sleep disturbance);HP:0100710(Impulsivity)
Opsismodysplasia	MONDO:0009785	28	65	22	1	0	5	23	HP:0000238(Hydrocephalus);HP:0002983(Micromelia);HP:0004349(Reduced bone mineral density);HP:0006487(Bowing of the long bones);HP:0011800(Midface retrusion)
Optic_Neuritis	MONDO:0005885	12	1	1	0	0	11	1	HP:0000603(Central scotoma);HP:0000649(Abnormality of visual evoked potentials);HP:0001123(Visual field defect);HP:0007641(Dyschromatopsia);HP:0012795(Abnormal optic disc morphology);HP:0030786(Photopsia);HP:0030857(Eye movement-induced pain);HP:0032036(Reduced contrast sensitivity);HP:0100653(Optic neuritis);HP:0200026(Ocular pain);HP:0200057(Marcus Gunn pupil)
Oral_Cavity_Squamous_Cell_Carcinoma	MONDO:0004958	6	0	0	0	0	6	0	HP:0000155(Oral ulcer);HP:0001824(Weight loss);HP:0002015(Dysphagia);HP:0002745(Oral leukoplakia);HP:0025289(Cervical lymphadenopathy);HP:0100649(Neoplasm of the oral cavity)
Organophosphate_Poisoning	MONDO:0800386	14	0	0	0	0	14	0	HP:0000616(Miosis);HP:0001250(Seizure);HP:0001259(Coma);HP:0001324(Muscle weakness);HP:0001662(Bradycardia);HP:0002013(Vomiting);HP:0002014(Diarrhea);HP:0002093(Respiratory insufficiency);HP:0002380(Fasciculations);HP:0003722(Neck flexor weakness);HP:0003781(Excessive salivation);HP:0009830(Peripheral neuropathy);HP:0009926(Epiphora);HP:0030828(Wheezing)
Ornithine_Carbamoyltransferase_Deficiency	MONDO:0010703	13	45	12	0	1	0	13	
Orofaciodigital_Syndrome_17	MONDO:0033375	8	23	1	0	2	5	3	HP:0000110(Renal dysplasia);HP:0000199(Tongue nodules);HP:0001263(Global developmental delay);HP:0001999(Abnormal facial shape);HP:0002419(Molar tooth sign on MRI)
Orofaciodigital_Syndrome_Type_I	MONDO:0010702	21	98	16	1	3	1	20	HP:0000729(Autistic behavior)
Oroya_Fever	MONDO:0018984	10	0	0	0	0	10	0	HP:0000952(Jaundice);HP:0000980(Pallor);HP:0001259(Coma);HP:0001649(Tachycardia);HP:0001878(Hemolytic anemia);HP:0001945(Fever);HP:0002240(Hepatomegaly);HP:0002315(Headache);HP:0002829(Arthralgia);HP:0003326(Myalgia)
Osteoarthritis	MONDO:0005178	3	1	0	0	0	3	0	HP:0001376(Limitation of joint mobility);HP:0001387(Joint stiffness);HP:0002829(Arthralgia)
Osteochondritis_of_Tarsal_Metatarsal_Bone	MONDO:0016086	5	13	2	0	2	1	4	HP:6000840(Localized soft-tissue swelling on extremity)
