curie,label,retrieved_at
ENVO:00002186,contaminated water,2026-01-24T18:39:30.769067
ENVO:00000081,mountain,2026-01-24T18:39:30.769071
ENVO:01000763,rural settlement,2026-01-24T18:39:30.769074
ENVO:00002018,sewage,2026-01-24T18:39:30.769076
ENVO:00001998,soil,2026-01-24T18:39:30.769079
