bpm_id	side	gene	disorder
BPM0066	library_module	COG7	COG7-congenital disorder of glycosylation
BPM0066	library_module	COPB2	Autosomal Recessive Primary Microcephaly
BPM0066	library_module	RAB18	Warburg micro syndrome
BPM0066	library_module	RAB3GAP1	Warburg micro syndrome
BPM0066	library_module	RAB3GAP2	Warburg micro syndrome
BPM0066	library_module	SCYL1	CALFAN Syndrome
BPM0066	library_module	SNAP29	TUBA8-related Polymicrogyria with Optic Nerve Hypoplasia
BPM0066	library_module	TBC1D20	Warburg micro syndrome
BPM0066	library_module	TRAPPC12	TRAPPC12-Related Encephalopathy
BPM0067	library_module	NGLY1	NGLY1-congenital disorder of deglycosylation
BPM0067	library_module	RHOA	Gastric Adenocarcinoma
BPM0067	library_module	RHOA	Gastric Cancer H. pylori Associated
BPM0067	library_module	RHOA	Peripheral T-Cell Lymphoma
BPM0067	library_module	WWTR1	Epithelioid Hemangioendothelioma
BPM0067	library_module	YAP1	Epithelioid Hemangioendothelioma
BPM0067	library_module	YAP1	Ewing Sarcoma
BPM0067	library_module	YAP1	Meningioma
BPM0067	library_module	YAP1	Polycystic Ovary Syndrome
BPM0067	library_module	YAP1	Uveal Coloboma-Cleft Lip and Palate-Intellectual Disability Syndrome
BPM0068	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0068	query_module	CDKN2B	Glioma
BPM0068	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0068	query_module	CDKN2B	Meningioma
BPM0068	query_module	CDKN2B	Oligoastrocytoma
BPM0068	query_module	CDKN2B	Thymic Carcinoma
BPM0068	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0068	library_module	CHKA	Neurodevelopmental Disorder with Microcephaly, Movement Abnormalities, and Seizures
BPM0068	library_module	FLAD1	Multiple Acyl-CoA Dehydrogenase Deficiency
BPM0068	library_module	GLS	Chromosome 2q32-q33 Deletion Syndrome
BPM0068	library_module	GLS	Global Developmental Delay, Progressive Ataxia, and Elevated Glutamine
BPM0068	library_module	GLS	Infantile Cataract, Skin Abnormalities, Glutamate Excess, and Impaired Intellectual Development
BPM0068	library_module	GLS	Neonatal Epileptic Encephalopathy Due to Glutaminase Deficiency
BPM0068	library_module	GSS	Glutathione Synthetase Deficiency
BPM0068	library_module	NAMPT	Leptospirosis
BPM0069	library_module	HLCS	Holocarboxylase Synthetase Deficiency
BPM0070	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0070	query_module	CDKN2B	Glioma
BPM0070	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0070	query_module	CDKN2B	Meningioma
BPM0070	query_module	CDKN2B	Oligoastrocytoma
BPM0070	query_module	CDKN2B	Thymic Carcinoma
BPM0070	library_module	ALAD	Inherited Porphyria
BPM0070	library_module	ALAD	Porphyria due to ALA Dehydratase Deficiency
BPM0070	library_module	ALAD	Tyrosinemia Type I
BPM0070	library_module	CHKA	Neurodevelopmental Disorder with Microcephaly, Movement Abnormalities, and Seizures
BPM0070	library_module	CPOX	Harderoporphyria
BPM0070	library_module	CPOX	Inherited Porphyria
BPM0070	library_module	FLAD1	Multiple Acyl-CoA Dehydrogenase Deficiency
BPM0070	library_module	HMBS	Acute Intermittent Porphyria
BPM0070	library_module	HMBS	Inherited Porphyria
BPM0070	library_module	NAMPT	Leptospirosis
BPM0072	library_module	TAFAZZIN	Barth syndrome
BPM0072	library_module	TAFAZZIN	Left ventricular noncompaction
BPM0072	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0072	library_module	TSC1	Infantile Spasms
BPM0072	library_module	TSC1	Lymphangioleiomyomatosis
BPM0072	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0072	library_module	TSC1	Tuberous Sclerosis Complex
BPM0072	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0072	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0072	library_module	TSC2	Infantile Spasms
BPM0072	library_module	TSC2	Lymphangioleiomyomatosis
BPM0072	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0072	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0072	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0072	library_module	TSC2	Sarcoidosis
BPM0072	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0072	library_module	TSC2	Tuberous Sclerosis Complex
BPM0073	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0073	library_module	TSC1	Infantile Spasms
BPM0073	library_module	TSC1	Lymphangioleiomyomatosis
BPM0073	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0073	library_module	TSC1	Tuberous Sclerosis Complex
BPM0073	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0073	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0073	library_module	TSC2	Infantile Spasms
BPM0073	library_module	TSC2	Lymphangioleiomyomatosis
BPM0073	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0073	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0073	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0073	library_module	TSC2	Sarcoidosis
BPM0073	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0073	library_module	TSC2	Tuberous Sclerosis Complex
BPM0077	library_module	ARMC5	ACTH-Independent Macronodular Adrenal Hyperplasia 3
BPM0077	library_module	PSMC3IP	46,XX Gonadal Dysgenesis
BPM0077	library_module	ZRSR2	Orofaciodigital Syndrome
BPM0078	library_module	ARMC5	ACTH-Independent Macronodular Adrenal Hyperplasia 3
BPM0078	library_module	CUL3	KLHL24-Related Hypertrophic Cardiomyopathy
BPM0078	library_module	CUL3	Neurodevelopmental Disorder With or Without Autism or Seizures
BPM0078	library_module	PSMC3IP	46,XX Gonadal Dysgenesis
BPM0078	library_module	ZRSR2	Orofaciodigital Syndrome
BPM0079	library_module	PBRM1	Chordoma
BPM0079	library_module	PBRM1	Clear Cell Renal Cell Carcinoma
BPM0079	library_module	PBRM1	Malignant Peritoneal Mesothelioma
BPM0079	library_module	PBRM1	Renal Cell Carcinoma
BPM0079	library_module	SNAP29	TUBA8-related Polymicrogyria with Optic Nerve Hypoplasia
BPM0080	library_module	ARMC5	ACTH-Independent Macronodular Adrenal Hyperplasia 3
BPM0080	library_module	CUL3	KLHL24-Related Hypertrophic Cardiomyopathy
BPM0080	library_module	CUL3	Neurodevelopmental Disorder With or Without Autism or Seizures
BPM0080	library_module	PTBP1	Adult-Onset Autosomal Dominant Demyelinating Leukodystrophy
BPM0081	library_module	GALE	Galactosemia
BPM0081	library_module	UGP2	UGP2-related developmental and epileptic encephalopathy 83
BPM0082	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0082	query_module	CDKN2B	Glioma
BPM0082	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0082	query_module	CDKN2B	Meningioma
BPM0082	query_module	CDKN2B	Oligoastrocytoma
BPM0082	query_module	CDKN2B	Thymic Carcinoma
BPM0082	library_module	GNPAT	Rhizomelic Chondrodysplasia Punctata, Plasmalogen-Synthesis Defect
BPM0082	library_module	PEX1	Peroxisome Biogenesis Disorder
BPM0082	library_module	PEX1	Peroxisome Biogenesis Disorder 1B
BPM0082	library_module	PEX1	Zellweger Spectrum Disorders
BPM0082	library_module	PEX10	Peroxisome Biogenesis Disorder
BPM0082	library_module	PEX12	Peroxisome Biogenesis Disorder
BPM0082	library_module	PEX12	Peroxisome Biogenesis Disorder 3A (Zellweger)
BPM0082	library_module	PEX12	Zellweger Spectrum Disorders
BPM0082	library_module	PEX13	Peroxisome Biogenesis Disorder
BPM0082	library_module	PEX13	Peroxisome Biogenesis Disorder 11A (Zellweger)
BPM0082	library_module	PEX19	Peroxisome Biogenesis Disorder
BPM0082	library_module	PEX5	Peroxisome Biogenesis Disorder
BPM0082	library_module	PEX5	Rhizomelic Chondrodysplasia Punctata Type 5
BPM0083	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0083	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0083	library_module	TSC2	Infantile Spasms
BPM0083	library_module	TSC2	Lymphangioleiomyomatosis
BPM0083	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0083	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0083	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0083	library_module	TSC2	Sarcoidosis
BPM0083	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0083	library_module	TSC2	Tuberous Sclerosis Complex
BPM0084	library_module	ARF6	Type 2 Diabetes Mellitus
BPM0084	library_module	CNBP	Agnathia-Otocephaly Complex
BPM0085	library_module	ADNP	ADNP-Related Syndrome
BPM0085	library_module	PTBP1	Adult-Onset Autosomal Dominant Demyelinating Leukodystrophy
BPM0085	library_module	STK11	Cervical Adenocarcinoma
BPM0085	library_module	STK11	KRAS G12C-Mutant Non-Small Cell Lung Cancer
BPM0085	library_module	STK11	Large Cell Neuroendocrine Carcinoma
BPM0085	library_module	STK11	Non-Small Cell Lung Cancer
BPM0085	library_module	STK11	Peutz-Jeghers polyp
BPM0085	library_module	STK11	Peutz-Jeghers syndrome
BPM0085	library_module	STK11	Small Intestine Cancer
BPM0085	library_module	STK11	Testicular Sex Cord-Stromal Neoplasm
BPM0085	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0085	library_module	TSC1	Infantile Spasms
BPM0085	library_module	TSC1	Lymphangioleiomyomatosis
BPM0085	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0085	library_module	TSC1	Tuberous Sclerosis Complex
BPM0085	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0085	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0085	library_module	TSC2	Infantile Spasms
BPM0085	library_module	TSC2	Lymphangioleiomyomatosis
BPM0085	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0085	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0085	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0085	library_module	TSC2	Sarcoidosis
BPM0085	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0085	library_module	TSC2	Tuberous Sclerosis Complex
BPM0086	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0086	query_module	CDKN2B	Glioma
BPM0086	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0086	query_module	CDKN2B	Meningioma
BPM0086	query_module	CDKN2B	Oligoastrocytoma
BPM0086	query_module	CDKN2B	Thymic Carcinoma
BPM0086	library_module	COQ2	Multiple System Atrophy
BPM0086	library_module	COQ2	Primary Coenzyme Q10 Deficiency
BPM0087	library_module	CNOT3	PRPF31-Related Retinopathy
BPM0087	library_module	EZH2	Anaplastic Large Cell Lymphoma
BPM0087	library_module	EZH2	Follicular Lymphoma
BPM0087	library_module	EZH2	Premenstrual Dysphoric Disorder
BPM0087	library_module	EZH2	Primary Myelofibrosis
BPM0087	library_module	EZH2	Primary_Tonsillar_Lymphoma
BPM0087	library_module	EZH2	Weaver Syndrome
BPM0087	library_module	TAFAZZIN	Barth syndrome
BPM0087	library_module	TAFAZZIN	Left ventricular noncompaction
BPM0087	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0087	library_module	TSC1	Infantile Spasms
BPM0087	library_module	TSC1	Lymphangioleiomyomatosis
BPM0087	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0087	library_module	TSC1	Tuberous Sclerosis Complex
BPM0087	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0087	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0087	library_module	TSC2	Infantile Spasms
BPM0087	library_module	TSC2	Lymphangioleiomyomatosis
BPM0087	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0087	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0087	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0087	library_module	TSC2	Sarcoidosis
BPM0087	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0087	library_module	TSC2	Tuberous Sclerosis Complex
BPM0088	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0088	query_module	CDKN2B	Glioma
BPM0088	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0088	query_module	CDKN2B	Meningioma
BPM0088	query_module	CDKN2B	Oligoastrocytoma
BPM0088	query_module	CDKN2B	Thymic Carcinoma
BPM0088	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0088	library_module	CHKA	Neurodevelopmental Disorder with Microcephaly, Movement Abnormalities, and Seizures
BPM0089	library_module	EZH2	Anaplastic Large Cell Lymphoma
BPM0089	library_module	EZH2	Follicular Lymphoma
BPM0089	library_module	EZH2	Premenstrual Dysphoric Disorder
BPM0089	library_module	EZH2	Primary Myelofibrosis
BPM0089	library_module	EZH2	Primary_Tonsillar_Lymphoma
BPM0089	library_module	EZH2	Weaver Syndrome
BPM0089	library_module	NPRL2	Familial Focal Epilepsy With Variable Foci
BPM0089	library_module	TSC1	Focal Cortical Dysplasia Type II
BPM0089	library_module	TSC1	Infantile Spasms
BPM0089	library_module	TSC1	Lymphangioleiomyomatosis
BPM0089	library_module	TSC1	Perivascular Epithelioid Cell Neoplasm
BPM0089	library_module	TSC1	Tuberous Sclerosis Complex
BPM0089	library_module	TSC2	Focal Cortical Dysplasia Type II
BPM0089	library_module	TSC2	Gastroenteropancreatic Neuroendocrine Neoplasm
BPM0089	library_module	TSC2	Infantile Spasms
BPM0089	library_module	TSC2	Lymphangioleiomyomatosis
BPM0089	library_module	TSC2	Non-functional Pancreatic Neuroendocrine Tumor
BPM0089	library_module	TSC2	Pancreatic Neuroendocrine Tumor
BPM0089	library_module	TSC2	Perivascular Epithelioid Cell Neoplasm
BPM0089	library_module	TSC2	Sarcoidosis
BPM0089	library_module	TSC2	Thymic Neuroendocrine Carcinoma
BPM0089	library_module	TSC2	Tuberous Sclerosis Complex
BPM0090	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0090	query_module	CDKN2B	Glioma
BPM0090	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0090	query_module	CDKN2B	Meningioma
BPM0090	query_module	CDKN2B	Oligoastrocytoma
BPM0090	query_module	CDKN2B	Thymic Carcinoma
BPM0090	library_module	COQ2	Multiple System Atrophy
BPM0090	library_module	COQ2	Primary Coenzyme Q10 Deficiency
BPM0090	library_module	DLD	Maple Syrup Urine Disease
BPM0090	library_module	DLD	Pyruvate Dehydrogenase Deficiency
BPM0091	library_module	ARMC5	ACTH-Independent Macronodular Adrenal Hyperplasia 3
BPM0092	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0092	library_module	CKAP2L	Filippi Syndrome
BPM0094	library_module	GSS	Glutathione Synthetase Deficiency
BPM0094	library_module	USP8	Cushing Disease
BPM0094	library_module	USP8	Pituitary Tumor
BPM0094	library_module	USP8	USP8-related pituitary adenoma 4
BPM0095	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0095	query_module	CDKN2B	Glioma
BPM0095	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0095	query_module	CDKN2B	Meningioma
BPM0095	query_module	CDKN2B	Oligoastrocytoma
BPM0095	query_module	CDKN2B	Thymic Carcinoma
BPM0095	query_module	GSK3B	Alzheimer Disease
BPM0095	query_module	PC	Pyruvate Carboxylase Deficiency Disease
BPM0095	library_module	TGM1	Autosomal Recessive Congenital Ichthyosis
BPM0095	library_module	TGM1	Inherited Ichthyosis
BPM0096	library_module	ARF6	Type 2 Diabetes Mellitus
BPM0096	library_module	CIT	Autosomal Recessive Primary Microcephaly
BPM0097	library_module	USP8	Cushing Disease
BPM0097	library_module	USP8	Pituitary Tumor
BPM0097	library_module	USP8	USP8-related pituitary adenoma 4
BPM0099	query_module	CDKN2B	Acute Lymphoblastic Leukemia
BPM0099	query_module	CDKN2B	Glioma
BPM0099	query_module	CDKN2B	Malignant Peripheral Nerve Sheath Tumor
BPM0099	query_module	CDKN2B	Meningioma
BPM0099	query_module	CDKN2B	Oligoastrocytoma
BPM0099	query_module	CDKN2B	Thymic Carcinoma
BPM0099	library_module	ARF6	Type 2 Diabetes Mellitus
BPM0099	library_module	CTC1	Dyskeratosis Congenita
BPM0100	library_module	ADNP	ADNP-Related Syndrome
BPM0100	library_module	ATN1	Autosomal Dominant Cerebellar Ataxia
BPM0100	library_module	ATN1	Dentatorubral-Pallidoluysian Atrophy
BPM0102	library_module	ARF6	Type 2 Diabetes Mellitus
BPM0102	library_module	CNBP	Agnathia-Otocephaly Complex
BPM0104	library_module	CCND3	Burkitt Lymphoma
