dataset,cell_type,gene,comparison,phenotype,n_group1,n_group2,mean_group1,mean_group2,log2_mean_diff,fold_change,test_statistic,pvalue,qvalue_BH,published_adj_p,cohens_d,marker_class,direction,resilient_direction_inferred
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF420,AD_vs_Control_PAC-level,AD,100,100,,,-0.28577724,0.8202995601546264,,1.1029025724423493e-08,2.0839374573220076e-08,5.260114064424629e-08,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF423,AD_vs_Control_PAC-level,AD,100,100,,,0.58954096,1.5047678807538407,,8.37666134912091e-115,1.132339202134131e-113,2.858163205386809e-113,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF428,AD_vs_Control_PAC-level,AD,100,100,,,-0.32148406,0.8002462631198722,,0.0001840129413288,0.0002458778118165642,0.0006197782739061,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF429,AD_vs_Control_PAC-level,AD,100,100,,,0.1316709,1.0955618241434975,,0.0070072247442851,0.007575378101929838,0.0190879986131403,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF43,AD_vs_Control_PAC-level,AD,100,100,,,0.24029796,1.1812365971912293,,6.223185583920922e-09,1.1950193541274314e-08,3.016375606580424e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF430,AD_vs_Control_PAC-level,AD,100,100,,,0.2445073,1.1846881147259827,,3.070423444533977e-07,5.230808558060374e-07,1.3199915530348385e-06,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF438,AD_vs_Control_PAC-level,AD,100,100,,,0.46944463,1.3845763684743164,,3.250258579644453e-104,3.969958693708582e-103,1.002066328170741e-102,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF439,AD_vs_Control_PAC-level,AD,100,100,,,0.25042123,1.1895543837152998,,4.084164330686038e-06,6.3721906984243835e-06,1.6073192881079198e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF44,AD_vs_Control_PAC-level,AD,100,100,,,-0.30456564,0.8096859563842934,,1.2905709248141302e-24,4.7029862150925156e-24,1.1870914766604133e-23,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF441,AD_vs_Control_PAC-level,AD,100,100,,,-0.7588165,0.5909809370343047,,5.86500032575779e-27,2.276765166185203e-26,5.74683488219116e-26,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF442,AD_vs_Control_PAC-level,AD,100,100,,,-1.1741978,0.4431300902974195,,1.7565607706184971e-09,3.4795469652564496e-09,8.782803853092485e-09,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF444,AD_vs_Control_PAC-level,AD,100,100,,,0.3792155,1.3006344119858857,,1.928730338031272e-12,4.502565021206109e-12,1.1365027060105773e-11,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF445,AD_vs_Control_PAC-level,AD,100,100,,,0.28599793,1.2192533446724705,,3.844789476459042e-07,6.506274126417577e-07,1.6414512935476103e-06,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF449,AD_vs_Control_PAC-level,AD,100,100,,,-0.48920253,0.7124187884971538,,0.0005998615362367,0.0007589350263144391,0.0019121088508164,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF45,AD_vs_Control_PAC-level,AD,100,100,,,-0.37581253,0.7706712461892077,,0.0011386439380799,0.0013910206351967344,0.0035048471369139,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF451,AD_vs_Control_PAC-level,AD,100,100,,,0.14453448,1.105373920482388,,1.7142133396444195e-09,3.3995996645891065e-09,8.581007048118558e-09,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF460,AD_vs_Control_PAC-level,AD,100,100,,,-0.33304077,0.7938614963979385,,4.106022048701538e-06,6.404832568556105e-06,1.6155531146497733e-05,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF462,AD_vs_Control_PAC-level,AD,100,100,,,0.16412644,1.1204874111215561,,5.622561300218215e-13,1.3532132052601193e-12,3.4156763141543803e-12,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF469,AD_vs_Control_PAC-level,AD,100,100,,,0.9792432,1.9714309766806402,,0.000209201254395,0.00027785176311879615,0.0007003799994435,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF470,AD_vs_Control_PAC-level,AD,100,100,,,0.39453453,1.3145185765338494,,0.0011657844823897,0.0014216377000437774,0.0035820019733864,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF471,AD_vs_Control_PAC-level,AD,100,100,,,0.33814377,1.2641290674035839,,5.5316759310218997e-14,1.3844370057881373e-13,3.494489021188917e-13,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF483,AD_vs_Control_PAC-level,AD,100,100,,,-0.14313704,0.9055479619369585,,4.678114947569832e-05,6.65660624950648e-05,0.0001678463311924,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF490,AD_vs_Control_PAC-level,AD,100,100,,,-0.28043875,0.8233405862287932,,4.934643608086578e-07,8.26670641178354e-07,2.085596619182736e-06,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF493,AD_vs_Control_PAC-level,AD,100,100,,,0.16884111,1.1241551090870177,,0.0145765104701775,0.014939066768956264,0.0376347320573673,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF507,AD_vs_Control_PAC-level,AD,100,100,,,0.13580441,1.0987052530888808,,0.0010451363398028,0.0012815347909071633,0.0032289634835818,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF510,AD_vs_Control_PAC-level,AD,100,100,,,0.30162618,1.2325329196708084,,3.91481962410861e-05,5.614880735773305e-05,0.0001415780494558,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF516,AD_vs_Control_PAC-level,AD,100,100,,,0.46064252,1.3761545671553523,,8.6908489778472e-110,1.119499190366758e-108,2.825753438842409e-108,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF518A,AD_vs_Control_PAC-level,AD,100,100,,,-0.2912838,0.8171745620434386,,7.433888107354067e-70,6.053308887416884e-69,1.5279295020650944e-68,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF518B,AD_vs_Control_PAC-level,AD,100,100,,,0.6072485,1.5233511098782786,,0.0023818130479495,0.002775873444875546,0.0069947273809915,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF519,AD_vs_Control_PAC-level,AD,100,100,,,0.57908195,1.4938983132228072,,3.5844130765355802e-19,1.1004212497084097e-18,2.777598373715745e-18,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF521,AD_vs_Control_PAC-level,AD,100,100,,,0.6294201,1.5469430654327139,,5.0147247940724445e-174,1.1246136915231319e-172,2.83866306785773e-172,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF528,AD_vs_Control_PAC-level,AD,100,100,,,-0.39218047,0.7619770917625248,,3.8858187464113294e-20,1.2379599546089192e-19,3.124762955602776e-19,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF529,AD_vs_Control_PAC-level,AD,100,100,,,-0.29878867,0.8129346742052382,,7.981208271593567e-15,2.0725688905732725e-14,5.231418405811045e-14,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF532,AD_vs_Control_PAC-level,AD,100,100,,,-0.24113917,0.846076975600104,,6.318980474382558e-45,3.583899373530406e-44,9.046202146783982e-44,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF536,AD_vs_Control_PAC-level,AD,100,100,,,0.3219463,1.2500157736276427,,0.0007964429361435,0.0009910259565620411,0.0024969288709856,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF552,AD_vs_Control_PAC-level,AD,100,100,,,-0.31795546,0.8022059322937777,,4.2085939458614086e-05,6.0072584703030124e-05,0.0001514725338238,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF555,AD_vs_Control_PAC-level,AD,100,100,,,0.33903813,1.2649129731850821,,3.637589436335777e-05,5.2348225845858854e-05,0.0001319944968859,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF558,AD_vs_Control_PAC-level,AD,100,100,,,0.19535545,1.1450062315286793,,0.0134825929271631,0.01390143246681601,0.0350202968941176,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF562,AD_vs_Control_PAC-level,AD,100,100,,,-0.16812271,0.8900000301099057,,0.000698454457857,0.0008767532559629069,0.0022089789732371,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF565,AD_vs_Control_PAC-level,AD,100,100,,,-0.9214259,0.5279869219166385,,4.0495675358564044e-124,5.969621108891769e-123,1.5068056790207075e-122,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF566,AD_vs_Control_PAC-level,AD,100,100,,,-0.19883232,0.8712554495944955,,0.0011299061130195,0.0013808393448371235,0.003479191910341,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF568,AD_vs_Control_PAC-level,AD,100,100,,,0.26528534,1.201873735753135,,4.2046878388819136e-10,8.595357088449578e-10,2.1695736861415504e-09,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF569,AD_vs_Control_PAC-level,AD,100,100,,,-0.17550638,0.8854566729180573,,0.0015138980232754,0.0018115924561238166,0.0045646960132468,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF577,AD_vs_Control_PAC-level,AD,100,100,,,0.4107422,1.3293695374692647,,8.492800524551047e-22,2.850380548966102e-21,7.194710552324525e-21,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF586,AD_vs_Control_PAC-level,AD,100,100,,,0.27955323,1.2138189339362866,,7.203272314625856e-19,2.1897947836462603e-18,5.527310956089575e-18,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF587,AD_vs_Control_PAC-level,AD,100,100,,,0.2305263,1.1732628814142112,,0.0009532484182723,0.0011750259832370756,0.0029605745532419,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF589,AD_vs_Control_PAC-level,AD,100,100,,,0.34159175,1.2671538954609944,,3.175682606074529e-09,6.202646780568184e-09,1.5656242202706094e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF595,AD_vs_Control_PAC-level,AD,100,100,,,0.243224,1.18363478450371,,8.067642352939275e-06,1.2268268940441228e-05,3.0945977610196974e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF596,AD_vs_Control_PAC-level,AD,100,100,,,-0.35057876,0.7842694126653396,,0.0063173783361781,0.006890586480538703,0.0173622312916451,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF598,AD_vs_Control_PAC-level,AD,100,100,,,-0.5495691,0.6832241613305847,,0.0179597219784191,0.018108100946975614,0.0456196508601414,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF606,AD_vs_Control_PAC-level,AD,100,100,,,0.20319147,1.1512422704838883,,0.0076420321988629,0.00820717541846793,0.0206802015538196,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF608,AD_vs_Control_PAC-level,AD,100,100,,,-0.058068406,0.9605493180185553,,0.0005068680910766,0.0006464623798180018,0.001629016677669,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF609,AD_vs_Control_PAC-level,AD,100,100,,,0.16165662,1.1185708350849373,,1.2435338025465141e-12,2.933024554971778e-12,7.403314172746747e-12,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF618,AD_vs_Control_PAC-level,AD,100,100,,,0.95179063,1.9342719291429578,,7.856600213489058e-14,1.9569972855158468e-13,4.939701481641973e-13,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF630,AD_vs_Control_PAC-level,AD,100,100,,,0.5123818,1.4264031558756005,,2.347282863711337e-15,6.208590405176158e-15,1.5671244641135434e-14,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF638,AD_vs_Control_PAC-level,AD,100,100,,,0.06512999,1.0461791985954838,,0.0001365963795438,0.00018497708098982223,0.0004662586976718,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF644,AD_vs_Control_PAC-level,AD,100,100,,,0.097581565,1.0699783200728397,,5.20201846782046e-06,8.030016755382237e-06,2.025503789290336e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF652,AD_vs_Control_PAC-level,AD,100,100,,,0.21865334,1.1636468922818881,,6.494079056282479e-12,1.471331591420078e-11,3.7138216265888366e-11,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF667,AD_vs_Control_PAC-level,AD,100,100,,,0.5063187,1.4204211034415157,,9.039427578916028e-12,2.02388493092588e-11,5.108534112929138e-11,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF676,AD_vs_Control_PAC-level,AD,100,100,,,-0.31493586,0.8038867295148383,,0.0085194529470751,0.009071148530198268,0.0228540017295296,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF680,AD_vs_Control_PAC-level,AD,100,100,,,0.37582198,1.2975786435618455,,5.155613590960499e-58,3.554878726025183e-57,8.972950468541636e-57,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF682,AD_vs_Control_PAC-level,AD,100,100,,,-0.47741547,0.7182632117100763,,3.206111928598496e-11,6.961843044956735e-11,1.7572546808651758e-10,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF69,AD_vs_Control_PAC-level,AD,100,100,,,0.9787786,1.970796206794523,,3.330318199461049e-58,2.3056049073191882e-57,5.819629930535933e-57,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF692,AD_vs_Control_PAC-level,AD,100,100,,,0.437153,1.3539298577564824,,2.763931629632729e-14,7.035836377628531e-14,1.775931506721588e-13,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF696,AD_vs_Control_PAC-level,AD,100,100,,,0.47047615,1.385566687898308,,0.0055712377409893,0.006122632735920118,0.0154270119644235,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF7,AD_vs_Control_PAC-level,AD,100,100,,,-0.24356855,0.8446534503244422,,0.0016263942792901,0.00193908608512189,0.0048859748098041,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF701,AD_vs_Control_PAC-level,AD,100,100,,,0.4931532,1.4075178319168193,,8.091562692568881e-09,1.5412500366797867e-08,3.890304368900077e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF703,AD_vs_Control_PAC-level,AD,100,100,,,0.39476374,1.314727438927098,,0.0075937074438721,0.00816425006540163,0.0205720004736313,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF704,AD_vs_Control_PAC-level,AD,100,100,,,0.8025473,1.7441780240037674,,6.612373005299448e-136,1.0872267152944285e-134,2.7442937484734367e-134,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF706,AD_vs_Control_PAC-level,AD,100,100,,,0.9354806,1.9125276427862157,,1.7801406594091515e-200,4.737806268622022e-199,1.1958804857859534e-198,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF708,AD_vs_Control_PAC-level,AD,100,100,,,-0.7269973,0.6041600523778728,,4.45814415153141e-179,1.0443049998792755e-177,2.6359540676777326e-177,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF711,AD_vs_Control_PAC-level,AD,100,100,,,-0.34391278,0.7879015182177612,,0.0023359772534939,0.0027257052906684196,0.0068682982427747,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF714,AD_vs_Control_PAC-level,AD,100,100,,,-0.15528421,0.897955458807665,,0.0006688922856417,0.0008421172894881701,0.0021217022435431,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF717,AD_vs_Control_PAC-level,AD,100,100,,,0.45254457,1.36845175202185,,2.474409999187042e-63,1.8198886445633726e-62,4.5936224339746535e-62,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF718,AD_vs_Control_PAC-level,AD,100,100,,,0.31949914,1.2478972415833118,,6.271099217026883e-23,2.1773765809372526e-22,5.4959658874096025e-22,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF720,AD_vs_Control_PAC-level,AD,100,100,,,0.16923615,1.1244629683554654,,3.130190006577468e-05,4.538045706865172e-05,0.000114424582815,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF721,AD_vs_Control_PAC-level,AD,100,100,,,0.115594864,1.0834216788636275,,0.0047026102735284,0.005226820648510604,0.0131717336749625,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF728,AD_vs_Control_PAC-level,AD,100,100,,,-0.42652857,0.7440499749867601,,0.017597077616584,0.01777377597422247,0.0447772358217131,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF730,AD_vs_Control_PAC-level,AD,100,100,,,-0.5327534,0.6912342459020675,,9.458661125238294e-13,2.247993123579914e-12,5.674210713246669e-12,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF736,AD_vs_Control_PAC-level,AD,100,100,,,0.16945678,1.124634944572718,,4.683123443347964e-06,7.26197332861031e-06,1.831765433833317e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF737,AD_vs_Control_PAC-level,AD,100,100,,,0.44291687,1.3593499121067898,,2.637107489385309e-12,6.108301804062145e-12,1.5418103895779664e-11,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF738,AD_vs_Control_PAC-level,AD,100,100,,,-0.6340712,0.6443555141733853,,7.659497809375451e-09,1.4618014792446452e-08,3.689766453093391e-08,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF749,AD_vs_Control_PAC-level,AD,100,100,,,-0.67293495,0.6272293829091216,,1.257462426424554e-07,2.1980687443761692e-07,5.546777923408258e-07,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF75A,AD_vs_Control_PAC-level,AD,100,100,,,-0.21913591,0.8590798209764278,,1.2921504037495738e-06,2.0933938326970834e-06,5.281481231234941e-06,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF75D,AD_vs_Control_PAC-level,AD,100,100,,,-0.3160372,0.8032732840280273,,3.237660328614008e-08,5.9292092764979425e-08,1.4966052362388444e-07,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF765,AD_vs_Control_PAC-level,AD,100,100,,,0.60175455,1.5175610438338898,,7.315407386938713e-05,0.00010207545191077273,0.000257335999461,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF770,AD_vs_Control_PAC-level,AD,100,100,,,0.59299237,1.508372099318372,,1.38706134764767e-42,7.553741734004826e-42,1.9066571789121826e-41,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF771,AD_vs_Control_PAC-level,AD,100,100,,,0.3282387,1.255479698528459,,0.0039544851951477,0.0044539237172419345,0.0112237690110513,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF774,AD_vs_Control_PAC-level,AD,100,100,,,0.5582732,1.4725056809433084,,0.0001187420378951,0.0001620178614008546,0.0004083827259482,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF780B,AD_vs_Control_PAC-level,AD,100,100,,,0.1775491,1.1309609369999742,,5.510982891340077e-09,1.0612365702918393e-08,2.6786914307147083e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF782,AD_vs_Control_PAC-level,AD,100,100,,,0.34406683,1.2693296838499928,,9.18149346158112e-24,3.257334817282928e-23,8.221913102396163e-23,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF785,AD_vs_Control_PAC-level,AD,100,100,,,0.48049808,1.3952252746172011,,1.459893445861341e-08,2.7373002109900146e-08,6.90928189221383e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF787,AD_vs_Control_PAC-level,AD,100,100,,,0.284689,1.2181476407771175,,4.923413194450922e-05,6.994007528565795e-05,0.0001763542091331,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF790,AD_vs_Control_PAC-level,AD,100,100,,,-0.55914783,0.6787029410793278,,5.12436519585519e-35,2.4340734680312155e-34,6.1439003546138795e-34,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF793,AD_vs_Control_PAC-level,AD,100,100,,,0.105023436,1.0755118615725803,,0.0081460108302109,0.0087060490747879,0.0219374320673205,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF800,AD_vs_Control_PAC-level,AD,100,100,,,0.38694844,1.3076246149388602,,8.684358501159172e-20,2.723567728011405e-19,6.874619418730543e-19,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF804B,AD_vs_Control_PAC-level,AD,100,100,,,0.8792228,1.8393841323327027,,1.0123242963448873e-56,6.896711341632499e-56,1.740814639083115e-55,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF808,AD_vs_Control_PAC-level,AD,100,100,,,0.49518183,1.4094983900093885,,2.7146051131253e-06,4.29117147533558e-06,1.0826439657682676e-05,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF81,AD_vs_Control_PAC-level,AD,100,100,,,0.5327367,1.4466708361708647,,1.8673166891944202e-59,1.3181058982548849e-58,3.327061159849501e-58,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF814,AD_vs_Control_PAC-level,AD,100,100,,,-0.2594665,0.8353967870530209,,4.875622639709518e-12,1.1127547165703404e-11,2.8087295587115392e-11,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF829,AD_vs_Control_PAC-level,AD,100,100,,,-0.9345788,0.5231951963177845,,2.872011300648859e-15,7.57599587213197e-15,1.9122743966719062e-14,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF839,AD_vs_Control_PAC-level,AD,100,100,,,-0.18607931,0.8789912383561869,,0.0080377071255146,0.00859970541819488,0.021669427470645,,none,down_in_ADPAC,higher_in_resilient
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF84,AD_vs_Control_PAC-level,AD,100,100,,,0.103007905,1.074010356459517,,0.0083732303721195,0.008930088963726908,0.022498548521344,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF846,AD_vs_Control_PAC-level,AD,100,100,,,0.48935533,1.4038174380659996,,4.052957476058368e-30,1.7144235705775654e-29,4.327415635383285e-29,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF852,AD_vs_Control_PAC-level,AD,100,100,,,0.37812814,1.2996544924848195,,0.0053128751459802,0.005857521921100027,0.0147613114572494,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF862,AD_vs_Control_PAC-level,AD,100,100,,,0.12413117,1.0898511971057634,,0.0009549562675804,0.0011769190757207092,0.0029653453165064,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF875,AD_vs_Control_PAC-level,AD,100,100,,,0.19082613,1.1414171380969378,,1.6006013786773722e-08,2.9912878224462367e-08,7.550377814990392e-08,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF891,AD_vs_Control_PAC-level,AD,100,100,,,0.7206774,1.64795563053085,,9.043349437691933e-40,4.7039171219629524e-39,1.187326448986701e-38,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNF91,AD_vs_Control_PAC-level,AD,100,100,,,0.15627924,1.1144093287957748,,9.466553907088254e-11,2.005302840646753e-10,5.061630635053534e-10,,none,up_in_ADPAC,higher_in_impaired
Supplementary_Data_1:Fig. 2f,Astrocyte,ZNFX1,AD_vs_Control_PAC-level,AD,100,100,,,-0.24438752,0.844174104715561,,6.382396019503248e-05,8.960506726888796e-05,0.0002258959968772,,none,down_in_ADPAC,higher_in_resilient
